city,pollutant_name,veh_type,total_daily_tons_2018,total_daily_tons_2019,total_daily_tons_2020,total_daily_tons_2030,total_daily_tons_2040,total_daily_tons_2050
Algona,Atmospheric CO2,heavy,22.86702148,22.801685106210158,22.736348732420314,22.082984994521897,23.08270399921012,25.072502407699336
Algona,Atmospheric CO2,light,60.81794455,59.74644567275273,58.674946795505456,47.95995802303275,45.90085531207776,48.07130595379188
Algona,Atmospheric CO2,medium,7.404395434,7.2464048439142585,7.088414253828517,5.508508352971096,5.006611054419355,4.832287796054924
Algona,CO2 Equivalent,heavy,22.90300284,22.841108612026417,22.779214384052832,22.160272104317,23.184659328583543,25.192943435098755
Algona,CO2 Equivalent,light,61.14953006,60.06614203829358,58.982754016587165,48.14887379952301,46.080272319473856,48.26276202046783
Algona,CO2 Equivalent,medium,7.481011697,7.321266699193858,7.161521701387716,5.564071723326298,5.061465814856736,4.889642112831788
Auburn,Atmospheric CO2,heavy,130.8900265,130.84686450706428,130.8037025141286,130.37208258477142,132.5915383963508,143.6783263440098
Auburn,Atmospheric CO2,light,780.4449966,771.0975122751399,761.7500279502799,668.2751847016796,649.0829045938837,686.6333177874199
Auburn,Atmospheric CO2,medium,61.95026206,61.21827478960798,60.48628751921596,53.166414815295774,51.9615413386196,53.04246817074407
Auburn,CO2 Equivalent,heavy,131.0800118,131.05889307351728,131.03777434703454,130.8265870822073,133.1703669096753,144.3529785596635
Auburn,CO2 Equivalent,light,786.7379093,777.2042306480321,767.6705519960642,672.3337654763858,653.0952943649121,690.9600134727579
Auburn,CO2 Equivalent,medium,63.41669227,62.65782712992762,61.89896198985524,54.31031058913144,53.16020480374036,54.34354674987375
Beaux Arts,Atmospheric CO2,heavy,0.000197407,0.000197218406719825,0.00019702981343965,0.0001951438806379,0.0002190752455928,0.0002200248961917
Beaux Arts,Atmospheric CO2,light,0.411383396,0.40554146702459143,0.3996995380491829,0.3412802482950972,0.3452035920048775,0.3518418260779499
Beaux Arts,Atmospheric CO2,medium,0.028040164,0.027886721156615342,0.027733278313230685,0.0261988498793841,0.0276668546035918,0.0282507016534383
Beaux Arts,CO2 Equivalent,heavy,0.000222926,0.00022376421496810833,0.00022460242993621666,0.0002329845796173,0.0002638547329046,0.0002653519248766
Beaux Arts,CO2 Equivalent,light,0.427169557,0.42079226454239826,0.4144149720847965,0.3506420475087792,0.3547116859910859,0.3612865762048479
Beaux Arts,CO2 Equivalent,medium,0.032792421,0.032497107043688786,0.03220179308737757,0.0292486535242654,0.0309003212282612,0.0314870098332303
Bellevue,Atmospheric CO2,heavy,179.2757781,180.89615714478643,182.51653618957283,198.7203266374371,197.74346403511376,210.09180413119665
Bellevue,Atmospheric CO2,light,1662.218958,1636.9213503946612,1611.6237427893225,1358.6476667359352,1298.6672428904378,1343.0705602898108
Bellevue,Atmospheric CO2,medium,145.4239748,144.4198383799591,143.41570195991818,133.3743377595091,128.6361970428242,129.6943042374938
Bellevue,CO2 Equivalent,heavy,179.556512,181.21124829854088,182.86598459708176,199.41334758249056,198.6060816278321,211.0743201460145
Bellevue,CO2 Equivalent,light,1674.518889,1648.8354042888068,1623.1519195776134,1366.3170724656811,1306.1638612437036,1351.0389834824489
Bellevue,CO2 Equivalent,medium,148.3019711,147.2467105856914,146.19145007138283,135.63884492829698,130.9899753572066,132.22025310859405
Black Diamond,Atmospheric CO2,heavy,1.087998454,1.0840726539165904,1.0801468538331807,1.0408888529990838,1.065304677899502,1.1653630757303024
Black Diamond,Atmospheric CO2,light,23.28349722,23.23884328463944,23.19418934927888,22.74764999567326,23.745065443295044,26.357438479831607
Black Diamond,Atmospheric CO2,medium,1.386082284,1.3926162616969326,1.3991502393938655,1.4644900163631926,1.6033134984287822,1.7870151750640575
Black Diamond,CO2 Equivalent,heavy,1.090268004,1.0865899796301501,1.0829119552603006,1.0461317115618038,1.0718878081327887,1.1729702503997173
Black Diamond,CO2 Equivalent,light,23.58251902,23.534426602619796,23.486334185239595,23.00541001143757,24.03460419193265,26.695493837878185
Black Diamond,CO2 Equivalent,medium,1.463134629,1.4697536954351598,1.4763727618703197,1.5425634262219177,1.6963412878382478,1.8972788347626608
Bothell,Atmospheric CO2,heavy,73.66484988,74.53294181296373,75.40103374592745,84.0819530755647,84.5207717106924,89.89504158947238
Bothell,Atmospheric CO2,light,701.0611112,691.4615013968431,681.8618915936862,585.8657935621173,579.0324146295713,612.098272170225
Bothell,Atmospheric CO2,medium,55.93429961,55.590023427874506,55.245747245749016,51.802985424494125,49.7408563624219,49.77841031166202
Bothell,CO2 Equivalent,heavy,73.77794042,74.66208689387014,75.54623336774027,84.38769810644169,84.90886264542254,90.34293066501712
Bothell,CO2 Equivalent,light,706.0696143,696.3008444731204,686.5320746462407,588.8443763774447,582.0150130795558,615.3421757363853
Bothell,CO2 Equivalent,medium,56.95539044,56.59335206062599,56.231313681251976,52.610929887511865,50.59058556453501,50.70408568438427
Burien,Atmospheric CO2,heavy,6.298284276,8.414394333556128,10.530504391112254,31.691604966673523,28.95847674057563,28.68169674031631
Burien,Atmospheric CO2,light,210.7345557,210.07468753445295,209.4148193689059,202.8161377134355,198.9624623444548,210.44550238780872
Burien,Atmospheric CO2,medium,13.65647599,13.802490890012612,13.948505790025221,15.408654790151326,15.005991425079385,15.28368380464461
Burien,CO2 Equivalent,heavy,6.312695995,8.436458442483051,10.560220889966104,31.79784536479662,29.080934217155868,28.81234687134846
Burien,CO2 Equivalent,light,213.7615197,213.01264224554575,212.2637647910915,204.77499024654887,200.875673261866,212.47981250879224
Burien,CO2 Equivalent,medium,14.47489053,14.601993808783542,14.729097087567084,16.000129875402504,15.610901309293164,15.9309312221167
Carnation,Atmospheric CO2,heavy,1.990411957,1.9392135421011218,1.8880151272022434,1.3760309782134603,1.5359672088144056,2.007745495615264
Carnation,Atmospheric CO2,light,6.597910086,6.496177823509881,6.3944455610197615,5.377122936118573,5.610740015146507,5.95873403787367
Carnation,Atmospheric CO2,medium,0.470666794,0.466380640784568,0.462094487569136,0.419232955414816,0.4285680610627305,0.4410525436411269
Carnation,CO2 Equivalent,heavy,1.994302514,1.943311242518921,1.8923199710378418,1.382407256227051,1.544830802238086,2.0200134433584243
Carnation,CO2 Equivalent,light,6.728589146,6.623102823760063,6.517616501520126,5.462753279120758,5.698568502693615,6.052428110203851
Carnation,CO2 Equivalent,medium,0.507509024,0.5024214613661345,0.49733389873226896,0.446458272393614,0.4576121985673357,0.472202774748263
Clyde Hill,Atmospheric CO2,heavy,0.063178428,0.06296089553813705,0.0627433630762741,0.0605680384576446,0.0584016186857451,0.0665038690427445
Clyde Hill,Atmospheric CO2,light,12.56193801,12.380155192555769,12.198372375111536,10.380544200669211,10.328048990521532,10.637210406722222
Clyde Hill,Atmospheric CO2,medium,1.510765731,1.5030599456125133,1.4953541602250269,1.418296306350161,1.4563073702338718,1.5251213343767915
Clyde Hill,CO2 Equivalent,heavy,0.063505904,0.06330542622966646,0.06310494845933291,0.0611001707559975,0.0590021379686093,0.0671628302675341
Clyde Hill,CO2 Equivalent,light,12.74150472,12.553404195598194,12.365303671196386,10.484298427178324,10.42618205074797,10.736552044511596
