,fraction_with_jobs_outside,hh515,hhcu5,hhexpfac,hhftw,hhhsc,hhincome,hhno,hhoad,hhparcel,hhptw,hhret,hhsize,hhtaz,hhuni,hhvehs,hhwkrs,hownrent,hrestype,samptype,year,zone_id
5009,0.0,0,0,248.4469,1,0,62500,14101036,1,253863,0,0,2,2396,0,2,1,Rent,Dorm Room/Rented room,,2014,2395.0
5010,0.0,0,0,50.2066,1,0,62500,14101035,0,1619,0,0,1,425,0,0,1,Rent,Dorm Room/Rented room,,2014,424.0
5011,0.0,0,0,78.2059,1,0,62500,14101034,0,1619,0,0,1,425,0,1,1,Rent,Dorm Room/Rented room,,2014,424.0
5012,0.0,0,1,49.2681,1,0,87500,14101033,0,723491,1,0,3,425,0,1,2,Own,Dorm Room/Rented room,,2014,424.0
5013,0.0,0,0,100.4631,0,0,-1,14101032,1,1689,0,0,1,495,0,1,0,Rent,Dorm Room/Rented room,,2014,494.0
5014,0.0,0,0,23.9957,2,0,125000,14101031,0,1758,0,0,2,564,0,1,2,Rent,Dorm Room/Rented room,,2014,563.0
5015,0.0,0,0,78.2059,1,0,62500,14101030,0,1135575,0,0,1,556,0,1,1,Rent,Dorm Room/Rented room,,2014,555.0
5016,0.0,0,0,88.5804,1,0,40000,14101029,0,1219723,0,0,1,547,0,1,1,Rent,Dorm Room/Rented room,,2014,546.0
5017,0.0,0,0,59.4868,1,0,-1,14101028,0,1219745,0,0,1,569,0,0,1,Rent,Dorm Room/Rented room,,2014,568.0
5018,0.0,0,0,85.5852,1,0,17500,14101027,0,829116,0,0,1,571,0,1,1,Rent,Dorm Room/Rented room,,2014,570.0
5019,0.0,0,0,40.6185,1,0,87500,14101026,0,852443,0,0,1,585,0,0,1,Rent,Dorm Room/Rented room,,2014,584.0
5020,0.0,0,0,175.5082,2,0,125000,14101025,0,1099775,0,0,2,774,0,3,2,Own,Duplex/Triplex/Rowhouse,,2014,773.0
5021,0.0,0,0,211.9129,1,0,5000,14101024,0,871547,0,0,1,1042,0,1,1,Rent,Dorm Room/Rented room,,2014,1041.0
5022,0.0,0,0,32.1233,1,0,125000,14101023,0,799129,1,0,2,943,0,2,2,Own,Detached Single House,,2014,942.0
5023,0.0,0,0,222.6905,0,0,5000,14101022,0,733126,2,0,2,904,0,2,2,Rent,Mobile Home/Trailer,,2014,903.0
5024,0.0,1,0,32.1217,1,1,87500,14101021,0,812968,1,0,4,1183,0,3,2,Own,Detached Single House,,2014,1182.0
5025,0.0,0,0,431.5582,0,0,17500,14101020,0,795514,2,0,2,2006,0,1,2,Rent,Dorm Room/Rented room,,2014,2005.0
5026,0.0,0,0,182.2197,0,0,40000,14101019,0,1239898,0,2,2,1966,0,1,0,Own,Dorm Room/Rented room,,2014,1965.0
5027,0.0,0,0,250.7283,1,0,62500,14101018,0,801692,0,0,1,1123,0,1,1,Rent,Dorm Room/Rented room,,2014,1122.0
5028,0.0,0,0,209.4185,0,0,5000,14101017,1,496359,0,1,2,2851,0,2,0,Own,Detached Single House,,2014,2850.0
5029,0.0,0,0,74.9085,2,0,62500,14101016,1,407158,0,0,3,2769,0,1,2,Rent,Dorm Room/Rented room,,2014,2768.0
5030,0.0,0,0,407.9714,0,0,5000,14101015,1,328987,0,0,1,3607,0,0,0,Rent,Dorm Room/Rented room,,2014,3606.0
5031,0.0,0,0,149.3313,1,0,-1,14101014,1,314372,0,0,2,3573,0,2,1,Own,Detached Single House,,2014,3572.0
5032,0.0,0,0,191.1084,1,0,40000,14101013,0,332791,0,0,1,3619,0,1,1,Rent,Dorm Room/Rented room,,2014,3618.0
5033,0.0,0,0,299.6114,1,0,125000,14101012,2,339297,2,0,5,3644,0,5,3,Own,Detached Single House,,2014,3643.0
5034,0.0,0,1,185.326,2,0,-1,14101011,0,2228,0,0,3,1631,0,2,2,,Detached Single House,,2014,1630.0
5035,0.0,1,0,177.6709,2,0,125000,14101010,0,1240585,0,0,3,1575,0,2,2,Own,Detached Single House,,2014,1574.0
5036,0.0,0,0,257.3216,0,0,40000,14101009,0,1008807,0,2,2,1524,0,1,0,Own,Detached Single House,,2014,1523.0
5037,0.0,0,0,124.7615,1,0,-1,14101008,1,2099,0,0,3,1506,1,3,2,Own,Detached Single House,,2014,1505.0
5038,0.0,0,0,187.8135,0,0,125000,14101007,0,1176882,0,2,2,1467,0,2,0,Own,Detached Single House,,2014,1466.0
5039,0.0,0,0,159.1275,0,0,40000,14101006,0,1315,1,0,1,119,0,1,1,Rent,Dorm Room/Rented room,,2014,118.0
5040,0.0,0,0,158.8394,0,0,-1,14101005,1,842402,0,0,1,182,0,1,0,Rent,Dorm Room/Rented room,,2014,181.0
5041,0.0,0,0,139.5254,1,0,40000,14101004,0,796385,0,0,1,166,0,0,1,Rent,Detached Single House,,2014,165.0
5042,0.0,0,0,94.0366,2,0,87500,14101003,0,704545,0,0,2,162,0,3,2,Own,Detached Single House,,2014,161.0
5043,0.0,0,1,55.2252,2,0,125000,14101002,0,1033038,0,0,3,45,0,1,2,Own,Detached Single House,,2014,44.0
5044,0.0,0,0,81.6843,0,0,87500,14101001,0,1248943,1,1,2,233,0,1,1,Own,Detached Single House,,2014,232.0
5045,0.0,0,0,81.4925,1,0,62500,14101000,0,699352,0,0,1,295,0,1,1,Rent,Apartment/Condo,,2014,294.0
5046,0.0,0,0,127.0535,1,0,40000,14100999,0,893180,0,0,1,245,0,0,1,Rent,Dorm Room/Rented room,,2014,244.0
5047,0.0,0,0,82.7266,1,0,87500,14100998,0,824870,0,0,1,221,0,1,1,Own,Detached Single House,,2014,220.0
5048,0.0,0,0,139.918,1,1,125000,14100997,0,1404,2,0,4,210,0,1,3,Own,Detached Single House,,2014,209.0
5049,0.0,0,0,127.0535,1,0,40000,14100996,0,828360,0,0,1,324,0,0,1,Rent,Dorm Room/Rented room,,2014,323.0
5050,0.0,0,0,84.1564,1,0,87500,14100995,0,705881,1,0,2,275,0,2,2,Rent,Mobile Home/Trailer,,2014,274.0
5051,0.0,0,0,144.8478,0,0,17500,14100994,1,825034,0,0,1,323,0,1,0,Rent,Dorm Room/Rented room,,2014,322.0
5052,0.0,0,0,125.7341,1,0,87500,14100993,0,854094,0,0,1,343,0,1,1,Own,Dorm Room/Rented room,,2014,342.0
5053,0.0,0,0,103.3545,0,0,62500,14100992,0,1553,0,1,1,359,0,1,0,Own,Detached Single House,,2014,358.0
5054,0.0,0,0,140.9871,1,0,275000,14100991,1,1534,0,0,2,340,0,2,1,Own,Detached Single House,,2014,339.0
5055,0.0,0,0,75.9405,1,0,87500,14100990,0,1622,0,0,1,428,0,1,1,Rent,Dorm Room/Rented room,,2014,427.0
5056,0.0,0,0,100.4806,1,0,62500,14100989,0,1064092,0,0,1,402,0,1,1,Own,Detached Single House,,2014,401.0
5057,0.0,0,2,114.0092,2,0,275000,14100988,0,1016628,0,0,4,383,0,2,2,Rent,Detached Single House,,2014,382.0
5058,0.0,2,0,156.0818,1,0,87500,14100987,0,1118579,1,0,4,385,0,2,2,Own,Duplex/Triplex/Rowhouse,,2014,384.0
5059,0.0,0,0,145.5294,2,0,-1,14100986,0,725379,0,0,2,386,0,2,2,Own,Detached Single House,,2014,385.0
5060,0.0,1,0,295.653,2,1,275000,14100985,0,771037,0,0,4,410,0,2,2,Own,Detached Single House,,2014,409.0
5061,0.0,0,0,133.4738,0,0,-1,14100984,0,1563,0,2,2,369,0,3,0,Own,Detached Single House,,2014,368.0
5062,0.0,0,0,100.0869,1,0,30000,14100983,0,834021,0,0,1,362,0,1,1,Rent,Dorm Room/Rented room,,2014,361.0
5063,0.0,0,0,60.688,1,0,62500,14100982,0,1556,0,0,1,362,0,1,1,Rent,Dorm Room/Rented room,,2014,361.0
5064,0.0,0,0,79.0611,1,0,62500,14100981,0,1227035,1,0,2,786,0,1,2,Own,Detached Single House,,2014,785.0
5065,0.0,0,0,159.8243,0,0,40000,14100980,0,878992,0,2,2,631,0,1,0,Own,Dorm Room/Rented room,,2014,630.0
5066,0.0,0,0,41.1273,0,0,62500,14100979,0,1843,0,0,1,649,1,1,1,Rent,Dorm Room/Rented room,,2014,648.0
5067,0.0,0,0,32.0528,2,0,-1,14100978,0,1214811,0,0,2,246,0,1,2,Own,Duplex/Triplex/Rowhouse,,2014,245.0
5068,0.0,0,0,163.0737,0,0,40000,14100977,0,1784,0,1,2,590,1,1,0,Own,Detached Single House,,2014,589.0
5069,0.0,0,0,71.2378,0,0,62500,14100976,1,1103200,0,0,1,452,0,1,0,Own,Dorm Room/Rented room,,2014,451.0
5070,0.0,0,0,58.5315,2,0,-1,14100975,0,287546,0,0,2,3686,0,2,2,Rent,Detached Single House,,2014,3685.0
5071,0.0,0,0,75.1606,1,0,125000,14100974,1,707293,0,0,2,2084,0,7,1,Own,Detached Single House,,2014,2083.0
5072,0.0,0,0,109.3501,1,0,175000,14100973,0,1142509,0,0,2,1657,1,2,2,Rent,Dorm Room/Rented room,,2014,1656.0
5073,0.0,0,0,81.7082,3,0,62500,14100972,0,222638,0,0,3,2533,0,3,3,Rent,Dorm Room/Rented room,,2014,2532.0
5074,0.0,0,0,1569.102,6,0,225000,14100971,0,1010479,1,0,7,1566,0,7,7,Rent,Detached Single House,,2014,1565.0
5075,0.0,0,0,126.5715,2,0,275000,14100970,0,840774,0,0,2,1608,0,2,2,Own,Detached Single House,,2014,1607.0
5076,0.0,0,0,130.3226,0,0,30000,14100969,0,2065,0,1,1,1468,0,1,0,Own,Dorm Room/Rented room,,2014,1467.0
5077,0.0,1,0,580.9842,0,0,17500,14100968,1,846517,0,0,2,1475,0,1,0,Own,Detached Single House,,2014,1474.0
5078,0.0,0,0,102.8096,0,0,30000,14100967,0,1099297,1,0,1,133,0,1,1,Own,Detached Single House,,2014,132.0
5079,0.0,0,0,47.3611,1,0,175000,14100966,0,909685,1,0,2,383,0,4,2,Own,Detached Single House,,2014,382.0
5080,0.0,0,0,90.0079,1,0,87500,14100965,0,676726,0,0,1,403,0,1,1,Rent,Dorm Room/Rented room,,2014,402.0
5081,0.0,0,0,166.1467,0,0,40000,14100964,0,1367,0,1,1,171,0,2,0,Own,Detached Single House,,2014,170.0
5082,0.0,0,0,72.6544,1,0,40000,14100963,0,1265991,0,0,1,175,0,1,1,Rent,Dorm Room/Rented room,,2014,174.0
5083,0.0,0,0,57.0085,1,0,62500,14100962,0,1265934,0,0,1,175,0,0,1,Rent,Dorm Room/Rented room,,2014,174.0
5084,0.0,0,0,120.244,0,0,17500,14100961,0,1108993,1,0,1,281,0,0,1,Rent,Dorm Room/Rented room,,2014,280.0
5085,0.0,0,0,66.5095,0,0,62500,14100960,0,1581,2,0,2,387,0,1,2,Own,Detached Single House,,2014,386.0
5086,0.0,0,0,109.6879,2,0,30000,14100959,0,1580,0,0,2,386,0,1,2,Rent,Detached Single House,,2014,385.0
5087,0.0,0,0,78.7879,1,0,17500,14100958,0,685329,0,0,1,403,0,1,1,Own,Dorm Room/Rented room,,2014,402.0
5088,0.0,0,0,87.9326,1,0,87500,14100957,0,676726,0,0,1,403,0,0,1,Rent,Dorm Room/Rented room,,2014,402.0
5089,0.0,0,0,72.6277,0,0,87500,14100956,1,1120109,0,0,1,398,0,1,0,Rent,Dorm Room/Rented room,,2014,397.0
5090,0.0,0,0,36.9205,1,0,87500,14100955,1,716638,0,0,2,462,0,0,1,Rent,Dorm Room/Rented room,,2014,461.0
5091,0.0,0,0,48.9302,1,0,225000,14100954,0,747274,0,0,1,426,0,1,1,Own,Dorm Room/Rented room,,2014,425.0
5092,0.0,0,0,64.282,0,0,30000,14100953,1,926079,0,0,1,427,0,0,0,Rent,Dorm Room/Rented room,,2014,426.0
5093,0.0,0,0,73.1023,1,0,175000,14100952,0,1078571,0,0,1,551,0,0,1,Rent,Dorm Room/Rented room,,2014,550.0
5094,0.0,0,0,60.0602,1,0,125000,14100951,0,1115780,0,0,1,427,0,0,1,Rent,Dorm Room/Rented room,,2014,426.0
5095,0.0,0,0,55.4402,2,0,87500,14100950,0,1115606,0,0,2,428,0,0,2,Rent,Dorm Room/Rented room,,2014,427.0
5096,0.0,0,0,48.3051,1,0,62500,14100949,0,1769,0,0,1,575,0,0,1,Rent,Dorm Room/Rented room,,2014,574.0
5097,0.0,0,0,26.8635,1,0,125000,14100948,0,1236994,1,0,2,598,0,1,2,Own,Detached Single House,,2014,597.0
5098,0.0,0,0,79.1727,0,0,17500,14100947,0,1769,0,1,1,575,0,0,0,Rent,Dorm Room/Rented room,,2014,574.0
5099,0.0,0,0,61.4777,1,0,125000,14100946,0,1160404,0,0,1,454,0,1,1,Own,Dorm Room/Rented room,,2014,453.0
5100,0.0,0,0,19.8199,1,0,87500,14100945,0,883322,0,0,1,736,0,1,1,Own,Dorm Room/Rented room,,2014,735.0
5101,0.0,0,0,87.6761,0,0,62500,14100944,0,1250018,0,2,2,686,0,1,0,Own,Detached Single House,,2014,685.0
5102,0.0,0,0,201.1661,0,0,40000,14100943,3,572902,0,0,3,3236,0,1,0,Rent,Duplex/Triplex/Rowhouse,,2014,3235.0
5103,0.0,0,0,31.1832,0,0,87500,14100942,1,186845,0,0,1,2475,0,1,0,Rent,Dorm Room/Rented room,,2014,2474.0
5104,0.0,0,0,109.507,1,0,62500,14100941,0,110707,0,0,1,2299,0,2,1,Own,Detached Single House,,2014,2298.0
5105,0.0,0,0,489.5959,2,0,62500,14100940,0,734556,0,0,2,1781,0,2,2,Rent,Dorm Room/Rented room,,2014,1780.0
5106,0.0,0,0,83.7353,1,0,62500,14100939,0,879055,1,0,2,889,0,1,2,Own,Detached Single House,,2014,888.0
5107,0.0,0,0,158.1428,0,0,125000,14100938,0,1044711,0,2,2,63,0,2,0,Own,Detached Single House,,2014,62.0
5108,0.0,0,1,196.7025,2,0,125000,14100937,0,906958,0,0,3,167,0,2,2,Own,Detached Single House,,2014,166.0
5109,0.0,1,0,276.7095,2,0,225000,14100936,0,1360,0,0,3,164,0,2,2,Own,Detached Single House,,2014,163.0
5110,0.0,0,0,354.6615,0,0,62500,14100935,0,997837,0,2,2,228,0,2,0,Own,Dorm Room/Rented room,,2014,227.0
5111,0.0,0,0,219.2073,1,0,62500,14100934,0,1084178,0,0,1,13,0,1,1,Own,Dorm Room/Rented room,,2014,12.0
5112,0.0,0,0,98.1131,0,0,17500,14100933,0,785118,1,0,1,682,0,0,1,Rent,Dorm Room/Rented room,,2014,681.0
5113,0.0,0,0,572.8229,0,0,62500,14100932,0,1911,0,2,2,718,0,2,0,Own,Detached Single House,,2014,717.0
5114,0.0,0,0,150.4382,2,0,175000,14100931,0,1114522,0,0,2,693,0,2,2,Own,Dorm Room/Rented room,,2014,692.0
5115,0.0,0,0,297.9559,1,0,40000,14100930,0,1117987,0,0,1,641,0,1,1,Rent,Dorm Room/Rented room,,2014,640.0
5116,0.0,0,0,145.4733,2,0,125000,14100929,0,1034299,0,0,2,373,0,2,2,Rent,Dorm Room/Rented room,,2014,372.0
5117,0.0,0,0,729.6196,0,0,17500,14100928,0,2431,0,0,1,1879,1,0,1,Rent,Dorm Room/Rented room,,2014,1878.0
5118,0.0,0,0,164.2707,2,0,125000,14100927,0,1005182,0,0,2,1860,0,2,2,Own,Detached Single House,,2014,1859.0
5119,0.0,0,0,279.0577,1,0,62500,14100926,0,2401,1,0,2,1849,0,2,2,Own,Detached Single House,,2014,1848.0
5120,0.0,0,0,155.3033,0,0,87500,14100925,1,1070661,1,0,2,1858,0,2,1,Own,Detached Single House,,2014,1857.0
5121,0.0,0,0,161.1702,0,0,30000,14100924,0,1031802,0,1,1,858,0,0,0,Own,Detached Single House,,2014,857.0
5122,0.0,0,0,675.1243,1,0,62500,14100923,0,997633,0,0,1,1667,0,1,1,Rent,Dorm Room/Rented room,,2014,1666.0
5123,0.0,0,0,148.1772,0,0,87500,14100922,0,761691,0,2,2,1693,0,2,0,Own,Detached Single House,,2014,1692.0
5124,0.0,0,0,255.5745,1,0,87500,14100921,0,1017269,0,0,1,1639,0,1,1,Own,Detached Single House,,2014,1638.0
5125,0.0,0,0,218.7158,2,0,125000,14100920,0,969318,0,0,2,1753,0,2,2,Own,Detached Single House,,2014,1752.0
5126,0.0,0,0,339.7123,0,0,17500,14100919,0,785636,1,0,1,1761,0,1,1,Own,Detached Single House,,2014,1760.0
5127,0.0,0,0,204.2371,1,0,275000,14100918,0,822600,0,1,2,1482,0,2,1,Own,Detached Single House,,2014,1481.0
5128,0.0,1,0,453.8196,2,1,275000,14100917,0,1020340,0,0,4,1451,0,3,2,Own,Detached Single House,,2014,1450.0
5129,0.0,0,0,390.6169,1,0,40000,14100916,0,803539,0,0,1,1405,0,1,1,Rent,Dorm Room/Rented room,,2014,1404.0
5130,0.0,0,0,426.0483,0,0,62500,14100915,0,885121,1,0,1,2082,0,1,1,,Detached Single House,,2014,2081.0
5131,0.0,0,0,843.8467,2,0,125000,14100914,0,1193972,0,0,2,1301,0,1,2,Own,Detached Single House,,2014,1300.0
5132,0.0,1,0,2721.5415,1,0,30000,14100913,1,994826,0,0,3,1094,0,2,1,Rent,Detached Single House,,2014,1093.0
5133,0.0,0,0,80.5136,1,0,-1,14100912,1,1243546,0,0,2,1100,0,2,1,Own,Detached Single House,,2014,1099.0
5134,0.0,0,0,80.6786,0,0,40000,14100911,0,1148798,0,1,1,1191,0,1,0,Own,Detached Single House,,2014,1190.0
5135,0.0,1,0,846.0343,2,1,175000,14100910,0,834813,0,0,4,2037,0,3,2,Own,Detached Single House,,2014,2036.0
5136,0.0,0,0,217.3623,1,0,87500,14100909,0,1035016,0,0,1,2000,0,2,1,Own,Detached Single House,,2014,1999.0
5137,0.0,0,0,456.2209,1,0,125000,14100908,1,1080,0,0,2,2014,0,2,1,Own,Detached Single House,,2014,2013.0
5138,0.0,0,0,278.8429,2,0,62500,14100907,0,1126516,0,0,2,1679,0,1,2,Rent,Dorm Room/Rented room,,2014,1678.0
5139,0.0,0,0,554.8357,1,0,30000,14100906,1,2593,0,0,2,1783,0,1,1,Rent,Detached Single House,,2014,1782.0
5140,0.0,0,1,1015.3583,2,0,225000,14100905,0,3385,0,0,3,1745,0,2,2,Own,Detached Single House,,2014,1744.0
5141,0.0,0,0,358.9855,1,0,125000,14100904,0,766290,0,0,1,1649,0,1,1,Rent,Dorm Room/Rented room,,2014,1648.0
5142,0.0,0,0,305.718,2,0,125000,14100903,0,1263085,0,0,2,1957,0,2,2,Own,Detached Single House,,2014,1956.0
5143,0.0,0,0,271.3016,0,0,62500,14100902,0,3341,0,1,1,1936,0,1,0,Own,Detached Single House,,2014,1935.0
5144,0.0,0,0,582.3909,1,0,-1,14100900,1,788407,0,0,2,1925,0,3,1,Own,Detached Single House,,2014,1924.0
5145,0.0,0,0,315.8285,0,0,-1,14100899,0,369606,1,1,2,3568,0,2,1,Own,Detached Single House,,2014,3567.0
5146,0.0,2,0,337.3549,2,1,87500,14100898,0,631187,0,0,5,3167,0,3,2,Own,Detached Single House,,2014,3166.0
5147,0.0,2,0,648.6182,2,0,-1,14100897,0,639878,0,0,4,3307,0,2,2,Own,Detached Single House,,2014,3306.0
5148,0.0,2,0,279.341,2,1,175000,14100896,0,650433,0,0,5,3229,0,2,2,Rent,Detached Single House,,2014,3228.0
5149,0.0,0,0,212.3439,1,0,125000,14100895,0,445668,0,0,2,2816,1,3,2,Own,Detached Single House,,2014,2815.0
5150,0.0,0,0,283.9359,1,0,62500,14100894,1,303819,0,0,2,3552,0,1,1,Rent,Detached Single House,,2014,3551.0
5151,0.0,0,0,321.3348,0,0,40000,14100893,0,274709,0,2,2,3501,0,2,0,Own,Detached Single House,,2014,3500.0
5152,0.0,0,0,251.5309,0,0,125000,14100892,0,286549,0,1,1,3516,0,1,0,Rent,Detached Single House,,2014,3515.0
5153,0.0,1,0,606.9042,1,0,62500,14100891,0,134,0,0,3,2945,1,2,2,Rent,Duplex/Triplex/Rowhouse,,2014,2944.0
5154,0.0,0,0,184.2754,2,0,125000,14100890,0,381521,0,0,2,2735,0,1,2,Own,Detached Single House,,2014,2734.0
5155,0.0,0,0,77.7064,0,0,87500,14100889,0,673157,0,2,2,3160,0,1,0,Rent,Dorm Room/Rented room,,2014,3159.0
5156,0.0,0,0,344.5473,1,0,125000,14100888,0,587526,1,0,2,3372,0,2,2,Own,Detached Single House,,2014,3371.0
5157,0.0,0,0,198.7064,0,0,62500,14100887,0,525633,0,2,2,3387,0,2,0,Own,Detached Single House,,2014,3386.0
5158,0.0,1,0,292.2471,1,1,40000,14100886,0,600529,0,0,3,3427,0,1,1,Own,Detached Single House,,2014,3426.0
5159,0.0,3,0,820.3933,1,0,87500,14100885,1,604112,0,0,5,3411,0,2,1,Own,Detached Single House,,2014,3410.0
5160,0.0,0,0,446.9974,1,0,87500,14100884,0,596120,0,0,1,3382,0,1,1,Own,Detached Single House,,2014,3381.0
5161,0.0,2,0,258.7454,1,0,125000,14100883,1,574643,0,0,4,3289,0,3,1,Own,Detached Single House,,2014,3288.0
5162,0.0,0,0,591.3336,3,0,62500,14100882,0,492120,0,0,3,3248,0,3,3,Own,Detached Single House,,2014,3247.0
5163,0.0,0,0,168.0791,0,0,40000,14100881,0,154424,0,2,2,2455,0,2,0,Own,Detached Single House,,2014,2454.0
5164,0.0,0,0,496.4934,1,0,87500,14100880,0,222826,0,0,1,2537,0,1,1,Own,Detached Single House,,2014,2536.0
5165,0.0,0,0,259.2282,1,0,-1,14100879,0,258447,0,1,2,2635,0,2,1,Own,Detached Single House,,2014,2634.0
5166,0.0,0,0,227.9741,0,0,87500,14100878,0,215534,0,1,1,2585,0,1,0,Own,Detached Single House,,2014,2584.0
5167,0.0,0,0,80.064,2,0,125000,14100877,0,186387,0,0,2,2483,0,2,2,Own,Duplex/Triplex/Rowhouse,,2014,2482.0
5168,0.0,4,1,280.314,1,0,-1,14100876,0,138764,1,0,7,2376,0,2,2,Own,Detached Single House,,2014,2375.0
5169,0.0,1,2,602.9696,1,0,87500,14100875,1,78488,0,0,5,2247,0,2,1,Own,Detached Single House,,2014,2246.0
5170,0.0,0,0,138.9315,1,0,87500,14100874,1,78787,0,0,2,2246,0,1,1,Rent,Detached Single House,,2014,2245.0
5171,0.0,0,0,171.6396,2,0,125000,14100873,0,95249,0,0,2,2242,0,2,2,Own,Detached Single House,,2014,2241.0
5172,0.0,0,0,178.2535,1,0,-1,14100872,0,51538,1,0,2,2161,0,2,2,Own,Detached Single House,,2014,2160.0
5173,0.0,0,0,408.2451,2,0,87500,14100871,0,723477,0,0,2,2070,0,7,2,Own,Detached Single House,,2014,2069.0
5174,0.0,0,0,1202.5069,0,0,17500,14100870,1,871509,1,0,2,1042,0,0,1,Rent,Dorm Room/Rented room,,2014,1041.0
5175,0.0,0,0,741.8985,0,0,5000,14100869,1,10164,0,0,1,2100,0,1,0,Own,Detached Single House,,2014,2099.0
5176,0.0,0,0,207.2828,1,0,87500,14100868,0,798494,0,0,1,136,0,1,1,Own,Detached Single House,,2014,135.0
5177,0.0,0,0,214.8626,1,0,62500,14100867,0,1457,0,0,1,263,0,1,1,Rent,Apartment/Condo,,2014,262.0
5178,0.0,0,0,157.2559,1,0,125000,14100866,0,1015589,0,1,2,312,0,1,1,Own,Detached Single House,,2014,311.0
5179,0.0,0,2,399.2492,2,0,125000,14100865,0,1756,0,0,4,562,0,2,2,Own,Detached Single House,,2014,561.0
5180,0.0,0,0,182.1812,0,0,17500,14100864,0,997748,0,1,1,738,0,0,0,Rent,Dorm Room/Rented room,,2014,737.0
5181,0.0,0,0,108.6775,1,0,62500,14100863,0,1246283,0,0,1,795,0,1,1,Rent,Duplex/Triplex/Rowhouse,,2014,794.0
5182,0.0,0,0,745.3496,3,0,-1,14100862,0,939764,0,0,3,829,0,2,3,,Mobile Home/Trailer,,2014,828.0
5183,0.0,0,1,494.9713,2,0,125000,14100861,0,1089206,0,0,3,1854,0,1,2,Rent,Detached Single House,,2014,1853.0
5184,0.0,0,0,683.2147,0,0,40000,14100860,0,2380,0,2,2,1828,0,3,0,Own,Detached Single House,,2014,1827.0
5185,0.0,0,0,1282.3789,0,0,5000,14100859,1,1191,0,0,1,1401,0,1,0,Rent,Detached Single House,,2014,1400.0
5186,0.0,0,0,76.3359,0,0,125000,14100858,2,1110007,0,1,4,1073,1,3,1,Own,Detached Single House,,2014,1072.0
5187,0.0,0,0,437.9976,0,0,17500,14100857,0,732118,0,0,1,1040,1,1,0,Rent,Dorm Room/Rented room,,2014,1039.0
5188,0.0,0,0,366.9158,0,0,17500,14100855,0,323935,0,1,1,3585,0,1,0,Rent,Dorm Room/Rented room,,2014,3584.0
5189,0.0,0,0,269.2309,1,0,62500,14100854,0,988,0,0,1,1199,0,1,1,Rent,Dorm Room/Rented room,,2014,1198.0
5190,0.0,0,0,595.5698,0,0,40000,14100853,1,2138,0,0,1,1440,0,1,0,Rent,Dorm Room/Rented room,,2014,1439.0
5191,0.0,0,0,641.625,1,0,40000,14100852,0,1104149,0,0,2,1211,1,2,2,Own,Detached Single House,,2014,1210.0
5192,0.0,1,0,928.337,1,1,87500,14100851,0,347184,1,0,4,3649,0,2,2,Own,Detached Single House,,2014,3648.0
5193,0.0,1,0,224.7576,0,0,62500,14100850,0,355168,0,2,3,3654,0,2,0,Own,Detached Single House,,2014,3653.0
5194,0.0,0,0,183.2427,1,0,62500,14100849,0,475108,0,0,1,2810,0,1,1,Rent,Apartment/Condo,,2014,2809.0
5195,0.0,0,0,205.7181,1,0,-1,14100848,0,475536,0,0,1,2803,0,1,1,Rent,Dorm Room/Rented room,,2014,2802.0
5196,0.0,0,0,147.6405,1,0,87500,14100847,1,423622,0,0,2,2796,0,1,1,Rent,Detached Single House,,2014,2795.0
5197,0.0,0,0,161.7541,0,0,125000,14100846,1,508480,0,0,1,2994,0,1,0,Rent,Dorm Room/Rented room,,2014,2993.0
5198,0.0,0,0,620.8719,0,0,40000,14100845,0,189878,0,2,2,2479,0,2,0,Own,Detached Single House,,2014,2478.0
5199,0.0,0,0,373.8111,0,0,30000,14100844,0,563379,0,1,1,3287,0,1,0,Own,Detached Single House,,2014,3286.0
5200,0.0,0,0,257.5613,0,0,62500,14100843,1,468610,0,0,1,3456,0,2,0,Own,Other,,2014,3455.0
5201,0.0,0,0,230.6644,1,0,87500,14100842,0,429704,0,0,1,2979,0,1,1,Own,Detached Single House,,2014,2978.0
5202,0.0,0,0,269.281,0,0,-1,14100841,0,442588,0,2,2,3001,0,2,0,Own,Duplex/Triplex/Rowhouse,,2014,3000.0
5203,0.0,2,0,878.7385,1,0,62500,14100840,0,465439,0,0,4,3049,1,4,1,Own,Detached Single House,,2014,3048.0
5204,0.0,0,0,428.8527,1,0,62500,14100839,1,451272,0,0,2,3020,0,2,1,Rent,Dorm Room/Rented room,,2014,3019.0
5205,0.0,0,0,180.4792,1,0,40000,14100838,1,695,0,0,2,3400,0,2,1,Own,Detached Single House,,2014,3399.0
5206,0.0,1,1,160.7959,1,0,62500,14100837,0,209880,1,0,4,2584,0,2,2,Rent,Detached Single House,,2014,2583.0
5207,0.0,0,0,766.9633,1,0,62500,14100836,1,126647,0,0,2,2398,0,1,1,Rent,Dorm Room/Rented room,,2014,2397.0
5208,0.0,1,0,261.9136,1,0,87500,14100835,1,170243,0,0,3,2409,0,2,1,Rent,Dorm Room/Rented room,,2014,2408.0
5209,0.0,0,0,84.3905,1,1,62500,14100834,0,228136,0,0,2,2631,0,1,1,Own,Detached Single House,,2014,2630.0
5210,0.0,0,0,145.9538,2,0,62500,14100833,0,225836,0,0,2,2603,0,2,2,Own,Detached Single House,,2014,2602.0
5211,0.0,0,0,849.3348,1,0,-1,14100832,1,100875,0,0,2,2182,0,3,1,Own,Detached Single House,,2014,2181.0
