year,heavy,hov2,hov3,medium,sov,transit
2018,2606.1713018059145,3084.1719222256247,1457.3446079640885,1252.6158205239342,11818.192433110791,222.1825707918843
2019,2572.027711678073,3020.98993526618,1427.4942111871087,1231.072480185598,11576.065842494838,220.5139431235289
2020,2093.2666912172213,2441.51045613412,1153.6983226000737,997.533377156588,9353.04313791794,180.47596190844672
2021,2212.823385809176,2559.591054956913,1209.492152515914,1049.9045865112505,9806.374278539974,191.9188262546873
2022,2219.820218463999,2546.290570765876,1203.209848385918,1048.4541167738678,9755.630815142922,193.68501396653951
