,pollutantID,pollutant_name,veh_type,intrazonal_vmt,interzonal_vmt,daily_vmt_total,intrazonal_tons,interzonal_tons,running_daily_tons
0,1,Total Gaseous HCs,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.0009101022427778364,0.13472380943677686,0.13563391167955471
1,1,Total Gaseous HCs,light,440918.910192822,14962891.76268516,15403810.67287798,0.04501254440243495,0.8739875839809926,0.9190001283834276
2,1,Total Gaseous HCs,medium,1602.5453407148143,551543.0407131482,553145.586053863,0.0014223827315038818,0.19116169076397932,0.1925840734954832
3,1,Total Gaseous HCs,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.05467010000184487,0.05467010000184487
4,2,CO,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.007733959077844402,1.3037288358914414,1.3114627949692859
5,2,CO,light,440918.910192822,14962891.76268516,15403810.67287798,1.9979982012490327,42.55262063526129,44.550618836510324
6,2,CO,medium,1602.5453407148143,551543.0407131482,553145.586053863,0.0070899016662659825,1.5762588971401013,1.5833487988063673
7,2,CO,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.21811824072609778,0.21811824072609778
8,3,NOx,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.016013297708112256,3.0482872978865028,3.064300595594615
9,3,NOx,light,440918.910192822,14962891.76268516,15403810.67287798,0.14106488848294485,3.6237218500393507,3.7647867385222957
10,3,NOx,medium,1602.5453407148143,551543.0407131482,553145.586053863,0.004303599467372637,0.7097887427949625,0.7140923422623352
11,3,NOx,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.06882896720564251,0.06882896720564251
12,5,Methane,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.0004210952721017038,0.0487826768132794,0.049203772085381105
13,5,Methane,light,440918.910192822,14962891.76268516,15403810.67287798,0.008467244722247443,0.16812475090254886,0.1765919956247963
14,5,Methane,medium,1602.5453407148143,551543.0407131482,553145.586053863,0.000986774615523839,0.13062022698689718,0.13160700160242103
15,5,Methane,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.05001031804041942,0.05001031804041942
16,6,N20,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.00035295721525821337,0.10099402583631029,0.1013469830515685
17,6,N20,light,440918.910192822,14962891.76268516,15403810.67287798,0.003541160431126454,0.06485865082359964,0.06839981125472609
18,6,N20,medium,1602.5453407148143,551543.0407131482,553145.586053863,0.00017450553058429887,0.04237499273700641,0.042549498267590705
19,6,N20,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.003816428499798233,0.003816428499798233
20,79,Non-methane HCs,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.0004890069706761326,0.08594116752022818,0.08643017449090432
21,79,Non-methane HCs,light,440918.910192822,14962891.76268516,15403810.67287798,0.03654529497871562,0.7058628299344186,0.7424081249131342
22,79,Non-methane HCs,medium,1602.5453407148143,551543.0407131482,553145.586053863,0.00043560784052947167,0.060541412136532226,0.060977019977061696
23,79,Non-methane HCs,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.004659859948030861,0.004659859948030861
24,87,VOCs,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.0005438981479475826,0.09638164499135952,0.09692554313930711
25,87,VOCs,light,440918.910192822,14962891.76268516,15403810.67287798,0.03843210612421362,0.7418855780737199,0.7803176841979336
26,87,VOCs,medium,1602.5453407148143,551543.0407131482,553145.586053863,0.000463725948978322,0.06500578238510309,0.06546950833408141
27,87,VOCs,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.004702876954451766,0.004702876954451766
28,90,Atmospheric CO2,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,3.3807380757941696,961.9207183956286,965.3014564714227
29,90,Atmospheric CO2,light,440918.910192822,14962891.76268516,15403810.67287798,246.56796446067506,5717.871811502991,5964.439775963666
30,90,Atmospheric CO2,medium,1602.5453407148143,551543.0407131482,553145.586053863,2.2126715389812373,528.5016356506966,530.7143071896778
31,90,Atmospheric CO2,transit,0.0,26058.285884375462,26058.285884375462,0.0,44.226867436619344,44.226867436619344
32,91,Total Energy,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,45657.11757634707,12988933.812549388,13034590.930125736
33,91,Total Energy,light,440918.910192822,14962891.76268516,15403810.67287798,3408692.3276307243,79280880.4012509,82689572.72888163
34,91,Total Energy,medium,1602.5453407148143,551543.0407131482,553145.586053863,30231.966012267774,7209877.086694061,7240109.052706328
35,91,Total Energy,transit,0.0,26058.285884375462,26058.285884375462,0.0,617508.2564394292,617508.2564394292
36,98,CO2 Equivalent,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,3.4964479238921236,993.2361848255239,996.732632749416
37,98,CO2 Equivalent,light,440918.910192822,14962891.76268516,15403810.67287798,247.8348708175682,5741.402907517426,5989.237778334994
38,98,CO2 Equivalent,medium,1602.5453407148143,551543.0407131482,553145.586053863,2.2893378688404757,544.3948538625687,546.6841917314091
39,98,CO2 Equivalent,transit,0.0,26058.285884375462,26058.285884375462,0.0,46.61443207578133,46.61443207578133
40,100,PM10 Exhaust,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.0003592376027606868,0.07010067926601804,0.07045991686877873
41,100,PM10 Exhaust,light,440918.910192822,14962891.76268516,15403810.67287798,0.004171661697391644,0.08136623786466149,0.08553789956205313
42,100,PM10 Exhaust,medium,1602.5453407148143,551543.0407131482,553145.586053863,9.890220143789427e-05,0.01889553894894801,0.018994441150385906
43,100,PM10 Exhaust,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.0006056194754601866,0.0006056194754601866
44,106,PM10 Brakewear,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.0008971674845457444,0.037928795621210105,0.03882596310575585
45,106,PM10 Brakewear,light,440918.910192822,14962891.76268516,15403810.67287798,0.03847197157988298,0.46416606082599166,0.5026380324058747
46,106,PM10 Brakewear,medium,1602.5453407148143,551543.0407131482,553145.586053863,0.0004495385012960604,0.03592807448814546,0.03637761298944152
47,106,PM10 Brakewear,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.003105661488140931,0.003105661488140931
48,107,PM10 Tirewear,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,6.968207330984733e-05,0.016625059917925136,0.016694741991234982
49,107,PM10 Tirewear,light,440918.910192822,14962891.76268516,15403810.67287798,0.006835409018668766,0.1589288958933082,0.16576430491197697
50,107,PM10 Tirewear,medium,1602.5453407148143,551543.0407131482,553145.586053863,4.034185810203694e-05,0.009084493730866184,0.009124835588968221
51,107,PM10 Tirewear,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.0005372509725815303,0.0005372509725815303
52,110,PM25 Exhaust,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.0003304915085418438,0.06449171991340377,0.06482221142194562
53,110,PM25 Exhaust,light,440918.910192822,14962891.76268516,15403810.67287798,0.0037671978140934328,0.07336843403149623,0.07713563184558966
54,110,PM25 Exhaust,medium,1602.5453407148143,551543.0407131482,553145.586053863,9.066002154375033e-05,0.01729146925264324,0.01738212927418699
55,110,PM25 Exhaust,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.000551328200256021,0.000551328200256021
56,112,Elemental Carbon,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.00024892942217661257,0.04949059852565002,0.049739527947826635
57,112,Elemental Carbon,light,440918.910192822,14962891.76268516,15403810.67287798,0.0018258913346395512,0.035904619816428805,0.037730511151068354
58,112,Elemental Carbon,medium,1602.5453407148143,551543.0407131482,553145.586053863,5.834696333453195e-05,0.01096014432807308,0.011018491291407613
59,112,Elemental Carbon,transit,0.0,26058.285884375462,26058.285884375462,0.0,0.0002641779189703497,0.0002641779189703497
60,115,Sulfate Particulate,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,1.6970121610108494e-05,0.003009158142979216,0.0030261282645893247
61,115,Sulfate Particulate,light,440918.910192822,14962891.76268516,15403810.67287798,0.00012175260600188498,0.0024754349483254376,0.0025971875543273227
62,115,Sulfate Particulate,medium,1602.5453407148143,551543.0407131482,553145.586053863,6.483232027267213e-06,0.0012016634719966865,0.0012081467040239537
63,115,Sulfate Particulate,transit,0.0,26058.285884375462,26058.285884375462,0.0,6.985317545318861e-05,6.985317545318861e-05
64,116,PM25 Brakewear,heavy,1275.4571426111136,534248.7550785722,535524.2122211833,0.00011214590041941849,0.004741098836562541,0.0048532447369819594
65,116,PM25 Brakewear,light,440918.910192822,14962891.76268516,15403810.67287798,0.00480899660402035,0.05802075652335772,0.06282975312737807
