tractce10,veh_type,vmt_total,total_daily_tons_co2e
004800,light,49715.93003636182,43.444862727237634
004800,medium,1723.9705801760892,4.58899513216816
004900,heavy,291.666273554659,0.7970484127782842
004900,light,90313.87244085432,74.29780319349669
004900,medium,3241.575732539384,7.197826486936293
005000,heavy,86.86021856335587,0.2405473118478442
005000,light,40146.48852199507,34.50732291391763
005000,medium,1250.854029733522,3.5292163528636067
005100,heavy,111.8702436875244,0.3050495347201818
005100,light,28148.41634475017,26.73792158872161
005100,medium,912.6856016946226,2.844730855972416
005200,heavy,6730.571108568972,15.53204337923946
005200,light,250627.42414553533,142.9443307392776
005200,medium,13972.160399646806,14.097666592365483
005301,heavy,1.1762053870538278,0.0243356159073933
005301,light,22456.985122145798,28.27110029719544
005301,medium,391.87410131235305,2.82098939731855
005302,heavy,223.29021383029507,0.5625087720648796
005302,light,100675.3591714886,54.97662011550431
005302,medium,3443.860220886514,3.085177259636984
005400,heavy,121.80134344208136,0.3803855080591445
005400,light,55654.9653955558,54.74958393651475
005400,medium,2039.4297933239536,5.797330806397238
005600,heavy,2.957888094903805,0.0390663134057236
005600,light,19241.90753345288,31.50699011534986
005600,medium,464.0875820641508,4.042047550072294
005700,heavy,19.05682794036684,0.0828111854852969
005700,light,17112.573559352582,29.670075535147124
005700,medium,341.974407779087,3.7514816862765135
005801,heavy,210.3517274182024,0.5601994981054956
005801,light,52570.95867603316,45.21118248964167
005801,medium,1709.0941754741934,4.531849510017446
005802,heavy,830.71940446758,2.040190797695699
005802,light,79470.94557310654,66.8666418031942
005802,medium,3392.3623070892945,7.658129211423524
005900,heavy,132.01278643581065,0.3498072696468424
005900,light,34571.04674538865,42.31262084293069
005900,medium,1140.5392406770263,5.213304367483016
006000,heavy,485.5715106755563,1.207222906338938
006000,light,87583.17708429723,65.78733291207533
006000,medium,3551.6524307703417,6.122736054453945
006100,heavy,8031.688553700086,17.772580206125852
006100,light,290304.1149604883,152.76477631105445
006100,medium,18271.622852364104,16.506178854541155
006200,heavy,201.62425157846675,0.5063960851881579
006200,light,116940.88306051416,68.33587051872199
006200,medium,8263.154115165253,8.33561257096816
006300,heavy,0.0225446005644473,0.0206694877277209
006300,light,14782.73366918166,21.407409601795976
006300,medium,374.8546131028498,2.6925191495607903
006400,heavy,10.743998087505329,0.0389958455325683
006400,light,19503.664453548776,18.08510817506089
006400,medium,574.8811496931435,1.89279121824268
006500,heavy,7.486430696893948,0.0375239950193438
006500,light,18730.66256280007,22.46856115066349
006500,medium,542.4587352532778,2.627219264704663
006600,heavy,8537.135439022168,19.012160286840015
006600,light,293426.45647378766,149.99539500592005
006600,medium,19118.41738829425,16.398516868104785
006700,heavy,564.6849698844431,1.3327571276922658
006700,light,110837.69300365448,79.96069354823004
006700,medium,4873.228020352546,8.6266714200668
006800,heavy,22.983818066266025,0.0692362989833194
006800,light,13088.602958919348,14.88608827649599
006800,medium,319.44482861079223,1.630488204659427
006900,heavy,0.4640948192525447,0.0176522203820352
006900,light,9596.244464924595,16.267451795106908
006900,medium,227.354822388862,2.098082526169825
007000,heavy,76.33327660413605,0.2506239749153444
007000,light,21005.108278426032,31.24768403222678
007000,medium,731.1061992775086,3.92038554145846
007100,heavy,573.6785881163122,1.4723558878908496
007100,light,48933.9455201776,39.44764095711562
007100,medium,2688.191160419792,4.610080284373797
007200,heavy,464.7662427617564,1.2503646864733935
007200,light,116601.79938958376,84.15504654144439
007200,medium,6153.138209689225,9.286190977894492
007300,heavy,6221.332508874755,14.850308706202185
007300,light,251674.1593246541,155.48241463959116
007300,medium,16327.789235108114,17.638452226591973
007401,heavy,67.12436324534654,0.494171859146208
007401,light,8523.354595386363,13.704705454598136
007401,medium,434.47867885512017,1.6594938811511386
007402,heavy,75.62985093687506,0.2219898394691809
007402,light,14250.63856693388,12.04395730592576
007402,medium,581.8240420754319,1.1880417919814446
007500,heavy,27.927774408656777,0.109312363022588
007500,light,32508.26261375034,39.06699487885146
007500,medium,877.6281429519801,4.266183304898354
007600,heavy,8.789874548689623,0.0356199134521947
007600,light,19131.369891379807,19.079894893323903
007600,medium,490.2239486020693,1.9303872475174035
007700,heavy,10.549846606413656,0.0411177694597403
007700,light,25872.73096170913,23.345817213245688
007700,medium,607.0106308074903,2.269781482763336
007800,heavy,0.4775811145832179,0.0170644192017718
007800,light,12766.699901558566,17.062089279936494
007800,medium,391.1867598743872,2.1553820658951564
007900,heavy,15.369996164304576,0.059962437392798
007900,light,16198.959832825014,21.057043994401088
007900,medium,352.17278738355344,2.2990105633504365
008001,heavy,402.9151838299034,1.130395097350084
008001,light,42044.68718141452,38.5235249680881
008001,medium,2515.7308322761296,4.676832400234561
008002,heavy,285.2410375502134,0.7850651976476232
008002,light,34496.19663487132,24.563250141486662
008002,medium,2102.7040442749512,2.9137456510503474
008100,heavy,1057.319039940838,2.5401260075562053
008100,light,144640.5943446575,83.82829789946588
008100,medium,9279.184619422102,9.330900057309576
008200,heavy,3904.3845040761134,8.727072679795985
008200,light,138387.7345470005,77.57835772154843
008200,medium,9205.118251837495,8.713465984110915
008300,heavy,2244.036951813839,5.628603552713323
008300,light,82423.48451080633,47.3511935078292
008300,medium,4941.097270180225,4.821348595354211
008400,heavy,159.03832609533222,0.4518743879209032
008400,light,20282.54007652268,21.305967748691348
008400,medium,747.560003921424,2.3566306674875053
008500,heavy,4736.924156423382,13.268342470370238
008500,light,162566.025428703,97.1123132452552
008500,medium,10644.115367079032,10.551161872901488
008600,heavy,32.93272534273005,0.0917113406933107
008600,light,25637.61719401651,19.60889315644984
008600,medium,724.9872746792538,1.5601158884157025
008700,heavy,16.525680229677445,0.0502592765436936
008700,light,22254.940213512877,16.793435906799054
008700,medium,505.7292271518601,1.298581914366685
008800,heavy,12.120335598835648,0.0395490221304648
008800,light,25346.746810600576,18.0275555687794
008800,medium,650.7376757616494,1.4006567976703104
008900,heavy,9.727587238464404,0.0381090533360641
008900,light,24187.675957347077,20.04653497749245
008900,medium,597.1178838989988,1.74596202516937
009000,heavy,488.7817903104852,1.2655485947234573
009000,light,43174.20754949651,27.31241622511951
009000,medium,1282.509682884532,1.793970112480192
009100,heavy,3999.505147980376,10.791026402714689
009100,light,119855.08988317268,71.36473976739771
009100,medium,8111.475445954212,7.818923395438618
009200,heavy,1578.0949401832572,4.141795775250355
009200,light,72146.87455904174,42.42159898291954
009200,medium,4448.778630389706,4.359204795965404
009300,heavy,54536.39377127169,116.3267759469735
009300,light,1360048.7964158778,586.5575658613509
009300,medium,94334.56950805405,65.7980527975333
009400,heavy,2910.9943760645683,6.365177166303321
009400,light,216737.32811901145,110.13126216434011
009400,medium,10935.003752375143,9.109876885919718
009500,heavy,2733.729777844966,6.398700945106722
009500,light,215827.5533116418,109.68437780661428
009500,medium,10209.24981854265,8.866977894395697
009600,heavy,0.0,0.0100132374098348
009600,light,20237.42694437044,17.400709964695697
009600,medium,568.526065388714,1.6703309494031888
009701,heavy,0.0,0.00955769587634
009701,light,11501.94226073844,12.273149083544595
009701,medium,223.94699133320597,1.299401564773716
009702,heavy,0.0,0.0084538243421246
009702,light,12457.45676871374,12.258801620499147
009702,medium,265.0414454056793,1.209686080735468
009800,heavy,27.27446768406633,0.087242148209721
009800,light,36922.153587208006,26.525558339240096
009800,medium,1010.5705837023786,2.105160244484261
009900,heavy,9552.386355584817,26.590993570361498
009900,light,237849.42212192505,113.19330897317836
009900,medium,9189.002588416672,8.01319750278467
010001,heavy,837.765600875359,1.889382916666442
010001,light,53870.78616998391,28.567403863309615
010001,medium,1430.770517517583,1.6144738920358832
010002,heavy,360.0708174147436,0.8921972951334869
010002,light,33627.466463390294,19.84514958116892
010002,medium,1101.757984716926,1.4350295262212436
010100,heavy,769.1833907704588,1.7869003680952666
010100,light,44598.17339742114,27.789868314250203
010100,medium,1061.5167189323713,2.038877457783415
010200,heavy,0.7934637379195342,0.0102134761277345
010200,light,10001.72329791764,10.08012779225931
010200,medium,185.14021126544995,0.9866117346403176
010300,heavy,632.0439846462651,1.370196413505392
010300,light,43447.73212043636,26.050010570343247
010300,medium,981.3201861363208,1.7317977287341777
010401,heavy,748.9656352338776,1.6818723272984428
010401,light,33168.48247022058,20.23150782686864
010401,medium,883.6236283020713,1.4486855882108658
010402,heavy,9958.178742461252,23.10167298585311
010402,light,179680.1190778056,92.19721496201448
010402,medium,12784.241467010675,10.607142686207816
010500,heavy,164.7727720854725,0.4249398751842069
010500,light,43937.15987429693,32.037625014154095
010500,medium,1109.101112415995,2.3820657308086157
010600,heavy,288.77271066903296,0.7229136909403088
010600,light,30545.57446810377,22.909696415954706
010600,medium,745.2981082734817,1.8440332978803575
010701,heavy,93.19804221564836,0.2395236482982245
010701,light,19558.95073349257,13.796207169143068
010701,medium,533.3179677074434,1.140060688950369
010702,heavy,62.64073297445099,0.1526423871765188
010702,light,21113.05921634766,12.689388185896778
010702,medium,470.6726473963484,0.7936180553866848
010800,heavy,3221.671565002749,7.676583719111942
010800,light,71849.15781102818,39.684301458840174
010800,medium,2689.4451999245475,2.905562355694104
010900,heavy,3123.777260737599,7.330835239601524
010900,light,184489.2005116908,86.97869250221491
010900,medium,11933.07541091744,9.390282429837042
011001,heavy,871.1645695074565,1.9038500356696837
011001,light,34547.53735482372,20.51544783423129
011001,medium,1035.753099176373,1.4931826124989294
011002,heavy,19398.84445979302,39.24478126072644
011002,light,291527.2874477919,119.98454077725296
011002,medium,22708.14572911185,15.070559554507575
011101,heavy,423.7046529191851,0.935859457797482
011101,light,23156.60050743561,20.67272399904659
011101,medium,572.2190213394895,2.022057088020623
011102,heavy,17.488065471112332,0.0556098274149236
011102,light,12792.347142313662,13.160486395497868
011102,medium,254.77519384554844,1.3363668441728722
011200,heavy,5971.6031961900335,12.68389081332627
011200,light,219380.22656469877,103.24833558536577
011200,medium,11723.080625149125,9.257983884842467
011300,heavy,756.707171736768,2.216080129367084
011300,light,68735.33151209995,45.68460534333542
011300,medium,2472.066922804705,3.6359177923989625
011401,heavy,88.79092420227262,0.2879895113653727
011401,light,16910.6991507125,12.429099883696722
011401,medium,388.1829081739547,0.909458995135908
011402,heavy,126.76539908354894,0.3228562844157246
011402,light,28427.45271740554,16.74404376903801
011402,medium,541.5979169879431,0.9192609017713248
011500,heavy,12.01088709573668,0.042114750982843
011500,light,19009.526750385747,16.45228344981076
011500,medium,319.68345350081205,1.4892785029347269
011600,heavy,386.7729296175914,0.9366602610504716
011600,light,24715.629909017185,22.395139825501776
011600,medium,647.4185142275311,2.3330187510097424
011700,heavy,23318.315549800936,49.06210331652182
011700,light,358867.2173257894,158.65626341619995
011700,medium,26285.475414666857,19.152499760549738
011800,heavy,128.49032648948992,0.3226576094739914
011800,light,37604.535060555456,27.19577644479996
011800,medium,843.0190198134799,2.240162025665304
011900,heavy,906.1040022807052,3.5811351735633337
011900,light,47736.223571957664,36.64030592660357
011900,medium,1781.4857243587196,3.311555092304808
012000,heavy,43.08443491222205,0.1210091047214966
012000,light,10980.419120980156,8.62279623696016
012000,medium,241.8282403150349,0.724353370596069
012100,heavy,34.75797865799998,0.0896235776468546
012100,light,4272.532842149557,4.658940029467345
012100,medium,99.36120926418222,0.5029103485255045
