Origins_auto,Destinations_auto,Origins_medium_truck,Destinations_medium_truck,Origins_heavy_truck,Destinations_heavy_truck
17346.251587226987,20150.010583870113,445.2645551299977,451.46455547000005,0.0,0.0
24118.282080955803,20873.590772159398,526.357262059999,531.9572622000001,41.76119933000004,43.66119972
8844.82639221102,7429.266736261547,179.8462425000001,179.74624279,0.0,0.0
15009.21904347092,15188.153149865568,374.5306758899974,365.83067625,148.52989117599984,147.7298917
16428.565808683634,12629.949329443276,267.0366286400008,271.83662885,0.0,0.0
1841.1818116307259,2793.2803955078125,58.439388890000295,55.439388850000014,0.0,0.0
27084.161378018558,31460.586793012917,702.0925384499975,686.892538334,0.0,0.0
9116.748547449708,9859.194958738983,205.96724452,207.16724469000002,49.03092117000007,47.530921580000005
6750.227808095515,3680.1646611467004,84.88385726000021,85.78385720000001,0.0,0.0
3208.2192263677716,2737.119458168745,60.663217600000166,60.5632176,0.0,0.0
5959.570190854371,5922.988465450704,172.6906340499997,171.09063415,0.0,0.0
5784.611084386706,5258.436047963798,102.67967726000026,104.17967719999999,0.0,0.0
26061.189234621823,32480.554969914258,977.0311686899972,982.0311695799999,0.0,0.0
12833.778406739235,11069.889637373388,272.26344266000103,274.56344277000005,0.0,0.0
8464.93034721911,9836.106567807496,247.228314110001,248.62831427,0.0,0.0
3877.23133559525,1241.0336792618036,30.31708810000007,29.417088039999996,0.0,0.0
4699.366137757897,5326.459778286517,156.77483048999937,161.07483049,0.0,0.0
15870.387146256864,14040.995422892272,329.3590445599991,321.15904428,44.181846120000024,44.581845689999994
8963.935840539634,8430.429896011949,198.8725644500005,195.67256410000002,0.0,0.0
6639.876147583127,7722.164319165051,162.57189667999984,166.47189648,70.67133122000008,68.87133115
20369.034400247037,15484.787744686007,337.6552675899991,341.2552675,0.0,0.0
13856.637964427471,8835.895850360394,183.50169609000073,184.60169592,28.98941201,27.789411810000004
9820.586487308145,6837.717590741813,169.09537019000066,174.99537027,0.0,0.0
10086.059534609318,7962.854773543775,183.31050556000056,181.31050558000004,0.0,0.0
7489.41900729388,5172.9262702688575,126.42200253000016,121.42200252,0.0,0.0
9510.523230597377,6828.285950310528,196.83378021000044,197.33378019000003,0.0,0.0
13289.03560885787,9992.127150014043,267.888653049999,270.38865337,79.69841247000011,80.19841305
16238.294971764088,12607.075037889183,299.0673741100006,298.86737424,0.0,0.0
12847.572779498994,11425.765613593161,230.01904884000098,228.71904872,0.0,0.0
12076.093713879585,9768.073438607156,230.01447512000095,231.61447506000002,0.0,0.0
16433.664332576096,12117.930372342467,263.42748024000065,266.02748015,0.0,0.0
12142.592945188284,8633.263355113566,198.8356083100002,199.23560830000002,0.0,0.0
32584.985341370106,15476.577187150717,525.7709167800008,531.5709167150001,46.73186827000004,49.631868004
26742.650245048106,12689.755432747304,385.20131322500055,383.40131325000004,0.0,0.0
13273.890015520155,9702.485072128475,235.37993448000103,241.67993458,0.0,0.0
6603.011365316808,5180.945752307773,149.76084249999994,147.16084266000001,0.0,0.0
19837.16169576347,23142.630885250866,550.3048568499983,553.20485647,0.0,0.0
7942.9851202219725,4545.54576458782,134.92919410000033,134.52919405,0.0,0.0
7924.62237611413,5816.823584742844,137.2650510600003,136.3650512,0.0,0.0
6999.152881078422,4913.030884191394,146.6960556500002,146.29605549000001,0.0,0.0
23923.65033055097,25438.50704497099,922.7063536800047,917.50635461,0.0,0.0
30446.22581963986,12927.118104107678,345.8272043000007,335.92720432,0.0,0.0
15640.739625141025,16648.257093705237,653.0058311150019,653.9058297700001,0.0,0.0
9748.30100183934,3418.905872218311,131.4415092500006,126.84150928,263.2683519899995,265.66835189
27018.437733210623,14513.147705473006,324.22798409999973,335.02798399999995,0.0,0.0
13017.218994490802,5274.491956315935,104.80000000000004,102.5,0.0,0.0
48181.29544822872,56366.24632707238,1650.4809345499837,1656.5809350440002,699.7892814289999,700.38928147
23068.567091450095,14658.5685435161,437.13158113999964,429.23158151,0.0,0.0
28926.696522183716,23107.480714134872,687.1789404999994,676.678940744,0.0,0.0
16940.88747674972,14915.376013576984,395.0891233499977,401.08912382,90.79415004000006,86.79415007
13706.505530543625,11972.393103547394,301.404353419999,299.50435391,103.65855086999998,103.55855159999999
19805.71807922423,13380.734754353762,427.1414545899986,430.6414543300001,0.0,0.0
6884.370166517794,20230.12006943673,621.930460849998,623.6304598000002,0.0,0.0
37326.116126313806,21414.764783598483,88.84423331000042,86.84423325,0.0,0.0
22913.548279099166,19500.508484646678,719.8038583399918,722.203857445,102.09282054999997,102.99282099000001
11679.888757713139,7476.027551881969,184.10389455000097,181.80389488999998,0.0,0.0
11157.650769263506,7299.949731953442,227.03901992999968,228.63901971,0.0,0.0
17459.79980494827,13510.855176068842,781.8192283750046,784.6192293699999,98.93671848999993,100.23671861999999
25349.64996421337,17023.666418783367,1095.4001587399937,1087.40015745,600.7558005200007,599.0557993
21032.079615317285,17114.87574569136,674.409248379997,668.9092480959999,0.0,0.0
