OBJECTID_1,OBJECTID,LocationID,LocationDe,LocationNo,CountNote,CityName,CityFIPS,CountyName,CountyFIPS,CountYear,CountTime,CountDate,WeatherCod,WeatherNot,HeritageSi,Bike_M_N_N,Bike_M_N_H,Bike_F_N_N,Bike_F_N_H,Bike_M_S_N,Bike_M_S_H,Bike_F_S_N,Bike_F_S_H,Bike_M_E_N,Bike_M_E_H,Bike_F_E_N,Bike_F_E_H,Bike_M_W_N,Bike_M_W_H,Bike_F_W_N,Bike_F_W_H,Bike_M_N,Bike_F_N,Bike_North,Bike_M_S,Bike_F_S,Bike_South,Bike_M_E,Bike_F_E,Bike_East,Bike_M_W,Bike_F_W,Bike_West,Bike_Total,Ped_M_N,Ped_F_N,Ped_North,Ped_M_S,Ped_F_S,Ped_South,Ped_M_E,Ped_F_E,Ped_East,Ped_M_W,Ped_F_W,Ped_West,Ped_Total,Other_N,Other_S,Other_E,Other_W,Other_Tota,Latitude,Longitude,Bike_U_N,Bike_U_S,Bike_U_E,Bike_U_W,Ped_U_N,Ped_U_S,Ped_U_E,Ped_U_W,Deprecated,StartYear,countertype
1851,1851,Spokane1,E 5th Ave and S Sherman Street, , ,Spokane,5367000,Spokane County,53063,2012, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,2,47.652000000000001,-117.403000000000010,0,0,0,0,0,0,0,0,No,2008,
1852,1852,Spokane10,Southeast Blvd. & Rockwood Blvd. (3-way intersection), , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,47.634490000000000,-117.377140000000000,0,0,0,0,0,0,0,0,No,2009,
1853,1853,Spokane10,Southeast Blvd. & Rockwood Blvd. (3-way intersection), , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,47.634490000000000,-117.377140000000000,0,0,0,0,0,0,0,0,No,2009,
1854,1854,Spokane10,Rockwood & Southeast Blvd, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,47.634490000000000,-117.377140000000000,0,0,0,0,0,0,0,0,No,2009,
1855,1855,Spokane10,Rockwood & Southeast Blvd, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,47.634490000000000,-117.377140000000000,0,0,0,0,0,0,0,0,No,2009,
1856,1856,Spokane10,Southeast Blvd. & Rockwood Blvd. (3-way intersection), , ,Spokane,5367000,Spokane County,53063,2011, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,47.634490000000000,-117.377140000000000,0,0,0,0,0,0,0,0,No,2009,
1857,1857,Spokane10,Southeast Blvd. & Rockwood Blvd. (3-way intersection), , ,Spokane,5367000,Spokane County,53063,2012, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,47.634490000000000,-117.377140000000000,0,0,0,0,0,0,0,0,No,2009,
1858,1858,Spokane10,Southeast Blvd. & Rockwood Blvd.,(3-way intersection), ,Spokane,5367000,Spokane County,53063,2012, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,47.634490000000000,-117.377140000000000,0,0,0,0,0,0,0,0,No,2009,
1859,1859,Spokane10,Southeast Blvd. & Rockwood Blvd.,(3-way intersection), ,Spokane,5367000,Spokane County,53063,2013, ,10/3/2013 0:00:00,0,sunny,No,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,1,8,2,1,3,3,4,7,1,0,1,0,2,2,13,0,0,0,0,0,47.634490000000000,-117.377140000000000,0,0,0,0,0,0,0,0,No,2009,
1860,1860,Spokane10,Southeast Blvd. & Rockwood Blvd.,(3-way intersection), ,Spokane,5367000,Spokane County,53063,2014, ,10/1/2014 0:00:00,0,Chilly - low 40's and breezy,No,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,2,6,0,0,4,0,0,2,0,0,1,0,0,2,9,0,0,0,0,0,47.634490000000000,-117.377140000000000,0,0,0,0,0,0,0,0,No,2009,
1861,1861,Spokane2, , , ,Spokane,5367000,Spokane County,53063,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,2,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1862,1862,Spokane2, , , ,Spokane,5367000,Spokane County,53063,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,13,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1863,1863,Spokane2,W 4th Ave and S Washington St, , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1864,1864,Spokane2,W 4th Ave and S Washington St, , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,3,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1865,1865,Spokane2,4th & Washington, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,1,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1866,1866,Spokane2,5 (4?)th @ Washington, , ,Spokane,5367000,Spokane County,53063,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1867,1867,Spokane2,4th (E-W) & Wahington (N-S), , ,Spokane,5367000,Spokane County,53063,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,1,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1868,1868,Spokane2,W 4th Ave and S Washington St, , ,Spokane,5367000,Spokane County,53063,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1869,1869,Spokane2,W 4th Ave and S Washington St, , ,Spokane,5367000,Spokane County,53063,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,3,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1870,1870,Spokane2,W 4th Ave and S Washington St, , ,Spokane,5367000,Spokane County,53063,2013, ,10/3/2013 0:00:00,0,Partly Cloudy 50s,Yes,3,0,0,1,2,0,0,0,3,8,0,1,3,1,0,0,0,0,4,0,0,2,0,0,12,0,0,4,22,21,20,41,13,8,21,8,15,23,11,5,16,101,0,1,1,0,2,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1871,1871,Spokane2,W 4th Ave and S Washington St, , ,Spokane,5367000,Spokane County,53063,2014, ,10/1/2014 0:00:00,0,Cold and clear (38' F),Yes,1,13,0,2,0,0,0,0,0,1,0,2,2,4,0,0,0,0,16,0,0,0,0,0,3,0,0,6,25,0,0,28,0,0,11,0,0,16,0,0,246,301,1,0,0,1,2,47.652465999999997,-117.417946000000000,0,0,0,0,0,0,0,0,No,2008,
1872,1872,Spokane3, , , ,Spokane,5367000,Spokane County,53063,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,5,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1873,1873,Spokane3, , , ,Spokane,5367000,Spokane County,53063,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,4,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1874,1874,Spokane3,W 2nd Ave and S Howard St, , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1875,1875,Spokane3,W 2nd Ave and S Howard St, , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,4,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1876,1876,Spokane3,2nd/Howard, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1877,1877,Spokane3,2nd & Howard, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1878,1878,Spokane3,W 2nd Ave and S Howard St, , ,Spokane,5367000,Spokane County,53063,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1879,1879,Spokane3,W 2nd Ave and S Howard St, , ,Spokane,5367000,Spokane County,53063,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,7,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1880,1880,Spokane3,W 2nd Ave and S Howard St, , ,Spokane,5367000,Spokane County,53063,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,2,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1881,1881,Spokane3,W 2nd Ave and S Howard St, , ,Spokane,5367000,Spokane County,53063,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,17,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1882,1882,Spokane3,W 2nd Ave and S Howard St, ,"38 bicyclists, 240 pedestrians, and 1 other (skateboarder). I think it might be interesting to track pedestrians using some sort of mobility device. I saw one wheelchair, 2 canes, and 1 walker. Just a thought. It might be a more useful piece of info to t",Spokane,5367000,Spokane County,53063,2013, ,10/3/2013 0:00:00,0,"Clear, chilly (40 degrees)",Yes,7,4,0,5,3,4,1,1,3,1,0,0,3,4,0,2,0,0,16,0,0,9,0,0,4,0,0,9,38,53,39,92,47,24,71,14,16,30,31,16,47,240,0,0,0,0,0,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1883,1883,Spokane3,W 2nd Ave and S Howard St, , ,Spokane,5367000,Spokane County,53063,2013, ,10/2/2013 0:00:00,0,53 degrees cloudy,Yes,2,3,0,0,7,10,2,2,4,3,2,3,3,5,0,0,0,0,5,0,0,21,0,0,12,0,0,8,46,31,19,50,61,23,84,12,7,19,33,17,50,203,3,5,0,0,8,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1884,1884,Spokane3,W 2nd Ave and S Howard St, , ,Spokane,5367000,Spokane County,53063,2014, ,9/30/2014 0:00:00,0,Rain / Sun mix,Yes,4,4,1,1,3,5,0,3,6,5,1,0,4,4,2,1,0,0,10,0,0,11,0,0,12,0,0,11,44,0,0,58,0,0,117,0,0,69,0,0,92,336,0,2,0,1,3,47.654511999999997,-117.421045000000010,0,0,0,0,0,0,0,0,No,2008,
1885,1885,Spokane4, , , ,Spokane,5367000,Spokane County,53063,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1886,1886,Spokane4, , , ,Spokane,5367000,Spokane County,53063,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,27,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1887,1887,Spokane4,W Spokane Falls Blvd and N Howard St, , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,1,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1888,1888,Spokane4,W Spokane Falls Blvd and N Howard St, , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,4,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1889,1889,Spokane4,N.Howard/SF Blvd, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1890,1890,Spokane4,Spokane Falls Rd N Howard St, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,11,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1891,1891,Spokane4,HoWARD St & Sp Falls Blvd (spokane falls?), , ,Spokane,5367000,Spokane County,53063,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,4,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1892,1892,Spokane4,W Spokane Falls Blvd and N Howard St, , ,Spokane,5367000,Spokane County,53063,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1893,1893,Spokane4,W Spokane Falls Blvd and N Howard St, , ,Spokane,5367000,Spokane County,53063,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,12,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1894,1894,Spokane4,W Spokane Falls Blvd and N Howard St, , ,Spokane,5367000,Spokane County,53063,2013, ,10/3/2013 0:00:00,0,sunny and cold,Yes,1,4,0,1,2,9,0,2,2,3,2,1,0,1,1,2,0,0,6,0,0,13,0,0,8,0,0,4,31,15,836,851,50,0,50,14,6,20,11,8,19,940,0,0,0,0,0,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1895,1895,Spokane4,W Spokane Falls Blvd and N Howard St, , ,Spokane,5367000,Spokane County,53063,2013, ,10/3/2013 0:00:00,0,Sunny 60 degrees,Yes,8,6,0,7,6,10,0,3,3,1,0,3,10,5,2,2,0,0,21,0,0,19,0,0,7,0,0,19,66,49,47,96,53,64,117,45,50,95,40,49,89,397,1,1,8,0,10,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1896,1896,Spokane4,W Spokane Falls Blvd and N Howard St, , ,Spokane,5367000,Spokane County,53063,2014, ,9/30/2014 0:00:00,0,Rain,Yes,10,12,1,5,5,6,0,2,6,3,0,3,5,8,1,1,0,0,28,0,0,13,0,0,12,0,0,15,68,0,0,77,0,0,78,0,0,66,0,0,71,292,0,0,0,0,0,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1897,1897,Spokane4,W Spokane Falls Blvd and N Howard St, , ,Spokane,5367000,Spokane County,53063,2014, ,9/30/2014 0:00:00,0,"Cloudy, 50 degrees, breezy",Yes,0,6,0,4,4,10,0,3,2,3,3,3,3,6,0,0,0,0,10,0,0,17,0,0,11,0,0,9,47,0,0,25,0,0,70,0,0,23,0,0,34,152,1,0,0,0,1,47.659999999999997,-117.421000000000010,0,0,0,0,0,0,0,0,No,2008,
1898,1898,Spokane5, , , ,Spokane,5367000,Spokane County,53063,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,1,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1899,1899,Spokane5, , , ,Spokane,5367000,Spokane County,53063,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,3,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1900,1900,Spokane5,E Mission Ave and N Perry St (Centennial Trail), , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1901,1901,Spokane5,E Mission Ave and N Perry St (Centennial Trail), , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,4,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1902,1902,Spokane5,Mission/Perry, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1903,1903,Spokane5,Mission/Perry, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,2,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1904,1904,Spokane5,N Perry (N-S) & Mission (E-W), , ,Spokane,5367000,Spokane County,53063,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1905,1905,Spokane5,E Mission Ave and N Perry St (Centennial Trail), , ,Spokane,5367000,Spokane County,53063,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,4,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1906,1906,Spokane5,E Mission Ave and N Perry St,(Centennial Trail), ,Spokane,5367000,Spokane County,53063,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1907,1907,Spokane5,E Mission Ave and N Perry St,(Centennial Trail),On the Centennial Trail. Lots of users..,Spokane,5367000,Spokane County,53063,2013, ,10/3/2013 0:00:00,0,"Light cloud,& cold",Yes,0,2,0,1,1,10,0,4,4,9,0,1,3,0,0,0,0,0,3,0,0,15,0,0,14,0,0,3,35,1,0,1,7,12,19,10,7,17,4,4,8,45,0,1,0,1,2,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1908,1908,Spokane5,E Mission Ave and N Perry St,(Centennial Trail),the large number of male pedestrians northbound was impacted by a high school cross country team,Spokane,5367000,Spokane County,53063,2013, ,10/1/2013 0:00:00,0,"Cool, blustery, overcast, 51 degrees",Yes,3,5,0,1,4,3,0,2,8,7,1,2,4,4,0,1,0,0,9,0,0,9,0,0,18,0,0,9,45,44,7,51,6,9,15,14,7,21,11,4,15,102,0,3,0,0,3,47.671999999999997,-117.390000000000000,0,0,0,0,0,0,0,0,No,2008,
1909,1909,Spokane6, , , ,Spokane,5367000,Spokane County,53063,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,47.682685999999997,-117.423644000000000,0,0,0,0,0,0,0,0,No,2008,
1910,1910,Spokane6, , , ,Spokane,5367000,Spokane County,53063,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,47.682685999999997,-117.423644000000000,0,0,0,0,0,0,0,0,No,2008,
1911,1911,Spokane6,W Buckeye Ave and N Post St, , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,47.682685999999997,-117.423644000000000,0,0,0,0,0,0,0,0,No,2008,
1912,1912,Spokane6,W Buckeye Ave and N Post St, , ,Spokane,5367000,Spokane County,53063,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,47.682685999999997,-117.423644000000000,0,0,0,0,0,0,0,0,No,2008,
1913,1913,Spokane6,W Buckeye/N Post, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,47.682685999999997,-117.423644000000000,0,0,0,0,0,0,0,0,No,2008,
1914,1914,Spokane6,W Buckeye/N Post, , ,Spokane,5367000,Spokane County,53063,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,47.682685999999997,-117.423644000000000,0,0,0,0,0,0,0,0,No,2008,
1915,1915,Spokane6,Buckeye & Post, , ,Spokane,5367000,Spokane County,53063,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,47.682685999999997,-117.423644000000000,0,0,0,0,0,0,0,0,No,2008,
1916,1916,Spokane6,Buckeye (EB)/Alley(WB) & N. Post (N-S), , ,Spokane,5367000,Spokane County,53063,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,47.682685999999997,-117.423644000000000,0,0,0,0,0,0,0,0,No,2008,
