hhid expwt_initial expwt_final_3
14102011 158.6780 150.0234
14102012 144.4407 78.8471
14102013 144.4407 99.2371
14102014 144.4407 61.3121
14102015 77.2094 25.2495
14102016 113.6190 49.4845
14102017 87.2388 105.2233
14102018 87.2388 59.1463
14102019 144.4407 187.4115
14102020 87.2388 70.5512
14102021 87.2388 86.2497
14102022 144.4407 158.5063
14102023 144.4407 113.6659
14102024 87.2388 69.2082
14102025 144.4407 61.8909
14102026 87.2388 114.7768
14102027 87.2388 70.4096
14102028 144.4407 91.7394
14102029 144.4407 102.1233
14102030 144.4407 152.9148
14102031 144.4407 250.9842
14102032 151.6408 189.9317
14102033 144.4407 51.2130
14102034 144.4407 236.8728
14102035 87.2388 72.2500
14102036 87.2388 51.1190
14102037 144.4407 158.3994
14102038 87.2388 41.1728
14102039 87.2388 140.6774
14102040 87.2388 58.0181
14102041 158.6780 127.2814
14102042 158.6780 135.2267
14102043 71.0773 56.2384
14102044 151.6408 88.8921
14102045 144.4407 37.0621
14102046 158.6780 208.6311
14102047 87.2388 94.4729
14102048 87.2388 110.4738
14102049 87.2388 105.7279
14102050 71.0773 151.8894
14102051 71.0773 85.2697
14102052 151.6408 132.0018
14102053 151.6408 270.2885
14102054 71.0773 111.9733
14102055 71.0773 38.7608
14102056 71.0773 42.2269
14102057 151.6408 169.5917
14102058 151.6408 95.0755
14102059 71.0773 63.9904
14102060 71.0773 50.0111
14102061 71.0773 48.3258
14102062 71.0773 61.8721
14102063 71.0773 28.1225
14102064 71.0773 41.9859
14102065 151.6408 137.8160
14102066 151.6408 78.7150
14102067 151.6408 101.6320
14102068 151.6408 227.6825
14102069 151.6408 126.7117
14102070 388.5321 107.6099
14102071 388.5321 218.7203
14102072 388.5321 295.4465
14102073 388.5321 211.7182
14102074 71.0773 60.4484
14102075 71.0773 48.3051
14102076 144.4407 114.5876
14102077 71.0773 44.3615
14102078 71.0773 45.3508
14102079 71.0773 67.0490
14102080 71.0773 89.4342
14102081 71.0773 70.5976
14102082 71.0773 39.5169
14102083 71.0773 54.5075
14102084 388.5321 314.8489
14102085 388.5321 251.0518
14102086 388.5321 185.4753
14102087 388.5321 241.1857
14102088 388.5321 297.3971
14102089 388.5321 827.3896
14102090 388.5321 409.1384
14102091 388.5321 124.7032
14102092 388.5321 484.5665
14102093 388.5321 196.2708
14102094 388.5321 140.4373
14102095 388.5321 972.3529
14102096 388.5321 79.4604
14102097 388.5321 264.6823
14102098 388.5321 438.6077
14102099 388.5321 79.0823
14102100 388.5321 149.9307
14102101 388.5321 448.7862
14102102 388.5321 457.7590
14102103 388.5321 543.1502
14102104 388.5321 151.8263
14102105 388.5321 294.6394
14102106 388.5321 222.0322
14102107 388.5321 222.0322
14102108 388.5321 443.5331
14102109 388.5321 261.3212
14102110 388.5321 315.6895
14102111 388.5321 221.9759
14102112 388.5321 380.5595
14102113 388.5321 261.0716
14102114 381.6794 217.1098
14102115 388.5321 272.1081
14102116 388.5321 313.2234
14102117 388.5321 392.9063
14102118 388.5321 221.6104
14102119 388.5321 539.8364
14102120 388.5321 223.1418
14102121 388.5321 79.8111
14102122 388.5321 1036.5037
14102123 388.5321 155.7328
14102124 388.5321 119.0352
14102125 388.5321 233.0831
14102126 388.5321 289.8771
14102127 388.5321 205.1704
14102128 388.5321 186.9524
14102129 388.5321 267.0062
14102130 388.5321 676.8757
14102131 388.5321 473.0671
14102132 388.5321 512.6302
14102133 388.5321 230.9678
14102134 327.1560 421.4849
14102135 327.1560 226.9653
14102136 327.1560 906.0318
14102137 327.1560 330.9709
14102138 381.6794 151.0157
14102139 327.1560 357.3068
14102140 327.1560 214.3676
14102141 327.1560 187.4745
14102142 327.1560 368.0040
14102143 381.6794 142.9075
14102144 381.6794 229.4903
14102145 381.6794 76.3359
14102146 381.6794 107.4506
14102147 381.6794 453.7328
14102148 381.6794 263.7024
14102149 381.6794 153.8411
14102150 381.6794 553.0902
14102151 381.6794 314.4265
14102152 381.6794 423.5821
14102153 381.6794 966.0616
14102154 381.6794 76.3359
14102155 381.6794 643.7614
14102156 381.6794 450.5592
14102157 381.6794 956.4940
14102158 381.6794 265.2710
14102159 381.6794 390.8649
14102160 381.6794 790.7380
14102161 381.6794 76.3359
14102162 381.6794 203.9755
14102163 381.6794 666.9232
14102164 381.6794 78.4034
14102165 381.6794 371.7730
14102166 381.6794 378.9091
14102167 94.2051 137.5621
14102168 94.2051 58.9078
14102169 94.2051 122.3822
14102170 94.2051 31.6398
14102171 160.6086 87.1083
14102172 160.6086 95.9046
14102173 77.2094 33.6479
14102174 77.2094 101.6594
14102175 160.6086 70.9896
14102176 77.2094 93.8905
14102177 77.2094 133.5930
14102178 77.2094 46.6469
14102179 77.2094 133.5930
14102180 160.6086 67.7943
14102181 77.2094 71.2263
14102182 77.2094 65.2418
14102183 160.6086 44.2168
14102184 77.2094 94.5032
14102185 160.6086 110.6408
14102186 77.2094 121.9556
14102187 77.2094 93.8068
14102188 77.2094 27.1853
14102189 160.6086 183.1531
14102190 381.6794 479.1550
14102191 381.6794 375.2246
14102192 381.6794 580.4799
14102193 381.6794 221.8789
14102194 381.6794 412.3911
14102195 381.6794 230.1005
14102196 381.6794 326.8574
14102197 381.6794 420.1820
14102198 381.6794 92.4029
14102199 381.6794 272.1115
14102200 381.6794 518.3978
14102201 381.6794 300.6386
14102202 381.6794 258.1531
14102203 381.6794 396.5474
14102204 388.5321 183.7195
14102205 381.6794 491.6795
14102206 381.6794 346.5784
14102207 381.6794 361.2194
14102208 381.6794 251.2740
14102209 388.5321 484.6879
14102210 381.6794 169.1176
14102211 381.6794 343.6911
14102212 381.6794 281.3530
14102213 381.6794 1070.0982
14102214 381.6794 248.6882
14102215 381.6794 86.8067
14102216 381.6794 1432.2719
14102217 381.6794 608.6790
14102218 381.6794 161.3734
14102219 381.6794 157.9344
14102220 381.6794 219.2543
14102221 381.6794 455.9024
14102222 381.6794 215.3410
14102223 381.6794 254.1099
14102224 381.6794 76.3359
14102225 381.6794 161.3078
14102226 381.6794 204.5978
14102227 381.6794 304.3132
14102228 381.6794 244.2691
14102229 327.1560 148.3586
14102230 327.1560 438.0688
14102231 388.5321 190.8111
14102232 327.1560 232.9980
14102233 87.2388 60.1397
14102234 388.5321 341.1741
14102235 388.5321 1992.6439
14102236 388.5321 496.4934
14102237 388.5321 476.7016
14102239 388.5321 119.5395
14102240 388.5321 186.8691
14102241 388.5321 173.3905
14102242 388.5321 134.9791
14102243 388.5321 166.3092
14102244 388.5321 502.3825
14102245 381.6794 121.3946
14102246 388.5321 317.4671
14102247 388.5321 2159.0967
14102248 388.5321 108.8811
14102249 388.5321 138.8277
14102250 388.5321 701.4283
14102251 388.5321 493.8412
14102252 388.5321 344.5473
14102253 388.5321 329.0661
14102254 388.5321 528.5070
14102255 388.5321 278.0466
14102256 388.5321 237.0358
14102257 388.5321 869.5623
14102258 388.5321 110.7198
14102259 388.5321 293.5558
14102260 388.5321 380.9817
14102261 388.5321 924.6898
14102262 388.5321 1094.5107
14102263 388.5321 846.0343
14102264 388.5321 140.0837
14102265 388.5321 77.7064
14102266 388.5321 115.2718
14102267 388.5321 530.9380
14102268 388.5321 256.6396
14102269 388.5321 321.9843
14102270 388.5321 313.5217
14102271 388.5321 77.7128
14102272 388.5321 314.7260
14102273 94.2051 100.1830
14102274 160.6086 123.2167
14102275 388.5321 150.4382
14102276 388.5321 233.6106
14102277 388.5321 242.4309
14102278 388.5321 405.7633
14102279 87.2388 32.9260
14102280 71.0773 61.4165
14102281 151.6408 210.8764
14102282 71.0773 54.7623
14102283 71.0773 81.5452
14102284 71.0773 61.4777
14102285 71.0773 91.0107
14102286 71.0773 46.1240
14102287 388.5321 825.4037
14102288 388.5321 267.8418
14102289 388.5321 177.4518
14102290 388.5321 330.8790
14102291 151.6408 66.7140
14102292 151.6408 69.4769
14102293 151.6408 104.0290
14102294 151.6408 120.1212
14102295 151.6408 420.0714
14102296 151.6408 203.3384
14102297 151.6408 31.7847
14102298 151.6408 78.5575
14102299 71.0773 56.2498
14102300 71.0773 81.5452
14102301 151.6408 83.2252
14102302 71.0773 85.5921
14102303 71.0773 26.1684
14102304 151.6408 107.3980
14102305 71.0773 105.3944
14102306 71.0773 74.8277
14102307 71.0773 61.4165
14102308 151.6408 64.1135
14102309 71.0773 60.9945
14102310 151.6408 58.7148
14102311 71.0773 56.7487
14102312 71.0773 43.2257
14102313 151.6408 97.9834
14102314 71.0773 35.4735
14102315 71.0773 66.4193
14102316 71.0773 54.6270
14102317 71.0773 79.6650
14102318 71.0773 108.8549
14102319 151.6408 104.1839
14102320 151.6408 54.8154
14102321 151.6408 51.1304
14102322 71.0773 72.6544
14102323 71.0773 68.5559
14102324 151.6408 126.0513
14102325 71.0773 60.6106
14102326 71.0773 72.6544
14102327 87.2388 128.8518
14102328 144.4407 55.9269
14102329 158.6780 142.4146
14102330 151.6408 124.1635
14102331 151.6408 66.4829
14102332 158.6780 178.9065
14102333 87.2388 105.9921
14102334 87.2388 49.2196
14102335 87.2388 39.8440
14102336 144.4407 76.8803
14102337 144.4407 136.4747
14102338 144.4407 84.6602
14102339 144.4407 465.6960
14102340 144.4407 48.7209
14102341 144.4407 73.7846
14102342 144.4407 54.0812
14102343 144.4407 209.5049
14102344 144.4407 111.2859
14102345 144.4407 161.8923
14102346 87.2388 78.1125
14102347 87.2388 60.6880
14102348 144.4407 70.6477
14102349 87.2388 75.4565
14102350 87.2388 63.1033
14102351 87.2388 88.2853
14102352 144.4407 93.5689
14102353 87.2388 90.8737
14102354 87.2388 59.1463
14102355 144.4407 99.8183
14102356 144.4407 140.9871
14102357 87.2388 55.8315
14102358 144.4407 104.2213
14102359 144.4407 84.6262
14102360 144.4407 76.1801
14102361 113.6190 104.9787
14102362 113.6190 133.3558
14102363 224.9851 100.1453
14102364 224.9851 199.9952
14102365 224.9851 243.1885
14102366 224.9851 185.3260
14102367 224.9851 173.4557
14102368 224.9851 184.7808
14102369 113.6190 258.7958
14102370 160.6086 171.2434
14102371 144.4407 138.8536
14102372 160.6086 348.5443
14102373 160.6086 122.5380
14102374 160.6086 147.7710
14102375 160.6086 194.7089
14102376 160.6086 42.3431
14102377 160.6086 107.6988
14102378 160.6086 245.1009
14102379 160.6086 211.1207
14102380 160.6086 176.4084
14102381 160.6086 207.8590
14102382 160.6086 232.0061
14102383 160.6086 90.8972
14102384 160.6086 129.2114
14102385 77.2094 49.8892
14102386 77.2094 67.4780
14102387 77.2094 86.0033
14102388 77.2094 182.7675
14102389 77.2094 98.1467
14102390 77.2094 95.5188
14102391 77.2094 59.9486
14102392 77.2094 78.1356
14102393 77.2094 53.9733
14102394 77.2094 74.5526
14102395 77.2094 49.2634
14102396 77.2094 86.5380
14102397 77.2094 27.1625
14102398 77.2094 80.7362
14102399 160.6086 125.0253
14102400 77.2094 72.8336
14102401 77.2094 73.7874
14102402 77.2094 36.6215
14102403 160.6086 55.3648
14102404 381.6794 156.7329
14102405 381.6794 203.9755
14102406 160.6086 271.8545
14102407 160.6086 170.1155
14102408 160.6086 421.4007
14102409 160.6086 292.6449
14102410 160.6086 420.8324
14102411 160.6086 87.8300
14102412 160.6086 155.6794
14102413 160.6086 155.6794
14102414 160.6086 90.5636
14102415 160.6086 196.1590
14102416 160.6086 101.5381
14102417 160.6086 164.9212
14102418 160.6086 199.7550
14102419 160.6086 142.3782
14102420 160.6086 99.5089
14102421 160.6086 174.4147
14102422 160.6086 185.6389
14102423 160.6086 215.3635
14102424 160.6086 131.2323
14102425 160.6086 109.5643
14102426 160.6086 49.2059
14102427 388.5321 360.9246
14102428 160.6086 63.2003
14102429 160.6086 602.0287
14102430 160.6086 95.5823
14102431 77.2094 64.7245
14102432 160.6086 32.1217
14102433 77.2094 37.3168
14102434 77.2094 55.7339
14102435 77.2094 100.4631
14102436 77.2094 60.8908
14102437 77.2094 222.7087
14102438 77.2094 121.6337
14102439 77.2094 97.1501
14102440 77.2094 32.7237
14102441 77.2094 23.7240
14102442 77.2094 45.8700
14102443 77.2094 97.1501
14102444 77.2094 118.2463
14102445 77.2094 51.0684
14102446 77.2094 88.5804
14102447 77.2094 38.5339
14102448 77.2094 48.1275
14102449 77.2094 97.1501
14102450 77.2094 142.7782
14102451 77.2094 52.1267
14102452 77.2094 72.2256
14102453 77.2094 38.0116
14102454 77.2094 54.1055
14102455 77.2094 150.7758
14102456 77.2094 87.8250
14102457 160.6086 369.7722
14102458 160.6086 230.5101
14102459 160.6086 32.1217
14102460 160.6086 168.1423
14102461 160.6086 236.6384
14102462 160.6086 137.5221
14102463 160.6086 315.0588
14102464 160.6086 118.3252
14102465 160.6086 270.9256
14102466 160.6086 143.4308
14102467 160.6086 57.5362
14102468 160.6086 167.9337
14102469 160.6086 210.0100
14102470 160.6086 83.7836
14102471 160.6086 207.6812
14102472 113.6190 95.2466
14102473 224.9851 536.8852
14102474 388.5321 342.5374
14102475 224.9851 176.3480
14102476 224.9851 191.7341
14102477 224.9851 164.9512
14102478 224.9851 331.5516
14102479 224.9851 542.4142
14102480 224.9851 126.6505
14102481 144.4407 62.0098
14102482 144.4407 112.5077
14102483 87.2388 76.6338
14102484 144.4407 56.9735
14102485 144.4407 60.7491
14102486 144.4407 73.1261
14102487 144.4407 93.8553
14102488 144.4407 103.3545
14102489 87.2388 160.5680
14102490 87.2388 165.1323
14102491 144.4407 202.2623
14102492 144.4407 105.3827
14102493 87.2388 95.7871
14102494 144.4407 61.3742
14102495 87.2388 42.3775
14102496 144.4407 150.4796
14102497 144.4407 63.5519
14102498 144.4407 114.5691
14102499 144.4407 109.1323
14102500 144.4407 163.0568
14102501 144.4407 199.3962
14102502 144.4407 93.2441
14102503 388.5321 343.2873
14102504 144.4407 61.3121
14102505 87.2388 57.9195
14102506 87.2388 84.2701
14102507 87.2388 46.4773
14102508 87.2388 105.0540
14102509 87.2388 40.6458
14102510 87.2388 57.9050
14102511 71.0773 31.2747
14102512 151.6408 82.3532
14102513 151.6408 123.0112
14102514 71.0773 69.8753
14102515 71.0773 71.9300
14102516 71.0773 32.4183
14102517 71.0773 101.5546
14102518 71.0773 75.4728
14102519 71.0773 72.1938
14102520 71.0773 131.4385
14102521 151.6408 135.7772
14102522 151.6408 105.4894
14102523 71.0773 81.5452
14102524 151.6408 183.7790
14102525 71.0773 30.4697
14102526 71.0773 59.0830
14102527 71.0773 68.6315
14102528 71.0773 42.2269
14102529 71.0773 42.6399
14102530 71.0773 19.8199
14102531 151.6408 130.9662
14102532 151.6408 140.1090
14102533 151.6408 118.3958
14102534 71.0773 35.4735
14102535 71.0773 47.1777
14102536 71.0773 38.0006
14102537 151.6408 119.3320
14102538 151.6408 57.6218
14102539 151.6408 186.1931
14102540 151.6408 31.2024
14102541 151.6408 87.9554
14102542 151.6408 85.5547
14102543 151.6408 117.3348
14102544 71.0773 42.4002
14102545 71.0773 60.3263
14102546 71.0773 48.3051
14102547 151.6408 154.1721
14102548 71.0773 90.3517
14102549 71.0773 41.4122
14102550 71.0773 48.8769
14102551 151.6408 57.6982
14102552 151.6408 258.1611
14102553 151.6408 145.0421
14102554 151.6408 75.7071
14102555 151.6408 287.2099
14102556 151.6408 92.4142
14102557 151.6408 679.3548
14102558 388.5321 219.7959
14102559 388.5321 257.5217
14102560 388.5321 169.3267
14102561 388.5321 267.8418
14102562 388.5321 288.2382
14102563 388.5321 248.6547
14102564 388.5321 296.5673
14102565 71.0773 62.8810
14102566 71.0773 19.8199
14102567 71.0773 22.0899
14102568 71.0773 61.8721
14102569 71.0773 86.1412
14102570 71.0773 81.5452
14102571 71.0773 54.7623
14102572 71.0773 70.8324
14102573 71.0773 114.7379
14102574 388.5321 358.9590
14102575 388.5321 780.6397
14102576 388.5321 324.6590
14102577 388.5321 235.4916
14102578 388.5321 77.7103
14102579 388.5321 1360.6320
14102580 388.5321 148.2777
14102581 388.5321 77.7066
14102582 388.5321 1067.9679
14102583 388.5321 80.6786
14102584 151.6408 486.4046
14102585 388.5321 453.4910
14102586 388.5321 174.4689
14102587 224.9851 415.0176
14102588 388.5321 692.7818
14102589 388.5321 392.4914
14102590 388.5321 386.5202
14102591 388.5321 235.5849
14102592 388.5321 966.3001
14102593 388.5321 313.4076
14102594 388.5321 166.8397
14102595 388.5321 327.8311
14102596 388.5321 809.5841
14102597 388.5321 254.2359
14102598 381.6794 1260.1192
14102599 388.5321 337.9610
14102600 388.5321 322.8593
14102601 388.5321 967.0104
14102602 388.5321 130.4099
14102603 388.5321 211.9237
14102604 388.5321 194.3455
14102605 388.5321 392.2517
14102606 388.5321 144.8201
14102607 388.5321 1072.7524
14102608 388.5321 845.5476
14102609 388.5321 362.0252
14102610 388.5321 190.3717
14102611 388.5321 308.7691
14102612 388.5321 134.9330
14102613 388.5321 476.2316
14102614 327.1560 932.9891
14102615 388.5321 416.2396
14102616 327.1560 160.2800
14102617 327.1560 388.2922
14102618 327.1560 699.3636
14102619 381.6794 207.5275
14102620 327.1560 440.5886
14102621 327.1560 198.3698
14102622 327.1560 2490.5765
14102623 327.1560 66.5897
14102624 327.1560 181.8476
14102625 388.5321 107.1188
14102626 381.6794 301.0094
14102627 381.6794 239.3046
14102628 381.6794 915.0928
14102629 381.6794 317.2707
14102630 381.6794 97.3473
14102631 381.6794 280.8073
14102632 381.6794 190.0976
14102633 381.6794 407.0541
14102634 381.6794 300.9789
14102635 381.6794 76.3359
14102636 388.5321 236.0467
14102637 381.6794 500.3629
14102638 381.6794 352.3754
14102639 381.6794 319.0814
14102640 381.6794 281.4145
14102641 381.6794 211.6964
14102642 381.6794 388.0057
14102643 381.6794 315.1057
14102644 381.6794 297.2415
14102645 381.6794 175.6365
14102646 381.6794 526.8973
14102647 381.6794 185.7456
14102648 381.6794 251.7142
14102649 381.6794 224.2806
14102650 381.6794 255.1390
14102651 381.6794 427.0368
14102652 381.6794 468.6474
14102653 381.6794 875.0019
14102654 381.6794 378.4728
14102655 381.6794 146.9378
14102656 381.6794 263.1286
14102657 160.6086 206.4904
14102658 77.2094 65.5308
14102659 94.2051 106.2145
14102660 77.2094 43.5610
14102661 77.2094 110.4106
14102662 160.6086 139.8081
14102663 77.2094 47.3533
14102664 77.2094 47.7257
14102665 77.2094 36.0341
14102666 77.2094 54.4985
14102667 160.6086 109.1986
14102668 77.2094 81.9841
14102669 77.2094 67.5137
14102670 160.6086 156.7628
14102671 94.2051 69.0679
14102672 94.2051 94.3045
14102673 94.2051 110.0350
14102674 94.2051 100.1830
14102675 160.6086 114.3842
14102676 160.6086 102.1045
14102677 77.2094 52.3465
14102678 381.6794 337.1129
14102679 71.0773 35.4802
14102680 381.6794 309.5767
14102681 381.6794 586.9815
14102682 381.6794 418.4877
14102683 381.6794 251.7942
14102684 381.6794 792.2354
14102685 381.6794 293.5876
14102686 381.6794 472.5786
14102687 381.6794 204.7613
14102688 381.6794 171.4630
14102689 381.6794 578.8990
14102690 381.6794 1243.1458
14102691 381.6794 835.8635
14102692 381.6794 130.9025
14102693 327.1560 93.0365
14102694 381.6794 542.9040
14102695 381.6794 539.4488
14102696 381.6794 310.4973
14102697 381.6794 147.7849
14102698 381.6794 289.2842
14102699 381.6794 438.3669
14102700 327.1560 252.4684
14102701 327.1560 241.0257
14102702 388.5321 763.4017
14102703 327.1560 272.0595
14102704 388.5321 211.6511
14102705 388.5321 597.5539
14102706 388.5321 315.1348
14102707 388.5321 494.5958
14102708 388.5321 468.8094
14102709 388.5321 236.1941
14102710 388.5321 657.8338
14102711 388.5321 77.7064
14102712 388.5321 426.3144
14102713 388.5321 320.2061
14102714 388.5321 215.7140
14102715 388.5321 222.0957
14102716 388.5321 177.3090
14102717 388.5321 347.2605
14102718 388.5321 1144.9405
14102719 388.5321 707.8415
14102720 388.5321 350.6105
14102721 388.5321 215.0252
14102722 388.5321 551.3038
14102723 388.5321 264.5330
14102724 388.5321 358.9462
14102725 388.5321 205.5491
14102726 388.5321 323.3333
14102727 388.5321 146.8663
14102728 388.5321 351.0663
14102729 388.5321 456.9889
14102730 388.5321 250.4076
14102731 388.5321 204.6963
14102732 388.5321 274.0202
14102733 388.5321 286.4319
14102734 388.5321 140.4373
14102735 388.5321 351.0663
14102736 388.5321 220.2640
14102737 388.5321 485.8131
14102738 388.5321 392.4914
14102739 388.5321 225.4541
14102740 388.5321 1181.1030
14102741 388.5321 279.6865
14102742 388.5321 243.0488
14102743 388.5321 424.6627
14102744 388.5321 176.5599
14102745 388.5321 178.8533
14102746 388.5321 271.3016
14102747 388.5321 157.7639
14102748 388.5321 287.9473
14102749 388.5321 774.9381
14102750 388.5321 306.9588
14102751 388.5321 211.1371
14102752 388.5321 387.3223
14102753 388.5321 77.7430
14102754 87.2388 206.5088
14102755 71.0773 37.9301
14102756 77.2094 56.6978
14102757 71.0773 43.6906
14102758 71.0773 16.0528
14102759 71.0773 61.4777
14102760 71.0773 81.5452
14102761 71.0773 57.6580
14102762 71.0773 114.6161
14102763 71.0773 93.3196
14102764 71.0773 85.0487
14102765 71.0773 18.5297
14102766 71.0773 34.6538
14102767 388.5321 211.0043
14102768 388.5321 203.5569
14102769 388.5321 348.8029
14102770 388.5321 613.7036
14102771 151.6408 43.1235
14102772 151.6408 257.9146
14102773 151.6408 122.3649
14102774 151.6408 293.0313
14102775 151.6408 160.4408
14102776 151.6408 104.8986
14102777 71.0773 38.6649
14102778 71.0773 58.8653
14102779 71.0773 111.9733
14102780 71.0773 62.4370
14102781 71.0773 63.9904
14102782 71.0773 58.8653
14102783 71.0773 71.2776
14102784 71.0773 47.1527
14102785 151.6408 81.0392
14102786 151.6408 238.5017
14102787 71.0773 60.3263
14102788 151.6408 185.1504
14102789 71.0773 66.4193
14102790 71.0773 47.3611
14102791 151.6408 101.9788
14102792 71.0773 43.9353
14102793 151.6408 172.3250
14102794 151.6408 141.7031
14102795 71.0773 79.1727
14102796 151.6408 219.7421
14102797 151.6408 30.3282
14102798 151.6408 387.2859
14102799 71.0773 42.3418
14102800 71.0773 39.2484
14102801 71.0773 74.8277
14102802 71.0773 79.6650
14102803 151.6408 107.6988
14102804 71.0773 60.6106
14102805 71.0773 48.8769
14102806 71.0773 49.4452
14102807 151.6408 150.0325
14102808 71.0773 38.0006
14102809 151.6408 87.4132
14102810 87.2388 166.6240
14102811 87.2388 94.4687
14102812 87.2388 55.6626
14102813 158.6780 225.4692
14102814 151.6408 86.7726
14102815 158.6780 148.4103
14102816 158.6780 138.3932
14102817 158.6780 204.2987
14102818 71.0773 45.4884
14102819 151.6408 48.6113
14102820 151.6408 110.2978
14102821 87.2388 149.0196
14102822 87.2388 71.4311
14102823 144.4407 55.2252
14102824 87.2388 96.7026
14102825 87.2388 89.1745
14102826 87.2388 95.6695
14102827 144.4407 62.4851
14102828 144.4407 70.7726
14102829 144.4407 72.0749
14102830 87.2388 67.2141
14102831 87.2388 66.9013
14102832 87.2388 72.6781
14102833 144.4407 288.0910
14102834 144.4407 65.1365
14102835 87.2388 34.5170
14102836 151.6408 168.9121
14102837 87.2388 71.4311
14102838 144.4407 62.8909
14102839 113.6190 89.5791
14102840 87.2388 79.4362
14102841 224.9851 96.9064
14102842 224.9851 101.0259
14102843 224.9851 239.9425
14102844 224.9851 122.2745
14102845 224.9851 143.5459
14102846 160.6086 747.4465
14102847 160.6086 84.5317
14102848 160.6086 373.1271
14102849 160.6086 280.3405
14102850 160.6086 309.4632
14102851 160.6086 32.6905
14102852 160.6086 690.0659
14102853 160.6086 161.6616
14102854 160.6086 79.9190
14102855 160.6086 415.6545
14102856 77.2094 59.4868
14102857 77.2094 189.0711
14102858 77.2094 81.2833
14102859 77.2094 88.5804
14102860 77.2094 52.3070
14102861 77.2094 76.3340
14102862 77.2094 83.6118
14102863 77.2094 60.8908
14102864 77.2094 81.2833
14102865 77.2094 59.4868
14102866 77.2094 59.4868
14102867 77.2094 46.5294
14102868 77.2094 124.5044
14102869 77.2094 42.3749
14102870 77.2094 83.6118
14102871 77.2094 133.5930
14102872 77.2094 58.3592
14102873 77.2094 40.0345
14102874 77.2094 127.3234
14102875 77.2094 110.3160
14102876 160.6086 283.4608
14102877 160.6086 136.8953
14102878 160.6086 128.5476
14102879 160.6086 434.5964
14102880 160.6086 104.1070
14102881 381.6794 413.4180
14102882 160.6086 198.4050
14102883 160.6086 435.3919
14102884 160.6086 234.1244
14102885 160.6086 143.6035
14102886 160.6086 90.5636
14102887 160.6086 57.4872
14102888 160.6086 86.6741
14102889 160.6086 55.7746
14102891 160.6086 157.4742
14102892 160.6086 164.9212
14102893 160.6086 255.9644
14102894 160.6086 83.3480
14102895 160.6086 114.1508
14102896 160.6086 443.2657
14102897 160.6086 393.4915
14102898 160.6086 153.3700
14102899 160.6086 151.3533
14102900 160.6086 105.2381
14102901 77.2094 121.9556
14102902 77.2094 31.4778
14102903 77.2094 32.4728
14102904 77.2094 71.3326
14102905 77.2094 72.1495
14102906 77.2094 30.1029
14102907 77.2094 36.3451
14102908 77.2094 98.8625
14102909 77.2094 86.5380
14102910 77.2094 42.6513
14102911 77.2094 98.1467
14102912 77.2094 86.5380
14102913 77.2094 97.1501
14102914 77.2094 76.4422
14102915 77.2094 61.1882
14102916 77.2094 117.3330
14102917 77.2094 142.7782
14102918 77.2094 49.6484
14102919 77.2094 61.2517
14102920 77.2094 770.6636
14102921 77.2094 57.5113
14102922 160.6086 626.4496
14102923 381.6794 1445.5494
14102924 160.6086 200.9160
14102925 160.6086 289.1721
14102926 160.6086 399.2241
14102927 160.6086 429.4265
14102928 160.6086 164.9212
14102929 388.5321 179.3746
14102930 160.6086 167.0675
14102931 160.6086 140.0284
14102932 224.9851 66.9108
14102933 224.9851 164.9512
14102934 224.9851 262.8964
14102935 224.9851 188.3166
14102936 224.9851 232.5813
14102937 224.9851 239.9425
14102938 224.9851 223.7104
14102939 144.4407 99.2371
14102940 144.4407 60.7491
14102941 113.6190 83.9342
14102942 113.6190 115.9474
14102943 87.2388 59.3141
14102944 144.4407 141.5170
14102945 87.2388 93.6742
14102946 144.4407 173.3044
14102947 144.4407 65.9695
14102948 144.4407 53.2595
14102949 87.2388 86.2004
14102950 144.4407 89.6888
14102951 144.4407 173.9372
14102952 144.4407 73.1261
14102953 144.4407 72.4218
14102954 144.4407 151.2101
14102955 87.2388 39.3409
14102956 144.4407 86.8471
14102957 144.4407 130.3400
14102958 144.4407 120.0662
14102959 144.4407 113.4662
14102960 87.2388 52.4536
14102961 144.4407 44.8904
14102962 87.2388 59.2887
14102963 87.2388 68.8004
14102964 87.2388 70.7682
14102965 144.4407 56.3308
14102966 144.4407 165.9555
14102967 144.4407 28.8881
14102968 87.2388 57.7532
14102969 87.2388 34.5170
14102970 87.2388 88.2853
14102971 144.4407 117.9479
14102972 144.4407 131.5219
14102973 158.6780 298.5339
14102974 87.2388 72.2149
14102975 87.2388 61.6483
14102976 87.2388 96.7026
14102977 144.4407 81.3115
14102978 151.6408 62.7467
14102979 151.6408 95.7545
14102980 71.0773 60.6106
14102981 151.6408 141.9640
14102982 71.0773 43.0303
14102983 71.0773 58.1981
14102984 71.0773 64.7202
14102985 71.0773 50.8594
14102986 327.1560 93.1527
14102987 71.0773 60.0602
14102988 71.0773 56.3870
14102989 151.6408 329.2143
14102990 71.0773 61.4165
14102991 71.0773 43.6906
14102992 151.6408 171.2027
14102993 71.0773 56.3286
14102994 71.0773 58.6305
14102995 151.6408 161.1100
14102996 71.0773 103.5161
14102997 71.0773 31.4164
14102998 71.0773 58.8127
14102999 71.0773 72.6544
14103000 151.6408 568.3545
14103001 151.6408 159.8904
14103002 151.6408 137.4168
14103003 151.6408 64.9949
14103004 151.6408 157.9807
14103005 151.6408 31.4238
14103006 151.6408 240.9052
14103007 151.6408 104.3892
14103008 151.6408 95.9625
14103009 388.5321 286.3519
