day,dow,fhtours,hdexpfac,hhno,jttours,phtours
1,1,0,101.18,25312,0,0
2,2,0,101.18,25312,0,0
1,2,0,448.92,25337,1,0
2,3,0,448.92,25337,1,0
1,2,0,68.03,25345,1,0
2,3,0,68.03,25345,1,0
1,1,0,356.23,25404,0,0
2,2,0,356.23,25404,0,0
1,4,0,97.38,25408,0,0
2,5,0,97.38,25408,0,0
1,2,0,164.3,25417,1,0
2,3,0,164.3,25417,0,0
1,2,4,268.79,25423,0,0
2,3,4,268.79,25423,2,0
1,1,0,187.52,25443,0,2
2,2,0,187.52,25443,0,2
1,1,0,112.31,25447,0,0
2,2,0,112.31,25447,0,0
1,2,0,144.58,25454,0,0
2,3,0,144.58,25454,0,0
1,2,0,354.48,25475,0,0
2,3,0,354.48,25475,1,0
1,1,0,107.58,25476,0,0
2,2,0,107.58,25476,0,0
1,2,0,153.05,25477,0,0
2,3,0,153.05,25477,1,0
1,1,0,72.97,25478,0,0
2,2,0,72.97,25478,0,0
1,1,0,290.14,25486,1,0
2,2,0,290.14,25486,1,0
1,1,0,38.49,25497,0,0
2,2,0,38.49,25497,0,0
1,4,0,181.17,25504,0,0
2,5,0,181.17,25504,0,0
1,1,0,226.42,25516,0,0
2,2,0,226.42,25516,1,0
1,1,0,127.69,25566,0,0
2,2,0,127.69,25566,0,0
1,1,0,298.86,25578,0,0
2,2,0,298.86,25578,0,0
1,1,0,150.77,25586,0,0
2,2,0,150.77,25586,0,0
1,2,0,59.32,25624,0,0
2,3,0,59.32,25624,0,0
1,3,2,323.21,25666,0,0
2,4,2,323.21,25666,0,0
1,1,0,145.49,25681,0,2
2,2,0,145.49,25681,0,1
1,2,0,292.16,25685,1,0
2,3,0,292.16,25685,2,0
1,1,0,467.31,25691,1,0
2,2,0,467.31,25691,0,0
1,2,0,182.98,25693,0,0
2,3,0,182.98,25693,0,0
1,1,0,278.24,25704,0,0
2,2,0,278.24,25704,1,2
1,1,2,185.59,25705,0,0
2,2,2,185.59,25705,0,0
1,1,0,279.64,25719,2,0
2,2,1,279.64,25719,0,0
1,1,0,235.5,25727,0,0
2,2,0,235.5,25727,0,0
1,1,0,69.72,25749,0,0
2,2,0,69.72,25749,0,0
1,1,1,146.48,25769,2,1
2,2,0,146.48,25769,4,1
1,1,0,142.61,25774,3,0
2,2,1,142.61,25774,0,1
1,1,1,209.2,25781,3,0
2,2,2,209.2,25781,2,0
1,3,0,82.82,25786,0,0
2,4,0,82.82,25786,0,0
1,1,1,205.79,25802,1,0
2,2,1,205.79,25802,1,0
1,1,0,395.71,25803,0,0
2,2,0,395.71,25803,0,0
1,1,0,597.15,25805,0,0
2,2,0,597.15,25805,0,0
1,4,0,134.04,25810,0,0
2,5,0,134.04,25810,0,0
1,1,0,593.8,25811,0,0
2,2,0,593.8,25811,0,0
1,4,0,490.46,25820,0,0
2,5,0,490.46,25820,0,0
1,2,0,110.79,25836,0,0
2,3,0,110.79,25836,0,0
1,1,0,157.44,25846,0,0
2,2,0,157.44,25846,0,0
1,1,0,101.51,25847,0,0
2,2,0,101.51,25847,0,0
1,1,0,177.9,25862,0,0
2,2,0,177.9,25862,0,1
1,1,0,153.05,25893,0,0
2,2,0,153.05,25893,0,0
1,1,2,192.46,25921,0,0
2,2,3,192.46,25921,0,0
1,1,0,216.17,25951,0,2
2,2,0,216.17,25951,0,2
1,1,0,118.63,26042,0,0
2,2,0,118.63,26042,0,0
1,1,0,38.74,26062,0,0
2,2,0,38.74,26062,0,0
1,1,0,100.32,26090,0,0
2,2,0,100.32,26090,0,0
1,1,2,162.62,26098,3,0
2,2,2,162.62,26098,3,0
1,1,0,62.08,26113,0,0
2,2,0,62.08,26113,0,0
1,1,0,46.58,26129,0,0
2,2,0,46.58,26129,0,0
1,1,0,128.37,26135,1,0
2,2,1,128.37,26135,1,0
1,1,0,66.49,26157,1,0
2,2,0,66.49,26157,1,0
1,1,0,85.99,26162,0,0
2,2,0,85.99,26162,0,0
1,1,0,45.26,26170,2,0
2,2,0,45.26,26170,0,0
1,3,0,59.32,26179,0,1
2,4,0,59.32,26179,0,1
1,1,0,67.27,26189,0,0
2,2,0,67.27,26189,0,0
1,4,0,263.65,26193,0,0
2,5,0,263.65,26193,0,0
1,1,1,60.01,26194,0,0
2,2,0,60.01,26194,0,0
1,2,0,439.08,26261,0,0
2,3,0,439.08,26261,0,0
1,1,0,102.53,26298,0,0
2,2,0,102.53,26298,0,0
1,2,0,188.29,26299,0,0
2,3,0,188.29,26299,0,0
1,1,0,211.32,26314,0,0
2,2,0,211.32,26314,0,0
1,1,0,208.71,26321,1,0
2,2,0,208.71,26321,1,0
1,1,0,90.14,26324,0,0
2,2,0,90.14,26324,0,0
1,2,0,213.33,26329,0,0
2,3,0,213.33,26329,1,0
1,1,0,166.48,26330,2,0
2,2,1,166.48,26330,1,0
1,1,0,272.08,26335,0,0
2,2,0,272.08,26335,0,0
1,1,0,170.01,26346,0,0
2,2,0,170.01,26346,0,0
1,1,0,54.81,26353,0,0
2,2,0,54.81,26353,0,0
1,1,0,77.49,26354,0,2
2,2,0,77.49,26354,0,2
1,1,0,41.39,26358,0,0
2,2,0,41.39,26358,0,0
1,3,0,60.83,26359,0,0
2,4,0,60.83,26359,1,0
1,1,0,80.68,26379,0,0
2,2,0,80.68,26379,0,0
1,1,0,380.64,26387,1,2
2,2,0,380.64,26387,0,2
1,2,0,101.4,26392,0,0
2,3,0,101.4,26392,0,0
1,2,0,52.24,26411,0,0
2,3,0,52.24,26411,0,0
1,1,0,54.97,26438,0,0
2,2,0,54.97,26438,0,0
1,1,0,37.13,26441,0,0
2,2,0,37.13,26441,0,0
1,1,0,54.54,26453,0,0
2,2,0,54.54,26453,0,0
1,1,1,85.96,26456,0,0
2,2,1,85.96,26456,0,0
1,4,0,170.01,26463,0,0
2,5,0,170.01,26463,0,0
1,1,0,271.83,26467,0,0
2,2,0,271.83,26467,0,0
1,1,0,266.95,26477,0,0
2,2,0,266.95,26477,1,0
1,1,0,71.11,26481,0,0
2,2,0,71.11,26481,0,0
1,1,0,123.46,26488,0,0
2,2,0,123.46,26488,0,0
1,2,2,100.51,26494,0,0
2,3,1,100.51,26494,1,0
1,3,0,194.56,26519,0,0
2,4,0,194.56,26519,0,0
1,2,0,192.7,26531,0,0
2,3,0,192.7,26531,0,0
1,2,0,380.88,26538,0,0
2,3,0,380.88,26538,0,0
1,2,0,82.82,26545,0,0
2,3,0,82.82,26545,0,0
1,4,2,129.41,26549,1,0
2,5,1,129.41,26549,1,0
1,2,0,349.17,26552,0,0
2,3,0,349.17,26552,0,0
1,2,0,78.07,26554,0,0
2,3,0,78.07,26554,0,0
1,2,0,172.31,26561,0,0
2,3,0,172.31,26561,0,0
1,2,0,38.49,26566,0,0
2,3,0,38.49,26566,0,0
1,2,0,71.19,26587,0,0
2,3,0,71.19,26587,0,0
1,2,0,55.72,26595,0,0
2,3,0,55.72,26595,0,0
1,2,0,285.7,26596,0,0
2,3,0,285.7,26596,0,0
1,2,0,63.9,26599,0,0
2,3,0,63.9,26599,0,0
1,2,0,47.38,26600,0,0
2,3,0,47.38,26600,0,0
1,2,0,74.81,26601,0,0
2,3,0,74.81,26601,0,0
1,2,0,41.39,26603,0,0
2,3,0,41.39,26603,0,0
1,2,0,143.22,26606,0,0
2,3,0,143.22,26606,0,0
1,2,0,285.82,26610,0,0
2,3,0,285.82,26610,0,0
1,2,0,131.56,26611,0,0
2,3,0,131.56,26611,0,0
1,2,0,132.17,26622,1,0
2,3,0,132.17,26622,0,0
1,2,0,121.53,26653,0,0
2,3,0,121.53,26653,0,0
1,2,0,83.71,26673,1,0
2,3,0,83.71,26673,2,0
1,3,0,159.92,26702,0,0
2,4,0,159.92,26702,0,0
1,4,0,34.83,26713,0,0
2,5,0,34.83,26713,0,0
1,4,0,168.54,26758,0,0
2,5,0,168.54,26758,1,0
1,2,0,65.68,26763,0,0
2,3,0,65.68,26763,0,0
1,2,0,39.87,26773,0,0
2,3,0,39.87,26773,0,0
1,4,0,89.48,26782,0,0
2,5,0,89.48,26782,0,0
1,3,0,46.99,26786,0,0
2,4,0,46.99,26786,0,0
1,1,2,368.39,26787,0,0
2,2,2,368.39,26787,0,0
1,2,0,65.68,26810,0,0
2,3,0,65.68,26810,0,0
1,2,0,124.84,26813,0,0
2,3,0,124.84,26813,0,0
1,2,0,80.86,26824,0,0
2,3,0,80.86,26824,0,0
1,2,0,164.59,26843,0,0
2,3,0,164.59,26843,0,0
1,2,0,1120.28,26848,0,0
2,3,0,1120.28,26848,0,0
1,2,0,49.41,26854,0,0
2,3,0,49.41,26854,0,0
1,2,0,156.7,26859,0,0
2,3,0,156.7,26859,0,0
1,1,0,176.61,26872,0,0
2,2,0,176.61,26872,0,0
1,2,0,261.67,26880,2,0
2,3,0,261.67,26880,0,0
1,3,0,336.48,26893,0,0
2,4,0,336.48,26893,0,0
1,3,0,181.87,26895,0,0
2,4,0,181.87,26895,0,0
1,2,0,346.93,26901,0,0
2,3,0,346.93,26901,0,0
1,2,0,304.89,26905,0,0
2,3,0,304.89,26905,0,0
1,2,0,181.87,26909,0,0
2,3,0,181.87,26909,0,0
1,3,0,107.58,26911,0,0
2,4,0,107.58,26911,0,0
1,2,2,286.57,26920,0,0
2,3,0,286.57,26920,1,0
1,1,2,295.1,26927,0,0
2,2,2,295.1,26927,0,0
1,2,0,335.61,26931,0,0
2,3,0,335.61,26931,0,2
1,4,0,157.44,26941,0,0
2,5,0,157.44,26941,0,0
1,2,0,424.63,26957,0,0
2,3,0,424.63,26957,0,0
1,2,0,171.61,26968,1,0
2,3,0,171.61,26968,1,0
1,1,0,116.0,26982,0,0
2,2,0,116.0,26982,0,0
1,1,1,55.35,27006,0,2
2,2,1,55.35,27006,0,0
1,2,1,263.78,27013,0,0
2,3,2,263.78,27013,0,0
1,2,0,123.48,27016,0,0
2,3,0,123.48,27016,0,0
1,2,0,209.2,27021,0,0
2,3,0,209.2,27021,0,0
1,2,0,806.18,27024,0,0
2,3,0,806.18,27024,0,0
1,2,0,152.37,27061,0,0
2,3,0,152.37,27061,0,0
1,2,0,96.0,27070,0,0
2,3,0,96.0,27070,0,0
1,2,0,185.48,27072,0,0
2,3,0,185.48,27072,0,0
1,2,0,132.42,27083,0,0
2,3,0,132.42,27083,0,0
1,2,0,109.61,27095,0,0
2,3,0,109.61,27095,0,0
1,2,0,220.35,27105,0,0
2,3,0,220.35,27105,0,0
1,2,1,206.53,27124,0,1
2,3,2,206.53,27124,0,1
1,2,0,143.41,27126,0,0
2,3,0,143.41,27126,0,0
1,2,0,150.49,27128,0,0
2,3,0,150.49,27128,0,0
1,2,0,175.56,27134,0,0
2,3,0,175.56,27134,0,0
1,2,0,30.24,27137,0,0
2,3,0,30.24,27137,0,0
1,2,0,100.02,27141,0,0
2,3,0,100.02,27141,0,0
1,2,0,57.03,27162,0,0
2,3,0,57.03,27162,0,0
1,2,0,49.2,27165,0,0
2,3,0,49.2,27165,0,0
1,2,0,59.21,27173,0,0
2,3,0,59.21,27173,0,0
1,2,0,64.36,27180,0,0
2,3,0,64.36,27180,0,0
1,2,0,103.08,27181,0,0
2,3,0,103.08,27181,0,0
1,2,0,59.81,27187,0,0
2,3,0,59.81,27187,0,0
1,3,0,74.43,27189,0,0
2,4,0,74.43,27189,1,0
1,3,0,52.81,27192,0,0
2,4,0,52.81,27192,0,0
1,2,0,96.5,27199,0,0
2,3,0,96.5,27199,0,0
1,2,0,40.13,27200,0,0
2,3,0,40.13,27200,0,0
1,2,0,75.94,27202,0,0
2,3,0,75.94,27202,0,0
1,2,0,64.78,27205,0,0
2,3,0,64.78,27205,0,0
1,1,2,214.9,27225,3,0
2,2,2,214.9,27225,0,0
1,2,0,74.4,27228,0,0
2,3,0,74.4,27228,0,0
1,2,0,82.82,27247,0,0
2,3,0,82.82,27247,0,0
1,4,0,60.83,27269,0,0
2,5,0,60.83,27269,0,0
1,2,0,119.19,27291,0,0
2,3,0,119.19,27291,0,0
1,4,0,51.94,27298,0,0
2,5,0,51.94,27298,0,0
1,2,1,304.89,27302,0,0
2,3,1,304.89,27302,0,0
1,4,0,125.28,27315,2,0
2,5,0,125.28,27315,1,0
1,4,0,125.51,27333,0,0
2,5,0,125.51,27333,0,0
1,2,0,52.81,27350,0,0
2,3,0,52.81,27350,0,0
1,4,0,63.48,27366,1,0
2,5,0,63.48,27366,0,0
1,3,0,295.58,27367,0,0
2,4,0,295.58,27367,0,0
1,4,0,81.76,27373,0,0
2,5,0,81.76,27373,0,0
1,2,0,38.4,27375,0,0
2,3,0,38.4,27375,1,0
1,4,0,72.36,27397,0,0
2,5,0,72.36,27397,0,0
1,3,0,81.48,27406,1,0
2,4,1,81.48,27406,1,0
1,1,0,47.38,27412,0,0
2,2,0,47.38,27412,0,0
1,4,0,136.01,27413,0,0
2,5,0,136.01,27413,0,0
1,2,0,185.64,27418,1,0
2,3,0,185.64,27418,0,0
1,3,1,55.35,27419,1,0
2,4,2,55.35,27419,0,0
1,2,0,136.01,27420,0,0
2,3,0,136.01,27420,0,0
1,2,2,72.71,27437,1,0
2,3,0,72.71,27437,0,2
1,4,0,96.0,27438,0,0
2,5,0,96.0,27438,0,0
1,2,0,309.18,27439,0,0
2,3,0,309.18,27439,0,0
1,3,0,45.4,27447,0,0
2,4,0,45.4,27447,0,0
1,2,0,59.32,27448,0,0
2,3,0,59.32,27448,0,0
1,3,2,68.85,27474,1,0
2,4,2,68.85,27474,1,0
1,2,0,131.93,27504,0,0
2,3,0,131.93,27504,0,0
1,1,0,105.04,27510,0,0
2,2,0,105.04,27510,0,0
1,1,0,193.32,27514,0,0
2,2,0,193.32,27514,0,0
1,4,0,119.31,27518,0,0
2,5,0,119.31,27518,0,0
1,2,0,101.48,27521,0,0
2,3,0,101.48,27521,0,0
1,2,0,151.07,27529,0,0
2,3,0,151.07,27529,0,0
1,2,0,121.22,27530,0,0
2,3,0,121.22,27530,0,0
1,2,0,128.88,27536,0,0
2,3,0,128.88,27536,0,0
1,2,0,97.38,27539,0,0
2,3,0,97.38,27539,0,0
1,2,0,173.99,27542,0,0
2,3,0,173.99,27542,0,0
1,2,0,141.14,27565,0,1
2,3,1,141.14,27565,1,1
1,2,0,402.39,27572,1,0
2,3,0,402.39,27572,0,0
1,2,0,628.59,27573,0,0
2,3,0,628.59,27573,0,0
1,2,0,76.89,27575,0,0
2,3,0,76.89,27575,1,0
1,3,0,41.02,27578,0,0
2,4,0,41.02,27578,0,0
1,4,1,277.18,27584,0,1
2,5,1,277.18,27584,1,1
1,2,0,108.14,27594,0,0
2,3,0,108.14,27594,0,0
1,2,2,158.35,27599,2,0
2,3,2,158.35,27599,1,0
1,2,0,109.01,27611,0,0
2,3,0,109.01,27611,0,0
1,2,0,140.79,27613,0,0
2,3,0,140.79,27613,0,0
1,2,0,154.42,27617,0,0
2,3,0,154.42,27617,0,0
1,2,0,65.27,27618,2,0
2,3,0,65.27,27618,1,0
1,2,0,45.9,27624,0,0
2,3,0,45.9,27624,0,0
1,1,0,58.15,27639,0,0
2,2,0,58.15,27639,0,0
1,2,1,69.49,27652,2,1
2,3,1,69.49,27652,3,0
1,3,0,164.85,27656,0,0
2,4,0,164.85,27656,0,0
1,2,0,186.74,27662,0,0
2,3,0,186.74,27662,0,0
1,1,0,91.0,27669,1,0
2,2,0,91.0,27669,0,0
1,3,2,264.04,27679,1,0
2,4,2,264.04,27679,0,0
1,3,0,139.18,27685,0,0
2,4,0,139.18,27685,0,0
1,4,0,34.83,27686,0,0
2,5,0,34.83,27686,0,0
1,3,0,268.79,27694,0,3
2,4,0,268.79,27694,0,3
1,3,0,128.64,27697,0,0
2,4,0,128.64,27697,0,1
1,4,0,130.39,27703,0,0
2,5,0,130.39,27703,0,0
1,3,0,151.07,27704,0,0
2,4,0,151.07,27704,0,0
1,4,0,86.13,27710,1,0
2,5,0,86.13,27710,1,0
1,3,0,165.53,27720,0,0
2,4,0,165.53,27720,0,0
1,3,0,502.07,27722,0,0
2,4,0,502.07,27722,0,0
1,3,0,81.18,27723,0,0
2,4,0,81.18,27723,1,0
1,3,0,52.54,27750,0,0
2,4,0,52.54,27750,0,0
1,3,0,147.78,27751,0,0
2,4,0,147.78,27751,0,0
1,3,0,147.78,27762,0,0
2,4,0,147.78,27762,0,0
1,3,0,57.81,27769,0,0
2,4,0,57.81,27769,0,0
1,1,0,123.46,27790,0,0
2,2,0,123.46,27790,0,0
1,3,0,68.11,27795,0,0
2,4,0,68.11,27795,0,0
1,1,0,79.85,27804,0,0
2,2,0,79.85,27804,0,0
1,4,0,181.87,27824,0,0
2,5,0,181.87,27824,0,0
1,2,0,323.72,27832,0,0
2,3,0,323.72,27832,0,0
1,1,0,400.1,27840,2,0
2,2,0,400.1,27840,2,0
1,1,0,127.29,27860,0,0
2,2,0,127.29,27860,1,0
1,1,0,196.25,27866,3,0
2,2,0,196.25,27866,1,2
1,3,0,110.92,27867,0,0
2,4,0,110.92,27867,0,0
1,3,0,161.78,27882,2,0
2,4,0,161.78,27882,1,0
1,3,0,319.58,27883,0,0
2,4,0,319.58,27883,0,0
1,1,0,104.77,27904,0,0
2,2,0,104.77,27904,0,0
1,3,0,96.47,27906,0,0
2,4,0,96.47,27906,0,0
1,1,0,217.23,27922,1,1
2,2,2,217.23,27922,0,0
1,3,0,149.15,27927,0,0
2,4,0,149.15,27927,0,0
1,1,1,241.11,27931,0,0
2,2,1,241.11,27931,0,1
1,4,0,94.47,27945,0,0
2,5,0,94.47,27945,0,0
1,4,0,104.72,27950,1,0
2,5,0,104.72,27950,1,0
1,4,0,215.06,27962,0,0
2,5,0,215.06,27962,0,0
1,3,0,161.79,27983,0,0
2,4,0,161.79,27983,0,0
1,3,0,95.96,27989,0,0
2,4,0,95.96,27989,2,0
1,3,0,234.62,27997,0,2
2,4,0,234.62,27997,0,2
1,3,0,63.9,28004,0,0
2,4,0,63.9,28004,0,0
1,2,0,170.01,28007,0,0
2,3,0,170.01,28007,0,0
1,3,0,596.7,28013,0,0
2,4,0,596.7,28013,0,0
1,3,0,99.85,28028,0,0
2,4,0,99.85,28028,0,0
1,3,0,83.86,28034,0,0
2,4,0,83.86,28034,0,0
1,3,0,39.94,28043,0,0
2,4,0,39.94,28043,0,0
1,3,2,153.95,28044,1,0
2,4,3,153.95,28044,0,0
1,3,0,209.45,28047,0,0
2,4,0,209.45,28047,0,0
1,3,0,78.04,28049,0,0
2,4,0,78.04,28049,0,0
1,3,0,49.0,28050,0,0
2,4,0,49.0,28050,0,0
1,3,0,102.79,28051,0,0
2,4,0,102.79,28051,0,0
1,3,0,97.38,28053,0,0
2,4,0,97.38,28053,0,0
1,4,0,46.58,28063,0,0
2,5,0,46.58,28063,0,0
1,1,0,108.84,28064,4,0
2,2,2,108.84,28064,1,0
1,3,0,70.56,28070,0,0
2,4,0,70.56,28070,0,0
1,3,0,78.04,28072,0,0
2,4,0,78.04,28072,0,0
1,3,0,137.93,28082,0,0
2,4,0,137.93,28082,0,0
1,3,0,232.56,28083,3,0
2,4,0,232.56,28083,1,0
1,2,0,592.55,28088,0,0
2,3,0,592.55,28088,0,0
1,3,0,64.78,28090,0,0
2,4,0,64.78,28090,0,0
1,3,0,114.18,28095,0,0
2,4,0,114.18,28095,0,0
1,4,0,580.39,28098,0,0
2,5,0,580.39,28098,0,0
1,4,0,54.54,28101,0,0
2,5,0,54.54,28101,0,0
1,3,0,229.72,28115,0,0
2,4,0,229.72,28115,0,0
1,1,0,192.98,28119,0,0
2,2,0,192.98,28119,0,0
1,3,0,169.29,28123,0,0
2,4,0,169.29,28123,0,0
1,3,1,286.84,28130,0,0
2,4,0,286.84,28130,0,0
1,1,0,181.87,28141,0,0
2,2,0,181.87,28141,1,0
1,3,0,161.78,28150,1,0
2,4,0,161.78,28150,0,0
1,3,0,172.0,28155,0,0
2,4,0,172.0,28155,0,0
1,4,0,102.82,28163,0,0
2,5,0,102.82,28163,0,0
1,3,2,179.24,28176,0,0
2,4,2,179.24,28176,0,0
1,3,0,109.01,28183,1,0
2,4,0,109.01,28183,0,0
1,3,0,73.17,28186,0,0
2,4,0,73.17,28186,1,0
1,1,0,239.26,28195,0,0
2,2,0,239.26,28195,0,0
1,3,1,283.17,28196,0,0
2,4,0,283.17,28196,0,0
1,2,0,153.22,28206,1,0
2,3,1,153.22,28206,1,0
1,1,0,309.87,28209,1,0
2,2,0,309.87,28209,1,0
1,3,0,217.04,28210,1,0
2,4,1,217.04,28210,0,1
1,3,2,332.85,28213,2,0
2,4,2,332.85,28213,2,0
1,3,0,41.39,28227,0,0
2,4,0,41.39,28227,0,0
1,3,2,199.12,28235,0,0
2,4,2,199.12,28235,0,0
1,3,0,181.42,28252,0,0
2,4,0,181.42,28252,0,0
1,3,2,276.54,28258,0,0
2,4,2,276.54,28258,0,0
1,4,0,507.29,28260,0,2
2,5,0,507.29,28260,0,2
1,3,0,143.76,28272,0,0
2,4,0,143.76,28272,0,0
1,3,0,57.45,28275,0,0
2,4,0,57.45,28275,1,0
1,2,0,162.43,28286,0,0
2,3,0,162.43,28286,0,0
1,3,0,203.15,28287,0,0
2,4,0,203.15,28287,0,1
1,4,0,147.6,28291,0,0
2,5,0,147.6,28291,0,0
1,3,0,131.36,28298,0,0
2,4,0,131.36,28298,0,0
1,3,0,126.51,28308,0,0
2,4,0,126.51,28308,0,0
1,1,0,150.6,28310,0,0
2,2,0,150.6,28310,0,0
1,4,0,300.07,28322,1,0
2,5,0,300.07,28322,2,0
1,4,0,305.35,28331,0,0
2,5,0,305.35,28331,0,0
1,3,0,109.01,28333,0,0
2,4,0,109.01,28333,1,0
1,3,0,51.03,28340,0,0
2,4,0,51.03,28340,0,0
1,3,0,91.0,28343,0,0
2,4,0,91.0,28343,0,0
1,2,0,311.42,28345,0,2
2,3,0,311.42,28345,0,2
1,2,0,75.94,28346,0,0
2,3,0,75.94,28346,0,0
1,3,0,61.56,28350,0,0
2,4,0,61.56,28350,1,0
1,3,0,194.56,28358,0,0
2,4,0,194.56,28358,0,0
1,3,0,123.96,28359,0,0
2,4,0,123.96,28359,0,0
1,3,0,167.93,28362,0,0
2,4,0,167.93,28362,0,0
1,3,0,63.92,28363,0,0
2,4,0,63.92,28363,0,0
1,3,2,524.21,28368,0,0
2,4,2,524.21,28368,0,0
1,3,0,626.21,28370,0,0
2,4,0,626.21,28370,0,0
1,3,0,191.59,28371,0,0
2,4,0,191.59,28371,0,0
1,4,0,233.39,28372,0,0
2,5,0,233.39,28372,0,0
1,3,0,67.96,28380,0,1
2,4,0,67.96,28380,0,1
1,3,0,102.92,28381,0,0
2,4,0,102.92,28381,0,0
1,4,2,68.42,28393,1,0
2,5,0,68.42,28393,4,0
1,3,0,85.39,28396,0,0
2,4,0,85.39,28396,0,0
1,4,0,81.03,28426,0,0
2,5,0,81.03,28426,0,0
1,3,0,191.59,28440,0,0
2,4,0,191.59,28440,0,0
1,3,0,124.4,28444,0,0
2,4,0,124.4,28444,0,0
1,3,0,54.06,28454,0,0
2,4,0,54.06,28454,0,0
1,4,0,142.1,28455,0,0
2,5,0,142.1,28455,0,0
1,3,0,55.92,28463,0,0
2,4,0,55.92,28463,0,0
1,4,0,68.99,28478,1,0
2,5,0,68.99,28478,1,0
1,1,0,350.65,28480,1,0
2,2,0,350.65,28480,1,0
1,3,0,232.56,28481,2,0
2,4,0,232.56,28481,0,0
1,3,2,369.87,28485,1,0
2,4,2,369.87,28485,0,0
1,4,0,50.0,28489,0,0
2,5,0,50.0,28489,0,0
1,4,0,141.52,28490,0,0
2,5,0,141.52,28490,1,0
1,3,0,169.29,28491,0,0
2,4,0,169.29,28491,0,0
1,3,0,84.4,28494,2,0
2,4,0,84.4,28494,1,0
1,3,0,85.96,28503,0,0
2,4,0,85.96,28503,0,0
1,2,0,78.07,28517,0,0
2,3,0,78.07,28517,0,0
1,1,0,166.48,28518,2,1
2,2,0,166.48,28518,1,1
1,3,2,54.79,28521,1,0
2,4,2,54.79,28521,0,0
1,4,0,62.08,28524,0,0
2,5,0,62.08,28524,1,0
1,3,1,64.22,28537,0,0
2,4,0,64.22,28537,0,0
1,3,0,607.8,28538,0,0
2,4,0,607.8,28538,0,0
1,3,0,41.39,28553,0,0
2,4,0,41.39,28553,0,0
1,4,0,71.7,28554,0,0
2,5,0,71.7,28554,0,0
1,3,0,129.91,28561,1,0
2,4,0,129.91,28561,1,0
1,3,0,107.11,28573,0,2
2,4,0,107.11,28573,0,2
1,2,0,49.18,28574,0,0
2,3,0,49.18,28574,0,0
1,2,0,135.26,28575,0,0
2,3,0,135.26,28575,0,0
1,1,0,192.98,28595,0,0
2,2,0,192.98,28595,0,0
1,1,0,295.1,28596,1,0
2,2,0,295.1,28596,0,0
1,3,0,187.12,28600,0,0
2,4,0,187.12,28600,0,0
1,3,0,192.98,28604,0,0
2,4,0,192.98,28604,0,0
1,3,0,281.27,28621,1,0
2,4,0,281.27,28621,2,0
1,3,0,123.48,28627,0,0
2,4,0,123.48,28627,0,0
1,4,0,112.25,28659,0,0
2,5,0,112.25,28659,0,0
1,3,0,442.05,28665,0,0
2,4,0,442.05,28665,0,0
1,4,0,67.01,28671,0,0
2,5,0,67.01,28671,0,0
1,4,0,189.03,28676,0,0
2,5,0,189.03,28676,0,0
1,3,0,276.06,28678,2,0
2,4,2,276.06,28678,0,0
1,3,0,152.65,28701,0,0
2,4,0,152.65,28701,0,0
1,3,0,208.71,28703,1,0
2,4,0,208.71,28703,0,0
1,1,2,230.83,28709,0,0
2,2,1,230.83,28709,0,0
1,2,0,225.54,28718,0,0
2,3,0,225.54,28718,0,0
1,3,1,233.72,28719,1,0
2,4,1,233.72,28719,0,0
1,3,1,187.76,28720,0,0
2,4,1,187.76,28720,0,0
1,3,0,103.69,28721,0,0
2,4,0,103.69,28721,0,0
1,3,0,293.33,28727,0,0
2,4,0,293.33,28727,0,0
1,1,0,56.93,28737,0,0
2,2,0,56.93,28737,0,0
1,1,0,160.21,28745,0,0
2,2,0,160.21,28745,0,0
1,3,0,374.77,28746,0,0
2,4,0,374.77,28746,0,0
1,3,0,153.97,28749,1,0
2,4,0,153.97,28749,1,0
1,3,0,153.05,28750,1,0
2,4,0,153.05,28750,0,0
1,3,0,125.96,28751,0,0
2,4,0,125.96,28751,0,0
1,3,0,115.88,28752,0,0
2,4,0,115.88,28752,0,0
1,3,0,210.74,28754,0,0
2,4,0,210.74,28754,0,0
1,3,0,191.59,28755,0,0
2,4,0,191.59,28755,0,0
1,3,0,175.37,28759,0,0
2,4,0,175.37,28759,0,0
1,3,0,173.99,28760,0,0
2,4,0,173.99,28760,0,0
1,1,0,-0.5,28767,0,0
2,2,0,-0.5,28767,0,0
1,1,0,-0.5,28787,0,0
2,2,0,-0.5,28787,0,0
1,4,0,-0.5,28791,0,0
2,5,0,-0.5,28791,0,0
1,3,0,-0.5,28801,0,0
2,4,0,-0.5,28801,0,0
1,3,0,-0.5,28804,0,0
2,4,0,-0.5,28804,0,0
1,3,0,-0.5,28809,0,0
2,4,0,-0.5,28809,0,0
1,3,0,-0.5,28813,0,0
2,4,0,-0.5,28813,1,0
1,3,0,-0.5,28824,0,0
2,4,0,-0.5,28824,0,0
1,3,0,369.62,28828,0,0
2,4,0,369.62,28828,0,0
1,3,0,-0.5,28849,0,0
2,4,0,-0.5,28849,0,0
1,3,2,-0.5,28857,0,0
2,4,1,-0.5,28857,1,0
1,3,0,-0.5,28859,0,0
2,4,0,-0.5,28859,0,0
1,3,0,-0.5,28861,0,0
2,4,0,-0.5,28861,0,0
1,3,0,-0.5,28868,0,0
2,4,0,-0.5,28868,0,0
1,1,0,213.1,28875,0,0
2,2,0,213.1,28875,0,0
1,4,0,117.31,28883,0,0
2,5,0,117.31,28883,0,0
