hhno,pagey,pdiary,pgend,pno,ppaidprk,pproxy,pptyp,psaudist,psautime,psexpfac,pspcl,pstaz,pstyp,ptpass,puwarrp,puwdepp,puwmode,pwaudist,pwautime,pwpcl,pwtaz,pwtyp
29337,51,1,1,2,-1,0,1,-1.0,-1.0,415.31,-1,-1,0,0,-1,-1,-1,19.66,52.99,59013,535,1
29337,12,1,1,3,-1,0,7,3.82,13.7,415.31,498145,1955,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29353,43,1,2,1,-1,0,2,-1.0,-1.0,461.66,-1,-1,0,0,-1,-1,-1,4.97,22.85,762272,2808,2
29353,46,1,1,2,-1,0,1,-1.0,-1.0,461.66,-1,-1,0,0,-1,-1,-1,16.06,32.08,686558,2671,1
29353,16,1,1,3,-1,0,6,1.9,11.14,461.66,937691,2795,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29353,16,1,1,4,-1,0,6,1.9,11.14,461.66,937691,2795,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29353,14,1,1,5,-1,0,7,6.68,27.1,461.66,799884,2991,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29353,13,1,1,6,-1,0,7,2.28,12.7,461.66,815092,2774,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29354,81,1,1,1,-1,0,3,-1.0,-1.0,262.06,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29354,79,1,2,2,-1,1,3,-1.0,-1.0,262.06,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29357,80,1,2,1,-1,0,3,-1.0,-1.0,97.49,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29357,80,1,1,2,-1,1,3,-1.0,-1.0,97.49,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29406,39,1,2,1,-1,0,4,-1.0,-1.0,445.72,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29406,58,1,2,2,-1,1,4,-1.0,-1.0,445.72,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29406,33,1,1,3,-1,1,1,-1.0,-1.0,445.72,-1,-1,0,0,-1,-1,-1,18.25,52.54,1500004,3357,1
29406,63,1,1,4,-1,1,4,-1.0,-1.0,445.72,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29406,16,1,1,5,-1,1,6,2.17,8.55,445.72,692262,3039,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29406,1,1,1,6,-1,1,8,-1.0,-1.0,445.72,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29423,46,1,1,1,-1,0,1,42.29,266.93,373.48,437249,1401,1,0,1,3,3,41.72,265.46,436258,1409,1
29423,42,1,2,2,-1,0,5,11.95,203.41,373.48,694277,2827,2,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29427,36,1,2,1,-1,0,2,-1.0,-1.0,2223.05,-1,-1,0,1,8,4,0,6.3,22.9,1137704,2564,2
29427,37,1,1,2,-1,1,4,-1.0,-1.0,2223.05,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29432,45,1,2,1,-1,0,2,-1.0,-1.0,337.08,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,2
29432,44,1,1,2,-1,0,1,-1.0,-1.0,337.08,-1,-1,0,0,-1,-1,-1,21.68,45.64,1145208,2309,1
29432,17,1,1,3,-1,0,6,2.43,12.53,337.08,45755,1847,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29432,13,1,1,4,-1,0,7,2.34,11.16,337.08,464577,1837,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29462,35,1,1,1,-1,0,5,1.22,13.28,332.68,386303,552,2,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
29465,78,1,2,1,-1,0,3,-1.0,-1.0,228.87,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29499,35,1,1,1,-1,0,1,-1.0,-1.0,569.82,-1,-1,0,1,-1,-1,-1,39.31,95.13,327016,406,1
29499,40,1,2,2,-1,0,4,-1.0,-1.0,569.82,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29499,7,1,2,3,-1,0,7,3.03,12.49,569.82,775540,3377,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29499,5,1,1,4,-1,0,7,3.03,12.49,569.82,775540,3377,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29501,23,1,1,1,-1,0,1,-1.0,-1.0,148.48,-1,-1,0,1,-1,-1,5,7.61,28.35,147767,520,1
29501,55,1,2,2,-1,1,2,-1.0,-1.0,148.48,-1,-1,0,0,-1,-1,-1,2.1,12.86,51898,219,2
29501,53,1,1,3,-1,0,2,-1.0,-1.0,148.48,-1,-1,0,0,-1,-1,3,5.48,21.36,373178,73,2
29501,20,1,2,4,-1,1,5,-1.0,-1.0,148.48,-1,-1,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29536,62,1,1,1,-1,0,2,-1.0,-1.0,250.52,-1,-1,0,0,3,1,3,2.31,8.34,200884,2077,2
29536,62,1,2,2,-1,1,2,-1.0,-1.0,250.52,-1,-1,0,0,-1,-1,-1,21.18,49.38,539730,1139,2
29545,23,1,1,1,-1,0,1,-1.0,-1.0,733.56,-1,-1,0,0,9,9,3,14.87,44.06,219489,1733,1
29545,25,1,2,2,-1,1,1,-1.0,-1.0,733.56,-1,-1,0,0,-1,-1,-1,21.35,59.42,207358,1582,1
29554,65,1,2,1,-1,0,3,-1.0,-1.0,218.03,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29554,67,1,1,2,-1,1,3,-1.0,-1.0,218.03,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29556,49,1,1,1,-1,0,1,-1.0,-1.0,335.81,-1,-1,0,0,-1,-1,-1,7.56,25.01,557336,1794,1
29556,48,1,2,2,-1,0,1,-1.0,-1.0,335.81,-1,-1,0,0,-1,-1,-1,10.05,25.6,1038778,2322,1
29558,43,1,1,1,-1,2,1,-1.0,-1.0,407.6,-1,-1,0,0,-1,-1,-1,16.08,34.35,1157411,2249,1
29558,40,1,2,2,-1,0,4,-1.0,-1.0,407.6,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29558,10,1,1,3,-1,2,7,8.41,18.22,407.6,1155831,2366,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29558,9,1,2,4,-1,2,7,8.41,18.22,407.6,1155831,2366,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29563,54,1,2,1,-1,0,2,-1.0,-1.0,180.29,-1,-1,0,1,-1,-1,6,-1.0,-1.0,-1,-1,2
29577,46,1,1,1,-1,2,1,-1.0,-1.0,174.51,-1,-1,0,1,-1,-1,-1,13.45,46.41,450798,339,1
29577,46,1,2,2,-1,0,4,-1.0,-1.0,174.51,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29601,54,1,2,1,-1,0,2,-1.0,-1.0,-1.0,-1,-1,0,0,8,9,3,3.28,10.92,641704,3525,2
29601,54,1,1,2,-1,1,1,-1.0,-1.0,-1.0,-1,-1,0,1,-1,-1,-1,31.55,261.3,460871,739,1
29601,16,1,2,3,-1,1,6,6.98,23.24,-1.0,593202,3501,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29608,33,1,2,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,1,8,8,4,19.93,257.92,41294,497,1
29609,47,1,1,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,1,5,6,5,7.38,26.12,147835,509,1
29609,42,1,2,2,-1,1,2,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,-1,1.02,6.99,27541,189,2
29609,4,1,2,3,-1,1,8,0.54,6.29,-1.0,430177,186,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29610,28,1,1,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,1,-1,-1,3,0.33,9.96,148614,433,1
29610,27,1,2,2,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,0,7,9,3,20.51,43.57,962106,2481,1
29611,62,1,2,1,-1,2,2,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,-1,1.38,7.48,593028,3492,2
29611,67,1,2,2,-1,0,3,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29617,56,1,2,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,1,-1,-1,-1,27.48,69.34,59008,536,1
29617,58,1,1,2,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,-1,29.18,69.79,152824,383,1
29619,51,1,2,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,1,-1,-1,-1,43.62,281.66,359336,1649,1
29626,43,1,2,1,-1,0,5,9.12,25.72,-1.0,115549,1188,1,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
29627,25,1,2,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,3,14.54,27.81,190175,2007,1
29627,25,1,1,2,-1,1,1,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,-1,4.76,15.39,19893,1099,1
29627,43,1,2,3,-1,1,1,-1.0,-1.0,-1.0,-1,-1,0,1,-1,-1,-1,21.07,52.6,57143,1468,1
29627,46,1,1,4,-1,1,1,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,-1,14.92,35.55,56617,882,1
29627,18,1,2,5,-1,1,6,-1.0,-1.0,-1.0,0,-1,1,0,-1,-1,-1,21.07,52.6,57143,1468,2
29627,20,1,2,6,-1,1,7,-1.0,-1.0,-1.0,0,-1,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29627,5,1,2,7,-1,1,7,0.82,5.26,-1.0,270710,1077,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29627,4,1,2,8,-1,1,8,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29628,30,1,1,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,1,-1,-1,-1,1.39,11.83,519826,282,1
29628,25,1,2,2,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,1,-1,-1,-1,5.02,19.48,147802,512,1
29630,76,1,1,1,-1,2,3,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29630,72,1,2,2,-1,0,3,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29638,23,1,2,1,-1,0,2,6.7,28.88,-1.0,763641,2865,1,1,-1,-1,5,4.57,19.67,695875,2934,2
29638,68,1,2,2,-1,0,3,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29639,59,1,1,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,0,-1,-1,3,25.95,47.65,693664,3070,1
29639,59,1,2,2,-1,1,1,-1.0,-1.0,-1.0,-1,-1,0,1,-1,-1,-1,14.91,46.59,218235,983,1
29639,18,1,1,3,-1,1,6,1.9,6.57,-1.0,78426,1109,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29642,26,1,1,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,0,1,9,3,12.75,26.39,593768,3518,1
29642,26,1,2,2,-1,1,2,-1.0,-1.0,-1.0,-1,-1,2,0,-1,-1,-1,8.43,20.33,619274,3527,2
29642,4,1,1,3,-1,1,8,2.62,13.24,-1.0,602365,3620,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29663,60,1,1,1,-1,2,4,-1.0,-1.0,248.0,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29663,52,1,2,2,-1,0,4,-1.0,-1.0,248.0,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29682,63,1,1,1,-1,0,1,-1.0,-1.0,159.65,-1,-1,0,0,-1,-1,3,-1.0,-1.0,-1,-1,1
29683,44,1,2,1,-1,0,4,-1.0,-1.0,322.34,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29684,58,1,1,1,-1,0,1,-1.0,-1.0,319.57,-1,-1,0,0,-1,-1,-1,25.04,58.44,961965,2511,1
29684,56,1,2,2,-1,0,4,-1.0,-1.0,319.57,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29684,17,1,1,3,-1,0,6,4.3,15.18,319.57,1159938,2231,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29696,44,1,1,1,-1,0,1,-1.0,-1.0,225.37,-1,-1,0,0,5,4,3,23.71,48.66,967614,2311,1
29696,42,1,2,2,-1,1,1,-1.0,-1.0,225.37,-1,-1,0,0,-1,-1,-1,26.77,50.08,1134437,2469,1
29697,46,1,1,1,-1,0,4,-1.0,-1.0,1786.46,-1,-1,0,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
29701,78,1,1,1,-1,0,3,-1.0,-1.0,236.35,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29701,79,1,2,2,-1,0,3,-1.0,-1.0,236.35,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29719,33,1,1,1,-1,0,1,-1.0,-1.0,465.12,-1,-1,0,0,-1,-1,-1,18.76,49.04,189066,1663,1
29719,33,1,2,2,-1,0,4,-1.0,-1.0,465.12,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29719,6,1,2,3,-1,0,7,6.55,22.3,465.12,1147858,2394,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29719,4,1,2,4,-1,0,8,6.55,22.3,465.12,1147858,2394,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29722,60,1,2,1,-1,0,4,-1.0,-1.0,322.34,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29728,57,1,2,1,-1,0,4,-1.0,-1.0,159.41,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29728,60,1,1,2,-1,1,4,-1.0,-1.0,159.41,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29736,72,1,2,1,-1,0,3,-1.0,-1.0,205.83,-1,-1,0,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
29741,69,1,2,1,-1,0,3,-1.0,-1.0,205.83,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29747,53,1,2,1,-1,0,4,-1.0,-1.0,158.34,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29747,51,1,1,2,-1,1,1,-1.0,-1.0,158.34,-1,-1,0,0,-1,-1,-1,9.58,26.91,1178055,2146,1
29748,48,1,1,1,-1,0,1,-1.0,-1.0,412.46,-1,-1,0,0,-1,-1,-1,10.84,36.93,537188,222,1
29748,53,1,2,2,-1,0,2,-1.0,-1.0,412.46,-1,-1,0,0,-1,-1,-1,13.3,41.91,421379,431,2
29748,16,1,1,3,-1,0,6,0.95,5.3,412.46,1105426,2617,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29748,13,1,2,4,-1,0,7,0.71,4.81,412.46,1017286,2619,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29748,11,1,2,5,-1,0,7,0.71,4.81,412.46,1017286,2619,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29759,43,1,2,1,-1,0,1,-1.0,-1.0,505.91,-1,-1,0,0,-1,-1,-1,18.2,54.07,219030,1557,1
29759,18,1,1,2,-1,0,6,-1.0,-1.0,505.91,-1,-1,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,2
29771,27,1,1,1,-1,0,1,-1.0,-1.0,594.4,0,-1,1,1,-1,-1,6,4.82,26.09,117628,301,1
29773,71,1,2,1,-1,0,3,-1.0,-1.0,79.73,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29774,18,1,1,1,-1,0,6,5.26,21.17,110.22,219851,10,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29774,51,1,1,2,-1,1,1,-1.0,-1.0,110.22,-1,-1,0,0,-1,-1,-1,22.83,46.09,139704,1025,1
29774,51,1,1,3,-1,1,1,-1.0,-1.0,110.22,-1,-1,0,0,-1,-1,-1,9.58,31.68,486568,714,1
29779,59,1,2,1,-1,0,4,-1.0,-1.0,134.94,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29779,64,1,1,2,-1,1,1,-1.0,-1.0,134.94,-1,-1,0,0,-1,-1,-1,6.02,26.4,306349,398,1
29789,40,1,2,1,-1,0,1,-1.0,-1.0,94.76,-1,-1,0,0,9,9,3,13.41,32.77,162932,910,1
29793,43,1,1,1,-1,0,2,-1.0,-1.0,249.68,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,2
29805,59,1,2,1,-1,0,1,-1.0,-1.0,191.99,-1,-1,0,0,9,1,3,4.41,21.91,403814,111,1
29813,39,1,2,1,-1,0,2,-1.0,-1.0,145.43,-1,-1,0,1,-1,-1,-1,6.71,23.74,59017,529,2
29813,39,1,1,2,-1,0,1,-1.0,-1.0,145.43,-1,-1,0,0,-1,-1,-1,16.42,36.68,219452,1718,1
29813,3,1,2,3,-1,0,8,-1.0,-1.0,145.43,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29813,1,1,1,4,-1,0,8,-1.0,-1.0,145.43,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29824,42,1,1,1,-1,0,1,-1.0,-1.0,97.8,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
29824,55,1,2,2,-1,0,1,-1.0,-1.0,97.8,-1,-1,0,1,-1,-1,-1,5.59,19.99,42628,471,1
29827,62,1,2,1,-1,0,4,-1.0,-1.0,101.72,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29827,79,1,1,2,-1,0,3,-1.0,-1.0,101.72,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29828,40,1,1,1,-1,0,1,-1.0,-1.0,124.16,-1,-1,0,0,-1,-1,-1,6.22,29.83,386165,566,1
29828,50,1,1,2,-1,0,1,-1.0,-1.0,124.16,-1,-1,0,0,-1,-1,-1,28.91,63.27,1145560,2408,1
29836,80,1,1,1,-1,0,3,-1.0,-1.0,189.31,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29836,78,1,2,2,-1,0,3,-1.0,-1.0,189.31,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29852,53,1,2,1,-1,0,1,-1.0,-1.0,77.48,-1,-1,0,0,-1,-1,-1,10.16,29.35,281756,704,1
29857,57,1,1,1,-1,0,1,-1.0,-1.0,137.7,-1,-1,0,0,4,3,4,25.11,51.49,1145265,2309,1
29857,51,1,2,2,-1,0,5,7.78,27.99,137.7,246356,585,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29857,10,1,2,3,-1,2,7,0.44,5.47,137.7,520183,209,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29857,8,1,2,4,-1,2,7,-1.0,-1.0,137.7,-1,-1,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29863,26,1,1,1,-1,0,1,1.51,12.06,149.21,208374,778,1,0,-1,-1,-1,6.08,29.17,148582,438,1
29863,25,1,2,2,-1,0,1,-1.0,-1.0,149.21,-1,-1,0,0,-1,-1,-1,4.81,22.28,506392,579,1
29863,51,1,2,3,-1,0,1,-1.0,-1.0,149.21,-1,-1,0,0,-1,-1,3,3.36,15.64,120877,720,1
29864,63,1,2,1,-1,0,1,-1.0,-1.0,136.05,-1,-1,0,1,-1,-1,-1,11.98,32.42,407141,1613,1
29864,58,1,1,2,-1,0,1,-1.0,-1.0,136.05,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
29864,16,1,2,3,-1,0,6,7.61,27.95,136.05,219851,10,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29881,57,1,1,1,-1,0,4,-1.0,-1.0,142.23,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29881,58,1,2,2,-1,1,2,-1.0,-1.0,142.23,-1,-1,0,0,-1,-1,-1,2.58,16.19,266172,172,2
29885,47,1,1,1,-1,0,1,-1.0,-1.0,140.52,-1,-1,0,0,9,9,3,14.71,31.63,71806,1517,1
29885,46,1,2,2,-1,1,1,-1.0,-1.0,140.52,-1,-1,0,0,-1,-1,-1,7.51,23.13,124078,1637,1
29885,11,1,2,3,-1,1,7,1.6,10.54,140.52,93431,412,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29885,7,1,2,4,-1,1,7,1.6,10.54,140.52,93431,412,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29902,44,1,2,1,-1,0,1,-1.0,-1.0,319.57,-1,-1,0,0,-1,-1,-1,3.13,10.73,1148554,2433,1
29902,16,1,2,2,-1,0,6,7.36,16.94,319.57,1147394,2352,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29902,14,1,1,3,-1,0,7,7.64,17.85,319.57,1151206,2353,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29908,33,1,2,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,1,5,5,6,13.39,32.47,175226,1615,1
29925,48,1,1,1,-1,0,1,-1.0,-1.0,454.41,-1,-1,0,0,8,9,4,19.9,63.42,182833,291,1
29925,51,1,2,2,-1,0,1,-1.0,-1.0,454.41,-1,-1,0,0,6,5,4,10.86,32.79,203640,1821,1
29926,40,1,1,1,-1,0,2,-1.0,-1.0,305.31,-1,-1,0,0,-1,-1,-1,20.61,31.08,1177264,2126,2
29926,35,1,2,2,-1,0,1,-1.0,-1.0,305.31,-1,-1,0,0,-1,-1,-1,9.61,30.36,1137724,2564,1
29977,34,1,2,1,-1,0,1,-1.0,-1.0,499.39,-1,-1,0,0,3,1,4,23.65,47.31,1145598,2403,1
29977,37,1,1,2,-1,1,1,-1.0,-1.0,499.39,-1,-1,0,0,-1,-1,-1,23.87,48.1,1145265,2309,1
29977,73,1,1,3,-1,1,3,-1.0,-1.0,499.39,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29991,57,1,1,1,-1,0,1,-1.0,-1.0,278.35,-1,-1,0,0,-1,-1,-1,20.69,53.54,380022,870,1
29991,56,1,2,2,-1,0,4,-1.0,-1.0,278.35,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
29993,55,1,2,1,-1,0,4,-1.0,-1.0,461.93,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30000,59,1,2,1,-1,0,4,-1.0,-1.0,283.84,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30000,57,1,1,2,-1,1,1,-1.0,-1.0,283.84,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
30002,52,1,2,1,-1,0,1,-1.0,-1.0,90.1,-1,-1,0,1,9,1,0,4.26,16.78,42693,464,1
30004,59,1,1,1,-1,0,1,-1.0,-1.0,202.8,-1,-1,0,0,-1,-1,-1,7.1,21.45,117147,709,1
30010,87,1,2,1,-1,0,3,-1.0,-1.0,140.44,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30010,93,1,1,2,-1,1,3,-1.0,-1.0,140.44,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30016,37,1,2,1,-1,0,1,-1.0,-1.0,113.73,-1,-1,0,1,5,5,5,6.4,26.99,463509,449,1
30016,39,1,1,2,-1,0,1,-1.0,-1.0,113.73,-1,-1,0,1,9,9,5,10.21,32.38,45583,232,1
30026,62,1,2,1,-1,0,1,-1.0,-1.0,90.1,-1,-1,0,0,5,5,3,3.63,21.7,148023,581,1
30032,64,1,1,1,-1,0,4,-1.0,-1.0,793.35,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30032,63,1,2,2,-1,1,1,-1.0,-1.0,793.35,-1,-1,0,0,-1,-1,-1,17.58,45.67,365955,757,1
30033,50,1,2,1,-1,0,1,-1.0,-1.0,82.78,-1,-1,0,0,-1,-1,3,14.61,27.96,21632,844,1
30034,73,1,1,1,-1,0,3,-1.0,-1.0,82.04,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30034,63,1,2,2,-1,0,4,-1.0,-1.0,82.04,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30048,59,1,2,1,-1,0,4,-1.0,-1.0,250.86,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30048,43,1,2,2,-1,1,4,-1.0,-1.0,250.86,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30049,61,1,1,1,-1,0,2,-1.0,-1.0,235.13,-1,-1,0,0,7,1,0,2.78,14.35,41090,486,2
30049,47,1,2,2,-1,0,1,-1.0,-1.0,235.13,-1,-1,2,0,9,9,0,2.78,14.35,41090,486,1
30053,39,1,2,1,-1,0,1,-1.0,-1.0,77.48,-1,-1,0,0,-1,-1,-1,5.4,24.65,464067,655,1
30057,45,1,2,1,-1,0,1,-1.0,-1.0,151.89,-1,-1,0,0,9,9,3,6.82,20.7,464190,674,1
30057,45,1,1,2,-1,0,1,-1.0,-1.0,151.89,-1,-1,0,1,8,9,3,5.12,19.91,464061,655,1
30061,59,1,2,1,-1,0,4,-1.0,-1.0,338.58,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30061,48,1,1,2,-1,1,1,-1.0,-1.0,338.58,-1,-1,0,0,-1,-1,-1,27.48,59.81,13585,1026,1
30073,29,1,2,1,-1,0,1,-1.0,-1.0,311.6,-1,-1,0,0,-1,-1,-1,4.36,16.9,117147,709,1
30085,45,1,1,1,-1,0,1,-1.0,-1.0,167.18,-1,-1,0,0,-1,-1,3,2.42,12.34,695954,2936,1
30089,40,1,2,1,-1,0,1,-1.0,-1.0,98.36,-1,-1,0,0,-1,-1,3,3.5,25.18,42711,446,1
30119,55,1,2,1,-1,0,1,-1.0,-1.0,-1.0,-1,-1,0,1,7,6,6,5.59,25.98,74320,305,1
30129,57,1,2,1,-1,0,1,-1.0,-1.0,340.02,-1,-1,0,0,-1,-1,-1,40.1,87.51,134150,962,1
30129,54,1,2,2,-1,0,1,-1.0,-1.0,340.02,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
30147,73,1,2,1,-1,0,3,-1.0,-1.0,283.05,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30147,75,1,1,2,-1,1,3,-1.0,-1.0,283.05,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30150,41,1,1,1,-1,0,1,-1.0,-1.0,411.59,-1,-1,0,0,-1,-1,-1,16.67,38.56,1145265,2309,1
30150,41,1,2,2,-1,0,1,-1.0,-1.0,411.59,-1,-1,0,0,-1,-1,-1,22.22,36.33,1040224,2366,1
30150,8,1,1,3,-1,0,7,1.27,6.45,411.59,117913,1774,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30153,35,1,2,1,-1,0,4,-1.0,-1.0,137.3,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
30153,39,1,1,2,-1,0,1,-1.0,-1.0,137.3,-1,-1,0,0,3,1,3,9.97,36.99,152807,378,1
30153,6,1,1,3,-1,1,7,-1.0,-1.0,137.3,-1,-1,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
