day,fhtindx1,fhtindx2,hhno,jtindex,parent,pdpurp,phtindx1,phtindx2,pno,subtrs,tardest,tarorig,tautocost,tautodist,tautotime,tdadtyp,tdpcl,tdtaz,tlvdest,tlvorig,tmodetp,toadtyp,toexpfac,topcl,totaz,tour,tpathtp,tripsh1,tripsh2
2,0,0,41731,0,0,4,0,0,2,0,1139,1308,0.0,8.3,35.32,4,246678,67,1249,1110,3,1,117.98,1045365,2631,4,0,2,1
2,1,2,41731,0,0,2,0,0,3,0,858,1519,0.0,1.9,8.89,3,1034827,2641,1502,850,5,1,117.98,1045365,2631,1,0,1,2
1,0,0,41763,1,0,4,0,0,1,0,1130,1240,0.0,14.15,34.04,4,1147947,2394,1200,1045,4,1,129.91,1130583,2631,1,0,1,1
1,0,0,41763,2,0,8,0,0,1,0,1450,1605,0.0,1.87,10.33,4,1130238,2638,1550,1440,4,1,129.91,1130583,2631,2,0,1,1
1,0,0,41763,1,0,3,0,0,2,0,1130,1240,0.0,14.15,34.04,4,1147947,2394,1200,1045,4,1,129.91,1130583,2631,1,0,1,1
1,0,0,41763,2,0,8,0,0,2,0,1450,1605,0.0,1.87,10.33,4,1130238,2638,1550,1440,4,1,129.91,1130583,2631,2,0,1,1
2,0,0,41763,0,0,8,0,0,1,0,1005,1125,0.0,1.87,10.33,4,1130238,2638,1110,950,3,1,129.91,1130583,2631,1,0,1,1
2,0,0,41763,0,0,8,0,0,2,0,1450,1625,0.0,1.87,10.33,4,1130238,2638,1615,1440,4,1,129.91,1130583,2631,1,0,1,1
1,0,0,41781,0,0,5,0,0,1,0,1941,2012,0.0,1.91,8.98,4,1132024,2578,2005,1929,3,1,152.65,1000135,2505,1,0,1,1
1,0,0,41781,0,0,6,0,0,1,0,1034,1156,0.0,2.67,13.15,4,1038603,2627,1144,834,3,1,152.65,1000135,2505,2,0,2,1
1,0,0,41781,0,0,8,0,0,1,0,2207,0,0.0,12.42,51.15,4,211900,235,2330,2134,3,1,152.65,1000135,2505,3,0,1,1
2,0,0,41781,0,0,4,0,0,1,0,1024,1536,0.0,4.89,24.39,4,39194,1831,1351,939,6,1,152.65,1000135,2505,1,1,1,2
2,0,0,41781,0,0,5,0,0,1,0,1938,2013,0.0,4.64,16.87,4,961243,2524,1958,1923,3,1,152.65,1000135,2505,2,0,1,1
1,0,0,41788,0,0,4,0,0,1,0,1756,2044,0.0,1.88,11.01,4,1008991,2574,2038,1748,3,1,125.29,1092537,2516,1,0,1,1
1,0,0,41788,0,0,8,0,0,1,0,918,1323,0.0,4.83,14.82,4,1145569,2407,1210,906,3,1,125.29,1092537,2516,2,0,1,3
2,0,0,41788,0,0,3,0,0,1,0,1455,1730,0.0,18.99,56.27,4,361212,629,1552,1000,7,1,125.29,1092537,2516,1,3,4,3
1,0,0,41800,0,0,4,0,0,1,0,1710,1740,0.0,2.61,10.82,4,1148930,2474,1730,1700,3,1,152.65,1080594,2432,1,0,1,1
1,0,0,41800,1,0,5,0,0,1,0,1955,2135,0.0,8.6,31.31,4,1066643,2570,2110,1830,4,1,152.65,1080594,2432,2,0,2,1
1,0,0,41800,0,0,5,0,0,2,0,1340,1530,0.0,4.28,17.17,4,1148018,2392,1410,1300,3,1,152.65,1080594,2432,1,0,2,3
1,0,0,41800,1,0,5,0,0,2,0,1955,2135,0.0,8.6,31.31,4,1066643,2570,2110,1830,4,1,152.65,1080594,2432,2,0,2,1
2,0,0,41800,0,0,5,0,0,2,0,1515,1615,0.0,2.85,13.44,4,1036235,2390,1600,1500,3,1,152.65,1080594,2432,1,0,1,1
2,0,0,41800,0,0,7,0,0,2,0,1715,1740,0.0,4.91,14.23,4,973907,2448,1725,1700,3,1,152.65,1080594,2432,2,0,1,1
1,0,0,41814,0,0,1,0,0,1,0,530,1705,0.0,6.38,18.84,2,986552,2257,1630,515,3,1,152.65,1070052,2320,1,0,1,2
1,0,0,41814,0,0,1,0,0,2,0,835,1215,0.0,6.38,18.84,2,986552,2257,1200,745,3,1,152.65,1070052,2320,1,0,1,1
2,0,0,41814,0,0,6,0,0,1,0,2020,2030,0.0,1.64,6.9,4,1046325,2318,2025,2010,3,1,152.65,1070052,2320,1,0,1,1
2,0,0,41814,0,0,4,0,0,2,0,1440,2205,0.0,0.49,3.84,4,968364,2319,2200,1435,3,1,152.65,1070052,2320,1,0,1,1
2,0,0,41814,0,0,6,0,0,2,0,1235,1411,0.0,10.46,29.12,4,1066643,2570,1345,1200,4,1,152.65,1070052,2320,2,0,1,1
1,0,0,41820,0,0,1,1,2,1,0,915,1716,0.0,6.58,29.94,2,562562,227,1640,841,5,1,72.71,297665,392,1,0,2,3
1,0,0,41820,0,0,4,0,0,1,0,1903,2032,0.0,1.0,7.28,4,349919,349,2030,1900,3,1,72.71,297665,392,2,0,1,1
1,0,0,41820,0,0,1,3,0,2,0,825,1745,0.0,4.37,26.74,2,147855,515,1720,800,4,1,72.71,297665,392,1,0,2,1
1,0,0,41820,0,0,8,0,0,2,0,1900,2015,0.0,1.33,8.21,4,419962,344,2012,1857,3,1,72.71,297665,392,2,0,1,1
1,0,0,41820,0,0,2,3,0,3,0,802,1716,0.0,1.33,8.21,4,419962,344,1500,800,5,1,72.71,297665,392,1,0,1,3
1,0,0,41820,0,0,2,1,2,4,0,844,1716,0.0,1.0,7.28,4,41458,349,1715,841,5,1,72.71,297665,392,1,0,1,1
2,0,0,41820,0,0,1,1,2,1,1,900,1727,0.0,6.58,29.94,2,562562,227,1630,840,5,1,72.71,297665,392,1,0,2,3
2,0,0,41820,0,1,1,0,0,1,0,1300,1445,0.0,6.02,20.99,4,164501,584,1430,1245,3,2,72.71,562562,227,2,0,1,1
2,0,0,41820,0,0,8,0,0,1,0,502,632,0.0,1.0,7.28,4,500427,349,630,500,3,1,72.71,297665,392,3,0,1,1
2,0,0,41820,0,0,1,3,0,2,0,830,1745,0.0,4.37,26.74,2,147855,515,1715,802,4,1,72.71,297665,392,1,0,2,1
2,0,0,41820,0,0,2,3,0,3,0,806,1727,0.0,1.33,8.21,4,419962,344,1200,802,5,1,72.71,297665,392,1,0,1,5
2,0,0,41820,0,0,2,1,2,4,0,842,1727,0.0,1.0,7.28,4,41458,349,1725,840,5,1,72.71,297665,392,1,0,1,1
1,0,0,41822,0,0,1,0,0,1,0,900,1510,0.0,1.5,17.22,4,164562,605,1050,845,5,1,65.68,465396,429,1,0,1,4
2,0,0,41822,0,0,7,0,0,1,0,1445,2000,0.0,10.9,29.17,4,51492,1502,1830,1400,3,1,65.68,465396,429,1,0,2,2
1,0,0,41826,0,0,4,0,0,1,0,1801,1945,0.0,5.1,20.92,4,541777,679,1930,1745,3,1,181.17,2487,833,1,0,1,1
1,0,0,41826,0,0,5,0,0,1,0,930,1030,0.0,4.78,21.04,4,251699,882,1015,901,3,1,181.17,2487,833,2,0,2,1
1,0,0,41826,0,0,8,0,0,1,0,601,652,0.0,2.6,11.82,4,278918,787,645,553,3,1,181.17,2487,833,3,0,1,1
2,0,0,41826,0,0,5,0,0,1,0,1442,1508,0.0,2.0,12.56,4,489034,864,1458,1433,3,1,181.17,2487,833,1,0,1,1
2,0,0,41826,0,0,8,0,0,1,0,615,707,0.0,2.6,11.82,4,278918,787,701,608,3,1,181.17,2487,833,2,0,1,1
1,0,0,41834,0,0,5,0,0,1,0,1730,1801,0.0,1.62,7.64,4,143326,32,1744,1717,3,1,41.39,527973,43,1,0,2,2
1,0,0,41834,0,0,6,0,0,1,0,1150,1205,0.0,1.87,10.52,4,225884,135,1155,1145,3,1,41.39,527973,43,2,0,1,2
2,0,0,41834,0,0,1,0,0,1,0,805,1315,0.0,48.47,80.42,4,737259,3377,1030,650,3,1,41.39,527973,43,1,0,2,5
1,0,0,41843,1,0,5,0,0,1,0,1445,1830,0.0,2.83,16.14,4,57786,289,1815,1435,5,1,68.99,465929,101,1,0,1,1
1,0,0,41843,1,0,5,0,0,2,0,1445,1830,0.0,2.83,16.14,4,57786,289,1815,1435,5,1,68.99,465929,101,1,0,1,1
1,0,0,41843,0,0,5,0,0,3,0,1445,1830,0.0,2.83,16.14,4,57792,289,1815,1435,5,1,68.99,465929,101,1,0,1,1
2,0,0,41843,1,0,3,0,0,1,0,1050,1158,0.0,4.04,14.37,4,64469,296,1145,1038,5,1,68.99,465929,101,1,0,1,1
2,0,0,41843,0,0,5,0,0,1,0,1445,1528,0.0,2.64,16.52,4,352318,97,1456,1430,3,1,68.99,465929,101,2,0,1,3
2,0,0,41843,2,0,8,0,0,1,0,2100,2130,0.0,1.54,11.16,4,352987,100,2101,2030,1,1,68.99,465929,101,3,0,1,1
2,0,0,41843,1,0,3,0,0,2,0,1050,1158,0.0,4.04,14.37,4,64469,296,1145,1038,5,1,68.99,465929,101,1,0,1,1
2,0,0,41843,2,0,8,0,0,2,0,2100,2130,0.0,1.54,11.16,4,352987,100,2101,2030,1,1,68.99,465929,101,2,0,1,1
2,0,0,41843,1,0,4,0,0,3,0,1050,1158,0.0,4.04,14.37,4,64469,296,1145,1038,5,1,68.99,465929,101,1,0,1,1
2,0,0,41843,2,0,8,0,0,3,0,2100,2130,0.0,1.54,11.16,4,352987,100,2101,2030,1,1,68.99,465929,101,2,0,1,1
1,0,0,41861,0,0,8,0,0,1,0,745,1445,-1.0,-1.0,-1.0,2,-1,-1,1100,600,4,1,123.73,419798,344,1,0,2,2
1,0,0,41861,0,0,3,0,0,2,0,630,1445,0.0,13.94,43.89,4,39107,1831,645,600,4,1,123.73,419798,344,1,0,1,3
2,0,0,41861,0,0,3,0,0,1,0,630,1600,0.0,12.23,40.36,4,302663,1594,645,600,4,1,123.73,419798,344,1,0,1,3
1,0,0,41862,0,0,8,0,0,1,0,950,1125,0.0,2.59,13.59,4,400091,890,1045,940,5,1,54.81,188404,792,1,0,1,2
2,0,0,41862,1,0,5,0,0,1,0,1008,1115,0.0,1.16,8.31,4,286807,797,1100,945,1,1,54.81,188404,792,1,0,2,1
2,0,0,41862,2,0,5,0,0,1,0,1255,1355,0.0,1.91,10.36,4,490238,782,1345,1245,4,1,54.81,188404,792,2,0,1,1
2,0,0,41862,0,0,6,0,0,1,0,1448,1515,0.0,4.2,14.9,4,268092,738,1500,1405,3,1,54.81,188404,792,3,0,2,1
2,0,0,41862,3,0,7,0,0,1,0,1630,1730,0.0,2.86,11.37,4,484610,743,1631,1530,1,1,54.81,188404,792,4,0,1,1
2,0,0,41862,1,0,3,0,0,2,0,1000,1115,0.0,1.16,8.31,4,286805,797,1005,945,1,1,54.81,188404,792,1,0,1,2
2,0,0,41862,2,0,5,0,0,2,0,1255,1355,0.0,1.91,10.36,4,490238,782,1345,1245,4,1,54.81,188404,792,2,0,1,1
2,0,0,41862,3,0,7,0,0,2,0,1630,1730,0.0,2.86,11.37,4,484610,743,1631,1530,1,1,54.81,188404,792,3,0,1,1
1,0,0,41865,2,0,3,0,0,1,0,1705,1730,0.0,3.69,15.15,4,420205,676,1708,1645,5,1,69.5,359030,734,1,0,1,1
1,0,0,41865,1,0,6,0,0,1,0,1056,1145,0.0,3.57,15.39,4,286722,797,1130,945,5,1,69.5,359030,734,2,0,3,1
1,0,0,41865,0,0,1,0,0,2,0,735,1730,0.0,6.0,30.88,2,59044,530,1205,705,7,1,69.5,359030,734,1,5,1,4
1,0,0,41865,0,0,4,0,0,2,0,1850,2110,0.0,1.31,8.51,4,59692,697,2105,1845,3,1,69.5,359030,734,2,0,1,1
1,0,0,41865,1,0,3,0,0,3,0,1000,1145,0.0,3.57,15.39,4,286722,797,1033,945,5,1,69.5,359030,734,1,0,1,3
1,0,0,41865,2,0,3,0,0,3,0,1705,1730,0.0,3.69,15.15,4,420205,676,1708,1645,5,1,69.5,359030,734,2,0,1,1
1,0,0,41865,1,0,3,0,0,4,0,1000,1145,0.0,3.57,15.39,4,286722,797,1030,945,5,1,69.5,359030,734,1,0,1,3
1,0,0,41865,2,0,3,0,0,4,0,1705,1730,0.0,3.69,15.15,4,420205,676,1708,1645,5,1,69.5,359030,734,2,0,1,1
2,0,0,41865,0,0,1,0,0,1,0,1125,1155,0.0,4.93,20.7,4,37952,866,1135,850,5,1,69.5,359030,734,1,0,2,1
2,0,0,41865,0,0,1,0,0,2,0,750,1730,0.0,6.0,30.88,2,59044,530,1650,705,6,1,69.5,359030,734,1,3,1,1
2,0,0,41865,1,0,3,0,0,3,0,1125,1155,0.0,4.93,20.7,4,37952,866,1135,850,5,1,69.5,359030,734,1,0,2,1
2,0,0,41865,1,0,3,0,0,4,0,910,1155,0.0,8.2,29.73,4,461908,941,1110,850,5,1,69.5,359030,734,1,0,1,2
1,0,0,41870,0,0,1,0,0,1,0,1000,1200,0.0,16.09,43.62,4,193159,1542,1130,930,3,1,66.66,105620,689,1,0,1,1
1,0,0,41870,1,0,3,0,0,1,0,900,910,0.0,0.65,6.08,4,541785,682,901,845,1,1,66.66,105620,689,2,0,1,1
1,0,0,41870,2,0,3,0,0,1,0,1505,1520,0.0,0.65,6.08,4,541785,682,1510,1500,1,1,66.66,105620,689,3,0,1,1
1,0,0,41870,1,0,3,0,0,2,0,900,910,0.0,0.65,6.08,4,541785,682,901,845,1,1,66.66,105620,689,1,0,1,1
1,0,0,41870,2,0,3,0,0,2,0,1505,1520,0.0,0.65,6.08,4,541785,682,1510,1500,1,1,66.66,105620,689,2,0,1,1
1,0,0,41870,0,0,4,0,0,2,0,1602,1615,0.0,0.28,5.12,4,105622,689,1605,1600,1,1,66.66,105620,689,3,0,1,1
1,0,0,41870,0,0,2,0,0,3,0,900,1520,0.0,0.65,6.08,3,541785,682,1510,845,1,1,66.66,105620,689,1,0,1,1
2,0,0,41870,1,0,3,0,0,1,0,900,920,0.0,0.65,6.08,4,541785,682,901,845,1,1,66.66,105620,689,1,0,1,1
2,0,0,41870,2,0,3,0,0,1,0,1500,1520,0.0,0.65,6.08,4,541785,682,1501,1445,1,1,66.66,105620,689,2,0,1,1
2,0,0,41870,1,0,3,0,0,2,0,900,920,0.0,0.65,6.08,4,541785,682,901,845,1,1,66.66,105620,689,1,0,1,1
2,0,0,41870,2,0,3,0,0,2,0,1500,1520,0.0,0.65,6.08,4,541785,682,1501,1445,1,1,66.66,105620,689,2,0,1,1
2,0,0,41870,0,0,2,0,0,3,0,900,1520,0.0,0.65,6.08,3,541785,682,1501,845,1,1,66.66,105620,689,1,0,1,1
1,0,0,41888,0,0,8,0,0,1,0,810,835,0.0,1.1,10.68,4,430053,215,830,805,1,1,111.52,209019,186,1,0,1,1
1,0,0,41888,0,0,9,0,0,1,0,945,1053,0.0,3.12,17.57,4,353887,67,1012,935,3,1,111.52,209019,186,2,0,1,3
1,0,0,41888,0,0,3,0,0,2,0,953,1035,0.0,5.12,26.19,4,211688,330,1000,820,4,1,111.52,209019,186,1,0,3,2
1,0,0,41888,0,0,3,0,0,2,0,1505,1729,0.0,5.19,22.4,4,113743,1868,1515,1448,4,1,111.52,209019,186,2,0,1,6
1,0,0,41888,0,0,8,0,0,2,0,455,646,0.0,2.65,16.81,4,558846,174,641,450,3,1,111.52,209019,186,3,0,1,1
1,0,0,41888,0,0,1,0,0,3,0,1645,1939,0.0,9.67,30.05,4,8795,1842,1915,1620,3,1,111.52,209019,186,1,0,1,1
1,0,0,41888,0,0,3,0,0,3,0,1046,1139,0.0,3.3,19.29,4,472999,313,1047,1037,4,1,111.52,209019,186,2,0,1,3
1,0,0,41888,0,0,2,0,0,4,0,741,1442,0.0,3.3,19.29,3,472999,313,1047,730,4,1,111.52,209019,186,1,0,1,3
1,0,0,41888,0,0,9,0,0,4,0,1753,1805,0.0,1.01,7.71,4,27550,190,1802,1750,3,1,111.52,209019,186,2,0,1,1
2,0,0,41888,0,0,8,0,0,2,0,457,641,0.0,2.65,16.81,4,558846,174,635,451,3,1,111.52,209019,186,1,0,1,1
2,0,0,41888,0,0,1,0,0,3,0,1641,1926,0.0,9.67,30.05,4,8795,1842,1907,1615,3,1,111.52,209019,186,1,0,1,1
2,0,0,41888,0,0,8,0,0,3,0,1318,1527,0.0,2.01,13.43,4,364870,280,1515,1307,4,1,111.52,209019,186,2,0,1,1
2,0,0,41888,0,0,2,0,0,4,0,817,1432,0.0,3.3,19.29,3,472999,313,1418,805,3,1,111.52,209019,186,1,0,1,1
2,0,0,41888,0,0,8,0,0,4,0,1556,1730,0.0,2.98,13.85,4,47185,53,1718,1547,3,1,111.52,209019,186,2,0,1,1
1,1,0,41894,0,0,1,0,0,1,0,905,1820,0.0,1.07,13.37,2,361138,611,1800,900,4,1,63.48,416193,480,1,0,1,1
1,1,0,41894,0,0,3,0,0,2,0,905,910,0.0,1.07,13.37,4,361138,611,906,900,4,1,63.48,416193,480,1,0,1,1
1,1,0,41898,0,0,3,0,0,1,0,815,825,0.0,1.23,9.38,2,11559,696,820,810,5,1,59.13,232089,688,1,0,1,1
1,0,0,41898,0,0,3,0,0,1,0,1220,1245,0.0,5.06,23.9,4,463823,631,1221,1010,4,1,59.13,232089,688,2,0,4,2
1,0,2,41898,0,0,3,0,0,1,0,1452,1610,0.0,1.23,9.38,2,11559,696,1515,1450,5,1,59.13,232089,688,3,0,1,2
1,0,0,41898,0,0,1,0,0,2,0,545,1750,0.0,4.23,19.47,2,463953,656,1730,530,2,1,59.13,232089,688,1,0,1,1
1,1,2,41898,0,0,2,0,0,3,0,815,1610,0.0,0.58,6.59,3,59672,697,1515,810,5,1,59.13,232089,688,1,0,1,2
1,1,2,41898,0,0,2,0,0,4,0,815,1610,0.0,0.58,6.59,3,59672,697,1515,810,5,1,59.13,232089,688,1,0,1,2
2,0,0,41898,0,0,1,0,0,1,0,915,1520,0.0,0.94,7.59,4,60030,735,1501,901,5,1,59.13,232089,688,1,0,2,2
2,0,0,41898,0,0,1,0,0,2,0,540,1740,0.0,4.23,19.47,2,463953,656,1730,530,3,1,59.13,232089,688,1,0,1,1
2,0,1,41898,0,0,2,0,0,3,0,910,1520,0.0,0.58,6.59,3,59672,697,1515,901,5,1,59.13,232089,688,1,0,1,1
2,0,1,41898,0,0,2,0,0,4,0,815,1520,0.0,0.58,6.59,3,59672,697,1515,810,5,1,59.13,232089,688,1,0,1,1
1,0,0,41924,0,0,1,0,0,1,0,850,2100,0.0,8.11,34.4,4,506397,573,1950,800,7,1,68.65,451557,150,1,1,1,2
1,0,0,41924,1,0,5,0,0,2,0,1127,1248,0.0,6.23,29.93,4,74320,305,1235,1044,5,1,68.65,451557,150,1,0,3,1
1,0,0,41924,1,0,3,0,0,3,0,1051,1248,0.0,1.96,11.73,4,226133,137,1056,1044,5,1,68.65,451557,150,1,0,1,3
1,0,0,41924,1,0,3,0,0,4,0,1051,1248,0.0,1.96,11.73,4,226133,137,1056,1044,5,1,68.65,451557,150,1,0,1,3
2,0,0,41924,0,0,1,0,0,1,0,730,1820,0.0,6.23,29.93,2,74320,305,1800,710,3,1,68.65,451557,150,1,0,1,1
2,0,0,41924,0,0,5,0,0,2,0,1316,1323,0.0,0.93,6.71,4,457620,247,1320,1313,3,1,68.65,451557,150,1,0,1,1
2,0,0,41924,0,0,8,0,0,2,0,925,1107,0.0,3.88,23.19,4,558945,175,1053,913,3,1,68.65,451557,150,2,0,1,1
1,0,0,41947,0,0,1,0,0,1,1,855,2005,0.0,12.88,39.21,2,51965,1664,1935,820,3,1,47.38,119042,136,1,0,1,2
1,0,0,41947,0,1,6,0,0,1,0,1210,1240,0.0,0.23,2.93,4,10427,1664,1235,1200,1,2,47.38,51965,1664,2,0,1,1
2,0,0,41947,0,0,1,0,0,1,1,930,2015,0.0,12.88,39.21,2,51965,1664,1910,855,3,1,47.38,119042,136,1,0,1,2
2,0,0,41947,0,1,1,0,0,1,0,1355,1650,0.0,28.26,55.55,4,31,1194,1600,1300,3,2,47.38,51965,1664,2,0,2,1
1,0,0,41950,0,0,6,0,0,1,0,1915,2100,0.0,1.16,13.72,4,254527,425,2045,1900,1,1,46.83,467445,428,1,0,1,1
2,0,0,41950,0,0,4,0,0,1,0,1430,1615,0.0,1.3,14.64,4,147777,514,1600,1415,3,1,46.83,467445,428,1,0,1,1
2,0,0,41950,0,0,6,0,0,1,0,1200,1340,0.0,4.79,27.36,4,57792,289,1330,1130,4,1,46.83,467445,428,2,0,1,1
2,0,0,41950,0,0,6,0,0,1,0,1815,2115,0.0,2.64,19.24,4,144113,358,2100,1800,4,1,46.83,467445,428,3,0,1,1
1,1,0,41958,0,0,3,0,0,1,0,825,1100,0.0,2.38,12.55,4,138860,210,845,815,5,1,124.96,408767,297,1,0,1,4
1,0,2,41958,0,0,3,0,0,1,0,1450,1525,0.0,2.38,12.55,4,138860,210,1515,1445,5,1,124.96,408767,297,2,0,1,1
1,0,0,41958,0,0,3,0,0,1,0,1705,1710,0.0,2.31,11.11,4,14704,105,1706,1700,4,1,124.96,408767,297,3,0,1,1
1,0,0,41958,0,0,8,0,0,1,0,1750,2005,0.0,2.31,11.11,4,14704,105,2000,1745,4,1,124.96,408767,297,4,0,1,1
1,0,0,41958,0,0,1,0,0,2,0,920,1800,0.0,5.8,26.05,2,147857,515,1730,750,3,1,124.96,408767,297,1,0,2,1
1,0,0,41958,0,0,6,0,0,2,0,2020,2155,0.0,2.31,14.31,4,430256,285,2150,2015,4,1,124.96,408767,297,2,0,1,1
1,0,0,41958,0,0,7,0,0,2,0,2255,2320,-1.0,-1.0,-1.0,4,0,-1,2256,2230,4,1,124.96,408767,297,3,0,1,1
1,0,0,41958,0,0,8,0,0,2,0,1840,2005,0.0,2.31,11.11,4,14695,105,2000,1810,4,1,124.96,408767,297,4,0,3,1
1,1,2,41958,0,0,2,0,0,3,0,825,1525,0.0,2.38,12.55,4,138860,210,1515,815,5,1,124.96,408767,297,1,0,1,1
1,1,2,41958,0,0,2,0,0,4,0,825,1525,0.0,2.38,12.55,4,138860,210,1515,815,5,1,124.96,408767,297,1,0,1,1
2,1,0,41958,0,0,3,0,0,1,0,805,1200,0.0,2.38,12.55,4,138860,210,915,800,4,1,124.96,408767,297,1,0,1,3
2,0,2,41958,0,0,3,0,0,1,0,1455,1520,0.0,2.38,12.55,4,138860,210,1515,1445,4,1,124.96,408767,297,2,0,1,1
2,0,0,41958,0,0,5,0,0,1,0,1535,1605,0.0,1.34,9.27,4,489248,207,1600,1530,3,1,124.96,408767,297,3,0,1,1
2,0,0,41958,0,0,1,0,0,2,0,945,1620,0.0,5.8,26.05,2,147857,515,1600,820,5,1,124.96,408767,297,1,0,2,1
2,1,2,41958,0,0,2,0,0,3,0,805,1520,0.0,2.38,12.55,4,138860,210,1515,800,4,1,124.96,408767,297,1,0,1,1
1,0,0,41966,0,0,1,0,0,1,0,600,1620,0.0,12.36,30.37,2,134216,958,1530,535,3,1,45.4,232097,688,1,0,1,2
2,0,0,41966,0,0,1,0,0,1,0,600,1600,0.0,12.36,30.37,2,134216,958,1530,535,3,1,45.4,232097,688,1,0,1,1
1,0,0,41969,0,0,1,0,0,1,0,600,1615,0.0,31.86,54.04,2,720190,3253,1600,545,3,1,95.12,342578,796,1,0,1,1
1,0,0,41969,0,0,1,0,0,2,0,845,1715,0.0,6.07,22.65,2,233214,998,1700,830,3,1,95.12,342578,796,1,0,1,1
1,0,0,41969,0,0,1,0,0,3,0,800,1700,0.0,14.94,46.55,2,228809,71,1600,700,3,1,95.12,342578,796,1,0,1,1
1,0,0,41969,0,0,2,0,0,4,0,740,1350,0.0,4.91,19.6,3,515757,683,1330,730,5,1,95.12,342578,796,1,0,1,1
2,0,0,41969,0,0,1,0,0,1,0,600,1615,0.0,31.86,54.04,2,720190,3253,1600,545,3,1,95.12,342578,796,1,0,1,1
2,0,0,41969,0,0,1,0,0,2,0,845,1715,0.0,6.07,22.65,2,233214,998,1700,830,3,1,95.12,342578,796,1,0,1,1
2,0,0,41969,0,0,2,0,0,4,0,755,1350,0.0,4.91,19.6,3,515757,683,1330,750,5,1,95.12,342578,796,1,0,1,1
1,0,0,41972,0,0,1,0,1,1,0,855,1547,0.0,2.58,13.93,2,397307,756,1310,840,5,1,70.26,60005,735,1,0,1,5
1,0,0,41972,0,0,3,0,0,1,0,1700,1725,0.0,2.55,12.39,4,231974,789,1710,1550,4,1,70.26,60005,735,2,0,3,1
1,0,0,41972,0,0,4,0,0,1,0,1905,2115,0.0,3.69,13.9,4,278945,834,2030,1850,3,1,70.26,60005,735,3,0,1,2
1,0,0,41972,0,0,1,0,0,2,0,730,1900,0.0,5.07,22.31,2,365969,780,1830,710,3,1,70.26,60005,735,1,0,1,1
1,0,0,41972,0,0,3,0,0,2,0,1910,1915,0.0,0.52,6.54,4,459251,736,1912,1905,4,1,70.26,60005,735,2,0,1,1
1,1,0,41972,0,0,2,0,0,3,0,1000,1500,0.0,6.84,30.77,3,246356,585,1430,915,5,1,70.26,60005,735,1,0,1,1
1,0,0,41972,0,0,8,0,0,3,0,1602,1915,0.0,0.52,6.54,4,459251,736,1912,1555,4,1,70.26,60005,735,2,0,1,1
1,1,0,41972,0,0,2,0,1,4,0,1000,1547,0.0,6.84,30.77,3,246356,585,1455,915,5,1,70.26,60005,735,1,0,1,3
1,0,0,41972,0,0,8,0,0,4,0,1600,1725,0.0,2.55,12.39,4,231974,789,1710,1550,4,1,70.26,60005,735,2,0,1,1
2,1,0,41972,0,0,3,0,0,1,0,820,1230,0.0,6.84,30.77,4,246356,585,826,735,5,1,70.26,60005,735,1,0,3,3
2,0,2,41972,0,0,3,0,0,1,0,1430,1530,0.0,6.84,30.77,4,246356,585,1500,1400,5,1,70.26,60005,735,2,0,1,1
2,0,0,41972,0,0,5,0,0,1,0,1835,1900,0.0,0.52,6.54,4,459248,736,1855,1830,3,1,70.26,60005,735,3,0,1,1
2,0,0,41972,0,0,7,0,0,1,0,715,730,0.0,0.57,5.71,4,459170,697,716,700,1,1,70.26,60005,735,4,0,1,1
2,0,0,41972,1,0,8,0,0,1,0,1930,2215,0.0,10.02,42.12,4,169182,349,2145,1902,4,1,70.26,60005,735,5,0,1,1
2,0,0,41972,0,0,1,0,0,2,0,750,1825,0.0,5.07,22.31,2,365969,780,1800,730,3,1,70.26,60005,735,1,0,1,1
2,3,4,41972,0,0,1,0,0,2,0,2025,2208,0.0,5.07,22.31,2,365969,780,2115,2000,4,1,70.26,60005,735,2,0,1,2
2,1,2,41972,0,0,2,0,0,3,0,820,1530,0.0,6.84,30.77,3,246356,585,1500,735,5,1,70.26,60005,735,1,0,3,1
2,3,4,41972,0,0,3,0,0,3,0,2025,2208,0.0,5.07,22.31,4,365969,780,2115,2000,4,1,70.26,60005,735,2,0,1,2
2,0,2,41972,0,0,2,0,0,4,0,820,1530,0.0,6.84,30.77,3,246356,585,1500,730,5,1,70.26,60005,735,1,0,3,1
2,0,0,41972,1,0,8,0,0,4,0,1930,2215,0.0,10.02,42.12,4,169182,349,2145,1902,4,1,70.26,60005,735,2,0,1,1
1,0,0,41980,0,0,3,0,0,1,0,650,950,0.0,4.45,20.5,4,239877,309,655,640,5,1,73.42,456624,107,1,0,1,6
1,0,0,41980,0,0,3,0,0,2,0,925,950,0.0,1.51,7.29,4,536699,112,933,640,5,1,73.42,456624,107,1,0,5,2
2,0,0,41980,0,0,5,0,0,1,0,1117,1602,0.0,4.82,20.62,4,228575,47,1413,731,3,1,73.42,456624,107,1,0,4,3
2,0,0,41980,0,0,8,0,0,1,0,1845,2117,0.0,1.51,7.35,4,351062,115,2110,1833,3,1,73.42,456624,107,2,0,1,1
1,0,0,41987,1,0,5,0,0,1,0,950,1050,0.0,8.96,28.24,4,1500004,3357,1030,930,4,1,170.35,840043,3434,1,0,1,1
1,0,0,41987,0,0,1,0,0,2,0,730,1800,0.0,8.96,28.24,2,1500004,3357,1730,700,3,1,170.35,840043,3434,1,0,1,1
