day,fhtindx1,fhtindx2,hhno,jtindex,parent,pdpurp,phtindx1,phtindx2,pno,subtrs,tardest,tarorig,tautocost,tautodist,tautotime,tdadtyp,tdpcl,tdtaz,tlvdest,tlvorig,tmodetp,toadtyp,toexpfac,topcl,totaz,tour,tpathtp,tripsh1,tripsh2
2,0,0,17105,0,0,5,0,0,3,0,1745,1814,0.0,0.97,7.43,4,78033,995,1755,1725,1,1,127.41,100276,941,3,0,1,1
1,0,0,17117,0,0,5,0,0,1,0,1637,1656,0.0,0.17,8.69,4,421429,427,1651,1633,1,1,47.38,410649,427,1,0,1,1
2,0,0,17117,0,0,1,0,0,1,0,643,2005,0.0,1.38,15.08,2,506340,607,1940,620,1,1,47.38,410649,427,1,0,1,1
1,0,0,17122,0,0,1,0,0,1,0,1050,2030,0.0,6.23,30.58,2,59041,531,1535,1020,4,1,54.54,210062,244,1,0,1,3
2,0,0,17122,0,0,1,0,0,1,0,855,1830,0.0,6.23,30.58,2,59041,531,1300,830,4,1,54.54,210062,244,1,0,1,3
2,0,0,17122,0,0,7,0,0,1,0,1840,2005,0.0,0.34,6.17,4,210545,254,1945,1831,1,1,54.54,210062,244,2,0,1,2
1,0,0,17123,0,0,8,0,0,1,0,1030,1300,0.0,3.4,19.9,4,521052,23,1230,1020,3,1,63.4,492047,94,1,0,1,2
2,0,0,17123,0,0,8,0,0,1,0,857,1348,0.0,3.4,19.9,4,521052,23,1138,845,3,1,63.4,492047,94,1,0,1,2
2,0,0,17123,0,0,8,0,0,1,0,1433,1558,0.0,2.77,14.37,4,45583,232,1539,1415,3,1,63.4,492047,94,2,0,1,1
1,0,0,17135,0,0,1,0,0,1,0,1216,1517,0.0,4.11,18.03,4,51969,1664,1218,1015,5,1,209.2,483119,1728,1,0,4,5
1,0,0,17135,0,0,3,0,0,1,0,800,805,0.0,2.44,9.32,4,182219,1725,801,758,4,1,209.2,483119,1728,2,0,1,1
1,0,0,17135,0,0,1,0,0,2,1,810,1730,0.0,5.53,23.58,2,124078,1637,1705,745,2,1,209.2,483119,1728,1,0,1,1
1,0,0,17135,0,1,6,0,0,2,0,1143,1224,0.0,1.68,7.38,4,84044,1666,1212,1137,5,2,209.2,124078,1637,2,0,1,2
1,0,0,17135,0,0,8,0,0,2,0,645,735,0.0,1.23,8.36,4,228888,1729,730,620,3,1,209.2,483119,1728,3,0,1,1
1,0,0,17135,0,0,2,0,0,3,0,855,1430,-1.0,-1.0,-1.0,3,0,-1,1405,758,8,1,209.2,483119,1728,1,0,2,1
1,0,0,17135,0,0,2,0,0,4,0,1230,1517,0.0,4.11,18.03,3,344357,1664,1505,1015,4,1,209.2,483119,1728,1,0,6,1
2,0,0,17135,0,0,1,1,0,1,1,946,1550,0.0,5.53,23.58,2,124078,1637,1225,923,5,1,209.2,483119,1728,1,0,2,5
2,0,0,17135,0,1,6,0,0,1,0,1147,1210,0.0,0.34,5.36,4,124086,1637,1208,1145,1,2,209.2,124078,1637,2,0,1,1
2,0,0,17135,0,0,3,0,0,1,0,851,900,0.0,2.44,9.32,4,16484,1725,852,845,4,1,209.2,483119,1728,3,0,1,1
2,0,0,17135,0,0,4,0,0,1,0,1627,1717,0.0,5.08,18.49,4,65091,1781,1705,1615,3,1,209.2,483119,1728,4,0,1,1
2,0,0,17135,0,0,1,0,0,2,1,715,1740,0.0,5.53,23.58,2,124078,1637,1715,650,2,1,209.2,483119,1728,1,0,1,1
2,0,0,17135,0,1,6,0,0,2,0,1142,1212,0.0,0.34,5.36,4,124086,1637,1210,1140,1,2,209.2,124078,1637,2,0,1,1
2,0,0,17135,0,0,5,0,0,2,0,1810,1835,0.0,1.64,9.53,4,234690,1719,1830,1805,3,1,209.2,483119,1728,3,0,1,1
2,0,0,17135,0,0,2,0,0,3,0,851,1550,-1.0,-1.0,-1.0,3,0,-1,1540,845,8,1,209.2,483119,1728,1,0,1,1
2,0,0,17135,1,0,5,0,0,3,0,1628,1717,0.0,5.08,18.49,4,65091,1781,1702,1615,5,1,209.2,483119,1728,2,0,1,1
2,0,0,17135,0,0,2,1,0,4,0,936,1550,0.0,4.11,18.03,3,344357,1664,1510,920,4,1,209.2,483119,1728,1,0,1,2
2,0,0,17135,1,0,4,0,0,4,0,1628,1717,0.0,5.08,18.49,4,65091,1781,1702,1615,5,1,209.2,483119,1728,2,0,1,1
1,0,0,17137,0,0,1,0,0,1,0,700,1515,0.0,3.84,21.04,2,194639,576,1500,645,3,1,78.07,146923,324,1,0,1,1
2,0,0,17137,0,0,1,0,0,1,0,700,1530,0.0,3.84,21.04,2,194639,576,1515,645,3,1,78.07,146923,324,1,0,1,1
1,0,0,17142,0,0,1,0,0,1,0,707,1605,0.0,2.07,12.2,2,260757,967,1550,640,6,1,94.52,439165,1354,1,1,1,1
2,0,0,17142,0,0,1,0,0,1,0,710,1605,0.0,2.07,12.2,2,260757,967,1550,640,6,1,94.52,439165,1354,1,1,1,1
2,0,0,17142,0,0,4,0,0,1,0,1735,1750,0.0,0.25,5.0,4,439134,1354,1745,1730,1,1,94.52,439165,1354,2,0,1,1
1,1,0,17150,0,0,1,0,0,1,0,725,1945,0.0,5.1,31.78,2,386188,565,1545,655,4,1,75.94,151298,392,1,0,1,3
1,1,0,17150,0,0,1,0,0,2,0,708,1945,0.0,5.3,28.95,2,464456,634,1650,655,4,1,75.94,151298,392,1,0,1,3
2,1,0,17150,0,0,1,0,0,1,0,719,1527,0.0,5.1,31.78,2,386188,565,1410,700,4,1,75.94,151298,392,1,0,1,3
2,1,0,17150,0,0,1,0,0,2,0,708,1640,0.0,5.3,28.95,2,464456,634,1555,700,6,1,75.94,151298,392,1,1,1,1
2,0,0,17150,0,0,2,0,0,2,0,1735,1935,0.0,1.0,7.28,4,169182,349,1930,1730,3,1,75.94,151298,392,2,0,1,1
1,0,0,17154,0,0,1,0,0,1,0,700,1721,0.0,1.72,15.72,2,764735,2862,1710,650,3,1,209.74,765850,2782,1,0,1,1
1,0,0,17154,0,0,1,0,0,2,1,740,2130,0.0,34.73,74.25,2,147776,514,2045,630,3,1,209.74,765850,2782,1,0,1,1
1,0,0,17154,0,1,6,0,0,2,0,1234,1309,0.0,0.31,7.92,4,41055,502,1305,1230,1,2,209.74,147776,514,2,0,1,1
2,0,0,17154,0,0,5,0,0,1,0,1219,1255,0.0,2.51,14.79,4,923176,2788,1245,1210,3,1,209.74,765850,2782,1,0,1,1
2,0,0,17154,1,0,8,0,0,1,0,1716,1800,0.0,0.9,9.97,4,766176,2781,1745,1700,1,1,209.74,765850,2782,2,0,1,1
2,0,0,17154,0,0,1,0,0,2,0,745,1950,0.0,34.73,74.25,2,147776,514,1910,640,3,1,209.74,765850,2782,1,0,1,1
2,0,0,17154,1,0,8,0,0,3,0,1716,1800,0.0,0.9,9.97,4,766176,2781,1745,1700,1,1,209.74,765850,2782,1,0,1,1
2,0,0,17160,0,0,8,0,0,1,0,1230,1545,0.0,2.68,15.02,4,406443,133,1530,1200,3,1,70.56,131616,218,1,0,1,1
1,0,0,17164,0,0,8,0,0,1,0,800,1515,0.0,1.33,5.46,4,218283,1336,1140,758,3,1,42.15,98656,1337,1,0,1,3
1,0,0,17164,0,0,8,0,0,1,0,1942,43,0.0,16.77,34.91,4,132652,1172,5,1900,3,1,42.15,98656,1337,2,0,1,1
2,0,0,17164,0,0,8,0,0,1,0,1050,1615,0.0,6.26,22.52,4,262645,1415,1545,758,3,1,42.15,98656,1337,1,0,2,1
1,0,0,17169,0,0,1,0,0,1,0,805,1800,0.0,20.75,39.73,2,28084,1795,1710,720,5,1,38.74,148017,574,1,0,1,1
1,0,0,17169,0,0,5,0,0,1,0,2020,2100,0.0,0.99,12.27,4,421429,427,2030,2000,1,1,38.74,148017,574,2,0,1,2
2,0,0,17169,0,0,7,0,0,1,0,1850,2155,0.0,1.32,15.78,4,361079,610,2130,1720,1,1,38.74,148017,574,1,0,2,1
1,0,0,17170,0,0,1,0,0,1,0,856,1815,0.0,10.01,34.86,2,93951,406,1732,800,4,1,78.07,401460,691,1,0,3,1
2,0,0,17170,0,0,1,0,0,1,0,854,1823,0.0,10.01,34.86,2,93951,406,1735,803,4,1,78.07,401460,691,1,0,3,1
1,0,0,17171,0,0,1,0,0,1,0,730,1715,0.0,14.22,37.36,2,1145265,2309,1600,700,3,1,218.67,498019,1802,1,0,1,2
1,0,0,17171,0,0,5,0,0,1,0,1835,1855,0.0,0.92,5.5,4,39250,1804,1850,1830,3,1,218.67,498019,1802,2,0,1,1
1,0,0,17171,2,0,4,0,0,2,0,1900,2045,0.0,4.87,17.21,4,1111199,2557,2030,1845,4,1,218.67,498019,1802,1,0,1,1
1,0,0,17171,1,0,5,0,0,2,0,1400,1505,0.0,2.75,10.6,4,1136222,2564,1455,1329,4,1,218.67,498019,1802,2,0,2,1
1,0,0,17171,1,0,3,0,0,3,0,1400,1505,0.0,2.75,10.6,4,1136222,2564,1455,1329,4,1,218.67,498019,1802,1,0,2,1
1,0,0,17171,2,0,3,0,0,3,0,1900,2045,-1.0,-1.0,-1.0,4,0,-1,2030,1845,4,1,218.67,498019,1802,2,0,1,1
2,0,0,17171,0,0,1,0,0,1,0,725,1635,0.0,14.22,37.36,2,1145265,2309,1610,700,3,1,218.67,498019,1802,1,0,1,1
2,0,0,17171,1,0,4,0,0,2,0,1405,1420,0.0,1.84,10.79,4,310578,1799,1415,1400,4,1,218.67,498019,1802,1,0,1,1
2,0,0,17171,1,0,3,0,0,3,0,1405,1420,0.0,1.84,10.79,4,310578,1799,1415,1400,4,1,218.67,498019,1802,1,0,1,1
1,0,0,17173,0,0,1,0,0,1,0,715,1830,0.0,5.86,32.22,2,59044,530,1730,655,6,1,89.48,268095,738,1,3,1,1
2,0,0,17173,0,0,1,0,0,1,0,715,1830,0.0,5.86,32.22,2,59044,530,1730,645,6,1,89.48,268095,738,1,1,1,1
1,0,0,17175,0,0,1,0,0,1,0,940,1733,0.0,12.74,35.58,2,175248,1615,1510,850,6,1,68.85,240884,205,1,3,1,3
1,1,0,17175,0,0,3,0,0,1,0,822,845,0.0,1.55,8.7,4,138860,210,830,800,5,1,68.85,240884,205,2,0,1,1
1,0,0,17175,0,0,3,0,0,1,0,1800,2000,-1.0,-1.0,-1.0,4,0,-1,1801,1755,5,1,68.85,240884,205,3,0,1,3
1,0,0,17175,0,0,8,0,0,1,0,615,700,0.0,0.87,8.03,4,460197,298,645,600,1,1,68.85,240884,205,4,0,1,1
1,1,2,17175,0,0,2,0,0,2,0,822,1520,0.0,1.55,8.7,4,138860,210,1510,800,5,1,68.85,240884,205,1,0,1,1
1,1,2,17175,0,0,2,0,0,3,0,822,1520,0.0,1.55,8.7,4,138860,210,1510,800,5,1,68.85,240884,205,1,0,1,1
1,0,0,17175,0,0,9,0,0,3,0,1655,2000,0.0,1.95,9.04,4,28497,193,1955,1650,5,1,68.85,240884,205,2,0,1,1
1,1,2,17175,0,0,2,0,0,4,0,822,1520,0.0,1.55,8.7,4,138860,210,1510,800,5,1,68.85,240884,205,1,0,1,1
1,0,0,17175,0,0,8,0,0,4,0,1800,2000,-1.0,-1.0,-1.0,3,0,-1,1955,1755,5,1,68.85,240884,205,2,0,1,1
2,0,0,17175,0,0,1,0,0,1,0,935,1840,0.0,12.74,35.58,2,175248,1615,1750,845,6,1,68.85,240884,205,1,3,1,1
2,1,0,17175,0,0,3,0,0,1,0,831,837,0.0,1.55,8.7,4,138860,210,832,826,5,1,68.85,240884,205,2,0,1,1
2,0,0,17175,1,0,6,0,0,1,0,1910,2000,0.0,1.72,11.2,4,57792,289,1955,1905,5,1,68.85,240884,205,3,0,1,1
2,0,0,17175,0,0,7,0,0,1,0,2035,2135,0.0,0.36,6.29,4,386832,295,2130,2030,1,1,68.85,240884,205,4,0,1,1
2,1,2,17175,0,0,2,0,0,2,0,831,1516,0.0,1.55,8.7,4,138860,210,1510,826,5,1,68.85,240884,205,1,0,1,1
2,0,0,17175,2,0,6,0,0,2,0,1526,1536,0.0,1.72,11.2,4,57795,289,1531,1520,5,1,68.85,240884,205,2,0,1,1
2,0,0,17175,0,0,7,0,0,2,0,1720,1936,0.0,2.84,12.34,4,241611,116,1931,1555,5,1,68.85,240884,205,3,0,3,1
2,1,2,17175,0,0,2,0,0,3,0,831,1516,0.0,1.55,8.7,4,138860,210,1510,826,5,1,68.85,240884,205,1,0,1,1
2,0,0,17175,2,0,6,0,0,3,0,1526,1535,0.0,1.72,11.2,4,57795,289,1530,1520,5,1,68.85,240884,205,2,0,1,1
2,0,0,17175,1,0,6,0,0,3,0,1910,2000,0.0,1.72,11.2,4,57792,289,1955,1905,5,1,68.85,240884,205,3,0,1,1
2,1,2,17175,0,0,2,0,0,4,0,831,1516,0.0,1.55,8.7,4,138860,210,1510,826,5,1,68.85,240884,205,1,0,1,1
2,0,0,17175,2,0,6,0,0,4,0,1526,1536,0.0,1.72,11.2,4,57795,289,1531,1520,5,1,68.85,240884,205,2,0,1,1
2,0,0,17175,1,0,6,0,0,4,0,1910,2000,0.0,1.72,11.2,4,57792,289,1955,1905,5,1,68.85,240884,205,3,0,1,1
2,0,0,17175,0,0,8,0,0,4,0,1600,1755,0.0,1.95,9.04,4,489051,193,1745,1556,5,1,68.85,240884,205,4,0,1,1
1,0,0,17184,0,0,1,0,0,1,0,815,1830,0.0,6.56,30.23,2,147757,527,1745,730,6,1,41.39,388710,774,1,1,1,1
1,0,0,17184,0,0,8,0,0,1,0,1900,2100,0.0,12.54,37.89,4,406443,133,2045,1835,3,1,41.39,388710,774,2,0,1,1
2,0,0,17184,0,0,1,0,0,1,0,815,1845,0.0,6.56,30.23,2,147757,527,1500,730,6,1,41.39,388710,774,1,1,1,2
1,0,0,17187,0,0,5,0,0,1,0,1005,1125,0.0,8.01,15.17,4,643075,3528,1105,900,3,1,35.53,661199,3564,1,0,2,1
1,0,0,17187,0,0,5,0,0,1,0,1420,1445,0.0,0.75,5.01,4,647253,3564,1440,1416,3,1,35.53,661199,3564,2,0,1,1
1,0,0,17187,0,0,7,0,0,1,0,1200,1240,0.0,9.68,19.74,4,658246,3649,1225,1145,3,1,35.53,661199,3564,3,0,1,1
2,0,0,17187,0,0,5,0,0,1,0,1236,1407,0.0,8.01,15.17,4,643075,3528,1303,1215,3,1,35.53,661199,3564,1,0,1,3
2,0,0,17187,0,0,9,0,0,1,0,1459,1612,0.0,5.66,23.54,4,604911,3583,1555,1430,3,1,35.53,661199,3564,2,0,2,1
1,0,0,17189,0,0,1,0,0,1,0,840,1845,0.0,3.52,23.06,4,41030,455,1345,800,6,1,64.78,365150,590,1,1,1,3
1,0,0,17189,0,0,8,0,0,1,0,700,715,0.0,3.52,23.06,4,41030,455,701,645,1,1,64.78,365150,590,2,0,1,1
1,0,0,17189,0,0,1,0,0,2,0,730,1930,0.0,3.52,23.06,2,41030,455,1900,700,2,1,64.78,365150,590,1,0,1,1
2,0,0,17189,0,0,1,0,0,1,0,840,1845,0.0,3.52,23.06,4,41030,455,1345,800,6,1,64.78,365150,590,1,1,1,3
2,0,0,17189,0,0,8,0,0,1,0,700,715,0.0,3.52,23.06,4,41030,455,701,645,1,1,64.78,365150,590,2,0,1,1
2,0,0,17189,0,0,1,0,0,2,0,730,1930,0.0,3.52,23.06,2,41030,455,1900,700,2,1,64.78,365150,590,1,0,1,1
1,0,0,17190,0,0,1,0,0,1,0,730,1800,0.0,17.67,37.38,2,1145567,2407,1730,700,3,1,64.49,195443,59,1,0,1,1
1,0,0,17190,0,0,1,1,2,2,0,740,1715,0.0,21.12,43.87,2,180799,969,1615,645,4,1,64.49,195443,59,1,0,2,2
1,0,0,17190,0,0,2,1,2,3,0,715,1715,0.0,21.1,43.97,4,260754,967,1630,645,4,1,64.49,195443,59,1,0,1,1
2,0,0,17190,0,0,1,0,0,1,0,730,1800,0.0,17.67,37.38,2,1145567,2407,1730,700,3,1,64.49,195443,59,1,0,1,1
2,0,0,17190,0,0,1,1,2,2,0,740,1730,0.0,21.12,43.87,2,180799,969,1615,645,4,1,64.49,195443,59,1,0,2,2
2,0,0,17190,0,0,2,1,2,3,0,715,1730,0.0,21.1,43.97,4,260753,967,1630,645,4,1,64.49,195443,59,1,0,1,1
1,0,0,17198,0,0,8,0,0,1,0,1300,1540,0.0,5.89,19.0,4,56552,904,1430,1230,3,1,101.68,156646,800,1,0,1,2
1,0,0,17199,0,0,3,0,0,1,0,900,920,0.0,6.56,26.28,4,429869,186,901,840,4,1,42.81,181980,36,1,0,1,1
1,0,0,17199,0,0,3,0,0,1,0,1300,1320,0.0,6.56,26.28,4,429869,186,1301,1240,4,1,42.81,181980,36,2,0,1,1
1,0,0,17199,0,0,7,0,0,2,0,900,1320,0.0,6.56,26.28,4,154332,186,1300,840,4,1,42.81,181980,36,1,0,1,1
2,0,0,17199,0,0,3,0,0,1,0,900,920,0.0,6.56,26.28,4,429869,186,901,840,4,1,42.81,181980,36,1,0,1,1
2,0,0,17199,0,0,3,0,0,1,0,1300,1320,0.0,6.56,26.28,4,429869,186,1301,1240,4,1,42.81,181980,36,2,0,1,1
2,0,0,17199,0,0,7,0,0,2,0,900,1320,0.0,6.56,26.28,4,429869,186,1300,840,4,1,42.81,181980,36,1,0,1,1
1,0,0,17207,0,0,1,0,0,1,1,900,1810,0.0,11.34,33.46,2,431543,1684,1740,840,3,1,67.76,342119,1450,1,0,1,1
1,0,0,17207,0,1,6,0,0,1,0,1215,1250,0.0,0.77,6.24,4,22842,1671,1245,1210,4,2,67.76,431543,1684,2,0,1,1
1,0,0,17207,0,0,8,0,0,1,0,1850,2205,0.0,13.5,32.37,4,147852,504,2140,1830,4,1,67.76,342119,1450,3,0,1,1
2,0,0,17207,0,0,1,0,0,1,0,845,1735,0.0,11.34,33.46,2,431543,1684,1700,825,3,1,67.76,342119,1450,1,0,1,1
2,0,0,17207,0,0,8,0,0,1,0,1850,2250,0.0,9.09,26.08,4,72089,1648,2235,1830,4,1,67.76,342119,1450,2,0,1,1
1,0,0,17215,0,0,1,0,0,1,1,830,1810,0.0,9.8,31.53,2,59016,528,1500,750,3,1,70.4,170304,9,1,0,1,3
1,0,0,17215,0,1,6,0,0,1,0,935,945,0.0,0.3,14.45,4,59033,522,940,930,1,2,70.4,59016,528,2,0,1,1
1,0,0,17215,1,0,8,0,0,2,0,1115,1400,0.0,5.39,21.46,4,558846,174,1250,1035,4,1,70.4,170304,9,1,0,2,2
1,0,0,17215,1,0,3,0,0,3,0,1310,1400,0.0,2.03,10.26,4,20245,1879,1345,1035,4,1,70.4,170304,9,1,0,3,1
2,0,0,17215,0,0,1,0,0,1,0,830,1815,0.0,9.8,31.53,2,59016,528,1730,755,4,1,70.4,170304,9,1,0,1,2
2,0,0,17215,1,0,7,0,0,1,0,1930,2250,0.0,17.01,40.12,4,10166,693,2230,1845,5,1,70.4,170304,9,2,0,2,1
2,0,0,17215,1,0,3,0,0,2,0,1855,2250,0.0,0.49,4.19,4,405723,8,1905,1845,5,1,70.4,170304,9,1,0,1,2
2,0,0,17215,0,0,7,0,0,2,0,1230,1515,0.0,5.68,22.93,4,45583,232,1500,1150,5,1,70.4,170304,9,2,0,2,1
2,0,0,17215,0,0,3,0,0,3,0,1200,1515,0.0,2.31,11.64,4,394514,35,1215,1150,4,1,70.4,170304,9,1,0,1,2
2,0,0,17215,1,0,3,0,0,3,0,1855,2250,0.0,0.49,4.19,4,405723,8,1905,1845,5,1,70.4,170304,9,2,0,1,2
1,0,0,17217,0,0,1,0,0,1,0,755,1729,0.0,1.18,6.8,2,1131125,2642,1715,740,1,1,208.7,1133654,2632,1,0,1,1
1,0,0,17217,0,0,1,0,0,2,0,710,1545,0.0,9.63,27.74,2,1015536,2667,1400,640,3,1,208.7,1133654,2632,1,0,1,3
1,0,0,17217,0,0,4,0,0,2,0,1810,1915,0.0,2.14,11.15,4,983372,2584,1905,1800,3,1,208.7,1133654,2632,2,0,1,1
1,0,0,17217,0,0,4,0,0,3,0,1110,1140,0.0,1.58,8.58,4,992009,2647,1130,1100,1,1,208.7,1133654,2632,1,0,1,1
1,0,0,17217,0,0,7,0,0,3,0,1505,1805,0.0,0.42,3.67,4,966583,2632,1800,1500,1,1,208.7,1133654,2632,2,0,1,1
2,0,0,17217,0,0,1,0,0,1,0,800,1727,0.0,1.18,6.8,2,1131125,2642,1715,752,1,1,208.7,1133654,2632,1,0,1,1
2,0,0,17217,0,0,1,0,0,2,0,705,1445,0.0,9.63,27.74,2,1015536,2667,1400,640,3,1,208.7,1133654,2632,1,0,1,1
2,0,0,17217,0,0,7,0,0,3,0,1605,1905,0.0,0.42,3.67,4,966583,2632,1900,1600,1,1,208.7,1133654,2632,1,0,1,1
1,0,0,17230,0,0,1,0,0,1,2,645,1630,0.0,18.44,45.17,2,256813,1011,1600,619,3,1,75.94,169212,348,1,0,1,1
1,0,0,17230,0,1,5,0,0,1,0,735,805,0.0,1.38,9.51,4,218255,980,740,730,5,2,75.94,256813,1011,2,0,1,2
1,0,0,17230,0,1,5,0,0,1,0,1140,1200,0.0,2.65,10.85,4,202027,974,1145,1130,3,2,75.94,256813,1011,3,0,1,1
1,0,0,17230,0,0,4,0,0,1,0,1900,2005,0.0,0.7,6.66,4,169188,349,2000,1850,1,1,75.94,169212,348,4,0,1,1
1,0,0,17230,0,0,1,0,0,2,0,830,1210,0.0,2.88,21.34,2,148706,442,1200,820,3,1,75.94,169212,348,1,0,1,1
1,0,0,17230,0,0,1,0,0,2,0,1300,1730,0.0,2.88,21.34,2,148706,442,1715,1250,3,1,75.94,169212,348,2,0,1,1
1,0,0,17230,0,0,4,0,0,2,0,1900,2030,0.0,0.7,6.66,4,169182,349,2000,1855,1,1,75.94,169212,348,3,0,1,2
2,0,0,17230,0,0,1,0,0,2,0,830,1215,0.0,2.88,21.34,2,148706,442,1200,820,3,1,75.94,169212,348,1,0,1,2
2,0,0,17230,0,0,1,0,0,2,0,1300,1732,0.0,2.88,21.34,2,148706,442,1715,1240,4,1,75.94,169212,348,2,0,2,2
2,0,0,17230,0,0,3,0,0,2,0,1809,1820,0.0,4.86,29.21,4,147776,514,1810,1757,4,1,75.94,169212,348,3,0,1,1
2,0,0,17230,0,0,5,0,0,2,0,1745,1756,0.0,1.3,8.01,4,419511,344,1755,1740,3,1,75.94,169212,348,4,0,1,1
2,0,0,17230,0,0,5,0,0,2,0,1835,2035,0.0,1.3,8.01,4,419511,344,2030,1830,3,1,75.94,169212,348,5,0,1,1
1,0,0,17239,0,0,1,0,0,1,1,758,1755,0.0,8.64,30.82,2,361138,611,1644,715,6,1,52.24,382156,101,1,3,1,2
1,0,0,17239,0,1,4,0,0,1,0,833,903,0.0,0.47,10.95,4,361132,631,859,830,1,2,52.24,361138,611,2,0,1,1
1,0,0,17239,0,0,5,0,0,2,0,1212,1255,0.0,2.99,14.84,4,228795,48,1245,1125,3,1,52.24,382156,101,1,0,3,1
2,0,0,17239,0,0,1,0,0,1,3,754,2108,0.0,8.64,30.82,2,361138,611,1725,717,6,1,52.24,382156,101,1,3,1,2
2,0,0,17239,0,1,4,0,0,1,0,828,852,0.0,0.42,10.73,4,361080,632,846,823,1,2,52.24,361138,611,2,0,1,1
2,0,0,17239,0,1,7,0,0,1,0,1322,1354,0.0,1.28,14.19,4,41055,502,1340,1247,6,2,52.24,361138,611,3,3,1,1
2,0,0,17239,0,1,7,0,0,1,0,1437,1444,0.0,0.47,10.95,4,361132,631,1443,1435,1,2,52.24,361138,611,4,0,1,1
2,0,0,17239,0,0,4,0,0,2,0,1157,1239,0.0,0.34,4.36,4,420977,102,1236,1155,3,1,52.24,382156,101,1,0,1,1
2,0,0,17239,0,0,4,0,0,2,0,1632,1742,0.0,0.34,4.36,4,420977,102,1722,1628,3,1,52.24,382156,101,2,0,1,2
1,0,0,17245,0,0,1,0,0,1,0,655,1645,0.0,7.42,23.71,2,59044,530,1600,630,6,1,47.38,353202,64,1,3,1,1
1,0,0,17245,0,0,8,0,0,1,0,1725,1835,0.0,0.91,6.03,4,219199,59,1823,1712,3,1,47.38,353202,64,2,0,1,1
2,0,0,17245,0,0,1,0,0,1,0,700,1745,0.0,7.42,23.71,2,59044,530,1700,630,6,1,47.38,353202,64,1,3,1,1
1,0,0,17246,0,0,1,0,0,1,0,901,1922,0.0,3.72,15.89,2,1257,616,1855,840,3,1,59.25,224927,362,1,0,1,2
1,1,0,17246,0,0,3,0,0,1,0,750,832,0.0,7.74,25.26,4,153049,1606,800,725,4,1,59.25,224927,362,2,0,1,1
1,0,2,17246,0,0,3,0,0,2,0,1600,1640,0.0,7.74,25.26,4,153049,1606,1605,1540,4,1,59.25,224927,362,1,0,1,1
1,1,2,17246,0,0,2,0,0,3,0,750,1640,0.0,7.41,21.97,4,153022,1604,1600,725,4,1,59.25,224927,362,1,0,1,1
2,0,0,17246,0,0,1,1,2,1,0,838,1658,0.0,3.72,15.89,2,1257,616,1549,730,4,1,59.25,224927,362,1,0,3,2
2,0,0,17246,0,0,2,1,2,3,0,800,1658,0.0,7.74,25.26,4,153049,1606,1615,730,4,1,59.25,224927,362,1,0,1,1
1,0,0,17247,0,0,1,0,0,1,0,1100,1630,0.0,2.67,17.13,2,74320,305,1600,1030,6,1,482.28,383060,322,1,1,1,1
1,0,0,17247,0,0,1,0,0,2,0,1435,2330,0.0,4.32,21.18,2,386492,553,2310,1000,3,1,482.28,383060,322,1,0,2,1
2,0,0,17247,0,0,1,0,0,1,0,1145,1815,0.0,2.67,17.13,2,74320,305,1745,1130,6,1,482.28,383060,322,1,1,1,1
2,0,0,17247,0,0,5,0,0,1,0,1835,1850,0.0,0.33,5.44,4,383118,319,1845,1830,1,1,482.28,383060,322,2,0,1,1
2,0,0,17247,0,0,2,0,0,2,0,1030,1500,0.0,4.34,21.5,3,386303,552,1430,1000,3,1,482.28,383060,322,1,0,1,1
1,0,0,17248,0,0,5,0,0,1,0,1500,1515,0.0,0.81,7.13,4,540765,354,1510,1455,1,1,67.47,273077,353,1,0,1,1
1,0,0,17248,0,0,7,0,0,1,0,1310,1450,0.0,9.1,33.44,4,331923,716,1430,1225,3,1,67.47,273077,353,2,0,2,1
1,0,0,17248,1,0,8,0,0,1,0,2035,2225,0.0,1.78,11.85,4,336551,386,2150,2015,1,1,67.47,273077,353,3,0,1,2
1,0,0,17248,0,0,7,0,0,2,0,1140,1630,0.0,9.1,33.44,4,331923,716,1540,1055,3,1,67.47,273077,353,1,0,2,1
1,0,0,17248,1,0,8,0,0,2,0,2035,2225,0.0,1.78,11.85,4,336551,386,2150,2015,1,1,67.47,273077,353,2,0,1,2
2,0,0,17248,0,0,5,0,0,1,0,1150,1210,0.0,0.81,7.13,4,540765,354,1205,1145,1,1,67.47,273077,353,1,0,1,1
2,0,0,17248,2,0,5,0,0,1,0,1910,2120,0.0,5.33,31.18,4,57792,289,2100,1845,4,1,67.47,273077,353,2,0,1,1
2,0,0,17248,1,0,7,0,0,1,0,1730,1800,0.0,2.31,14.13,4,147263,321,1731,1700,1,1,67.47,273077,353,3,0,1,1
2,0,0,17248,1,0,3,0,0,2,0,1730,1800,0.0,2.31,14.13,4,147263,321,1731,1700,1,1,67.47,273077,353,1,0,1,1
2,0,0,17248,0,0,4,0,0,2,0,1802,1820,0.0,0.95,9.27,4,336374,387,1805,1801,1,1,67.47,273077,353,2,0,1,1
2,0,0,17248,2,0,5,0,0,2,0,1910,2120,0.0,5.33,31.18,4,57792,289,2100,1845,4,1,67.47,273077,353,3,0,1,1
1,0,0,17253,0,0,1,0,0,1,0,645,1645,0.0,5.22,13.72,2,962106,2481,1530,620,3,1,96.57,1064125,2321,1,0,1,2
2,0,0,17253,0,0,1,0,0,1,0,645,1600,0.0,5.22,13.72,2,962106,2481,1530,620,3,1,96.57,1064125,2321,1,0,1,1
