hh515,hhcu5,hhexpfac,hhftw,hhhsc,hhincome,hhno,hhoad,hhparcel,hhptw,hhret,hhsize,hhtaz,hhuni,hhvehs,hhwkrs,hownrent,hrestype,samptype
0,0,64.22,0,0,-1,24458,2,591849,0,0,2,3476,0,2,2,1,1,1
0,0,312.63,1,2,25000,24466,0,645780,0,0,3,3639,0,1,3,2,1,1
0,0,98.56,0,0,55000,24474,2,618823,0,0,2,3538,0,3,2,1,1,1
0,0,176.3,1,0,25000,24476,0,604509,0,1,2,3569,0,1,2,1,1,1
0,0,86.93,1,0,115000,24482,1,644313,0,0,2,3564,0,2,2,1,1,1
2,0,289.06,1,0,65000,24504,0,637118,0,1,4,3664,0,2,2,1,1,1
0,0,69.84,2,0,95000,24519,0,655801,0,1,3,3672,0,4,3,1,1,1
0,0,123.41,1,0,45000,24523,0,662643,0,0,1,3612,0,2,1,1,1,1
0,0,119.14,2,0,85000,24529,0,587917,0,0,2,3566,0,3,2,1,1,1
0,0,95.37,1,0,-1,24530,0,583171,1,0,2,3641,0,4,2,1,1,1
0,0,165.6,2,1,35000,24531,0,647796,0,0,3,3558,0,5,3,1,1,1
0,0,102.11,1,0,105000,24532,0,673767,0,0,1,3544,0,1,1,1,1,1
0,0,134.91,0,0,35000,24537,0,659657,1,0,1,3540,0,1,1,2,2,1
0,0,109.13,0,0,35000,24541,0,611676,1,0,1,3468,0,2,1,1,1,1
0,0,91.18,0,0,-1,24544,1,624107,0,0,1,3642,0,2,1,2,3,1
0,0,62.73,2,0,95000,24550,0,569910,0,0,2,3657,0,3,2,1,1,1
0,0,133.98,1,0,45000,24563,0,570584,0,0,1,3651,0,1,1,1,1,1
0,0,81.86,1,0,75000,24575,1,597456,0,0,2,3471,0,2,2,1,1,1
1,0,117.84,2,0,75000,24576,0,608025,0,0,3,3700,0,2,2,1,1,1
0,0,165.84,1,0,-1,24596,0,596178,1,1,3,3685,0,3,3,1,1,1
0,0,81.86,1,0,75000,24606,1,618211,0,0,2,3511,0,2,2,1,1,1
0,0,86.93,0,0,45000,24609,0,669350,0,1,1,3543,0,1,1,1,1,1
0,0,84.41,0,0,45000,24617,2,636210,0,0,2,3575,0,3,2,1,1,1
0,0,68.88,0,0,35000,24623,0,652586,0,2,2,3668,0,2,2,1,1,1
1,0,164.52,1,1,95000,24625,0,588940,1,0,4,3688,0,3,3,1,1,1
0,0,134.91,1,0,35000,24626,0,586021,0,0,1,3526,0,1,1,1,1,1
1,0,125.34,2,0,125000,24627,0,568762,0,0,3,3673,0,3,2,1,1,1
0,0,60.48,0,0,75000,24640,2,592254,0,0,2,3501,0,2,2,1,1,1
0,0,187.07,3,1,95000,24649,0,612125,0,0,4,3475,0,3,4,1,1,1
0,0,282.39,1,0,-1,24650,0,626034,0,2,3,3576,0,3,3,1,1,1
0,0,98.56,0,0,55000,24652,2,582357,0,0,2,3561,0,5,2,1,1,1
0,0,140.44,0,0,25000,24657,0,652075,0,1,1,3544,0,2,1,1,4,1
0,0,98.56,0,0,-1,24665,1,630331,0,1,2,3657,0,4,2,1,1,1
0,0,91.18,0,0,45000,24666,1,590460,0,0,1,3691,0,2,1,1,1,1
2,1,364.45,2,0,145000,24667,0,650782,0,0,5,3690,0,2,2,1,1,1
0,0,146.12,2,0,-1,24670,0,639399,0,0,2,3543,0,4,2,1,1,1
1,0,144.84,1,0,65000,24672,1,635594,0,0,3,3544,0,2,2,1,1,1
0,0,92.74,1,0,45000,24673,0,572421,0,1,2,3673,0,3,2,1,1,1
0,0,80.01,0,0,55000,24675,0,610897,0,2,2,3468,0,3,2,1,1,1
0,0,77.37,0,0,65000,24691,0,610496,0,1,1,3468,0,2,1,1,1,1
0,0,363.09,0,0,105000,24714,2,409536,0,0,2,1883,0,2,2,1,1,1
0,0,170.63,0,0,15000,24736,0,603354,0,1,1,3592,0,1,1,1,1,1
0,0,110.21,1,0,65000,24738,1,640793,0,0,2,3523,0,2,2,1,1,1
3,0,365.06,1,0,145000,24741,0,580985,1,0,5,3700,0,3,2,1,1,1
0,0,119.14,1,0,85000,24748,0,584490,1,0,2,3516,0,4,2,1,1,1
0,0,145.88,2,0,55000,24752,0,651947,0,0,2,3491,0,2,2,1,1,1
0,0,114.85,1,0,-1,24753,1,649136,0,0,2,3486,0,2,2,1,1,1
0,0,62.62,2,0,95000,24759,0,625202,0,0,2,3635,0,2,2,1,1,1
0,0,117.49,1,0,85000,24767,0,620913,0,0,1,3638,0,2,1,1,1,1
1,2,415.65,1,0,85000,24773,1,656918,0,0,5,3669,0,2,2,1,1,1
0,0,219.11,2,0,25000,24783,0,571984,0,0,2,3668,0,2,2,1,1,1
0,0,80.07,0,0,45000,24794,0,569870,0,1,1,3657,0,2,1,1,1,1
0,0,95.37,2,0,175000,24806,0,591229,0,0,2,3698,0,4,2,1,1,1
0,0,135.63,1,0,45000,24808,0,608258,1,0,2,3685,0,1,2,1,1,1
0,0,127.56,1,0,85000,24817,0,650618,0,0,1,3690,0,1,1,1,1,1
0,0,148.53,0,0,55000,24820,1,598046,1,1,3,3487,0,3,3,1,1,1
0,0,79.88,0,0,55000,24821,1,605767,0,1,2,3573,0,2,2,1,1,1
0,0,58.38,0,0,35000,24836,0,578796,1,1,2,3610,0,1,2,1,1,1
0,0,66.1,0,0,-1,24838,0,635024,0,2,2,3501,0,2,2,1,1,1
0,0,152.47,0,0,25000,24839,0,621230,0,1,1,3559,0,1,1,1,1,1
0,0,65.24,0,0,85000,24843,1,595829,0,1,2,3682,0,4,2,1,1,1
0,0,179.57,0,0,15000,24844,2,648965,0,0,2,3573,0,1,2,2,2,1
2,0,249.73,2,0,125000,24850,0,655023,0,0,4,3563,0,2,2,1,1,1
0,0,120.72,1,0,65000,24865,0,628389,1,0,2,3658,0,2,2,1,1,1
0,0,142.52,2,1,115000,24867,0,640370,0,0,3,3513,0,3,3,1,1,1
0,0,185.8,2,0,-1,24888,0,585312,1,0,3,3512,0,4,3,1,1,1
0,0,43.58,0,0,-1,24889,0,625194,0,1,1,3635,0,1,1,1,1,1
0,0,68.41,0,0,45000,24892,0,641954,0,2,2,3654,0,2,2,1,1,1
0,0,133.98,1,0,45000,24893,0,613200,0,0,1,3470,0,1,1,1,1,1
0,0,100.52,0,0,45000,24897,0,604331,1,1,2,3579,0,1,2,1,1,1
0,0,170.63,0,0,15000,24900,0,588417,0,1,1,3547,0,1,1,1,4,1
1,0,125.34,2,0,115000,24903,0,650062,0,0,3,3475,0,3,2,1,1,1
0,0,68.88,0,0,35000,24912,0,618136,0,2,2,3543,0,2,2,1,1,1
0,0,69.0,0,0,35000,24915,1,607610,0,1,2,3688,0,3,2,1,1,1
0,0,74.27,0,0,45000,24920,0,663027,0,2,2,3641,0,1,2,1,1,1
0,0,62.73,2,0,95000,24931,0,652104,0,0,2,3562,0,3,2,2,1,1
0,0,110.21,0,0,65000,24936,1,623009,1,0,2,3637,0,2,2,1,1,1
0,0,234.98,1,0,25000,24944,0,656449,0,0,1,3672,0,1,1,1,1,1
0,0,62.62,2,0,95000,24955,0,591836,0,0,2,3478,0,2,2,1,1,1
1,0,124.03,1,0,175000,24962,1,609424,0,0,3,3699,0,1,2,1,1,1
0,0,119.14,2,0,85000,24996,0,573433,0,0,2,3662,0,3,2,1,1,1
0,0,272.01,1,0,45000,24998,0,744365,0,0,1,3245,0,1,1,1,4,1
0,0,177.25,1,0,45000,24999,0,767094,0,0,1,2811,0,1,1,2,3,1
0,0,363.73,2,0,175000,25001,0,785694,0,0,2,2689,0,2,2,1,1,1
0,0,443.9,1,0,15000,25054,3,736503,0,0,4,3375,0,2,4,2,3,1
0,0,719.73,1,0,45000,25098,0,386336,0,0,1,554,0,0,1,2,3,1
0,1,496.27,2,0,-1,25104,0,59915,0,0,3,735,0,2,2,1,1,1
0,0,94.76,1,0,55000,25109,0,306444,0,0,1,442,0,1,1,1,3,1
0,0,601.73,1,0,35000,25110,0,220374,0,0,1,157,0,2,1,2,3,1
0,0,111.1,1,0,55000,25115,0,462936,0,0,1,649,0,3,1,1,3,1
0,0,82.76,0,0,-1,25116,0,545140,0,1,1,352,0,1,1,1,3,1
0,0,117.21,1,0,55000,25117,1,484546,0,0,2,743,0,2,2,1,1,1
0,0,221.18,1,0,175000,25153,0,174403,0,0,1,2015,0,2,1,1,1,1
0,0,389.09,0,0,15000,25190,0,853540,0,1,1,3046,0,0,1,1,1,1
1,0,336.7,0,1,85000,25215,2,557358,0,0,4,1783,0,4,3,1,1,1
1,0,1115.1,0,0,15000,25239,1,899044,0,0,2,3364,0,0,1,2,3,1
0,1,290.04,1,0,55000,25241,1,1100117,0,0,3,2099,0,2,2,1,1,1
0,1,427.18,2,0,55000,25254,0,1133133,0,1,4,2618,0,1,3,2,3,1
0,0,217.15,2,0,75000,25273,0,287416,0,0,2,40,0,3,2,1,1,1
0,0,417.41,2,0,145000,25276,0,916198,0,0,2,2937,0,3,2,1,1,1
0,0,304.52,1,0,175000,25297,0,232548,0,0,1,1160,0,1,1,2,3,1
2,1,328.64,1,0,75000,25303,1,511248,0,0,5,1919,0,2,2,1,1,1
0,0,202.37,2,0,95000,25312,0,1003578,0,0,2,2625,0,2,2,1,1,1
0,0,897.84,2,0,25000,25337,0,140709,0,0,2,1173,0,1,2,2,2,1
1,0,136.05,1,0,175000,25345,0,221342,1,0,3,153,0,2,2,1,1,1
0,0,712.47,2,0,175000,25404,0,49515,0,0,2,385,0,4,2,1,1,1
0,0,194.75,0,0,65000,25408,0,516979,0,2,2,1116,0,2,2,1,1,1
0,2,328.61,1,0,-1,25417,1,1122923,0,0,4,2099,0,2,2,1,1,1
4,1,537.57,1,0,85000,25423,0,1059382,1,0,7,2488,0,6,2,1,1,1
0,1,375.05,2,0,85000,25443,0,507926,0,0,3,1339,0,2,2,1,1,1
0,0,224.61,1,0,95000,25447,1,789774,0,0,2,3055,0,2,2,1,1,1
0,0,289.16,1,0,35000,25454,1,1132837,0,0,2,2594,0,2,2,2,1,1
0,0,708.96,1,0,25000,25475,1,1133306,0,0,2,2622,0,2,2,2,3,1
0,0,215.17,2,0,75000,25476,0,855667,0,0,2,3313,0,2,2,1,1,1
0,0,306.11,0,0,45000,25477,0,874988,0,2,2,3375,0,2,2,1,1,1
0,0,145.95,0,0,55000,25478,0,310618,0,1,1,1151,0,1,1,1,1,1
1,0,580.28,2,0,145000,25486,0,1152404,1,0,4,2438,0,9,3,1,1,1
0,0,76.97,0,0,55000,25497,1,13787,0,0,1,835,0,1,1,1,3,1
0,0,362.34,0,0,65000,25504,0,184260,1,0,1,431,0,1,1,2,3,1
1,1,452.84,1,0,75000,25516,0,1111955,1,0,4,2204,0,2,2,1,1,1
0,0,255.38,2,0,95000,25566,0,124471,0,0,2,1770,0,2,2,1,1,1
0,0,597.72,0,1,5000,25578,1,1167875,0,0,2,2195,0,4,2,1,4,1
0,0,301.54,1,0,45000,25586,0,984988,1,0,2,2276,0,2,2,1,1,1
0,0,118.64,2,0,95000,25624,0,454368,0,0,2,158,0,2,2,1,1,1
1,0,646.43,1,1,35000,25666,1,1176562,0,0,4,2127,0,2,3,2,4,1
1,0,290.98,1,0,75000,25681,0,206418,1,0,3,2021,0,4,2,1,1,1
0,2,584.32,1,1,35000,25685,1,255617,0,0,5,1168,0,2,3,2,3,1
1,0,934.62,3,0,65000,25691,0,783847,0,0,4,3090,0,2,3,2,1,1
1,1,365.96,1,0,95000,25693,1,1167954,0,0,4,2200,0,3,2,1,1,1
0,0,556.48,2,0,95000,25704,0,547747,0,0,2,700,0,2,2,1,1,1
2,0,371.18,1,0,115000,25705,0,163282,1,0,4,1495,0,2,2,1,1,1
0,1,559.27,2,0,145000,25719,0,1107403,0,0,3,2221,0,2,2,1,1,1
0,0,471.0,1,0,45000,25727,1,474981,0,0,2,1983,0,2,2,2,3,1
0,0,139.44,1,0,-1,25749,0,170332,0,0,1,1872,0,2,1,1,1,1
3,0,292.95,1,0,95000,25769,0,329847,1,0,5,1158,0,3,2,1,1,1
0,2,285.22,1,0,75000,25774,0,378776,1,0,4,1844,0,2,2,1,1,1
2,2,418.39,2,0,-1,25781,0,516045,0,0,6,1757,0,2,2,1,1,1
0,0,165.64,1,0,55000,25786,0,966069,0,0,1,2562,0,1,1,1,4,1
0,0,411.59,1,1,105000,25802,1,115121,0,0,3,1624,0,2,3,1,1,1
1,0,791.43,1,0,35000,25803,1,426306,0,0,3,1173,0,1,2,1,1,1
0,0,1194.29,0,0,15000,25805,1,161998,0,0,1,915,0,0,1,2,3,1
0,0,268.09,2,0,65000,25810,0,196213,0,0,2,2032,0,3,2,1,1,1
0,1,1187.61,0,0,-1,25811,1,108265,0,0,2,1378,0,1,1,2,3,1
0,0,980.92,1,0,35000,25820,0,472007,0,0,1,1995,0,1,1,2,1,1
0,0,221.58,0,0,45000,25836,1,546431,0,0,1,997,0,2,1,1,1,1
0,0,314.88,1,0,25000,25846,0,740219,0,0,1,3149,0,1,1,1,1,1
0,0,203.03,0,0,95000,25847,0,317892,2,0,2,1815,0,2,2,1,1,1
0,1,355.8,2,0,175000,25862,0,139232,0,0,3,1666,0,2,2,1,1,1
0,0,306.11,0,0,45000,25893,1,699331,0,1,2,2711,0,2,2,1,1,1
2,0,384.92,2,0,175000,25921,1,302747,0,0,5,1542,0,3,3,1,1,1
2,1,432.34,2,0,75000,25951,0,877744,0,0,5,3412,0,3,2,1,1,1
0,0,237.26,0,0,-1,26042,0,248895,0,2,2,1500,0,1,2,1,1,1
0,0,77.48,1,0,75000,26062,0,112447,0,0,1,49,0,1,1,1,1,1
0,0,200.64,0,0,55000,26090,1,565317,1,0,2,608,0,0,2,2,3,1
3,3,325.24,1,0,65000,26098,1,344397,0,0,8,1192,0,2,2,1,1,1
0,0,124.16,2,0,115000,26113,0,371208,0,0,2,547,0,2,2,3,3,1
0,0,93.15,0,0,95000,26129,0,195460,0,2,2,59,0,2,2,1,1,1
0,0,256.73,0,0,-1,26135,0,325007,1,0,2,56,1,3,2,1,1,1
0,1,132.97,1,0,75000,26157,1,430504,0,0,3,7,0,3,2,1,1,1
0,0,171.98,1,0,55000,26162,0,547646,0,0,1,837,0,1,1,1,1,1
0,0,90.52,0,0,65000,26170,2,516210,0,0,2,376,0,2,2,1,1,1
0,0,118.64,2,0,95000,26179,0,71916,0,0,2,246,0,2,2,1,6,1
0,1,134.54,2,0,95000,26189,0,274499,0,0,3,755,0,2,2,1,1,1
0,0,527.3,2,0,45000,26193,0,1023607,1,0,3,2105,0,3,3,1,4,1
0,0,120.02,1,0,105000,26194,0,443701,0,1,2,734,0,2,2,1,1,1
1,1,878.15,1,0,15000,26261,1,1172401,0,0,4,2215,0,1,2,2,4,1
0,0,205.05,2,0,75000,26298,0,1092983,0,0,2,2627,0,2,2,1,3,1
0,0,376.58,3,0,55000,26299,0,1079188,0,0,3,2517,0,3,3,1,1,1
0,0,422.63,2,0,115000,26314,1,1086715,0,0,3,2516,0,3,3,1,1,1
0,0,417.43,0,0,35000,26321,0,1145793,0,2,2,2419,0,1,2,1,3,1
0,0,180.29,1,0,45000,26324,0,1098825,0,0,1,2589,0,1,1,1,3,1
0,0,426.66,2,0,-1,26329,0,1135386,2,0,4,2540,0,6,4,1,1,1
2,0,332.96,1,0,75000,26330,1,990436,0,0,4,2389,0,2,2,1,1,1
2,0,544.16,2,0,85000,26335,0,1066188,0,0,4,2416,0,3,2,1,1,1
0,0,340.02,2,0,105000,26346,0,1105861,0,0,2,2406,0,3,2,1,3,1
0,0,109.61,0,0,45000,26353,2,552566,0,0,2,723,0,2,2,1,1,1
0,1,154.98,1,0,95000,26354,0,424784,0,0,2,690,0,1,1,1,1,1
0,0,82.78,1,0,85000,26358,0,373174,0,0,1,570,0,1,1,1,3,1
0,0,121.67,1,0,175000,26359,1,174927,0,0,2,768,0,2,2,1,1,1
0,0,161.35,1,0,-1,26379,0,92772,0,0,1,424,0,0,1,1,1,1
0,0,761.28,2,0,85000,26387,0,913979,0,0,2,3244,0,3,2,1,1,1
0,0,202.8,0,0,15000,26392,1,488323,0,0,1,803,0,1,1,1,1,1
0,0,104.49,2,0,85000,26411,0,559338,0,0,2,264,0,2,2,1,1,1
0,0,109.94,1,0,-1,26438,0,336009,0,1,2,424,0,2,2,1,1,1
0,0,74.25,1,0,75000,26441,0,174895,0,0,1,749,0,2,1,1,3,1
0,0,109.09,1,0,45000,26453,0,336077,0,0,1,424,0,1,1,1,3,1
1,0,171.91,2,0,175000,26456,1,18014,0,0,4,350,0,4,3,1,1,1
0,0,340.02,2,0,105000,26463,0,1052095,0,0,2,2372,0,3,2,1,1,1
0,0,543.66,2,0,175000,26467,1,1072982,0,0,3,2506,0,3,3,1,2,1
0,0,533.9,2,0,125000,26477,0,974765,0,0,3,2195,1,3,3,1,1,1
0,0,142.22,1,0,55000,26481,1,1133918,0,0,2,2657,0,1,2,2,3,1
0,0,246.91,1,0,45000,26488,1,1006482,0,0,2,2141,0,5,2,1,1,1
2,0,201.02,1,0,95000,26494,1,978651,0,0,4,2581,0,2,2,1,1,1
0,0,389.12,1,0,35000,26519,0,960970,0,0,1,2479,0,1,1,1,4,1
0,2,385.4,1,0,-1,26531,1,1087464,0,0,4,2516,0,2,2,1,1,1
0,0,761.75,2,0,85000,26538,0,1016970,0,0,2,2618,0,3,2,1,1,1
0,0,165.64,1,0,55000,26545,0,987915,0,0,1,2273,0,1,1,1,3,1
1,1,258.83,1,0,75000,26549,1,992532,0,0,4,2619,0,2,2,1,1,1
0,0,698.35,0,0,55000,26552,0,1131726,0,0,1,2517,1,1,1,2,3,1
0,0,156.13,0,0,35000,26554,0,399630,1,0,1,45,0,1,1,1,1,2
0,0,344.62,0,0,15000,26561,0,547246,0,1,1,831,0,0,1,2,1,2
0,0,76.97,0,0,55000,26566,1,491216,0,0,1,682,0,1,1,1,1,2
0,0,142.39,1,0,175000,26587,0,19492,0,0,1,1540,0,3,1,1,3,2
0,0,111.45,1,0,65000,26595,1,225020,0,0,2,100,0,2,2,1,3,2
0,0,571.39,1,0,175000,26596,0,41893,0,0,1,1630,0,0,1,2,3,2
0,0,127.81,0,0,55000,26599,0,172931,0,1,1,1501,0,1,1,1,1,2
0,0,94.76,1,0,55000,26600,0,49846,0,0,1,26,0,1,1,2,2,2
0,0,149.62,1,0,35000,26601,0,383586,0,0,1,662,0,2,1,1,1,2
0,0,82.78,1,0,-1,26603,0,231753,0,0,1,696,0,1,1,1,1,2
0,0,286.44,1,0,-1,26606,0,1085053,1,0,2,2203,0,2,2,1,2,1
0,0,571.63,1,0,55000,26610,0,1183781,0,0,1,2107,0,2,1,1,1,1
0,0,263.12,2,0,65000,26611,0,1092753,0,0,2,2119,0,2,2,1,1,1
0,0,264.34,0,0,-1,26622,2,1136763,0,0,2,2541,0,4,2,1,1,1
0,0,243.06,0,0,15000,26653,0,964597,0,1,1,2179,0,1,1,1,1,1
0,0,167.42,0,0,55000,26673,2,1089266,0,0,2,2199,0,2,2,1,1,1
0,0,319.84,0,0,35000,26702,1,1063498,0,0,1,2642,0,1,1,1,3,1
0,0,69.65,0,0,-1,26713,0,222371,0,1,1,175,0,1,1,1,3,1
2,0,337.08,2,0,115000,26758,1,443159,0,0,5,1871,0,3,3,1,1,1
0,0,131.36,0,0,35000,26763,0,411214,0,1,1,396,0,1,1,1,3,1
0,0,79.73,0,0,-1,26773,0,14690,0,1,1,199,0,1,1,2,3,1
0,0,178.96,1,0,45000,26782,0,306399,0,0,1,398,0,0,1,2,3,1
0,0,93.99,1,0,95000,26786,0,355721,0,0,1,352,0,1,1,1,1,1
0,0,736.78,1,0,35000,26787,1,317492,0,0,2,1858,0,1,2,1,1,1
0,0,131.36,0,0,35000,26810,0,549034,0,1,1,139,0,1,1,1,1,1
0,0,249.68,1,0,15000,26813,0,516350,0,0,1,548,0,1,1,2,3,1
0,0,161.73,1,0,35000,26824,0,5622,0,0,1,40,0,1,1,1,1,1
0,0,329.17,1,0,145000,26843,0,832217,0,1,2,3087,0,1,2,1,1,1
0,1,2240.56,2,0,-1,26848,0,882309,0,0,3,3424,0,1,2,1,1,1
0,0,98.82,1,0,75000,26854,0,941657,0,0,1,2896,0,1,1,2,3,1
0,0,313.39,0,0,25000,26859,0,740820,0,1,1,3143,0,2,1,1,1,1
0,0,353.22,1,0,55000,26872,1,890839,0,0,2,3007,0,3,2,1,1,1
0,0,523.34,0,0,35000,26880,2,893606,0,0,2,2940,0,0,2,2,3,1
0,0,672.96,2,0,45000,26893,0,849435,0,0,2,3048,0,2,2,1,1,1
0,0,363.73,2,0,115000,26895,0,894173,0,0,2,2702,0,2,2,1,1,1
0,2,693.86,1,0,45000,26901,1,832082,0,0,4,3434,0,3,2,1,1,1
1,0,609.79,1,0,35000,26905,0,711305,0,0,2,3342,0,1,1,2,3,1
0,0,363.73,2,0,175000,26909,0,809831,0,0,2,2988,0,2,2,1,1,1
0,0,215.17,2,0,75000,26911,0,799581,0,0,2,3266,0,2,2,1,1,1
2,0,573.13,1,0,55000,26920,1,704907,0,0,4,3439,0,3,2,1,1,1
2,0,590.19,2,0,175000,26927,0,806780,0,0,4,2705,0,2,2,1,1,1
1,0,671.23,0,0,15000,26931,0,790630,1,0,2,3407,0,1,1,2,4,1
0,0,314.88,1,0,25000,26941,0,892867,0,0,1,2952,0,1,1,2,2,1
0,0,849.25,0,0,5000,26957,1,762726,0,0,1,2874,0,0,1,2,3,1
1,1,343.22,1,0,75000,26968,0,631559,1,0,4,3679,0,2,2,1,1,1
0,0,232.0,1,0,85000,26982,0,126852,1,0,2,840,0,3,2,1,1,1
2,0,110.69,2,0,75000,27006,0,18840,0,0,4,840,0,2,2,1,1,1
0,0,527.56,2,0,145000,27013,0,11566,0,0,2,2082,0,1,2,1,1,1
0,0,246.96,0,0,45000,27016,0,102330,0,1,1,1802,0,1,1,1,1,1
0,2,418.39,2,0,125000,27021,1,5426,0,1,6,1120,0,2,4,1,1,1
0,0,1612.36,2,0,-1,27024,0,144966,0,0,2,1942,0,2,2,1,1,1
0,0,304.73,2,0,125000,27061,0,340845,0,0,2,1013,0,5,2,1,1,1
0,0,191.99,1,0,55000,27070,0,449165,0,0,1,1847,0,1,1,1,1,1
0,0,370.96,0,0,45000,27072,0,408877,1,0,1,1112,0,1,1,1,3,1
0,0,264.84,2,0,95000,27083,0,226407,0,0,2,2053,0,3,2,1,1,1
0,0,219.23,0,0,55000,27095,0,359347,1,0,1,1646,0,1,1,1,2,1
1,0,440.7,1,0,85000,27105,0,563687,0,0,2,1327,0,2,1,1,1,1
1,0,413.06,1,1,85000,27124,1,828901,0,0,4,3312,0,3,3,1,1,1
0,1,286.83,1,0,65000,27126,1,360319,0,0,3,1385,0,3,2,1,1,1
0,0,300.98,1,0,75000,27128,1,194599,0,0,2,1735,0,2,2,1,1,1
0,0,351.12,1,0,175000,27134,1,243650,0,0,2,1943,0,3,2,1,1,1
0,0,60.48,0,0,75000,27137,2,662755,0,0,2,3509,0,2,2,1,1,1
0,0,200.04,1,0,25000,27141,1,608021,0,0,2,3700,0,2,2,1,1,1
0,0,114.06,1,0,45000,27162,0,610980,0,0,2,3468,1,2,2,1,1,1
0,0,98.4,0,0,-1,27165,2,581623,0,0,2,3697,0,2,2,1,1,1
0,0,118.42,2,0,55000,27173,0,590106,0,0,2,3690,0,2,2,1,1,1
0,0,128.72,1,0,55000,27180,0,819027,0,0,1,2929,0,2,1,1,1,2
0,0,206.16,0,0,25000,27181,1,566640,0,0,2,558,1,3,2,1,1,2
0,0,119.61,2,0,55000,27187,0,566359,0,0,2,559,0,2,2,1,1,2
0,0,148.85,1,0,175000,27189,1,277504,0,0,2,681,0,3,2,1,1,2
0,0,105.63,1,0,65000,27192,0,292869,0,0,1,123,0,3,1,1,1,2
0,0,192.99,0,0,55000,27199,0,692900,0,1,1,3056,0,1,1,2,3,2
0,0,80.26,1,0,75000,27200,0,266439,0,0,1,170,0,1,1,1,1,2
0,0,151.89,2,0,175000,27202,0,292877,0,0,2,123,0,3,2,1,1,2
0,0,129.55,2,0,145000,27205,0,562199,0,0,2,274,0,1,2,1,1,2
0,0,429.79,1,0,35000,27225,1,1145368,0,0,2,2398,0,1,2,2,2,1
0,0,148.8,1,0,95000,27228,1,1109568,0,0,2,2434,0,2,2,1,1,1
0,0,165.64,0,0,55000,27247,0,1101724,0,0,1,2398,1,1,1,1,2,1
0,0,121.67,1,0,135000,27269,0,427201,0,0,2,850,1,2,2,1,1,1
0,0,238.38,0,0,45000,27291,0,742141,0,0,1,3175,1,2,1,1,1,1
0,0,103.89,0,0,45000,27298,1,537079,0,0,1,220,0,3,1,2,3,1
1,0,609.79,1,0,35000,27302,0,947176,0,0,2,3223,0,1,1,1,4,1
0,0,250.56,0,0,-1,27315,0,72086,0,2,2,1658,0,1,2,1,3,1
0,0,251.03,2,0,95000,27333,0,779089,0,0,2,2801,0,2,2,1,1,1
0,0,105.63,1,0,65000,27350,0,291686,0,0,1,155,0,4,1,1,1,2
0,0,126.96,1,0,125000,27366,1,424794,0,0,2,690,0,1,2,1,1,2
0,0,591.15,1,0,5000,27367,1,303786,0,0,2,1501,0,3,2,1,1,1
0,0,163.53,0,0,15000,27373,0,995589,0,1,1,2656,0,2,1,1,1,2
0,0,76.79,0,0,75000,27375,0,108812,0,2,2,695,0,2,2,1,1,2
0,0,144.71,0,0,-1,27397,0,364145,0,1,1,415,0,1,1,1,1,1
0,1,162.96,1,0,45000,27406,0,358727,1,0,3,589,0,1,2,2,3,1
0,0,94.76,1,0,55000,27412,0,312269,0,0,1,668,0,1,1,2,3,1
0,0,272.01,1,0,45000,27413,0,799802,0,0,1,3438,0,1,1,1,1,1
0,0,371.28,0,0,45000,27418,0,362592,0,2,2,1800,0,1,2,1,1,1
2,0,110.69,1,0,75000,27419,0,298756,1,0,4,132,0,2,2,1,1,1
0,0,272.01,1,0,45000,27420,0,834200,0,0,1,3325,0,1,1,1,2,1
1,2,145.43,1,0,125000,27437,0,277324,1,0,5,89,0,2,2,1,1,1
0,0,191.99,1,0,55000,27438,0,217641,0,0,1,1071,0,1,1,2,3,1
0,0,618.37,1,0,5000,27439,0,391757,1,0,2,1695,0,1,2,1,1,1
0,0,90.81,1,0,55000,27447,0,76022,0,0,1,251,0,2,1,2,2,2
0,0,118.64,2,0,95000,27448,0,154899,0,0,2,695,0,2,2,1,1,1
2,0,137.7,1,0,175000,27474,0,191060,0,0,4,739,1,2,2,1,1,1
0,0,263.85,0,0,25000,27504,0,1066587,1,0,1,2321,0,2,1,1,1,1
0,0,210.08,0,0,15000,27510,0,219366,0,1,1,25,0,1,1,1,1,1
0,0,386.63,1,0,175000,27514,1,198630,0,0,2,1435,0,2,2,1,1,1
0,0,238.61,0,0,85000,27518,2,873858,0,0,2,3408,0,2,2,1,1,1
0,0,202.96,1,0,95000,27521,0,117370,0,0,1,1468,0,1,1,2,3,1
0,0,302.14,0,0,25000,27529,0,109499,0,1,1,1719,0,1,1,2,1,1
0,0,242.44,1,0,-1,27530,0,954199,0,0,1,3394,0,1,1,1,1,1
0,0,257.76,1,0,95000,27536,1,831202,0,0,2,2733,0,3,2,1,1,1
0,0,194.75,0,0,65000,27539,0,191180,0,2,2,1483,0,2,2,1,1,1
0,0,347.98,2,0,175000,27542,0,369889,0,0,2,1728,0,3,2,1,1,1
2,0,282.28,2,0,65000,27565,0,252831,0,0,4,1882,0,2,2,1,1,1
0,0,804.79,2,2,85000,27572,0,833158,0,0,4,3440,0,4,4,1,1,1
0,0,1257.17,1,0,25000,27573,0,758726,0,0,1,3449,0,4,1,1,1,1
0,0,153.79,0,0,55000,27575,0,1181031,0,2,2,2091,0,2,2,1,1,1
0,0,82.04,0,0,85000,27578,1,404953,0,1,2,28,0,2,2,1,1,1
