,pollutantID,county,veh_type,ratePerVehicle2018,ratePerVehicle2030,ratePerVehicle_diff,ratePerVehicle
0,1,king,heavy,1.690852716,1.7025993119000002,0.011746595900000267,1.6947682479666668
1,1,king,light,3.591524229,2.2764947896,-1.3150294394,3.1531810825333335
2,1,king,medium,5.966836232,4.207325517999998,-1.759510714000002,5.380332660666666
3,1,king,transit,5.788727861000002,5.728456260000001,-0.06027160100000106,5.768637327333335
4,1,kitsap,heavy,1.685317865,1.6970639110999999,0.011746046099999852,1.6892332137
5,1,kitsap,light,4.381130371,2.5129727765,-1.8681575945000004,3.7584111728333336
6,1,kitsap,medium,6.8698774149999995,4.377514907999998,-2.492362507000001,6.0390899126666655
7,1,kitsap,transit,5.768976501000001,5.709871078999999,-0.059105422000001795,5.749274693666667
8,1,pierce,heavy,1.6988562329999999,1.7106020903,0.011745857300000218,1.7027715187666665
9,1,pierce,light,3.9360577169999997,2.412955201999999,-1.5231025150000006,3.4283568786666665
10,1,pierce,medium,6.433164907,4.349582209000001,-2.083582697999999,5.7386373410000004
11,1,pierce,transit,5.811805683999999,5.750091519,-0.06171416499999971,5.7912342956666665
12,1,snohomish,heavy,1.730376576,1.7421234890000004,0.011746913000000303,1.7342922136666667
13,1,snohomish,light,4.130991534000001,2.487763078600001,-1.6432284554000005,3.5832487155333346
14,1,snohomish,medium,6.627903052,4.402967565999999,-2.2249354860000006,5.8862578899999995
15,1,snohomish,transit,5.88290623,5.817117037999999,-0.06578919200000044,5.860976499333333
16,2,king,heavy,6.059115299999998,3.5480123000000003,-2.511102999999998,5.222080966666666
17,2,king,light,37.4708850488,21.976727823999994,-15.494157224800006,32.30616597386666
18,2,king,medium,66.23782285099999,24.855161880000004,-41.382660970999986,52.443602527333326
19,2,king,transit,51.16413028,28.00312632,-23.161003960000002,43.44379562666667
20,2,kitsap,heavy,6.058673399999998,3.5478715999999997,-2.5108017999999985,5.221739466666666
21,2,kitsap,light,45.74430957740001,24.984442990800005,-20.759866586600005,38.824354048533344
