w_geocode,Base,Zone,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,,
530530729031096,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031150,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031167,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031169,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031174,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031190,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031241,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031016,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031238,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031094,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031209,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031006,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031256,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031217,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031233,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031251,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031205,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031000,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729011008,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011009,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011010,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011011,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011012,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011013,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011016,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011017,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011018,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011019,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011020,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011021,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011022,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011030,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011036,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011037,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011038,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011039,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011040,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011041,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011042,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011043,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011044,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011045,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011046,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011047,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011048,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011049,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011050,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011051,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011052,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011053,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011059,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011060,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011061,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011062,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011063,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011064,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011067,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011081,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011082,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011083,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011084,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011085,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729061006,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011015,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011032,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011066,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011007,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011035,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011058,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011029,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011080,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011111,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729011004,JBLM McChord,3348,61,61,62,62,62,63,63,63,63,64,64,63,63,62,61,61,60,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
530530729071003,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071004,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071007,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071011,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071012,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071013,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071014,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071015,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071037,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071040,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071043,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071044,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073003,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073004,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073010,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073011,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073012,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073013,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073014,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073017,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073018,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073019,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073020,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073021,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073022,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073023,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073024,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073025,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073026,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073029,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073032,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073033,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073034,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073035,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071006,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071039,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071042,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071046,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073006,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073016,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073028,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073031,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071010,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073009,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729011071,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071036,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729073002,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729071002,JBLM Madigan,3349,37,41,45,50,54,58,62,66,71,75,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,
530530729051001,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051002,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051005,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051010,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051011,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051012,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051022,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051023,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051024,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051025,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051026,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051027,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051028,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051034,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
530530729051035,JBLM Maingate,3352,19,21,23,25,27,30,32,34,36,38,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
