,pollutantID,county,veh_type,ratePerVehicle
0,1,king,heavy,1.7025994230000001
1,1,king,light,2.2764948250000003
2,1,king,medium,4.207325517999998
3,1,king,transit,5.728456260000001
4,1,kitsap,heavy,1.697063912
5,1,kitsap,light,2.5129727379999998
6,1,kitsap,medium,4.377514907999998
7,1,kitsap,transit,5.709871078999999
8,1,pierce,heavy,1.710602212
9,1,pierce,light,2.4129552169999995
10,1,pierce,medium,4.349582209000001
11,1,pierce,transit,5.750091519
12,1,snohomish,heavy,1.7421235279999998
13,1,snohomish,light,2.4877630980000007
14,1,snohomish,medium,4.402967565999999
15,1,snohomish,transit,5.817117037999999
16,2,king,heavy,3.5480123000000003
17,2,king,light,21.976727739
18,2,king,medium,24.855161880000004
19,2,king,transit,28.00312632
20,2,kitsap,heavy,3.5478715999999997
21,2,kitsap,light,24.984442958
22,2,kitsap,medium,30.794304990000008
23,2,kitsap,transit,27.98845877
24,2,pierce,heavy,3.5480214
25,2,pierce,light,23.703984887
26,2,pierce,medium,28.228532830000002
27,2,pierce,transit,28.022300219999998
28,2,snohomish,heavy,3.5479766
29,2,snohomish,light,24.386612995999997
30,2,snohomish,medium,28.653350459999988
31,2,snohomish,transit,28.07265281
32,3,king,heavy,2.5309624003546087
33,3,king,light,1.2870958389999998
34,3,king,medium,2.754288199999999
35,3,king,transit,5.938573510000001
36,3,kitsap,heavy,2.5308687003545103
37,3,kitsap,light,1.4427944219999995
38,3,kitsap,medium,2.932706289999999
39,3,kitsap,transit,5.9381113
40,3,pierce,heavy,2.5309680003547195
41,3,pierce,light,1.3644610949999998
42,3,pierce,medium,2.8687175150000015
43,3,pierce,transit,5.93911923
44,3,snohomish,heavy,2.53094070035485
45,3,snohomish,light,1.3950734660000002
46,3,snohomish,medium,2.8618490180000005
47,3,snohomish,transit,5.940807200000001
48,5,king,heavy,0.6449917999999999
49,5,king,light,0.24577410400000002
50,5,king,medium,1.00778002
51,5,king,transit,1.7068473000000002
52,5,kitsap,heavy,0.642892
53,5,kitsap,light,0.27334363500000003
54,5,kitsap,medium,0.9770213
55,5,kitsap,transit,1.7000442999999998
56,5,pierce,heavy,0.6480239999999999
57,5,pierce,light,0.261624727
58,5,pierce,medium,1.00870693
59,5,pierce,transit,1.7146457999999996
60,5,snohomish,heavy,0.6599632
61,5,snohomish,light,0.26922806
62,5,snohomish,medium,1.0109301699999997
63,5,snohomish,transit,1.7392636
64,6,king,heavy,0.06539616
65,6,king,light,0.08770109
66,6,king,medium,0.19445934300000003
67,6,king,transit,0.34142326999999995
68,6,kitsap,heavy,0.06537953
69,6,kitsap,light,0.091090519
70,6,kitsap,medium,0.19796828100000002
71,6,kitsap,transit,0.34142285
72,6,pierce,heavy,0.065397
73,6,pierce,light,0.08995473899999999
74,6,pierce,medium,0.198145136
75,6,pierce,transit,0.34142307
76,6,snohomish,heavy,0.0653919
77,6,snohomish,light,0.089171132
78,6,snohomish,medium,0.19557495699999997
79,6,snohomish,transit,0.34142323999999996
80,79,king,heavy,1.0570252110000002
81,79,king,light,2.027640861
82,79,king,medium,3.1956468610000006
83,79,king,transit,4.0142283139999995
84,79,kitsap,heavy,1.053592293
85,79,kitsap,light,2.236167944
86,79,kitsap,medium,3.396033385
87,79,kitsap,transit,4.002463961000001
88,79,pierce,heavy,1.061993182
89,79,pierce,light,2.1480350679999995
90,79,pierce,medium,3.336646733
91,79,pierce,transit,4.028040765
92,79,snohomish,heavy,1.081566214
93,79,snohomish,light,2.2151374820000003
94,79,snohomish,medium,3.3877261680000013
95,79,snohomish,transit,4.070378223
96,87,king,heavy,0.35864848083
97,87,king,light,1.434665285
98,87,king,medium,1.9314410609999997
99,87,king,transit,3.021558913
100,87,kitsap,heavy,0.36916215683
101,87,kitsap,light,1.7071834280000002
102,87,kitsap,medium,2.283790456
103,87,kitsap,transit,3.0455057150000004
104,87,pierce,heavy,0.3696917108799999
105,87,pierce,light,1.5750363359999997
106,87,pierce,medium,2.1334189169999997
107,87,pierce,transit,3.068032777999999
108,87,snohomish,heavy,0.39890678475999997
109,87,snohomish,light,1.647570014
110,87,snohomish,medium,2.190285256
111,87,snohomish,transit,3.098464466
112,90,king,heavy,183.65525999999997
113,90,king,light,482.37817
114,90,king,medium,552.6790700000001
115,90,king,transit,465.13274
116,90,kitsap,heavy,183.3898
117,90,kitsap,light,475.90355
118,90,kitsap,medium,562.7373
119,90,kitsap,transit,464.15292000000005
120,90,pierce,heavy,184.04620000000003
121,90,pierce,light,481.15847999999994
122,90,pierce,medium,559.3217799999999
123,90,pierce,transit,466.3973700000001
124,90,snohomish,heavy,185.28067000000004
125,90,snohomish,light,485.40713
126,90,snohomish,medium,566.3490599999999
