pollutantID,pollutant_name,veh_type,intrazonal_vmt,interzonal_vmt,start_tons,intrazonal_tons,interzonal_tons,total_daily_tons
1,Total Gaseous HCs,heavy,0,50.34194898306344,3.2777062617839436e-05,0.0,3.43863071833663e-05,6.716336980120574e-05
1,Total Gaseous HCs,light,0,40462.67596336272,0.01781489808935455,0.0,0.0044826880040339705,0.02229758609338852
1,Total Gaseous HCs,medium,0,1023.8541197706329,0.003934205583873797,0.0,0.0003247088370591481,0.0042589144209329455
2,CO,heavy,0,50.34194898306344,0.0001174555298149392,0.0,0.00023446339318083042,0.0003519189229957696
2,CO,light,0,40462.67596336272,0.1858653752276527,0.0,0.1523568553011257,0.3382222305287784
2,CO,medium,0,1023.8541197706329,0.04367359893782442,0.0,0.005240275461882558,0.04891387439970698
3,NOx,heavy,0,50.34194898306344,2.5232814087263867e-05,0.0,0.0007167376857671307,0.0007419704998543946
3,NOx,light,0,40462.67596336272,0.010100199952260223,0.0,0.017026420004745593,0.027126619957005816
3,NOx,medium,0,1023.8541197706329,0.0030609362471165566,0.0,0.0018259555858806233,0.00488689183299718
5,Methane,heavy,0,50.34194898306344,1.0514027756547472e-05,0.0,7.084550845403082e-06,1.7598578601950555e-05
5,Methane,light,0,40462.67596336272,0.0020715448844857557,0.0,0.0008296343796357142,0.0029011792641214697
5,Methane,medium,0,1023.8541197706329,0.0007843260727740807,0.0,8.130009472278239e-05,0.0008656261674968631
6,N20,heavy,0,50.34194898306344,7.224218350486605e-07,0.0,2.4934381613147725e-07,9.717656511801378e-07
6,N20,light,0,40462.67596336272,0.000744292527214047,0.0,0.00018920433611580462,0.0009334968633298516
6,N20,medium,0,1023.8541197706329,0.00023023149937657737,0.0,8.425181079331817e-06,0.0002386566804559092
79,Non-methane HCs,heavy,0,50.34194898306344,2.2257832721306085e-05,0.0,2.730173902622679e-05,4.9559571747532874e-05
79,Non-methane HCs,light,0,40462.67596336272,0.01571646300916168,0.0,0.0036530556134044966,0.019369518622566174
79,Non-methane HCs,medium,0,1023.8541197706329,0.003145206600220062,0.0,0.00024340860719044769,0.0033886152074105095
87,VOCs,heavy,0,50.34194898306344,8.11044924611946e-06,0.0,3.1043482343447546e-05,3.9153931589567006e-05
87,VOCs,light,0,40462.67596336272,0.010489437084334266,0.0,0.0039025456606054097,0.014391982744939675
87,VOCs,medium,0,1023.8541197706329,0.002234507986976984,0.0,0.0002696842608685046,0.0025041922478454886
90,Atmospheric CO2,heavy,0,50.34194898306344,0.0036986984618873307,0.0,0.12204232549359938,0.1257410239554867
90,Atmospheric CO2,light,0,40462.67596336272,2.600723648533673,0.0,19.650018909809404,22.250742558343077
90,Atmospheric CO2,medium,0,1023.8541197706329,0.39284955003777355,0.0,0.8327132161150654,1.225562766152839
91,Total Energy,heavy,0,50.34194898306344,50.29537532722205,0.0,1658.277938438301,1708.573313765523
91,Total Energy,light,0,40462.67596336272,36176.54762023816,0.0,273264.8144967609,309441.36211699905
91,Total Energy,medium,0,1023.8541197706329,5445.327006583197,0.0,11479.829435637213,16925.15644222041
98,CO2 Equivalent,heavy,0,50.34194898306344,0.004176832040745293,0.0,0.1222938421376376,0.1264706741783829
98,CO2 Equivalent,light,0,40462.67596336272,2.8743114651045683,0.0,19.727140048464943,22.60145151356951
98,CO2 Equivalent,medium,0,1023.8541197706329,0.4810659722847363,0.0,0.8372566235715584,1.3183225958562947
100,PM10 Exhaust,heavy,0,50.34194898306344,3.0532924716380767e-07,0.0,2.4355050259886866e-05,2.4660379507050674e-05
100,PM10 Exhaust,light,0,40462.67596336272,0.0004665506301755466,0.0,0.00025345531806737477,0.0007200059482429214
100,PM10 Exhaust,medium,0,1023.8541197706329,8.462852640369203e-05,0.0,4.755070411330123e-05,0.00013217923051699325
106,PM10 Brakewear,heavy,0,50.34194898306344,,0.0,2.3345887816946934e-05,
106,PM10 Brakewear,light,0,40462.67596336272,,0.0,0.002451095722599096,
106,PM10 Brakewear,medium,0,1023.8541197706329,,0.0,0.00010558403100337428,
107,PM10 Tirewear,heavy,0,50.34194898306344,,0.0,2.3056938729226734e-06,
107,PM10 Tirewear,light,0,40462.67596336272,,0.0,0.0005162131082813193,
107,PM10 Tirewear,medium,0,1023.8541197706329,,0.0,1.6579223206316272e-05,
110,PM25 Exhaust,heavy,0,50.34194898306344,2.808668197059708e-07,0.0,2.2406483725808594e-05,2.2687350545514564e-05
110,PM25 Exhaust,light,0,40462.67596336272,0.00041283671801649877,0.0,0.00022719068289518433,0.0006400274009116831
110,PM25 Exhaust,medium,0,1023.8541197706329,7.498923291428353e-05,0.0,4.347881356606807e-05,0.0001184680464803516
112,Elemental Carbon,heavy,0,50.34194898306344,9.407102030612142e-08,0.0,1.6953176548757833e-05,1.7047247569063954e-05
112,Elemental Carbon,light,0,40462.67596336272,0.00021826663260963292,0.0,8.512126606738882e-05,0.00030338789867702176
112,Elemental Carbon,medium,0,1023.8541197706329,3.7243048248929926e-05,0.0,2.683055630232563e-05,6.407360455125555e-05
115,Sulfate Particulate,heavy,0,50.34194898306344,5.502159607486252e-08,0.0,9.097258380961906e-07,9.647474341710532e-07
115,Sulfate Particulate,light,0,40462.67596336272,4.186939317277633e-06,0.0,8.393529920782425e-06,1.2580469238060058e-05
115,Sulfate Particulate,medium,0,1023.8541197706329,1.404533027997845e-06,0.0,2.9636899099600634e-06,4.368222937957908e-06
116,PM25 Brakewear,heavy,0,50.34194898306344,,0.0,2.91823522891913e-06,
116,PM25 Brakewear,light,0,40462.67596336272,,0.0,0.00030638739657194524,
