hhno pno day tour jtindex parent subtrs pdpurp tlvorig tardest tlvdest tarorig toadtyp tdadtyp topcl totaz tdpcl tdtaz tmodetp tpathtp tautotime tautocost tautodist tripsh1 tripsh2 phtindx1 phtindx2 fhtindx1 fhtindx2 toexpfac
14100740 1 1 1 0 0 0 3 1500 1845 1850 2210 1 4 721049 1383 803539 309 5 1 -1.00 -1.00 -1.00 3 5 0 0 0 0 723.25
14100740 1 1 2 0 0 0 4 930 950 1130 1320 1 4 721049 1383 890750 1581 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 723.25
14100741 1 1 1 0 0 0 5 1300 1340 1445 1640 1 4 690673 2011 873564 972 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 546.67
14100743 1 1 1 0 0 0 1 730 930 1725 1805 1 2 1245743 1971 828915 1587 7 3 -1.00 -1.00 -1.00 3 1 0 0 0 0 559.15
14100743 1 1 2 0 0 0 5 1815 1835 1850 1905 1 4 1245743 1971 1214085 1975 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 559.15
14100743 2 1 1 0 0 0 1 740 750 1545 1555 1 2 1245743 1971 783355 1435 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 559.15
14100743 2 1 2 0 0 0 5 1815 1835 1850 1905 1 4 1245743 1971 1214085 1975 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 559.15
14100743 3 1 1 0 0 0 2 640 800 1605 1745 1 3 1245743 1971 2216 1611 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 559.15
14100744 1 1 1 0 0 1 1 730 755 1635 1705 1 2 999050 1976 924632 1987 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 379.73
14100744 1 1 2 0 1 0 7 1135 1145 1220 1230 2 4 924632 1987 943823 1988 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 379.73
14100744 1 1 3 0 0 0 7 425 445 535 550 1 4 999050 1976 840397 1970 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 379.73
14100744 2 1 1 0 0 0 1 400 505 1430 1455 1 2 999050 1976 829101 502 7 3 -1.00 -1.00 -1.00 2 3 0 0 0 0 379.73
14100746 1 1 1 0 0 1 1 605 655 1550 1720 1 2 778571 1923 789483 1548 6 3 -1.00 -1.00 -1.00 1 2 0 0 0 0 237.86
14100746 1 1 2 0 1 0 6 1330 1335 1345 1350 2 3 789483 1548 717500 1551 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 237.86
14100746 1 1 3 0 0 0 7 1735 1750 1750 1820 1 4 778571 1923 686436 1922 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 237.86
14100746 2 1 1 0 0 0 7 1735 1750 1750 1820 1 4 778571 1923 686436 1922 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 237.86
14100747 1 1 1 0 0 0 1 640 700 1610 1640 1 2 1127179 1913 1067478 1613 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 249.33
14100748 1 1 1 0 0 0 1 640 730 1610 1720 1 2 1174234 1983 741102 296 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 531.06
14100748 1 1 2 0 0 0 7 1800 1850 2045 2100 1 4 1174234 1983 968612 1441 4 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 531.06
14100748 2 1 1 0 0 0 1 745 820 1720 1755 1 2 1174234 1983 821609 1173 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 531.06
14100748 2 1 2 0 0 0 7 1800 1850 2045 2100 1 4 1174234 1983 968612 1441 4 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 531.06
14100749 1 1 1 0 0 0 3 1745 1815 1820 2245 1 4 264598 3475 369920 3626 5 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 551.43
14100749 1 1 2 0 0 0 5 1545 1620 1640 1650 1 4 264598 3475 270460 3492 4 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 551.43
14100749 1 1 3 0 0 0 7 740 945 1210 1350 1 4 264598 3475 302034 3567 4 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 551.43
14100749 2 1 1 0 0 0 1 540 625 1530 1715 1 2 264598 3475 369920 3626 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 551.43
14100749 2 1 2 0 0 0 3 1745 1815 1820 2245 1 4 264598 3475 369920 3626 5 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 551.43
14100749 3 1 1 0 0 0 5 1545 1620 1640 1650 1 4 264598 3475 270460 3492 4 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 551.43
14100749 3 1 2 0 0 0 7 740 945 1210 1350 1 4 264598 3475 302034 3567 4 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 551.43
14100749 3 1 3 0 0 0 7 1745 1900 2130 2245 1 4 264598 3475 431245 3626 5 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 551.43
14100750 1 1 1 0 0 0 4 1315 1400 1430 1515 1 4 445067 2830 509404 3198 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 277.68
14100750 1 1 2 0 0 0 4 1520 1550 1630 1700 1 4 445067 2830 539966 3393 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 277.68
14100750 1 1 3 0 0 0 5 850 945 1030 1100 1 4 445067 2830 653 3393 3 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 277.68
14100751 1 1 1 0 0 0 6 1730 1800 1900 1930 1 3 317125 3560 289576 3528 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 159.58
14100751 2 1 1 0 0 0 4 1300 1345 1500 1625 1 4 317125 3560 294870 3526 3 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 159.58
14100751 2 1 2 0 0 0 6 1730 1800 1900 1930 1 3 317125 3560 289576 3528 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 159.58
14100752 1 1 1 0 0 0 1 1315 1350 1435 1535 1 2 365768 3681 496655 3674 4 1 -1.00 -1.00 -1.00 2 3 0 0 0 0 283.11
14100752 1 1 2 0 0 0 4 1755 1815 1920 1940 1 4 365768 3681 353371 3657 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 283.11
14100752 2 1 1 0 0 0 1 550 630 1700 1740 1 2 365768 3681 369920 3626 7 7 -1.00 -1.00 -1.00 2 2 0 0 0 0 283.11
14100752 3 1 1 0 0 0 3 1315 1320 1530 1535 1 4 365768 3681 365352 3674 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 283.11
14100753 1 1 1 0 0 0 4 1420 1435 1605 1705 1 4 649655 3162 821690 1174 3 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 287.23
14100754 1 1 1 0 0 0 4 1100 1205 1300 1355 1 4 574859 3292 481042 3238 4 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 271.72
14100754 1 1 2 0 0 0 5 1500 1515 1550 1605 1 4 574859 3292 592076 3319 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 271.72
14100754 2 1 1 0 0 0 4 1100 1205 1300 1355 1 4 574859 3292 481042 3238 4 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 271.72
14100754 2 1 2 0 0 0 5 1500 1515 1550 1605 1 4 574859 3292 592076 3319 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 271.72
14100755 1 1 1 0 0 0 1 730 1045 1130 1540 1 4 555494 3361 0 3328 3 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 277.37
14100756 1 1 1 0 0 0 1 935 1010 1230 1635 1 4 444865 2977 495702 2883 6 6 -1.00 -1.00 -1.00 1 2 0 0 0 0 200.17
14100756 1 1 2 0 0 0 4 715 745 900 925 1 4 444865 2977 476460 2795 3 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 200.17
14100756 1 1 3 0 0 0 5 1710 1715 1730 1735 1 4 444865 2977 443188 2974 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 200.17
14100756 2 1 1 0 0 0 1 635 700 1435 1640 1 2 444865 2977 476651 2782 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 200.17
14100757 1 1 1 0 0 0 1 830 900 1100 1130 1 2 532458 3338 437293 3007 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 470.50
14100757 1 1 2 0 0 0 4 1310 1320 1430 1440 1 4 532458 3338 529259 3363 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 470.50
14100757 1 1 3 0 0 0 7 1630 1705 1720 1755 1 4 532458 3338 555347 3360 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 470.50
14100758 1 1 1 0 0 0 5 1345 1425 1545 1550 1 4 585768 3408 605341 3382 3 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 252.58
14100758 1 1 2 0 0 0 6 1015 1135 1215 1225 1 3 585768 3408 582975 3408 3 1 -1.00 -1.00 -1.00 3 1 0 0 0 0 252.58
14100759 1 1 1 0 0 0 1 1750 1820 1830 1910 1 2 618332 3425 534589 3399 9 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 767.55
14100759 1 1 2 0 0 0 7 1535 1550 1550 1600 1 4 618332 3425 619469 3425 9 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 767.55
14100759 1 1 3 0 0 0 7 1915 1930 1930 1945 1 4 618332 3425 619469 3425 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 767.55
14100759 3 1 1 0 0 0 2 645 705 1355 1420 1 3 618332 3425 616565 3426 8 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 767.55
14100759 4 1 1 0 0 0 2 645 705 2359 2359 1 3 618332 3425 616565 3426 9 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 767.55
14100760 1 1 1 0 0 0 1 555 615 1720 1745 1 2 547473 3177 480045 3099 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 588.29
14100760 1 1 2 0 0 0 4 1800 1820 1900 2000 1 4 547473 3177 1158172 1125 3 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 588.29
14100760 2 1 1 0 0 0 5 840 1030 1205 1315 1 4 547473 3177 845662 1134 4 1 -1.00 -1.00 -1.00 3 2 0 0 0 0 588.29
14100760 3 1 1 0 0 0 5 840 1030 1205 1315 1 4 547473 3177 845662 1134 4 1 -1.00 -1.00 -1.00 3 2 0 0 0 0 588.29
14100762 2 1 1 0 0 0 7 1140 1200 1330 1525 1 4 114926 2303 112170 2294 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 291.74
14100763 1 1 1 0 0 0 1 800 810 1700 2010 1 2 178785 2412 220325 2593 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 216.93
14100764 1 1 1 0 0 1 1 845 945 1740 1900 1 2 236789 2560 717500 2561 5 1 -1.00 -1.00 -1.00 2 3 0 0 0 0 240.88
14100764 1 1 2 0 1 0 3 1145 1200 1200 1400 2 4 717500 1551 883938 1567 4 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 240.88
14100764 2 1 1 0 0 2 1 845 945 1755 1900 1 2 236789 2560 717500 2561 5 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 240.88
14100764 2 1 2 0 1 0 6 1200 1220 1240 1400 2 3 717500 1551 836344 1612 6 3 -1.00 -1.00 -1.00 1 3 0 0 0 0 240.88
14100764 2 1 3 0 1 0 6 1700 1705 1715 1725 2 4 717500 1551 1077204 1546 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 240.88
14100764 3 1 1 0 0 0 2 845 905 1845 1900 1 3 236789 2560 251812 2561 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 240.88
14100765 1 1 1 0 0 0 1 815 1200 1325 1400 1 4 238765 2623 79362 2107 3 1 -1.00 -1.00 -1.00 4 2 0 0 0 0 398.99
14100765 1 1 2 0 0 0 3 1640 1650 2230 2240 1 4 238765 2623 230262 2613 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 398.99
14100765 2 1 1 0 0 0 1 600 615 1500 1515 1 2 238765 2623 209867 2584 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 398.99
14100765 3 1 1 0 0 0 7 1640 1650 2230 2240 1 4 238765 2623 230236 2613 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 398.99
14100766 1 1 1 0 0 1 1 735 800 1705 1755 1 2 65784 2207 53690 2185 3 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 428.05
14100766 1 1 2 0 1 0 6 1320 1330 1415 1425 2 4 53690 2191 50066 2170 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 428.05
14100766 1 1 3 0 0 0 7 1810 1820 1820 1835 1 4 65784 2207 66316 2207 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 428.05
14100766 2 1 1 0 0 0 1 1400 1430 2330 2400 1 2 65784 2207 126605 2309 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 428.05
14100767 1 1 1 0 0 0 1 530 545 1430 1705 1 2 44846 2166 25880 2144 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 280.02
14100767 1 1 2 0 0 0 6 1730 1745 1830 1845 1 3 44846 2166 100359 2172 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 280.02
14100767 2 1 1 0 0 0 6 1730 1745 1830 1845 1 3 44846 2166 100359 2172 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 280.02
14100768 1 1 1 0 0 0 5 1035 1055 1110 1130 1 4 24201 2132 45230 2168 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 737.89
14100769 1 1 1 0 0 0 4 1240 1255 1335 1350 1 4 1245376 80 910753 133 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 339.72
14100769 1 1 2 0 0 0 5 955 1005 1045 1055 1 4 1245376 80 1242282 90 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 339.72
14100769 1 1 3 0 0 0 7 1700 1730 1925 1955 1 4 1245376 80 906705 169 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 339.72
14100770 1 1 1 0 0 0 4 755 915 1020 1545 1 4 830484 1213 171426 2391 4 1 -1.00 -1.00 -1.00 2 6 0 0 0 0 537.29
14100770 2 1 1 0 0 0 4 755 915 1020 1545 1 4 830484 1213 171426 2391 4 1 -1.00 -1.00 -1.00 2 6 0 0 0 0 537.29
14100771 1 1 1 0 0 0 5 1400 1410 1445 1455 1 4 726238 1089 731719 1104 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 515.89
14100772 1 1 1 0 0 0 1 930 1040 1235 1345 1 4 1143057 908 973939 972 6 3 -1.00 -1.00 -1.00 2 1 0 0 0 0 910.69
14100773 1 1 1 0 0 0 1 720 815 1630 1805 1 2 388365 2690 406656 2679 4 1 -1.00 -1.00 -1.00 3 3 0 0 0 0 563.05
14100773 1 1 2 0 0 0 7 1820 1825 1930 1935 1 4 388365 2690 388347 2690 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 563.05
14100773 2 1 1 0 0 0 7 1820 1825 1930 1935 1 4 388365 2690 388347 2690 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 563.05
14100773 3 1 1 0 0 0 2 720 855 1515 1805 1 3 388365 2690 387685 2679 8 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 563.05
14100773 3 1 2 0 0 0 7 1820 1825 1930 1935 1 4 388365 2690 388347 2690 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 563.05
14100773 4 1 1 0 0 0 7 1820 1825 1930 1935 1 4 388365 2690 388347 2690 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 563.05
14100773 5 1 1 0 0 0 7 1820 1825 1930 1935 1 4 388365 2690 388347 2690 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 563.05
14100774 1 1 1 0 0 0 1 1200 1215 1230 1340 1 4 489082 3188 461910 3022 4 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 407.39
14100774 1 1 2 0 0 0 1 1940 1955 2250 2305 1 2 489082 3188 663070 3012 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 407.39
14100774 1 1 3 0 0 0 3 1515 1520 1535 1655 1 4 489082 3188 469536 3184 5 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 407.39
14100774 2 1 1 0 0 0 1 1200 1215 1230 1340 1 4 489082 3188 461910 3022 4 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 407.39
14100774 2 1 2 0 0 0 1 1940 1955 2250 2305 1 2 489082 3188 663070 3012 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 407.39
14100774 2 1 3 0 0 0 3 825 830 830 835 1 4 489082 3188 469536 3184 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 407.39
14100774 3 1 1 0 0 0 5 1515 1615 1640 1655 1 4 489082 3188 514703 3184 5 1 -1.00 -1.00 -1.00 3 1 0 0 0 0 407.39
14100774 4 1 1 0 0 0 2 825 830 1535 1655 1 3 489082 3188 502436 3184 5 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 407.39
14100776 1 1 1 0 0 0 4 1430 1450 1600 1705 1 4 3021 3351 461910 3022 5 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 564.52
14100776 1 1 2 0 0 0 5 1940 1945 1955 2000 1 4 3021 3351 3021 3351 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 564.52
14100776 2 1 1 0 0 0 1 455 500 730 735 1 2 3021 3351 3022 3352 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 564.52
14100776 2 1 2 0 0 0 1 845 850 1115 1120 1 2 3021 3351 3022 3352 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 564.52
14100776 2 1 3 0 0 0 1 1220 1300 1410 1415 1 4 3021 3351 1 3352 3 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 564.52
14100776 2 1 4 0 0 0 4 1430 1450 1600 1705 1 4 3021 3351 461910 3022 5 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 564.52
14100776 2 1 5 0 0 0 5 1940 1945 1955 2000 1 4 3021 3351 3021 3351 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 564.52
14100776 3 1 1 0 0 0 4 1430 1450 1600 1705 1 4 3021 3351 461910 3022 5 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 564.52
14100776 3 1 2 0 0 0 5 1940 1945 1955 2000 1 4 3021 3351 3021 3351 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 564.52
14100777 1 1 1 0 0 0 5 1205 1250 1410 1605 1 4 751354 43 1138088 1846 6 3 -1.00 -1.00 -1.00 1 3 0 0 0 0 1194.03
14100777 2 1 1 0 0 0 1 830 935 2000 2045 1 2 751354 43 856153 1054 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 1194.03
14100777 3 1 1 0 0 0 5 1205 1250 1410 1605 1 4 751354 43 1138088 1846 6 3 -1.00 -1.00 -1.00 1 3 0 0 0 0 1194.03
14100777 4 1 1 0 0 0 5 1205 1250 1410 1605 1 4 751354 43 1138088 1846 6 3 -1.00 -1.00 -1.00 1 3 0 0 0 0 1194.03
14100777 5 1 1 0 0 0 5 1205 1250 1410 1605 1 4 751354 43 1138088 1846 6 3 -1.00 -1.00 -1.00 1 3 0 0 0 0 1194.03
14100778 1 1 1 0 0 0 1 825 855 1735 1800 1 2 679257 41 829676 406 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 283.10
14100778 2 1 1 0 0 0 1 630 650 1615 1630 1 2 679257 41 828372 324 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 283.10
14100778 2 1 2 0 0 0 7 1645 1650 1705 1710 1 4 679257 41 1084359 38 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 283.10
14100779 1 1 1 0 0 0 4 700 725 830 925 1 4 860187 738 829215 573 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 570.66
14100779 1 1 2 0 0 0 4 1100 1125 1230 1255 1 4 860187 738 895630 261 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 570.66
14100779 1 1 3 0 0 0 4 1545 1600 1800 1815 1 4 860187 738 807690 730 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 570.66
14100780 1 1 1 0 0 1 1 745 800 1645 1700 1 2 939725 829 1071849 871 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 156.98
14100780 1 1 2 0 1 0 5 1200 1215 1220 1235 2 4 1071849 871 923029 829 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 156.98
14100781 1 1 1 0 0 0 6 1115 1140 1255 1325 1 3 870329 788 963989 762 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 239.15
14100781 1 1 2 0 0 0 7 1415 1815 2040 2245 1 4 870329 788 829942 792 4 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 239.15
14100781 2 1 1 0 0 0 1 715 730 930 945 1 4 870329 788 1156797 736 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 239.15
14100781 2 1 2 0 0 0 6 1115 1140 1255 1325 1 3 870329 788 963989 762 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 239.15
14100781 2 1 3 0 0 0 7 1415 1815 2040 2245 1 4 870329 788 829942 792 4 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 239.15
14100782 1 1 1 0 0 0 1 550 645 1640 2110 1 2 1014065 855 735381 545 6 3 -1.00 -1.00 -1.00 1 3 0 0 0 0 466.60
14100782 2 1 1 0 0 0 1 2130 2145 2630 2645 1 2 1014065 855 947271 1349 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 466.60
14100782 2 1 2 0 0 0 3 810 835 845 1045 1 4 1014065 855 800665 720 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 466.60
14100782 2 1 3 0 0 0 3 1600 1650 1705 2110 1 4 1014065 855 840968 720 5 1 -1.00 -1.00 -1.00 2 3 0 0 0 0 466.60
14100782 3 1 1 0 0 0 3 810 835 1625 2110 1 4 1014065 855 800665 720 5 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 466.60
14100783 1 1 1 0 0 0 1 600 630 1500 1700 1 2 1036645 856 1186296 600 5 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 1148.31
14100783 2 1 1 0 0 0 2 830 900 1400 1700 1 3 1036645 856 800745 715 8 1 -1.00 -1.00 -1.00 1 4 0 0 0 0 1148.31
14100783 3 1 1 0 0 0 2 830 900 1400 1700 1 3 1036645 856 800745 715 8 1 -1.00 -1.00 -1.00 1 4 0 0 0 0 1148.31
14100783 5 1 1 0 0 0 1 700 720 1530 1550 1 2 1036645 856 771957 1409 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 1148.31
14100784 1 1 1 0 0 0 7 1240 1325 1355 1540 1 4 749814 1812 714572 31 4 1 -1.00 -1.00 -1.00 2 4 0 0 0 0 319.83
14100784 1 1 2 0 0 0 7 1735 1745 1940 1950 1 4 749814 1812 1054602 1756 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 319.83
14100784 2 1 1 0 0 0 7 1240 1325 1355 1540 1 4 749814 1812 714572 31 4 1 -1.00 -1.00 -1.00 2 4 0 0 0 0 319.83
14100785 1 1 1 0 0 0 1 830 855 1705 1745 1 2 841267 1748 777816 1625 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 336.99
14100785 1 1 2 0 0 0 4 740 750 805 815 1 4 841267 1748 741637 1781 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 336.99
14100785 1 1 3 0 0 0 4 1820 1830 1830 1840 1 4 841267 1748 841194 1748 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 336.99
14100785 2 1 1 0 0 0 4 740 750 805 815 1 4 841267 1748 741637 1781 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 336.99
14100785 2 1 2 0 0 0 4 1820 1830 1830 1840 1 4 841267 1748 841194 1748 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 336.99
14100785 3 1 1 0 0 0 4 740 750 805 815 1 4 841267 1748 741637 1781 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 336.99
14100785 3 1 2 0 0 0 4 1820 1830 1830 1840 1 4 841267 1748 841194 1748 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 336.99
14100786 5 1 1 0 0 0 5 1200 1255 1335 1350 1 4 904748 1399 816797 1407 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 1235.19
14100787 1 1 1 0 0 0 3 1645 2040 2040 2055 1 4 1080182 1038 915586 955 4 1 -1.00 -1.00 -1.00 3 1 0 0 0 0 298.49
14100787 2 1 1 0 0 1 1 730 745 1815 2155 1 2 1080182 1038 915586 955 4 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 298.49
14100787 2 1 2 0 1 0 6 1230 1235 1245 1250 2 3 915586 955 959935 1016 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 298.49
14100788 1 1 1 0 0 0 1 1300 1345 2320 2345 1 2 930497 1082 820544 1045 3 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 418.46
14100789 1 1 1 0 0 0 4 1415 1435 1545 1645 1 4 942968 1079 801670 1124 3 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 367.08
14100790 2 1 1 0 0 0 1 400 445 1430 1615 1 2 726061 2048 674075 1045 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 472.39
14100792 1 1 1 0 0 0 1 640 735 1305 1920 1 2 475848 2785 829060 483 4 1 -1.00 -1.00 -1.00 1 6 0 0 0 0 246.17
14100792 2 1 1 0 0 1 1 640 930 1705 1920 1 2 475848 2785 828933 483 4 1 -1.00 -1.00 -1.00 3 4 0 0 0 0 246.17
14100792 2 1 2 0 1 0 7 1305 1310 1325 1350 2 4 828933 512 892807 502 1 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 246.17
14100793 1 1 1 0 0 0 1 740 755 1725 1750 1 4 524026 3201 661746 3362 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 246.17
14100793 2 1 1 0 0 0 1 715 800 1630 1750 1 2 524026 3201 1239700 3190 3 1 -1.00 -1.00 -1.00 2 3 0 0 0 0 246.17
14100795 1 1 1 0 0 0 1 610 650 1650 1800 1 2 644403 3310 1273536 1255 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 311.72
14100795 2 1 1 0 0 0 1 700 810 1700 1805 1 2 644403 3310 902097 1061 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 311.72
14100796 1 1 1 0 0 1 1 640 700 1640 1655 1 2 113832 2302 126605 2310 4 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 289.86
14100796 1 1 2 0 1 0 6 1105 1120 1210 1225 2 3 126605 2309 112894 2322 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 289.86
14100796 2 1 1 0 0 0 3 1620 1630 1715 1725 1 4 113832 2302 119122 2310 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 289.86
14100796 2 1 2 0 0 0 4 1000 1010 1100 1145 1 4 113832 2302 116432 2304 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 289.86
14100796 3 1 1 0 0 0 2 640 750 1510 1725 1 3 113832 2302 714510 1836 8 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 289.86
14100797 1 1 1 0 0 0 5 1030 1110 1145 1315 1 4 512732 3181 845662 1125 3 1 -1.00 -1.00 -1.00 3 2 0 0 0 0 333.08
14100798 1 1 1 0 0 0 1 625 715 1600 1645 1 2 455715 3045 595655 3381 3 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 656.37
14100798 1 1 2 0 0 0 5 1830 1845 1910 1925 1 4 455715 3045 484120 3046 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 656.37
