hhno	day	dow	jttours	phtours	fhtours	hdexpfac
14100294	1	2	0	0	0	469.4584
14100295	1	2	0	0	0	248.2759
14100296	1	2	0	0	0	503.0059
14100297	1	2	0	0	0	204.8846
14100298	1	2	0	0	0	620.5776
14100299	1	2	0	0	0	552.0743
14100300	1	2	0	0	0	294.1416
14100301	1	2	0	0	0	277.0709
14100302	1	2	0	0	0	204.7298
14100303	1	2	0	0	0	99.3424
14100304	1	2	0	0	0	260.5367
14100305	1	2	0	0	0	613.3453
14100306	1	2	0	0	0	82.5037
14100307	1	2	0	0	0	106.5626
14100308	1	2	0	0	0	653.1448
14100309	1	2	0	0	0	785.4024
14100310	1	2	0	0	0	689.82
14100311	1	2	0	0	0	654.7264
14100312	1	2	0	0	0	1298.0113
14100313	1	2	0	0	0	149.9307
14100314	1	2	0	0	0	143.4517
14100315	1	2	0	0	0	90.9042
14100316	1	2	0	0	0	174.3465
14100317	1	2	0	0	0	423.7492
14100318	1	2	0	0	0	304.9823
14100319	1	2	0	0	0	96.0957
14100320	1	2	0	0	0	500.7004
14100321	1	2	0	0	0	442.6738
14100322	1	2	0	0	0	236.0467
14100323	1	2	0	0	0	325.6777
14100324	1	2	0	0	0	275.5614
14100325	1	2	0	0	0	254.5841
14100326	1	2	0	0	0	125.4627
14100327	1	2	0	0	0	603.6001
14100328	1	2	0	0	0	470.9766
14100329	1	2	0	0	0	34.8193
14100330	1	2	0	0	0	328.952
14100331	1	2	0	0	0	205.5491
14100332	1	2	0	0	0	349.0833
14100333	1	2	0	0	0	149.2685
14100334	1	2	0	0	0	500.5286
14100335	1	2	0	0	0	291.4608
14100336	1	2	0	0	0	696.366
14100337	1	2	0	0	0	316.2245
14100338	1	2	0	0	0	416.4104
14100339	1	2	0	0	0	784.0661
14100340	1	2	0	0	0	212.2612
14100341	1	2	0	0	0	658.0208
14100342	1	2	0	0	0	79.8111
14100343	1	2	0	0	0	610.5574
14100344	1	2	0	0	0	157.2556
14100345	1	2	0	0	0	169.0954
14100346	1	2	0	0	0	838.5474
14100347	1	2	0	0	0	983.0761
14100348	1	2	0	0	0	398.8367
14100349	1	2	0	0	0	672.97
14100350	1	2	0	0	0	204.1635
14100351	1	2	0	0	0	286.2524
14100352	1	2	0	0	0	373.8861
14100353	1	2	0	0	0	253.4042
14100354	1	2	0	0	0	151.0157
14100355	1	2	0	0	0	253.2196
14100356	1	2	0	0	0	98.6554
14100357	1	2	0	0	0	803.2969
14100358	1	2	0	0	0	174.5514
14100359	1	2	0	0	0	323.6363
14100360	1	2	0	0	0	418.2697
14100361	1	2	0	0	0	687.205
14100362	1	2	0	0	0	179.3397
14100363	1	2	0	0	0	602.6968
14100364	1	2	0	0	0	1503.4874
14100365	1	2	0	0	0	1503.4874
14100366	1	2	0	0	0	1569.6106
14100367	1	2	0	0	0	1221.5044
14100368	1	2	0	0	0	3744.4998
14100369	1	2	0	0	0	657.1541
14100370	1	2	0	0	0	383.7274
14100371	1	2	0	0	0	1406.1758
14100372	1	2	0	0	0	76.3359
14100373	1	2	0	0	0	315.6103
14100374	1	2	0	0	0	259.8673
14100375	1	2	0	0	0	96.8481
14100376	1	2	0	0	0	810.692
14100377	1	2	0	0	0	579.3755
14100378	1	2	0	0	0	795.4963
14100379	1	2	0	0	0	123.9667
14100380	1	2	0	0	0	305.0469
14100381	1	2	0	0	0	154.9704
14100382	1	2	0	0	0	136.6159
14100383	1	2	0	0	0	208.201
14100384	1	2	0	0	0	596.8658
14100385	1	2	0	0	0	542.7239
14100386	1	2	0	0	0	99.9861
14100387	1	2	0	0	0	101.9235
14100388	1	2	0	0	0	205.5556
14100389	1	2	0	0	0	65.8006
14100390	1	2	0	0	0	41.9309
14100391	1	2	0	0	0	63.8867
14100392	1	2	0	0	0	63.5466
14100393	1	2	0	0	0	90.7189
14100394	1	2	0	0	0	176.1298
14100395	1	2	0	0	0	83.1512
14100396	1	2	0	0	0	33.3248
14100397	1	2	0	0	0	62.6442
14100398	1	2	0	0	0	31.4778
14100399	1	2	0	0	0	27.0103
14100400	1	2	0	0	0	27.0345
14100401	1	2	0	0	0	135.4947
14100402	1	2	0	0	0	49.086
14100403	1	3	0	0	0	92.3823
14100404	1	3	0	0	0	69.3129
14100405	1	3	0	0	0	94.5032
14100406	1	3	0	0	0	78.104
14100407	1	3	0	0	0	576.1206
14100408	1	3	0	0	0	94.9298
14100409	1	3	0	0	0	52.5233
14100410	1	3	0	0	0	67.549
14100411	1	3	0	0	0	144.1825
14100412	1	3	0	0	0	128.4014
14100413	1	3	0	0	0	129.9491
14100414	1	3	0	0	0	382.6605
14100415	1	3	0	0	0	613.5326
14100416	1	3	0	0	0	607.3409
14100417	1	3	0	0	0	147.5707
14100418	1	3	0	0	0	156.7329
14100419	1	3	0	0	0	194.5819
14100420	1	3	0	0	0	297.6427
14100421	1	3	0	0	0	359.6281
14100422	1	3	0	0	0	462.107
14100423	1	3	0	0	0	524.1221
14100424	1	3	0	0	0	364.8058
14100425	1	3	0	0	0	323.7295
14100426	1	3	0	0	0	101.9181
14100427	1	3	0	0	0	428.0738
14100428	1	3	0	0	0	183.151
14100429	1	3	0	0	0	365.0706
14100430	1	3	0	0	0	1420.5231
14100431	1	3	0	0	0	594.9428
14100432	1	3	0	0	0	77.6875
14100433	1	3	0	0	0	232.6064
14100434	1	3	0	0	0	706.5866
14100435	1	3	0	0	0	240.4428
14100436	1	3	0	0	0	300.3582
14100437	1	3	0	0	0	438.3669
14100438	1	3	0	0	0	97.3473
14100439	1	3	0	0	0	107.4506
14100440	1	3	0	0	0	212.7387
14100441	1	3	0	0	0	67.9338
14100442	1	3	0	0	0	164.06
14100444	1	3	0	0	0	233.0831
14100445	1	3	0	0	0	233.3518
14100446	1	3	0	0	0	123.5741
14100447	1	3	0	0	0	1196.7268
14100448	1	3	0	0	0	185.5395
14100449	1	3	0	0	0	657.8338
14100450	1	3	0	0	0	152.1017
14100451	1	3	0	0	0	306.0363
14100452	1	3	0	0	0	392.2517
14100453	1	3	0	0	0	416.4104
14100454	1	3	0	0	0	396.2894
14100455	1	3	0	0	0	341.4803
14100456	1	3	0	0	0	269.6738
14100457	1	3	0	0	0	300.1475
14100458	1	3	0	0	0	203.6854
14100459	1	3	0	0	0	129.4182
14100460	1	3	0	0	0	153.014
14100461	1	3	0	0	0	406.2446
14100462	1	3	0	0	0	410.1956
14100463	1	3	0	0	0	922.6859
14100464	1	3	0	0	0	1031.4047
14100465	1	3	0	0	0	300.6461
14100466	1	3	0	0	0	202.6829
14100467	1	3	0	0	0	768.7332
14100469	1	3	0	0	0	141.373
14100470	1	3	0	0	0	286.4044
14100471	1	3	0	0	0	555.5551
14100472	1	3	0	0	0	1175.219
14100473	1	3	0	0	0	130.5455
14100474	1	3	0	0	0	299.5447
14100475	1	3	0	0	0	499.4954
14100476	1	3	0	0	0	273.3607
14100477	1	3	0	0	0	612.5891
14100478	1	3	0	0	0	838.3988
14100479	1	3	0	0	0	721.283
14100480	1	3	0	0	0	80.9721
14100481	1	3	0	0	0	399.1463
14100482	1	3	0	0	0	110.345
14100483	1	3	0	0	0	909.7793
14100484	1	3	0	0	0	924.3569
14100485	1	3	0	0	0	79.0823
14100486	1	3	0	0	0	392.4914
14100487	1	3	0	0	0	1192.8373
14100488	1	3	0	0	0	3885.321
14100489	1	3	0	0	0	236.7826
14100490	1	3	0	0	0	1899.0576
14100491	1	3	0	0	0	219.1571
14100492	1	3	0	0	0	677.0894
14100493	1	3	0	0	0	371.3213
14100494	1	3	0	0	0	488.183
14100495	1	3	0	0	0	449.8968
14100496	1	3	0	0	0	488.183
14100497	1	3	0	0	0	182.7291
14100498	1	3	0	0	0	443.5331
14100499	1	3	0	0	0	540.3816
14100500	1	3	0	0	0	364.0161
14100501	1	3	0	0	0	1161.3797
14100502	1	3	0	0	0	789.8789
14100503	1	3	0	0	0	100.4266
14100504	1	3	0	0	0	97.1886
14100505	1	3	0	0	0	218.7203
14100506	1	3	0	0	0	60.2424
14100507	1	3	0	0	0	262.2749
14100508	1	3	0	0	0	243.5429
14100509	1	3	0	0	0	169.1708
14100510	1	3	0	0	0	255.8863
14100511	1	3	0	0	0	183.3698
14100512	1	3	0	0	0	69.4769
14100513	1	3	0	0	0	93.2978
14100514	1	3	0	0	0	289.2478
14100515	1	3	0	0	0	148.5147
14100516	1	3	0	0	0	184.2787
14100517	1	3	0	0	0	158.2176
14100518	1	3	0	0	0	261.0847
14100519	1	3	0	0	0	75.0081
14100520	1	3	0	0	0	50.2276
14100521	1	3	0	0	0	76.2931
14100522	1	3	0	0	0	68.6315
14100523	1	3	0	0	0	74.8277
14100524	1	3	0	0	0	71.93
14100525	1	3	0	0	0	49.4452
14100526	1	3	0	0	0	90.0079
14100527	1	3	0	0	0	51.6038
14100528	1	3	0	0	0	25.0052
14100529	1	3	0	0	0	34.5268
14100530	1	3	0	0	0	966.3215
14100531	1	3	0	0	0	48.1891
14100532	1	3	0	0	0	49.3918
14100533	1	3	0	0	0	38.6007
14100534	1	3	0	0	0	58.8653
14100535	1	3	0	0	0	105.3944
14100536	1	3	0	0	0	69.5764
14100537	1	3	0	0	0	59.9984
14100538	1	3	0	0	0	47.1777
14100539	1	3	0	0	0	81.5452
14100540	1	3	0	0	0	38.11
14100541	1	3	0	0	0	40.0123
14100542	1	3	0	0	0	152.0682
14100543	1	3	0	0	0	62.5922
14100544	1	3	0	0	0	242.2778
14100545	1	3	0	0	0	74.3217
14100546	1	3	0	0	0	114.0657
14100547	1	3	0	0	0	124.8956
14100548	1	3	0	0	0	53.1264
14100549	1	3	0	0	0	87.9501
14100550	1	3	0	0	0	210.9064
14100551	1	3	0	0	0	277.5422
14100552	1	3	0	0	0	143.6928
14100553	1	3	0	0	0	96.6293
14100554	1	3	0	0	0	28.8881
14100555	1	3	0	0	0	41.4904
14100556	1	3	0	0	0	159.9315
14100557	1	3	0	0	0	41.0548
14100558	1	3	0	0	0	109.7697
14100559	1	3	0	0	0	160.1099
14100560	1	3	0	0	0	71.2378
14100561	1	3	0	0	0	72.0879
14100562	1	3	0	0	0	165.7132
14100563	1	3	0	0	0	158.5941
14100564	1	3	0	0	0	91.4002
14100565	1	3	0	0	0	62.0098
14100566	1	3	0	0	0	90.7116
14100567	1	3	0	0	0	62.9473
14100568	1	3	0	0	0	81.4925
14100569	1	3	0	0	0	87.2654
14100570	1	3	0	0	0	106.5607
14100571	1	3	0	0	0	122.5928
14100572	1	3	0	0	0	151.3307
14100573	1	3	0	0	0	65.9695
14100574	1	3	0	0	0	171.876
14100575	1	3	0	0	0	225.9717
14100576	1	3	0	0	0	199.9952
14100577	1	3	0	0	0	312.7327
14100578	1	3	0	0	0	409.1384
14100579	1	3	0	0	0	230.2899
14100580	1	3	0	0	0	159.4806
14100581	1	3	0	0	0	68.8386
14100582	1	3	0	0	0	72.0246
14100583	1	3	0	0	0	154.3961
14100584	1	3	0	0	0	254.9897
14100585	1	3	0	0	0	308.0212
14100586	1	3	0	0	0	167.5766
14100587	1	3	0	0	0	238.0368
14100588	1	3	0	0	0	171.2434
14100589	1	3	0	0	0	1549.5866
14100590	1	3	0	0	0	361.0535
14100591	1	3	0	0	0	207.859
14100592	1	3	0	0	0	70.4544
14100593	1	3	0	0	0	146.3455
14100594	1	3	0	0	0	198.9778
14100595	1	3	0	0	0	53.3569
14100596	1	3	0	0	0	52.5313
14100597	1	3	0	0	0	121.6337
14100598	1	3	0	0	0	142.0433
14100599	1	3	0	0	0	100.4631
14100600	1	3	0	0	0	61.2517
14100601	1	3	0	0	0	51.0684
14100602	1	3	0	0	0	152.6433
14100603	1	3	0	0	0	166.8958
14100604	1	3	0	0	0	216.9036
14100605	1	3	0	0	0	630.041
14100606	1	3	0	0	0	414.371
14100607	1	3	0	0	0	139.5438
14100608	1	3	0	0	0	157.2977
14100609	1	3	0	0	0	193.2045
14100610	1	3	0	0	0	109.0124
14100611	1	3	0	0	0	81.743
14100612	1	3	0	0	0	169.6211
14100613	1	3	0	0	0	93.4961
14100614	1	3	0	0	0	162.4814
14100615	1	3	0	0	0	360.6871
14100616	1	4	0	0	0	51.1857
14100617	1	4	0	0	0	1606.086
14100618	1	4	0	0	0	196.9084
14100619	1	4	0	0	0	129.4881
14100620	1	4	0	0	0	179.6947
14100621	1	4	0	0	0	195.1767
14100622	1	4	0	0	0	93.6768
14100623	1	4	0	0	0	256.9761
14100624	1	4	0	0	0	46.2191
14100625	1	4	0	0	0	76.6883
14100626	1	4	0	0	0	121.6337
14100627	1	4	0	0	0	78.4982
14100628	1	4	0	0	0	72.0321
14100629	1	4	0	0	0	38.0116
14100630	1	4	0	0	0	790.7905
14100631	1	4	0	0	0	181.3085
14100632	1	4	0	0	0	318.2398
14100633	1	4	0	0	0	170.0679
14100634	1	4	0	0	0	215.7616
14100635	1	4	0	0	0	195.5531
14100636	1	4	0	0	0	97.8795
14100637	1	4	0	0	0	1480.976
14100638	1	4	0	0	0	236.6384
14100639	1	4	0	0	0	76.8552
14100641	1	4	0	0	0	361.7806
14100642	1	4	0	0	0	215.7643
14100643	1	4	0	0	0	132.5947
14100644	1	4	0	0	0	126.6505
14100645	1	4	0	0	0	216.0636
14100646	1	4	0	0	0	177.3819
14100647	1	4	0	0	0	103.4239
14100648	1	4	0	0	0	164.9512
14100649	1	4	0	0	0	184.7808
14100650	1	4	0	0	0	122.8119
14100651	1	4	0	0	0	99.0944
14100652	1	4	0	0	0	214.8305
14100653	1	4	0	0	0	144.3471
14100654	1	4	0	0	0	84.4228
14100655	1	4	0	0	0	151.8938
14100656	1	4	0	0	0	84.1564
14100657	1	4	0	0	0	48.7208
14100658	1	4	0	0	0	52.2172
14100659	1	4	0	0	0	71.6716
14100660	1	4	0	0	0	236.7105
14100661	1	4	0	0	0	131.5219
14100662	1	4	0	0	0	100.3723
14100663	1	4	0	0	0	97.7961
14100664	1	4	0	0	0	56.7284
14100665	1	4	0	0	0	145.5294
14100666	1	4	0	0	0	119.1467
14100667	1	4	0	0	0	69.2082
14100668	1	4	0	0	0	200.8923
14100669	1	4	0	0	0	75.2669
14100670	1	4	0	0	0	93.1677
14100671	1	4	0	0	0	152.0682
14100672	1	4	0	0	0	103.8141
14100673	1	4	0	0	0	132.0018
14100674	1	4	0	0	0	146.4227
14100675	1	4	0	0	0	103.5161
14100676	1	4	0	0	0	107.9974
14100677	1	4	0	0	0	102.8096
14100678	1	4	0	0	0	46.1888
14100679	1	4	0	0	0	58.1981
14100680	1	4	0	0	0	107.8285
14100681	1	4	0	0	0	45.4884
14100682	1	4	0	0	0	46.09
14100683	1	4	0	0	0	116.5447
14100684	1	4	0	0	0	93.5137
14100685	1	4	0	0	0	51.4131
14100686	1	4	0	0	0	74.8277
14100687	1	4	0	0	0	108.0143
14100688	1	4	0	0	0	46.2191
14100689	1	4	0	0	0	79.1727
14100690	1	4	0	0	0	81.5452
14100691	1	4	0	0	0	68.6315
14100692	1	4	0	0	0	29.0346
14100693	1	4	0	0	0	540.4307
14100694	1	4	0	0	0	38.1007
14100695	1	4	0	0	0	57.5978
14100696	1	4	0	0	0	37.9301
14100697	1	4	0	0	0	569.3576
14100698	1	4	0	0	0	163.0488
14100699	1	4	0	0	0	1112.3691
14100700	1	4	0	0	0	104.3892
14100701	1	4	0	0	0	1448.7447
14100702	1	4	0	0	0	179.0898
14100703	1	4	0	0	0	653.4837
14100704	1	4	0	0	0	36.7116
14100705	1	4	0	0	0	133.9342
14100706	1	4	0	0	0	222.5269
14100707	1	4	0	0	0	153.2535
14100708	1	4	0	0	0	143.2631
14100709	1	4	0	0	0	248.6547
14100710	1	4	0	0	0	65.3273
14100711	1	4	0	0	0	354.6615
14100712	1	4	0	0	0	420.7504
14100713	1	4	0	0	0	236.9129
14100714	1	4	0	0	0	875.1634
14100715	1	4	0	0	0	170.3417
14100716	1	4	0	0	0	472.4743
14100717	1	4	0	0	0	92.0075
14100718	1	4	0	0	0	212.667
14100719	1	4	0	0	0	723.3062
14100720	1	4	0	0	0	557.6325
14100721	1	4	0	0	0	218.7158
14100722	1	4	0	0	0	99.1957
14100723	1	4	0	0	0	436.9504
14100724	1	4	0	0	0	780.8778
14100725	1	4	0	0	0	219.6613
14100726	1	4	0	0	0	561.1527
14100727	1	4	0	0	0	673.8739
14100728	1	4	0	0	0	113.4134
14100729	1	4	0	0	0	99.0217
14100730	1	4	0	0	0	206.4124
14100731	1	4	0	0	0	873.4332
14100732	1	4	0	0	0	81.8725
14100733	1	4	0	0	0	80.6201
14100734	1	4	0	0	0	202.175
14100735	1	4	0	0	0	82.9744
14100736	1	4	0	0	0	197.7615
14100737	1	4	0	0	0	99.6741
14100738	1	4	0	0	0	1096.6374
14100739	1	4	0	0	0	119.7864
14100740	1	4	0	0	0	235.0791
14100741	1	4	0	0	0	659.077
14100742	1	4	0	0	0	468.9894
14100743	1	4	0	0	0	238.434
14100744	1	4	0	0	0	148.4049
14100745	1	4	0	0	0	292.7496
14100746	1	4	0	0	0	182.9929
14100747	1	4	0	0	0	140.7337
14100748	1	4	0	0	0	485.8131
14100749	1	4	0	0	0	672.4447
14100750	1	4	0	0	0	236.6752
14100751	1	4	0	0	0	254.2359
14100752	1	4	0	0	0	824.3922
14100753	1	4	0	0	0	493.8412
14100754	1	4	0	0	0	293.5758
14100755	1	4	0	0	0	139.0687
14100756	1	4	0	0	0	159.1097
14100757	1	4	0	0	0	230.3036
14100758	1	4	0	0	0	193.3262
14100759	1	4	0	0	0	413.6894
14100760	1	4	0	0	0	1112.166
14100761	1	4	0	0	0	244.7366
14100762	1	4	0	0	0	80.9695
14100763	1	4	0	0	0	95.5744
14100764	1	4	0	0	0	308.9035
14100765	1	4	0	0	0	163.3258
14100766	1	4	0	0	0	1670.271
14100767	1	4	0	0	0	480.8161
14100768	1	4	0	0	0	707.9689
14100769	1	4	0	0	0	328.0781
14100770	1	4	0	0	0	1904.3613
14100771	1	4	0	0	0	1276.0634
14100772	1	4	0	0	0	319.498
14100773	1	4	0	0	0	602.2568
14100774	1	4	0	0	0	229.749
14100776	1	4	0	0	0	1181.1822
14100777	1	4	0	0	0	800.3166
14100778	1	4	0	0	0	335.2815
14100779	1	4	0	0	0	599.6307
14100780	1	4	0	0	0	76.3359
14100781	1	4	0	0	0	97.9352
14100782	1	4	0	0	0	344.0245
14100783	1	4	0	0	0	1362.9063
14100784	1	4	0	0	0	316.2946
14100785	1	4	0	0	0	532.8244
14100786	1	4	0	0	0	2961.9232
14100787	1	4	0	0	0	76.4139
14100788	1	4	0	0	0	602.6968
14100789	1	4	0	0	0	501.7191
14100790	1	4	0	0	0	553.6175
14100791	1	4	0	0	0	203.1534
14100792	1	4	0	0	0	191.2394
14100793	1	4	0	0	0	191.2394
14100794	1	4	0	0	0	551.996
14100795	1	4	0	0	0	517.8994
14100796	1	4	0	0	0	254.1134
14100797	1	4	0	0	0	222.6188
14100798	1	4	0	0	0	477.1785
14100799	1	4	0	0	0	275.8896
14100800	1	4	0	0	0	150.0953
14100801	1	4	0	0	0	186.992
14100802	1	4	0	0	0	855.0966
14100803	1	4	0	0	0	601.3007
14100804	1	4	0	0	0	120.838
14100805	1	4	0	0	0	184.7686
14100806	1	4	0	0	0	79.5627
14100807	1	4	0	0	0	109.7124
14100808	1	4	0	0	0	108.9343
14100809	1	4	0	0	0	67.7194
14100810	1	4	0	0	0	263.2066
14100811	1	4	0	0	0	77.427
14100812	1	4	0	0	0	120.244
14100813	1	4	0	0	0	208.9117
14100814	1	4	0	0	0	114.4871
14100815	1	4	0	0	0	51.1137
14100816	1	4	0	0	0	94.5032
14100817	1	4	0	0	0	120.244
14100818	1	4	0	0	0	121.9556
14100819	1	4	0	0	0	87.5852
14100820	1	2	0	0	0	30.9852
14100821	1	2	0	0	0	57.3419
14100822	1	2	0	0	0	77.0078
14100823	1	2	0	0	0	63.3242
14100824	1	2	0	0	0	77.0078
14100825	1	2	0	0	0	277.8961
14100826	1	2	0	0	0	71.1166
14100827	1	2	0	0	0	77.6253
14100828	1	2	0	0	0	164.1722
14100829	1	2	0	0	0	45.1077
14100830	1	2	0	0	0	50.1797
14100832	1	2	0	0	0	849.3348
14100833	1	2	0	0	0	145.9538
14100834	1	2	0	0	0	84.3905
14100835	1	2	0	0	0	261.9136
14100836	1	2	0	0	0	766.9633
14100837	1	2	0	0	0	160.7959
14100838	1	2	0	0	0	180.4792
14100839	1	2	0	0	0	428.8527
14100840	1	2	0	0	0	878.7385
14100841	1	2	0	0	0	269.281
14100842	1	2	0	0	0	230.6644
14100843	1	2	0	0	0	257.5613
14100844	1	2	0	0	0	373.8111
14100845	1	2	0	0	0	620.8719
14100846	1	2	0	0	0	161.7541
14100847	1	2	0	0	0	147.6405
14100848	1	2	0	0	0	205.7181
14100849	1	2	0	0	0	183.2427
14100850	1	2	0	0	0	224.7576
14100851	1	2	0	0	0	928.337
14100852	1	2	0	0	0	641.625
14100853	1	2	0	0	0	595.5698
14100854	1	2	0	0	0	269.2309
14100855	1	2	0	0	0	366.9158
14100857	1	2	0	0	0	437.9976
14100858	1	2	0	0	0	76.3359
14100859	1	2	0	0	0	1282.3789
14100860	1	2	0	0	0	683.2147
14100861	1	2	0	0	0	494.9713
14100862	1	2	0	0	0	745.3496
14100863	1	2	0	0	0	108.6775
14100864	1	2	0	0	0	182.1812
14100865	1	2	0	0	0	399.2492
14100866	1	2	0	0	0	157.2559
14100867	1	2	0	0	0	214.8626
14100868	1	2	0	0	0	207.2828
14100869	1	2	0	0	0	741.8985
14100870	1	2	0	0	0	1202.5069
14100871	1	2	0	0	0	408.2451
14100872	1	2	0	0	0	178.2535
14100873	1	2	0	0	0	171.6396
14100874	1	2	0	0	0	138.9315
14100875	1	2	0	0	0	602.9696
14100876	1	2	0	0	0	280.314
14100877	1	2	0	0	0	80.064
14100878	1	2	0	0	0	227.9741
14100879	1	2	0	0	0	259.2282
14100880	1	2	0	0	0	496.4934
14100881	1	2	0	0	0	168.0791
14100882	1	2	0	0	0	591.3336
14100883	1	2	0	0	0	258.7454
14100884	1	2	0	0	0	446.9974
14100885	1	2	0	0	0	820.3933
14100886	1	2	0	0	0	292.2471
14100887	1	2	0	0	0	198.7064
14100888	1	2	0	0	0	344.5473
14100889	1	2	0	0	0	77.7064
14100890	1	2	0	0	0	184.2754
14100891	1	2	0	0	0	606.9042
14100892	1	2	0	0	0	251.5309
14100893	1	2	0	0	0	321.3348
14100894	1	2	0	0	0	283.9359
14100895	1	2	0	0	0	212.3439
14100896	1	2	0	0	0	279.341
14100897	1	2	0	0	0	648.6182
14100898	1	2	0	0	0	337.3549
14100899	1	2	0	0	0	315.8285
14100900	1	2	0	0	0	582.3909
14100902	1	2	0	0	0	271.3016
14100903	1	2	0	0	0	305.718
14100904	1	2	0	0	0	358.9855
14100905	1	2	0	0	0	1015.3583
14100906	1	2	0	0	0	554.8357
14100907	1	2	0	0	0	278.8429
14100908	1	2	0	0	0	456.2209
14100909	1	2	0	0	0	217.3623
14100910	1	2	0	0	0	846.0343
14100911	1	2	0	0	0	80.6786
14100912	1	2	0	0	0	80.5136
14100913	1	2	0	0	0	2721.5415
14100914	1	2	0	0	0	843.8467
14100915	1	2	0	0	0	426.0483
14100916	1	2	0	0	0	390.6169
14100917	1	2	0	0	0	453.8196
14100918	1	2	0	0	0	204.2371
14100919	1	2	0	0	0	339.7123
14100920	1	2	0	0	0	218.7158
14100921	1	2	0	0	0	255.5745
14100922	1	2	0	0	0	148.1772
14100923	1	2	0	0	0	675.1243
14100924	1	2	0	0	0	161.1702
14100925	1	2	0	0	0	155.3033
14100926	1	2	0	0	0	279.0577
14100927	1	2	0	0	0	164.2707
14100928	1	2	0	0	0	729.6196
14100929	1	2	0	0	0	145.4733
14100930	1	2	0	0	0	297.9559
14100931	1	2	0	0	0	150.4382
14100932	1	2	0	0	0	572.8229
14100933	1	2	0	0	0	98.1131
14100934	1	2	0	0	0	219.2073
14100935	1	2	0	0	0	354.6615
14100936	1	2	0	0	0	276.7095
14100937	1	2	0	0	0	196.7025
14100938	1	2	0	0	0	158.1428
14100939	1	2	0	0	0	83.7353
14100940	1	2	0	0	0	489.5959
14100941	1	2	0	0	0	109.507
14100942	1	2	0	0	0	31.1832
14100943	1	2	0	0	0	201.1661
14100944	1	2	0	0	0	87.6761
14100945	1	2	0	0	0	19.8199
14100946	1	2	0	0	0	61.4777
14100947	1	2	0	0	0	79.1727
14100948	1	2	0	0	0	26.8635
14100949	1	2	0	0	0	48.3051
14100950	1	2	0	0	0	55.4402
14100951	1	2	0	0	0	60.0602
14100952	1	2	0	0	0	73.1023
14100953	1	2	0	0	0	64.282
14100954	1	2	0	0	0	48.9302
14100955	1	2	0	0	0	36.9205
14100956	1	2	0	0	0	72.6277
14100957	1	2	0	0	0	87.9326
14100958	1	2	0	0	0	78.7879
14100959	1	2	0	0	0	109.6879
14100960	1	2	0	0	0	66.5095
14100961	1	2	0	0	0	120.244
14100962	1	2	0	0	0	57.0085
14100963	1	2	0	0	0	72.6544
14100964	1	2	0	0	0	166.1467
14100965	1	2	0	0	0	90.0079
14100966	1	2	0	0	0	47.3611
14100967	1	2	0	0	0	102.8096
14100968	1	2	0	0	0	580.9842
14100969	1	2	0	0	0	130.3226
14100970	1	2	0	0	0	126.5715
14100971	1	2	0	0	0	1569.102
14100972	1	2	0	0	0	81.7082
14100973	1	2	0	0	0	109.3501
14100974	1	2	0	0	0	75.1606
14100975	1	2	0	0	0	58.5315
14100976	1	2	0	0	0	71.2378
14100977	1	2	0	0	0	163.0737
14100978	1	2	0	0	0	32.0528
14100979	1	2	0	0	0	41.1273
14100980	1	2	0	0	0	159.8243
14100981	1	2	0	0	0	79.0611
14100982	1	2	0	0	0	60.688
14100983	1	2	0	0	0	100.0869
14100984	1	2	0	0	0	133.4738
14100985	1	2	0	0	0	295.653
14100986	1	2	0	0	0	145.5294
14100987	1	2	0	0	0	156.0818
14100988	1	2	0	0	0	114.0092
14100989	1	2	0	0	0	100.4806
14100990	1	2	0	0	0	75.9405
14100991	1	2	0	0	0	140.9871
14100992	1	2	0	0	0	103.3545
14100993	1	2	0	0	0	125.7341
14100994	1	2	0	0	0	144.8478
14100995	1	2	0	0	0	84.1564
14100996	1	2	0	0	0	127.0535
14100997	1	2	0	0	0	139.918
14100998	1	2	0	0	0	82.7266
14100999	1	2	0	0	0	127.0535
14101000	1	2	0	0	0	81.4925
14101001	1	2	0	0	0	81.6843
14101002	1	2	0	0	0	55.2252
14101003	1	2	0	0	0	94.0366
14101004	1	2	0	0	0	139.5254
14101005	1	2	0	0	0	158.8394
14101006	1	2	0	0	0	159.1275
14101007	1	2	0	0	0	187.8135
14101008	1	2	0	0	0	124.7615
14101009	1	2	0	0	0	257.3216
14101010	1	2	0	0	0	177.6709
14101011	1	2	0	0	0	185.326
14101012	1	2	0	0	0	299.6114
14101013	1	2	0	0	0	191.1084
14101014	1	2	0	0	0	149.3313
14101015	1	2	0	0	0	407.9714
14101016	1	2	0	0	0	74.9085
14101017	1	2	0	0	0	209.4185
14101018	1	2	0	0	0	250.7283
14101019	1	2	0	0	0	182.2197
14101020	1	2	0	0	0	431.5582
14101021	1	2	0	0	0	32.1217
14101022	1	2	0	0	0	222.6905
14101023	1	2	0	0	0	32.1233
14101024	1	2	0	0	0	211.9129
14101025	1	2	0	0	0	175.5082
14101026	1	2	0	0	0	40.6185
14101027	1	2	0	0	0	85.5852
14101028	1	2	0	0	0	59.4868
14101029	1	2	0	0	0	88.5804
14101030	1	2	0	0	0	78.2059
14101031	1	2	0	0	0	23.9957
14101032	1	2	0	0	0	100.4631
14101033	1	2	0	0	0	49.2681
14101034	1	2	0	0	0	78.2059
14101035	1	2	0	0	0	50.2066
14101036	1	2	0	0	0	248.4469
