GEOID,Large_Area,PSRC_TAZ,BKR_TAZ,External_Station,Station_Name,Total_IE,Total_EI,SOV_IE,SOV_EI,HOV_IE,HOV_EI
530330254001003,Green River,1402,504,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330254001007,Green River,1402,504,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330254001020,Green River,1401,504,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330254002003,Green River,1403,504,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330254002004,Green River,1403,504,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330254002006,Green River,1407,504,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330254002009,Green River,1406,504,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330254002011,Green River,1406,504,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330254002013,Green River,1403,504,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330254003015,Green River,1405,504,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330254003019,Green River,1401,504,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330255001003,Green River,1397,506,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330255001009,Green River,1397,506,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330256011000,SE King,1361,507,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330256011001,SE King,1361,507,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330256011013,SE King,1361,507,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330256012005,SE King,1360,507,3739,I-90,0.40,0.00,0.32,0.00,0.04,0.00
530330256013001,Green River,1360,507,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330256013002,Green River,1359,507,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330256013010,Green River,1359,507,3739,I-90,0.00,0.53,0.00,0.42,0.00,0.05
530330256021000,SE King,1364,507,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330256022001,SE King,1363,507,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330257012000,Green River,1357,509,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330257012008,Green River,1357,509,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330257012029,Green River,1343,509,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330257022010,Green River,1333,509,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330258032004,SE King,1337,511,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330258042006,SE King,1337,511,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330258043000,SE King,1332,511,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330258051000,Green River,1340,510,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330258051004,Green River,1340,510,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330258052001,Green River,1341,510,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330258052003,Green River,1341,510,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330258052005,Green River,1344,510,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330258052009,Green River,1344,510,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330258053003,Green River,1342,510,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330258053004,Green River,1342,510,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330258061005,Green River,1346,510,3739,I-90,0.00,0.93,0.00,0.74,0.00,0.09
530330258062009,Green River,1345,510,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330258062011,Green River,1345,510,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330258062014,Green River,1346,510,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330260013008,Green River,913,494,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330260014016,Green River,912,494,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330260015000,Green River,912,494,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330260022003,Green River,961,499,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330260022004,Green River,961,499,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330260022027,Green River,961,499,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330260023000,Green River,915,499,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330260023009,Green River,915,499,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330260023010,Green River,915,499,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330261003007,Green River,917,496,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330261004010,Green River,956,496,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330261004011,Green River,956,496,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330261004012,Green River,956,496,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330261004030,Green River,919,496,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001001,Green River,958,500,3739,I-90,0.00,0.66,0.00,0.53,0.00,0.07
530330262001004,Green River,959,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001010,Green River,920,498,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330262001012,Green River,920,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330262001024,Green River,955,498,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001030,Green River,959,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001047,Green River,964,500,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001048,Green River,964,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001050,Green River,960,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001051,Green River,960,500,3739,I-90,0.00,0.53,0.00,0.42,0.00,0.05
530330262001052,Green River,960,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001053,Green River,960,500,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001054,Green River,960,500,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330262001055,Green River,960,500,3739,I-90,0.00,0.66,0.00,0.53,0.00,0.07
530330262001064,Green River,964,500,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001071,Green River,967,500,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001075,Green River,965,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001078,Green River,967,500,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330262001087,Green River,970,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001091,Green River,970,500,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330262001094,Green River,970,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001117,Green River,971,498,3739,I-90,0.00,1.19,0.00,0.96,0.00,0.12
530330262001124,Green River,973,498,3739,I-90,0.00,1.72,0.00,1.38,0.00,0.17
530330262001126,Green River,971,498,3739,I-90,0.00,0.53,0.00,0.42,0.00,0.05
530330262001128,Green River,974,498,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330262001145,Green River,972,498,3739,I-90,0.00,0.53,0.00,0.42,0.00,0.05
530330262001149,Green River,974,498,3739,I-90,0.00,1.06,0.00,0.85,0.00,0.11
530330262001153,Green River,974,498,3739,I-90,0.00,1.33,0.00,1.06,0.00,0.13
530330262001154,Green River,974,498,3739,I-90,0.00,0.53,0.00,0.42,0.00,0.05
530330262001155,Green River,972,498,3739,I-90,0.00,0.80,0.00,0.64,0.00,0.08
530330262001156,Green River,972,498,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330262001157,Green River,972,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001160,Green River,974,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001161,Green River,974,498,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330262001162,Green River,974,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001163,Green River,955,498,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001171,Green River,969,500,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001173,Green River,967,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001174,Green River,968,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001175,Green River,968,500,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001178,Green River,968,500,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001179,Green River,966,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001183,Green River,966,500,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001184,Green River,966,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001185,Green River,968,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001186,Green River,969,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262001187,Green River,968,500,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330262001192,Green River,972,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262002000,Green River,921,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330262002004,Green River,921,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330262004006,Green River,954,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330263001007,Green River,873,493,3739,I-90,0.00,1.19,0.00,0.96,0.00,0.12
530330263002006,Green River,908,493,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330263002008,Green River,878,493,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330263002010,Green River,878,493,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330263002024,Green River,908,493,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330264001004,Seattle,806,493,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330264001011,SW King,872,493,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330264001012,Seattle,825,493,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330264001013,SW King,872,493,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330264001028,SW King,872,493,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330264001039,SW King,879,493,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330264001048,SW King,881,493,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330264001050,SW King,881,493,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330264002000,SW King,880,493,3739,I-90,0.53,0.00,0.42,0.00,0.05,0.00
530330264003001,SW King,880,493,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330264005000,Seattle,871,493,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330264005006,Seattle,871,493,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330265002000,Seattle,865,492,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330265002007,SW King,863,492,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330265002017,SW King,863,492,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330265003017,SW King,886,493,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330266001001,Seattle,861,492,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330266001010,SW King,862,492,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330266002010,SW King,860,492,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330267001016,SW King,890,492,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330268011012,SW King,868,492,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330268013003,SW King,864,492,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330268021011,SW King,889,492,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330268022000,SW King,895,492,3739,I-90,0.13,0.13,0.11,0.11,0.01,0.01
530330268022006,SW King,895,492,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330271001003,Green River,904,493,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330271001008,Green River,904,498,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330271001017,SW King,903,493,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330272001000,Green River,905,498,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330272001004,Green River,906,498,3739,I-90,0.00,1.06,0.00,0.85,0.00,0.11
530330272001014,Green River,906,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330272001023,Green River,923,498,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330272002007,Green River,905,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330272002010,Green River,922,498,3739,I-90,0.00,1.06,0.00,0.85,0.00,0.11
530330272002029,Green River,907,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330272002034,Green River,923,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330272002044,Green River,925,498,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330273002001,SW King,928,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330273002002,SW King,928,498,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330273002006,Green River,951,498,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330273003024,SW King,948,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330274002005,SW King,933,493,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330274002008,SW King,933,493,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330274003001,SW King,934,493,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330274003007,SW King,945,493,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330275002011,SW King,935,492,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330275002012,SW King,935,492,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330275002017,SW King,944,492,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330275003002,SW King,942,492,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330275003007,SW King,943,492,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330276001007,SW King,938,492,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330276002007,SW King,939,492,3739,I-90,0.40,0.00,0.32,0.00,0.04,0.00
530330276002022,SW King,941,492,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330277011002,SW King,2082,490,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330277011003,SW King,2083,490,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330277011009,SW King,2083,490,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330277011012,SW King,2082,490,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330277011013,SW King,2083,490,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330277013006,SW King,2084,490,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330277015000,SW King,2085,490,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330277015026,SW King,2085,490,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330277021013,SW King,2087,490,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330278002006,SW King,1000,497,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330279001000,SW King,944,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330279001016,SW King,991,497,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330279001037,SW King,995,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330279001043,SW King,992,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330279002000,SW King,992,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330279002001,SW King,992,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330279003000,SW King,993,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330279003001,SW King,993,497,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330279003008,SW King,997,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330279003024,SW King,998,497,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330280001018,SW King,989,497,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330280002001,SW King,986,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330281002005,SW King,950,497,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330281002016,Green River,951,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330281002019,SW King,950,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330282001012,Green River,953,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330282001015,Green River,953,498,3739,I-90,0.00,0.53,0.00,0.42,0.00,0.05
530330282002008,Green River,952,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330282002014,Green River,978,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330282003002,Green River,952,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330283003000,Green River,1017,498,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330283003009,Green River,1016,498,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330283003010,Green River,1016,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330283003017,Green River,1015,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330283003030,Green River,1017,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330283003036,Green River,1017,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330283003040,Green River,1017,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330283003042,Green River,1017,498,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330283003043,Green River,1017,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330283003065,Green River,1028,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330283003066,Green River,1028,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330284023011,SW King,981,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330284023017,SW King,981,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330284024004,SW King,983,497,3739,I-90,0.00,3.18,0.00,2.55,0.00,0.32
530330284024017,SW King,983,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330284024022,SW King,983,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330284024034,SW King,983,497,3739,I-90,0.00,1.06,0.00,0.85,0.00,0.11
530330284024041,SW King,983,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330284032000,SW King,1011,498,3739,I-90,0.00,1.06,0.00,0.85,0.00,0.11
530330284032002,SW King,1011,498,3739,I-90,0.00,0.66,0.00,0.53,0.00,0.07
530330284032003,SW King,1011,498,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330284032007,SW King,1011,498,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330284033006,SW King,1013,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330285002009,SW King,1006,497,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330285002011,SW King,1007,497,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330285003000,SW King,990,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330285003004,SW King,1004,497,3739,I-90,0.40,0.00,0.32,0.00,0.04,0.00
530330285003005,SW King,1004,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330286002006,SW King,1002,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330286005015,SW King,996,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330286005019,SW King,996,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330286005020,SW King,996,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330286005023,SW King,996,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330286006006,SW King,1002,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330287004015,SW King,1034,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330287004018,SW King,1034,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330288012000,SW King,1009,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330288012007,SW King,1007,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330288012012,SW King,1010,497,3739,I-90,0.00,0.66,0.00,0.53,0.00,0.07
530330288013000,SW King,1031,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330288013002,SW King,1031,497,3739,I-90,0.13,0.13,0.11,0.11,0.01,0.01
530330288013006,SW King,1031,497,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330288013007,SW King,1031,497,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330288021000,SW King,1012,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330288021005,SW King,1012,498,3739,I-90,0.00,2.79,0.00,2.23,0.00,0.28
530330288021025,SW King,1012,498,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330288022003,SW King,1014,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330288022047,Green River,1029,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330288023005,SW King,1030,498,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330288024004,Green River,1029,498,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330288024005,SW King,1029,498,3739,I-90,0.80,0.00,0.64,0.00,0.08,0.00
530330289011004,SW King,1038,512,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330289011005,SW King,1038,512,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330289021000,Green River,1042,512,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330289021001,SW King,1042,512,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330289021004,SW King,1042,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330289022000,SW King,1041,512,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330289023000,SW King,1042,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330289024003,SW King,1041,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330289025000,SW King,1042,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330289025001,SW King,1041,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330289025004,SW King,1041,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330290011003,SW King,1065,512,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330290013000,SW King,1067,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330290031001,SW King,1062,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330290031003,SW King,1062,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330290031005,SW King,1062,512,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330290032000,SW King,1063,512,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330290041000,SW King,1062,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330290041002,SW King,1060,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330290041004,SW King,1060,512,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330290041010,SW King,1060,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330290042001,SW King,1061,512,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330291011003,Green River,1043,512,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330291021000,Green River,1059,512,3739,I-90,0.27,0.00,0.21,0.00,0.03,0.00
530330291021001,Green River,1059,512,3739,I-90,0.40,0.00,0.32,0.00,0.04,0.00
530330292031001,Green River,1262,513,3739,I-90,0.27,1.33,0.21,1.06,0.03,0.13
530330292031005,Green River,1262,513,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330292031025,Green River,1256,513,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330292031038,Green River,1256,513,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330292031042,Green River,1255,513,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330292031043,Green River,1251,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292031047,Green River,1251,513,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330292031064,Green River,1260,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292032018,Green River,1251,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292041003,Green River,1263,513,3739,I-90,0.27,0.13,0.21,0.11,0.03,0.01
530330292041011,Green River,1263,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292043002,Green River,1304,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292044002,Green River,1263,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292044005,Green River,1263,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292051002,Green River,1046,513,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330292051004,Green River,1046,513,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330292051006,Green River,1046,513,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330292051024,Green River,1046,513,3739,I-90,0.13,0.00,0.11,0.00,0.01,0.00
530330292052001,Green River,1055,513,3739,I-90,0.00,0.53,0.00,0.42,0.00,0.05
530330292061004,Green River,1019,500,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292061005,Green River,1020,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292061006,Green River,1021,513,3739,I-90,0.00,0.66,0.00,0.53,0.00,0.07
530330292061009,Green River,1020,513,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330292061014,Green River,1019,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292061018,Green River,1018,513,3739,I-90,0.00,0.66,0.00,0.53,0.00,0.07
530330292061026,Green River,1022,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292061043,Green River,1052,513,3739,I-90,0.00,0.53,0.00,0.42,0.00,0.05
530330292061044,Green River,1052,513,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330292061049,Green River,1049,513,3739,I-90,0.00,0.53,0.00,0.42,0.00,0.05
530330292061054,Green River,1050,513,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330292061056,Green River,1049,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292061064,Green River,1018,513,3739,I-90,0.00,0.40,0.00,0.32,0.00,0.04
530330292061065,Green River,1018,513,3739,I-90,0.00,0.13,0.00,0.11,0.00,0.01
530330292061067,Green River,1047,513,3739,I-90,0.00,0.27,0.00,0.21,0.00,0.03
530330292061070,Green River,1026,513,3739,I-90,0.00,0.53,0.00,0.42,0.00,0.05
