FID,FID_bussto,BUSSTOP_ID,ZONEKEY,BEGIN_DATE,END_DATE,TLINK_ID,RAMKEY,ACCESS_LVL,LANDING_PD,TRNSFR_PT,AUTHORITY,AWNING,BEARING_CD,CURB,CURB_HT,BAY,BIKE_RACK,CREATED_BY,CROSS_STRE,CURB_PAINT,DT_CREATED,DT_MAPPED,DT_MOD,DISPLACEMT,RAMPOSITIO,DITCH,EXT_SURFC,EXT_WIDTH,FRM_CROSS,FRM_INTRST,JURIS,REG_FARE,RFP_DIST,ZIP_CODE,I_SGN_ANCH,I_SGN,INT_LOC,LINK_LEN,PCNT_FROM,T_ND_FROM,MOD_BY,NEWS_BOX,NON_MT_SGN,BOLLARDS,NUM_SHELT,ON_STREET,OTHR_COV_A,OWNER,PAINT_LEN,PK_STP_SUR,PULLOUT,RET_WALL,RFA_FLAG,RT_SGN_TP,SCHED_HOLD,SHDR_SURF,SHDR_WIDTH,SIDE,SIDE_CROSS,SIDE_ON,SWLK_WIDTH,SGN_MT_DIR,SGN_PST_AN,SGN_PST_TP,SPC_SGN_TP,LENGTH,STATUS,STOP_TYPE,ADDRESS,STRP_WIDTH,T_SIGNAL,WLK_SURF,XCOORD,YCOORD,XCOORD_OFF,YCOORD_OFF,ROUTES,ADD_COMMNT,FID_urbcen,ID,NAME,AREA_FEET,PERIMETER_,PARKING,POPDEN1996,PLANPOP96,JOBS1994,PLANJOBS94,HOUSEUNITS,HUPLAN,FLOORSPC,ACRES,HECTARES,AREA,PERIMETER,ADOPTDATE
116,3494,60902,60902,4/3/2010 0:00:00,1/1/4000 0:00:00,245098,245098,Yes,YES,NO,SeaTac,NO,E,Yes,6.0000000,4,NO,Lori Kittredge,International Blvd,YelRed- stop,6/11/2009 0:00:00,6/11/2009 0:00:00,2/17/2012 0:00:00,54.090000000000003,54.090000000000003,No,None,0.0000000,330,54,STC,24,S,98188,None,null,Far side,146.889999999999990,36.8199997,400404,Lori Kittredge,NO,None,0,1,S 176th St,NO,Metro Transit,10,Unknown,UNK,NO,N,Single,Single,None,0.0000000,1,E,S,0.0000000,Toward,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1278811.922450000000000,165855.627159000000000,1278811.536439999900000,165830.630138999990000,156,Bay 4,16,0,SeaTac,38581688.870999999000000,61445.144000000000000,0,7642,17931,7313,24454,3238,7729,0.000000000000000,884.700000000000050,358.437000000000010,38581688.870999999000000,61445.114000000001000, 
117,3533,60400,60400,7/18/2015 0:00:00,1/1/4000 0:00:00,28195,28195,1 ft clear,NO,NO,Tukwila,NO,N,UNK,0.0000000,nu,NO,SIS data load,Midland Dr,YelRed- stop,4/24/1983 0:00:00,4/24/1983 0:00:00,7/7/2015 0:00:00,140.000000000000000,140.000000000000000,UNK,Unknown,0.0000000,140,140,TUK,24,S,98188,None,null,Far side,755.940000000000050,18.5200005,95609,Korthad,NO,None,0,0,Andover Park W,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,0,N,E,0.0000000,Toward,Cncrt-earth,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1288774.921649999900000,165833.149157999990000,1288799.909170000100000,165832.359578000000000,"150,795",null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
118,3491,60906,60906,3/28/2015 0:00:00,1/1/4000 0:00:00,245325,245325,Yes,NO,NO,SeaTac,NO,W,Yes,6.0000000,nu,NO,Lori Kittredge,34th Ave S,YelRed- stop,4/8/2010 0:00:00,4/8/2010 0:00:00,3/23/2015 0:00:00,69.170000000000002,69.170000000000002,No,Concrete,0.0000000,109,69,STC,24,S,98188,None,null,Far side,177.770000000000010,38.9099998,400608,Korthad,NO,None,0,0,S 176th St,NO,Metro Transit,10,None,No,NO,N,A1 <=2 rts,None,Unknown,0.0000000,1,W,N,6.0000000,Toward,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1280106.912190000100000,165818.960330000000000,1280107.287950000000000,165843.957506000010000,156,null,16,0,SeaTac,38581688.870999999000000,61445.144000000000000,0,7642,17931,7313,24454,3238,7729,0.000000000000000,884.700000000000050,358.437000000000010,38581688.870999999000000,61445.114000000001000, 
119,3493,60903,60903,5/12/2012 0:00:00,1/1/4000 0:00:00,245098,245098,Yes,YES,NO,SeaTac,NO,W,Yes,6.0000000,3,NO,Korthad,30th Ave S,YelRed- stop,12/10/2009 0:00:00,12/10/2009 0:00:00,5/9/2012 0:00:00,77.319999999999993,77.319999999999993,No,None,0.0000000,77,77,STC,24,S,98188,None,null,Far side,146.889999999999990,52.6399994,400404,Korthad,NO,None,0,1,S 176th St,NO,Metro Transit,10,Grass,No,NO,N,A1 <=2 rts,Single,None,0.0000000,0,W,N,6.0000000,Toward,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1278788.695220000100000,165855.985833999990000,1278789.081220000100000,165880.982854000000000,156,Bay 3,16,0,SeaTac,38581688.870999999000000,61445.144000000000000,0,7642,17931,7313,24454,3238,7729,0.000000000000000,884.700000000000050,358.437000000000010,38581688.870999999000000,61445.114000000001000, 
120,3467,61080,61080,10/16/2010 0:00:00,1/1/4000 0:00:00,260307,260307,Yes,YES,NO,SeaTac,NO,S,Yes,6.0000000,1,NO,Lori Kittredge,S 176th St,YelRed- stop,1/5/2010 0:00:00,1/5/2010 0:00:00,2/17/2012 0:00:00,763.000000000000000,763.000000000000000,No,Concrete,0.0000000,20,763,STC,24,S,98188,None,null,Near side,787.687000000000010,96.8700027,399567,Lori Kittredge,NO,None,0,1,International Blvd,NO,Metro Transit,10,Unknown,No,NO,N,A2 <=6 rts,Midsize,Unknown,0.0000000,0,N,W,0.0000000,Toward,Base plate,2in metal,None,70,Active,REGULAR,null,0.0000000,Y,Unknown,1278417.158760000000000,165883.612273000010000,1278392.185899999900000,165882.447759000000000,"180,796,671",Has special sign-directing cust to link,16,0,SeaTac,38581688.870999999000000,61445.144000000000000,0,7642,17931,7313,24454,3238,7729,0.000000000000000,884.700000000000050,358.437000000000010,38581688.870999999000000,61445.114000000001000, 
121,3495,60900,60900,5/14/2014 0:00:00,1/1/4000 0:00:00,260365,260365,Yes,YES,NO,SeaTac,NO,N,Yes,6.0000000,2,NO,SIS data load,S 176th St,YelRed- stop,5/20/1996 0:00:00,5/20/1996 0:00:00,5/14/2014 0:00:00,534.880000000000000,534.880000000000000,No,Concrete,0.0000000,202,535,STC,24,S,98188,None,null,Far side,736.879000000000020,72.5800018,411557,Korthad,NO,None,0,1,International Blvd,NO,Metro Transit,10,Unknown,No,NO,N,A2 <=6 rts,Midsize,Unknown,0.0000000,1,N,E,0.0000000,Away,Base plate,2in metal,None,70,Active,REGULAR,null,0.0000000,Y,Unknown,1278453.000000000000000,166060.709999999990000,1278477.990000000000000,166061.510000000010000,"180,796,671",SeaTac Link Station,16,0,SeaTac,38581688.870999999000000,61445.144000000000000,0,7642,17931,7313,24454,3238,7729,0.000000000000000,884.700000000000050,358.437000000000010,38581688.870999999000000,61445.114000000001000, 
122,3875,58095,58095,9/28/2013 0:00:00,1/1/4000 0:00:00,68615,68615,Yes,NO,NO,Tukwila,NO,N,UNK,0.0000000,nu,NO,SIS data load,Access driveway,YelRed- stop,1/16/2001 0:00:00,1/16/2001 0:00:00,12/12/2013 0:00:00,473.000000000000000,473.000000000000000,UNK,Unknown,0.0000000,125,117,TUK,24,S,98188,None,null,Far side,599.787000000000030,78.8600006,95275,Korthad,NO,None,0,0,Southcenter Pkwy,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,1,N,E,0.0000000,Away,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,Y,Unknown,1286913.245600000000000,166078.631264000000000,1286937.666669999900000,166083.980259000000000,906,17500 BLOCK,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
123,3357,59340,59340,4/27/2013 0:00:00,1/1/4000 0:00:00,145732,145732,Yes,NO,NO,Tukwila,NO,S,UNK,0.0000000,nu,NO,SIS data load,Minkler Blvd,YelRed- stop,10/29/2001 0:00:00,10/29/2001 0:00:00,4/24/2013 0:00:00,331.360000000000010,331.360000000000010,UNK,Unknown,0.0000000,90,331,TUK,24,S,98188,None,null,Far side,421.360000000000010,78.6399994,95139,Korthad,NO,None,0,0,Andover Park W,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,1,S,W,0.0000000,Toward,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,Y,Unknown,1288805.089770000000000,166779.968720000000000,1288780.102849999900000,166780.777112999990000,"150,795",null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
124,2902,58119,58119,9/28/2013 0:00:00,1/1/4000 0:00:00,117109,117109,Yes,NO,NO,Tukwila,NO,S,UNK,0.0000000,nu,NO,SIS data load,Minkler Blvd,Unknown,1/17/2001 0:00:00,1/17/2001 0:00:00,12/12/2013 0:00:00,73.000000000000000,73.000000000000000,UNK,Unknown,0.0000000,90,73,TUK,24,S,98188,None,null,Far side,178.462999999999990,40.9000015,94882,Korthad,NO,None,0,0,Southcenter Pkwy,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,1,S,W,0.0000000,Toward,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1286817.909150000000000,166854.941001000000000,1286792.924219999900000,166855.808861000000000,906,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
125,3654,60410,60410,7/18/2015 0:00:00,1/1/4000 0:00:00,15285,15285,Yes,YES,NO,Tukwila,NO,N,Yes,6.0000000,nu,NO,SIS data load,Minkler Blvd,YelRed- stop,1/9/1995 0:00:00,1/9/1995 0:00:00,7/7/2015 0:00:00,48.799999999999997,48.799999999999997,No,None,0.0000000,100,49,TUK,24,S,98188,None,null,Far side,234.545999999999990,20.8099995,94776,Korthad,NO,None,0,1,Andover Park W,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,None,None,0.0000000,0,N,E,0.0000000,Toward,Cncrt-earth,2in metal,None,70,Active,REGULAR,null,0.0000000,Y,Unknown,1288811.107439999900000,166969.698478000010000,1288836.095900000100000,166968.939033000000000,"150,795",null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
126,2915,58096,58096,9/28/2013 0:00:00,1/1/4000 0:00:00,357194,357194,Yes,NO,NO,Tukwila,NO,N,UNK,6.0000000,nu,NO,Patt Comstock,Minkler Blvd,YelRed- stop,7/30/2007 0:00:00,7/30/2007 0:00:00,12/12/2013 0:00:00,124.000000000000000,124.000000000000000,UNK,Unknown,0.0000000,110,140,TUK,24,S,98188,None,null,Far side,581.970000000000030,21.3099995,94754,Korthad,NO,None,0,0,Southcenter Pkwy,NO,Metro Transit,10,Unknown,No,NO,N,A1 <=2 rts,Single,Unknown,0.0000000,0,N,E,0.0000000,Away,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,Y,Concrete,1286824.323099999900000,167084.310189000010000,1286849.316940000000000,167083.755177999990000,906,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
127,3358,59330,59330,7/18/2015 0:00:00,1/1/4000 0:00:00,142141,142141,Yes,NO,NO,Tukwila,NO,S,UNK,0.0000000,nu,NO,SIS data load,Corporate Dr N,YelRed- stop,11/26/2001 0:00:00,11/26/2001 0:00:00,7/7/2015 0:00:00,457.769999999999980,457.769999999999980,UNK,Unknown,0.0000000,60,458,TUK,24,S,98188,None,null,Far side,517.772000000000050,88.4100037,94591,Korthad,NO,None,0,1,Andover Park W,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,1,S,W,0.0000000,Toward,Cncrt-earth,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1288830.674820000100000,167612.917163000010000,1288805.686389999900000,167613.677633000010000,"150,795",null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
128,3532,60420,60420,7/18/2015 0:00:00,1/1/4000 0:00:00,46167,46167,Yes,NO,NO,Tukwila,NO,N,UNK,0.0000000,nu,NO,SIS data load,Corporate Dr N,YelRed- stop,4/24/1983 0:00:00,4/24/1983 0:00:00,7/7/2015 0:00:00,1.000000000000000,1.000000000000000,UNK,Unknown,0.0000000,0,1,TUK,24,S,98188,None,null,At cross st,1852.424000000000000,0.0500000,94261,Korthad,NO,None,0,1,Andover Park W,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,None,Unknown,0.0000000,0,U,E,0.0000000,Toward,Cncrt-earth,Light,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1288832.521800000000000,167673.890762000000000,1288857.515859999900000,167673.345868000000000,"150,795",null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
129,3468,61070,61070,10/2/2010 0:00:00,1/1/4000 0:00:00,260289,260289,Yes,YES,NO,SeaTac,NO,S,Yes,6.0000000,nu,NO,Lori Kittredge,S 170th St,YelRed- stop,1/5/2010 0:00:00,1/5/2010 0:00:00,2/17/2012 0:00:00,160.000000000000000,160.000000000000000,No,Unknown,0.0000000,164,164,STC,24,S,98188,None,null,Far side,723.602999999999950,22.1100006,342017,Lori Kittredge,NO,None,0,1,International Blvd,NO,Metro Transit,10,Unknown,UNK,NO,N,A1 <=2 rts,Midsize,Unknown,0.0000000,0,S,W,0.0000000,Away,Base plate,2in metal,None,90,Active,REGULAR,null,0.0000000,Y,Unknown,1278481.468309999900000,167672.425759000010000,1278456.968320000000000,167677.400740999990000,"180,796,671",null,16,0,SeaTac,38581688.870999999000000,61445.144000000000000,0,7642,17931,7313,24454,3238,7729,0.000000000000000,884.700000000000050,358.437000000000010,38581688.870999999000000,61445.114000000001000, 
130,2903,58118,58118,9/28/2013 0:00:00,1/1/4000 0:00:00,357193,357193,Yes,NO,NO,Tukwila,NO,S,UNK,0.0000000,nu,NO,SIS data load,S 168th St,Unknown,1/16/2001 0:00:00,1/16/2001 0:00:00,12/12/2013 0:00:00,383.000000000000000,383.000000000000000,UNK,Unknown,0.0000000,285,980,TUK,24,S,98188,None,null,Far side,667.687999999999990,57.3600006,94754,Korthad,NO,None,0,0,Southcenter Pkwy,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,1,S,W,0.0000000,Toward,Band,Light,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1286844.174560000000000,167925.045294999990000,1286819.182550000000000,167925.677430000010000,906,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
131,2914,58098,58098,9/5/2012 0:00:00,1/1/4000 0:00:00,357193,357193,Yes,NO,NO,Tukwila,NO,N,UNK,0.0000000,nu,NO,SIS data load,S 168th St,Unknown,1/16/2001 0:00:00,1/16/2001 0:00:00,12/12/2013 0:00:00,633.000000000000000,633.000000000000000,UNK,Unknown,0.0000000,35,1231,TUK,24,S,98188,None,null,Near side,667.687999999999990,94.8000031,94754,Korthad,NO,None,0,0,Southcenter Pkwy,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,0,S,E,0.0000000,Toward,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1286850.495910000100000,168174.965363000000000,1286875.487909999900000,168174.333228000000000,906,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
132,2913,58099,58099,9/28/2013 0:00:00,1/1/4000 0:00:00,25044,25044,Yes,NO,NO,Tukwila,NO,N,UNK,0.0000000,nu,NO,SIS data load,Strander Blvd,Unknown,11/11/1994 0:00:00,11/11/1994 0:00:00,12/10/2013 0:00:00,256.000000000000000,256.000000000000000,UNK,Unknown,0.0000000,540,256,TUK,24,S,98188,None,null,Near side,337.959999999999980,75.7500000,93418,Korthad,NO,None,0,0,Southcenter Pkwy,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,0,S,E,0.0000000,Toward,Cncrt-earth,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1286864.436840000100000,169047.241802000000000,1286889.431450000000000,169046.722677000010000,906,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
133,2905,58116,58116,9/28/2013 0:00:00,1/1/4000 0:00:00,51195,51195,Yes,NO,NO,Tukwila,NO,S,UNK,0.0000000,nu,NO,SIS data load,Strander Blvd,Unknown,11/11/1994 0:00:00,11/11/1994 0:00:00,12/12/2013 0:00:00,168.000000000000000,168.000000000000000,UNK,Unknown,0.0000000,290,119,TUK,24,S,98188,None,null,Far side,457.670000000000020,36.7099991,93139,Korthad,NO,None,0,0,Southcenter Pkwy,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,1,S,W,0.0000000,Toward,Cncrt-earth,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1286873.467530000000000,169297.024570000010000,1286848.491330000100000,169298.115162000000000,906,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
134,3359,59320,59320,7/18/2015 0:00:00,1/1/4000 0:00:00,46167,46167,Yes,NO,NO,Tukwila,NO,S,UNK,0.0000000,nu,NO,SIS data load,Strander Blvd,YelRed- stop,10/29/2001 0:00:00,10/29/2001 0:00:00,7/7/2015 0:00:00,1707.420000000000100,1707.420000000000100,UNK,Unknown,0.0000000,140,1707,TUK,24,S,98188,None,null,Far side,1852.424000000000000,92.1699982,94261,Korthad,NO,None,0,1,Andover Park W,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,1,S,W,0.0000000,Toward,Cncrt-earth,2in metal,None,60,Active,REGULAR,null,0.0000000,Y,Unknown,1288869.714530000000000,169379.905391999990000,1288844.720460000000000,169380.450286000010000,"150,795",null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
135,2870,59833,59833,6/7/2014 0:00:00,1/1/4000 0:00:00,145984,145984,Yes,NO,NO,Tukwila,NO,E,UNK,0.0000000,nu,NO,SIS data load,Andover Park E,Unknown,4/16/1987 0:00:00,4/16/1987 0:00:00,4/25/2014 0:00:00,175.000000000000000,175.000000000000000,UNK,Unknown,0.0000000,175,175,TUK,24,S,98188,None,null,Far side,786.620999999999980,22.2500000,92869,Korthad,NO,None,0,0,Strander Blvd,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,None,Unknown,0.0000000,0,E,S,0.0000000,Toward,Cncrt-earth,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1290124.290439999900000,169485.029476000000000,1290123.513370000100000,169460.041556000010000,676,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
136,2871,59831,59831,2/4/2013 0:00:00,1/1/4000 0:00:00,108183,108183,Yes,NO,NO,Tukwila,NO,E,UNK,0.0000000,nu,NO,SIS data load,Andover Park W,Unknown,10/29/2001 0:00:00,10/29/2001 0:00:00,12/12/2013 0:00:00,170.000000000000000,170.000000000000000,UNK,Unknown,0.0000000,170,521,TUK,24,S,98188,None,null,Far side,1077.050000000000000,15.7799997,92859,Korthad,NO,None,0,0,Strander Blvd,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,None,Unknown,0.0000000,0,E,S,0.0000000,Toward,Band,Light,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1289042.785750000000000,169519.366963000010000,1289041.975739999900000,169494.380088000010000,128,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
137,3846,58111,58111,6/7/2014 0:00:00,1/1/4000 0:00:00,145984,145984,Yes,NO,No,Tukwila,NO,W,Yes,6.0000000,nu,NO,Lori Kittredge,Andover Park E,YelRed- stop,11/12/2009 0:00:00,11/12/2009 0:00:00,4/17/2014 0:00:00,102.000000000000000,102.000000000000000,No,Unknown,0.0000000,102,102,TUK,24,S,98188,None,null,Near side,786.620999999999980,12.9700003,394944,Korthad,NO,None,0,0,Strander Blvd,NO,Metro Transit,10,Concrete,No,NO,N,A1 <=2 rts,None,Unknown,0.0000000,1,E,N,6.0000000,Toward,Base plate,2in metal,Unknown,70,Active,REGULAR,null,0.0000000,Y,Unknown,1290051.325710000000000,169487.298534000000000,1290052.102789999900000,169512.286454999990000,676,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
138,3874,58101,58101,9/28/2013 0:00:00,1/1/4000 0:00:00,16643,16643,Yes,NO,NO,Tukwila,NO,E,UNK,0.0000000,nu,NO,SIS data load,61st Pl S,YelRed- stop,2/10/1995 0:00:00,2/10/1995 0:00:00,12/12/2013 0:00:00,407.000000000000000,407.000000000000000,UNK,Unknown,0.0000000,205,311,TUK,24,S,98188,None,null,Near side,621.428000000000000,65.4899979,92823,Korthad,NO,None,0,0,Strander Blvd,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,None,Unknown,0.0000000,0,W,S,0.0000000,Away,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1287996.929580000000000,169553.383769000010000,1287996.137960000000000,169528.396305000000000,906,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
139,2910,58109,58109,9/28/2013 0:00:00,1/1/4000 0:00:00,16643,16643,Yes,NO,NO,Tukwila,NO,W,UNK,0.0000000,nu,NO,SIS data load,61st Pl S,Unknown,10/29/2001 0:00:00,10/29/2001 0:00:00,12/12/2013 0:00:00,516.000000000000000,516.000000000000000,UNK,Unknown,0.0000000,105,421,TUK,24,S,98188,None,null,Far side,621.428000000000000,83.0299988,92823,Korthad,NO,None,0,1,Strander Blvd,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,None,Unknown,0.0000000,1,W,N,0.0000000,Away,Band,Light,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1288105.874920000100000,169549.932330999990000,1288106.666530000000000,169574.919793999990000,"156,906",null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
140,2904,58117,58117,2/26/1994 0:00:00,1/1/4000 0:00:00,7015,7015,Yes,NO,NO,Tukwila,NO,N,UNK,0.0000000,nu,NO,SIS data load,Strander Blvd,Unknown,10/29/2001 0:00:00,10/29/2001 0:00:00,12/12/2013 0:00:00,706.000000000000000,706.000000000000000,nul,Unknown,0.0000000,170,0,TUK,24,S,98188,None,null,Far side,876.244000000000030,80.5699997,92434,null,NO,None,0,0,Andover Park E,NO,Metro Transit,10,Unknown,nul,NO,n,Single,None,Unknown,0.0000000,1,N,E,0.0000000,Toward,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1289953.260839999900000,169660.668922999990000,1289978.254329999900000,169660.098296000010000,128,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
141,2907,58113,58113,6/7/2014 0:00:00,1/1/4000 0:00:00,23646,23646,Yes,NO,NO,Tukwila,NO,W,UNK,0.0000000,nu,NO,SIS data load,W Valley Hwy,Unknown,2/5/2001 0:00:00,2/5/2001 0:00:00,4/17/2014 0:00:00,563.000000000000000,563.000000000000000,UNK,Unknown,0.0000000,270,563,TUK,24,S,98188,None,null,Far middle,840.677000000000020,66.9700012,92799,Korthad,NO,None,0,0,Strander Blvd,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,None,Unknown,0.0000000,1,W,N,0.0000000,Toward,Base plate,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1291220.442929999900000,169768.962428000000000,1291208.887460000100000,169791.131576999990000,676,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
142,3361,59312,59312,11/8/2014 0:00:00,1/1/4000 0:00:00,35654,35654,Yes,NO,YES,Tukwila,NO,S,UNK,0.0000000,1,NO,SIS data load,Baker Blvd,YelRed- stop,10/29/2001 0:00:00,10/29/2001 0:00:00,11/4/2014 0:00:00,110.860000000000000,110.860000000000000,UNK,Unknown,0.0000000,355,111,TUK,24,S,98188,None,null,Far side,235.863000000000000,46.9700012,404979,Korthad,NO,None,0,3,Andover Park W,NO,Metro Transit,100,Unknown,UNK,NO,N,A2 <=6 rts,Midsize,Unknown,0.0000000,1,S,W,0.0000000,Away,Base plate,2in metal,None,200,Active,REG/LAY,null,0.0000000,N,Unknown,1288882.330000000100000,170020.700000000010000,1288857.340000000100000,170021.170000000010000,"128,906,795,156,150",null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
143,3362,59310,59310,2/17/2015 0:00:00,1/1/4000 0:00:00,129378,129378,Yes,YES,YES,Tukwila,NO,S,Yes,6.0000000,2,NO,SIS data load,Baker Blvd,YelRed- stop,10/29/2001 0:00:00,10/29/2001 0:00:00,2/17/2015 0:00:00,120.360000000000000,120.360000000000000,No,Unknown,0.0000000,130,120,TUK,24,S,98188,None,null,Far side,250.363000000000000,48.0699997,92422,Korthad,NO,None,0,2,Andover Park W,NO,Metro Transit,90,Unknown,Yes,NO,n,A1 <=2 rts,Rapid Ride,Unknown,0.0000000,1,S,W,0.0000000,Away,Base plate,2in metal,None,100,Active,REGULAR,null,0.0000000,Y,Unknown,1288886.935529999900000,170266.019808000010000,1288861.939930000100000,170266.488925999990000,676,null,10,0,Tukwila,36915527.332000002000000,30852.425999999999000,35498,0,0,14817,0,11,0,11.199999999999999,847.466999999999980,342.958000000000030,36915527.332000002000000,30852.425999999999000, 
