FID,FID_juncti,OBJECTID,ANCILLARYR,ENABLED,PSRCjunctI,JunctionTy,TRANSITSTO,P_RStalls,Modes,FTRdescrip,inServiceD,outService,dateLastUp,EMME2nodeI,EMME2nodeL,DateCreate,LastEditor,EditNotes,Processing,EMME2Dir,EMME2HOV,PSRC_E2ID,ScenarioID,Scen_Node,IsZone,XCoord,YCoord,lat,lon,FID_urbcen,ID,NAME,AREA_FEET,PERIMETER_,PARKING,POPDEN1996,PLANPOP96,JOBS1994,PLANJOBS94,HOUSEUNITS,HUPLAN,FLOORSPC,ACRES,HECTARES,AREA,PERIMETER,ADOPTDATE
2203,20525,60747363,0,1,193563,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,1612,n/a,9/30/2011 0:00:00,Stefan,New Centroids,6, ,0,1612,107,1612,1,1319125.470590000000000,234585.176471000010000,47.6356010,-122.1370010,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2204,6594,60750994,0,1,182345,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,7/28/2010 0:00:00,Stefan, ,0, ,0,0,107,186345,0,1321549.352939999900000,234649.470588000000000,47.6358986,-122.1269989,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2205,9720,60750756,0,1,180137,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,4/23/2008 0:00:00,Stefan, ,0, ,0,0,107,184137,0,1317954.647060000100000,234757.176471000010000,47.6361008,-122.1409988,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2206,24589,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199389,0,1317956.553150000100000,234759.082560999990000,47.6361008,-122.1409988,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2207,6746,60729070,0,1,75189,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,79189,0,1321975.764710000000000,234999.294117999990000,47.6369019,-122.1250000,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2208,5539,60745413,0,1,182812,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,12/7/2010 0:00:00,Stefan, ,0, ,0,0,107,186812,0,1318859.882350000100000,235079.941175999990000,47.6370010,-122.1380005,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2209,22903,60717446,0,1,74849,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,78849,0,1320185.000000000000000,235481.294117999990000,47.6381989,-122.1320038,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2210,6375,60751021,0,1,182813,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,12/7/2010 0:00:00,Stefan, ,0, ,0,0,107,186813,0,1319262.117649999900000,235491.235294000010000,47.6380997,-122.1360016,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2211,7807,60749180,0,1,193566,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,1615,n/a,9/30/2011 0:00:00,Stefan,New Centroids,6, ,0,1615,107,1615,1,1320948.647060000100000,235521.294117999990000,47.6383018,-122.1289978,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2212,14692,60729060,0,1,74770,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,78770,0,1320187.000000000000000,235580.176471000010000,47.6384010,-122.1320038,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2213,2923,60743678,0,1,75293,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,79293,0,1319166.411760000000000,235601.294117999990000,47.6384010,-122.1360016,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2214,25241,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,200041,0,1319168.317860000100000,235603.200207999990000,47.6384010,-122.1360016,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2215,18664,60743332,0,1,180144,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0, ,4/23/2008 0:00:00,Stefan, ,0,eb,4744,0,107,184144,0,1319509.058819999900000,236190.000000000000000,47.6400986,-122.1350021,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2216,25276,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,200076,0,1319510.964910000100000,236191.906090000000000,47.6400986,-122.1350021,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2217,22912,60717384,0,1,73744,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,77744,0,1320217.235290000000000,237074.588235000000000,47.6425018,-122.1320038,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2218,8839,60743374,0,1,180149,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,4/23/2008 0:00:00,Stefan, ,0, ,0,0,107,184149,0,1319794.647060000100000,237104.529412000000000,47.6426010,-122.1340027,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2219,4817,60744713,0,1,181825,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,8/13/2009 0:00:00,Stefan, ,0, ,0,0,107,185825,0,1320024.058819999900000,237642.117647000010000,47.6441002,-122.1330032,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2220,21327,60744996,0,1,181823,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,8/13/2009 0:00:00,Stefan, ,0, ,0,0,107,185823,0,1320229.352939999900000,237674.000000000000000,47.6441994,-122.1320038,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2221,17906,60749425,0,1,193567,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,1616,n/a,9/30/2011 0:00:00,Stefan,New Centroids,6, ,0,1616,107,1616,1,1321365.647060000100000,237693.882352999990000,47.6442986,-122.1279984,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2222,4740,60744179,0,1,181824,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,8/13/2009 0:00:00,Stefan, ,0, ,0,0,107,185824,0,1320230.235290000000000,237716.529412000000000,47.6442986,-122.1320038,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2223,5278,60744954,0,1,73280,7,0,170,a,1032,1995,2050,5/4/2015 0:00:00,3764,1032,12/30/1899 0:00:00,Stefan,Overlake Transit Center,0, ,0,3764,107,3764,1,1320003.882350000100000,237744.529412000000000,47.6442986,-122.1330032,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2224,6212,60745260,0,1,182144,9,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,12/31/2009 0:00:00,Stefan, ,0, ,0,0,107,186144,0,1319857.823529999900000,237833.352940999990000,47.6445999,-122.1340027,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2225,21579,60717869,0,1,72850,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,76850,0,1322869.235290000000000,238322.588235000000000,47.6460991,-122.1220016,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2226,3802,60729006,0,1,72826,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,76826,0,1321529.117649999900000,238341.823528999990000,47.6460991,-122.1269989,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2227,2369,60743588,0,1,72812,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,76812,0,1320243.235290000000000,238360.411765000000000,47.6459999,-122.1320038,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2228,9696,60743353,0,1,180109,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0, ,4/23/2008 0:00:00,Stefan, ,0,sb,4744,0,107,184109,0,1319764.058819999900000,238360.588235000000000,47.6459999,-122.1340027,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2229,25072,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199872,0,1319765.964910000100000,238362.494325999990000,47.6459999,-122.1340027,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2230,18184,60749600,0,1,194311,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,5/23/2013 0:00:00,Stefan, ,0, ,0,0,107,198311,0,1319621.705880000000000,238372.705882000010000,47.6460991,-122.1350021,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2231,25275,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,200075,0,1319623.611970000000000,238374.611972999990000,47.6460991,-122.1350021,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2232,3925,60728989,0,1,72039,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,76039,0,1320246.000000000000000,239695.117647000010000,47.6497002,-122.1320038,18,0,Redmond-Overlake,22614190.052000001000000,26048.347000000002000,0,0,0,0,0,0,0,0.000000000000000,519.152000000000040,210.092999999999990,22614190.052000001000000,26048.347000000002000,7/2007
2233,12253,60717588,0,1,71646,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,75646,0,1277485.764710000000000,240446.823528999990000,47.6497002,-122.3059998,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2234,24641,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199441,0,1277487.670800000000000,240448.729620000000000,47.6497002,-122.3059998,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2235,20388,60751303,0,1,192254,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,303,n/a,9/30/2011 0:00:00,Stefan,New Centroids,3, ,0,303,107,303,1,1276536.352939999900000,240679.352940999990000,47.6501999,-122.3099976,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2236,8357,60717012,0,1,71493,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,75493,0,1277626.647060000100000,240827.941175999990000,47.6506996,-122.3050003,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2237,5107,60745024,0,1,182283,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,5/6/2010 0:00:00,Stefan, ,0, ,0,0,107,186283,0,1277598.176470000100000,240886.235294000010000,47.6509018,-122.3050003,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2238,19653,60744100,0,1,71423,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,75423,0,1276836.117649999900000,240954.823528999990000,47.6510010,-122.3089981,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2239,24710,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,199510,0,1276838.023740000100000,240956.729620000000000,47.6510010,-122.3089981,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2240,18291,60749594,0,1,194664,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,10/15/2013 0:00:00,Stefan, ,0, ,0,0,107,198664,0,1276757.647060000100000,241016.117647000010000,47.6511993,-122.3089981,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2241,25286,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,200086,0,1276759.553150000100000,241018.023737000010000,47.6511993,-122.3089981,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2242,8946,60751567,0,1,194663,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,10/15/2013 0:00:00,Stefan, ,0, ,0,0,107,198663,0,1276796.823529999900000,241063.529412000000000,47.6512985,-122.3089981,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2243,12517,60716965,0,1,71208,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,75208,0,1276337.529410000000000,241344.529412000000000,47.6520996,-122.3109970,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2244,25287,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,200087,0,1276339.435499999900000,241346.435502000010000,47.6520996,-122.3109970,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2245,19652,60744099,0,1,71163,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,75163,0,1278177.529410000000000,241433.411765000000000,47.6524010,-122.3030014,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2246,25369,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,200169,0,1278179.435499999900000,241435.317855000000000,47.6524010,-122.3030014,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2247,12520,60716983,0,1,71150,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,75150,0,1275669.882350000100000,241445.588235000000000,47.6523018,-122.3130035,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2248,6421,60717121,0,1,71140,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,75140,0,1275678.647060000100000,241457.705882000010000,47.6523018,-122.3130035,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2249,18201,60749768,0,1,194806,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,5/22/2014 0:00:00,Stefan, ,0, ,0,0,107,198806,0,1278096.647060000100000,241460.823528999990000,47.6525002,-122.3030014,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2250,3005,60727638,0,1,71083,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,75083,0,1180871.117649999900000,241571.294117999990000,47.6469994,-122.6979980,27,0,Silverdale,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,848.102999999999950,0.000000000000000,0.000000000000000,0.000000000000000, 
2251,19989,60743957,0,1,180767,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,8/28/2008 0:00:00,Stefan, ,0, ,0,0,107,184767,0,1278119.882350000100000,241580.470588000000000,47.6528015,-122.3030014,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2252,2686,60743804,0,1,180768,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,8/28/2008 0:00:00,Stefan, ,0, ,0,0,107,184768,0,1278061.352939999900000,241599.647059000010000,47.6528015,-122.3040009,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2253,9356,60746860,0,1,192257,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,306,n/a,9/30/2011 0:00:00,Stefan,New Centroids,3, ,0,306,107,306,1,1275188.294120000000000,241600.470588000000000,47.6526985,-122.3150024,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2254,6715,60745891,0,1,183833,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,3526,3526,6/1/2011 0:00:00,Stefan,New Centroids,9, ,0,3526,107,3526,1,1180242.705880000000000,241688.705882000010000,47.6473007,-122.6999969,27,0,Silverdale,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,848.102999999999950,0.000000000000000,0.000000000000000,0.000000000000000, 
2255,5513,60744264,0,1,71044,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,75044,0,1275885.764710000000000,241688.941175999990000,47.6529999,-122.3119965,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2256,18886,60743586,0,1,71003,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,75003,0,1275920.352939999900000,241754.647059000010000,47.6531982,-122.3119965,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2257,8358,60717076,0,1,70936,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,74936,0,1275674.235290000000000,241847.411765000000000,47.6534004,-122.3130035,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2258,8118,60727628,0,1,70902,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,74902,0,1275677.000000000000000,241898.117647000010000,47.6534996,-122.3130035,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2259,12564,60716909,0,1,70885,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,74885,0,1275391.235290000000000,241925.647059000010000,47.6535988,-122.3140030,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2260,1689,60716875,0,1,70880,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,74880,0,1275106.647060000100000,241936.470588000000000,47.6535988,-122.3160019,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2261,12663,60716924,0,1,70806,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,74806,0,1275399.647060000100000,242148.117647000010000,47.6542015,-122.3140030,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2262,8439,60716954,0,1,70747,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,74747,0,1274266.117649999900000,242246.882352999990000,47.6543999,-122.3190002,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2263,12470,60716902,0,1,70717,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,74717,0,1273827.764710000000000,242289.000000000000000,47.6544991,-122.3209991,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2264,8462,60716951,0,1,70713,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,74713,0,1274087.647060000100000,242293.411765000000000,47.6544991,-122.3199997,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2265,9593,60750740,0,1,70672,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,74672,0,1278391.705880000000000,242352.352940999990000,47.6548996,-122.3020020,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
2266,1590,60716810,0,1,70638,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,74638,0,1277832.352939999900000,242396.058824000010000,47.6549988,-122.3050003,9,0,Seattle University Community,33413869.989999998000000,35794.974000000002000,0,17906,21013,31427,39927,0,0,0.000000000000000,767.080000000000040,310.425999999999990,33413869.989999998000000,35794.974000000002000, 
