beghom,day,endhom,esstops,estours,hbtours,hhno,mestops,metours,mlstops,mltours,pbstops,pbtours,pdexpfac,pno,restops,retours,scstops,sctours,shstops,shtours,sostops,sotours,uwtours,wbtours,wkathome,wkstops,wktours
1,1,1,0,0,2,8254,0,0,0,0,0,0,421.87,4,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,2,8254,0,0,0,0,0,0,421.87,5,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8254,0,0,0,0,0,0,421.87,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1,0,0,0,8254,0,0,0,0,0,0,421.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,8254,0,0,0,0,0,0,421.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8254,0,0,0,0,0,0,421.87,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8254,0,0,0,0,0,0,421.87,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8254,0,0,0,0,0,0,421.87,5,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8254,0,0,0,0,0,0,421.87,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8258,1,0,1,0,0,1,124.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8258,0,0,0,0,0,0,124.4,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1,0,0,0,8258,0,0,0,0,0,0,124.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,1,1,8258,0,0,0,0,2,0,124.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,8262,0,0,0,0,0,0,230.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8262,0,0,0,1,0,0,230.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,2,8274,0,0,0,0,0,0,75.12,1,0,0,0,0,1,0,0,1,1,0,0,0,1
1,2,1,0,0,2,8274,0,0,0,0,1,0,75.12,1,0,0,0,0,1,0,0,1,1,0,0,0,1
1,1,1,0,0,2,8275,0,0,2,0,0,0,247.76,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,2,8275,0,0,1,0,0,0,247.76,2,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,2,8275,0,0,0,0,2,1,247.76,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1,0,1,2,8275,0,0,0,0,0,0,247.76,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,8293,0,0,0,0,0,0,175.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,8293,0,0,0,0,0,0,175.38,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,8293,0,0,0,0,0,0,175.38,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,8293,0,0,0,0,0,0,175.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,8293,0,0,0,0,0,0,175.38,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,8293,0,0,0,0,0,0,175.38,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8302,0,0,0,0,0,0,67.27,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,2,2,8302,0,0,0,0,0,0,67.27,2,0,0,0,0,1,0,0,0,0,0,405,0,0
1,1,1,1,0,1,8302,0,0,0,0,0,0,67.27,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8302,0,0,0,0,0,0,67.27,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,2,2,8302,0,0,0,0,0,0,67.27,2,0,0,0,0,0,0,0,0,0,0,455,0,0
1,2,1,0,0,1,8302,0,0,0,0,0,0,67.27,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,2,8305,0,0,0,1,2,0,107.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,2,8305,0,0,0,1,0,0,107.58,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0,0,2,8305,0,0,0,0,0,1,107.58,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,2,1,0,1,3,8305,0,0,0,0,0,0,107.58,2,0,0,0,0,1,1,0,0,0,0,0,0,1
0,1,0,0,0,0,8309,0,0,0,0,0,0,91.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,8309,0,0,0,0,0,0,91.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,8329,0,0,1,0,1,0,155.66,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8329,1,0,0,1,2,0,155.66,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8329,2,0,1,0,2,0,155.66,1,1,1,0,0,2,0,0,0,0,0,0,0,0
1,2,1,3,1,1,8329,0,0,1,0,1,0,155.66,2,2,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,2,8338,0,1,0,1,0,0,147.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8338,0,0,0,1,0,0,147.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8347,0,0,0,0,0,1,234.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,8347,0,0,0,0,0,0,234.62,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,8347,0,0,0,0,0,0,234.62,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8347,0,0,0,1,0,0,234.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,8347,0,0,0,0,0,0,234.62,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8347,0,0,0,0,0,0,234.62,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,2,8372,0,0,1,0,0,1,316.65,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1,1,1,0,0,2,8372,0,0,0,0,1,1,316.65,2,0,0,0,0,0,0,0,0,1,0,0,2,1
1,2,1,0,0,1,8372,0,0,1,0,1,0,316.65,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1,2,1,0,0,1,8372,0,0,0,0,0,0,316.65,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,0,8383,0,0,0,0,0,0,65.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8383,0,0,0,0,0,0,65.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,2,8384,0,1,1,0,0,0,110.46,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,2,8384,0,0,1,0,0,0,110.46,2,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,2,8384,0,0,0,0,1,0,110.46,1,0,0,0,0,2,2,0,0,0,0,0,0,0
1,2,1,0,0,2,8384,0,0,0,0,0,0,110.46,2,0,0,0,0,1,1,0,0,1,0,0,0,1
1,1,1,0,0,0,8386,0,0,0,0,0,0,118.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8386,0,0,0,0,0,1,118.67,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8386,0,0,0,0,0,0,118.67,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,2,1,0,0,2,8386,0,0,0,0,2,1,118.67,2,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,2,0,2,8387,0,0,0,0,0,1,101.18,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8387,0,0,0,0,0,0,101.18,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,2,0,1,8387,0,0,0,0,0,0,101.18,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8387,0,0,0,0,0,0,101.18,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,2,8388,0,0,0,0,0,1,167.9,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8388,0,0,0,0,0,0,167.9,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8388,0,0,1,0,0,0,167.9,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1,2,1,0,0,2,8388,0,0,0,0,0,0,167.9,2,0,0,0,0,0,1,0,0,1,0,0,0,1
1,1,1,0,0,1,8402,0,0,0,0,0,0,85.64,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8402,0,0,0,0,0,0,85.64,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,2,8406,0,1,0,0,0,0,172.31,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,2,1,0,0,2,8406,0,0,0,0,1,0,172.31,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,1,0,0,0,8412,0,0,0,0,0,0,86.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,8412,0,0,0,0,0,0,86.72,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8412,0,0,0,0,0,0,86.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8412,0,0,0,0,0,0,86.72,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8416,0,0,0,0,0,0,615.38,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8416,0,0,0,0,0,0,615.38,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8416,0,0,0,0,0,0,615.38,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8416,0,0,0,0,0,0,615.38,2,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,0,0,0,8443,0,0,0,0,0,0,181.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8443,0,0,0,0,0,0,181.87,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8443,0,0,1,0,1,0,181.87,1,0,0,0,0,0,0,0,0,1,1,0,1,1
1,2,1,0,0,1,8443,0,0,0,0,1,0,181.87,2,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8458,1,0,0,0,0,0,173.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1,0,0,0,8458,0,0,0,0,0,0,173.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8459,0,0,0,0,0,0,212.72,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,2,8459,0,0,0,0,0,0,212.72,2,0,0,0,0,0,1,0,0,1,0,0,0,1
1,2,1,0,0,1,8459,0,0,0,0,0,0,212.72,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1,0,0,1,8459,0,0,0,0,0,0,212.72,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,1,8466,0,0,0,0,0,0,188.65,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8466,0,0,0,0,0,0,188.65,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8466,0,0,0,0,0,0,188.65,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8466,0,0,0,0,0,0,188.65,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8466,0,0,0,0,0,0,188.65,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8466,0,0,0,0,0,0,188.65,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8474,0,0,0,0,0,0,77.82,1,0,0,0,0,2,0,0,0,1,0,0,0,1
1,2,1,0,0,2,8474,0,0,0,0,0,0,77.82,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1,1,0,0,1,8495,0,0,0,0,0,0,83.95,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,1,8495,0,0,0,0,0,0,83.95,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,0,8495,0,0,0,0,0,0,83.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8495,1,0,0,0,0,0,83.95,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8496,0,0,0,0,0,0,129.29,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,1,1,8496,0,0,0,0,0,0,129.29,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8496,0,0,0,0,0,0,129.29,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8496,0,0,0,0,0,0,129.29,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8496,0,0,0,0,0,0,129.29,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,1,1,8496,0,0,0,0,0,0,129.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8496,0,0,0,0,0,0,129.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8496,0,0,0,0,0,0,129.29,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8498,0,0,0,0,0,0,61.54,1,0,0,0,0,2,1,0,0,0,0,0,0,0
1,1,1,0,0,1,8498,0,0,0,0,0,0,61.54,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8498,0,0,1,0,0,1,61.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,8498,0,0,0,0,0,0,61.54,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8502,0,0,1,0,0,0,167.13,1,0,0,0,0,2,1,1,0,0,0,0,0,0
1,1,1,0,1,1,8502,0,0,1,0,0,0,167.13,2,0,0,0,0,2,0,1,0,0,0,0,0,0
1,2,1,0,0,2,8502,0,0,0,0,0,1,167.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0,1,2,8502,0,0,0,0,0,1,167.13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8506,0,0,0,0,0,1,121.53,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1,2,1,0,0,1,8506,0,0,0,0,0,1,121.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,8511,0,0,0,0,0,0,75.01,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8511,0,0,0,0,0,0,75.01,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8530,0,0,0,0,1,1,39.54,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,1,0,1,1,8530,0,0,0,0,1,0,39.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8539,0,0,0,1,1,0,155.8,1,0,0,0,0,2,0,0,0,0,0,680,0,0
1,2,1,0,0,1,8539,0,0,1,0,0,0,155.8,1,0,0,0,0,2,0,1,0,1,1,465,0,1
1,1,1,0,0,2,8550,0,0,0,0,0,0,115.07,1,0,0,0,0,1,2,0,0,0,0,0,0,0
1,2,1,0,0,0,8550,0,0,0,0,0,0,115.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8554,0,0,0,0,0,0,143.76,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,2,1,0,0,1,8554,0,0,1,0,1,1,143.76,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,0,0,2,8560,0,0,0,0,0,1,136.01,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8560,0,0,0,0,0,0,136.01,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,8565,0,0,0,0,0,0,1344.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,8565,0,0,0,0,0,0,1344.95,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,8565,0,0,0,0,0,0,1344.95,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,8565,0,0,0,0,0,0,1344.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,8565,0,0,0,0,0,0,1344.95,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,8565,0,0,0,0,0,0,1344.95,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,3,8566,1,1,0,0,1,0,203.94,1,1,0,0,0,1,0,0,0,2,0,0,0,2
1,1,1,1,0,1,8566,0,0,0,0,0,0,203.94,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,3,1,2,8566,0,0,0,0,0,0,203.94,3,1,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,1,0,1,8566,1,0,0,0,0,0,203.94,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8566,0,0,0,0,0,0,203.94,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,1,0,1,8566,0,0,0,0,0,0,203.94,3,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,0,0,1,8575,0,0,0,0,1,0,290.14,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8575,0,0,0,0,1,0,290.14,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8575,0,0,0,0,0,0,290.14,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8575,0,0,0,0,0,0,290.14,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,3,8575,0,0,0,0,0,0,290.14,1,0,1,0,0,0,1,0,0,1,0,0,0,1
1,2,1,0,0,1,8575,0,0,0,0,0,0,290.14,2,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8575,0,0,0,0,0,0,290.14,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,2,8575,0,0,0,0,0,0,290.14,4,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,8583,0,0,1,0,0,0,86.13,1,0,0,0,0,0,0,1,0,1,1,0,1,1
1,1,1,1,0,1,8583,0,0,0,0,0,0,86.13,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8583,0,0,0,0,0,0,86.13,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,1,0,1,8583,0,0,0,0,0,0,86.13,1,0,0,0,0,0,0,0,0,1,0,528,2,1
1,2,1,1,0,1,8583,0,0,0,0,0,0,86.13,2,0,0,0,0,0,0,0,0,1,0,0,1,1
1,2,1,0,0,1,8583,0,0,0,0,0,0,86.13,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,2,8625,0,0,1,0,0,0,54.54,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8625,0,0,1,0,0,0,54.54,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,2,8649,0,0,0,0,0,1,286.86,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,2,8649,0,0,0,0,0,1,286.86,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8649,0,0,0,0,0,0,286.86,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8649,0,0,0,0,0,0,286.86,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,2,3,8652,0,0,0,0,0,0,58.28,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,2,1,2,0,2,8652,0,0,0,0,1,0,58.28,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1,1,0,0,1,8714,0,0,0,0,0,0,331.69,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8714,0,0,0,0,0,0,331.69,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0,0,1,8714,0,0,0,0,0,0,331.69,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8714,0,0,0,0,0,0,331.69,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,2,8715,0,0,0,0,1,0,125.21,1,0,2,0,0,1,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8715,0,0,0,0,0,0,125.21,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,0,8728,0,0,0,0,0,0,192.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8728,0,0,0,0,0,0,192.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,2,8733,0,0,0,0,0,0,133.34,1,0,0,0,0,2,1,0,0,1,0,0,0,1
1,2,1,0,0,1,8733,0,0,0,0,0,0,133.34,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,2,8734,1,0,0,0,1,1,91.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,0,8734,0,0,0,0,0,0,91.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8734,0,0,0,0,0,1,91.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8734,0,0,0,0,0,1,91.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8740,1,0,0,0,1,0,564.33,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,0,0,1,8740,0,0,0,0,0,0,564.33,2,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,1,8740,0,0,0,0,0,0,564.33,3,0,0,0,1,0,0,0,0,0,0,0,1,0
1,2,1,0,0,1,8740,0,0,0,0,0,0,564.33,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0,0,1,8740,0,0,0,0,0,0,564.33,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0,0,1,8740,0,0,0,0,0,0,564.33,3,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,8755,0,0,0,0,0,0,153.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,8755,0,0,0,0,0,0,153.97,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8755,0,0,0,0,0,0,153.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8755,0,0,0,0,0,0,153.97,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8759,0,0,0,0,0,0,175.56,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8759,0,0,0,0,0,1,175.56,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8759,0,0,0,0,0,0,175.56,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,0,8759,0,0,0,0,0,0,175.56,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8761,0,0,2,0,0,0,118.53,1,1,0,0,0,0,0,1,0,1,1,0,0,1
1,2,1,0,0,1,8761,0,0,1,0,0,0,118.53,1,0,0,0,0,0,0,2,0,1,0,0,0,1
1,1,1,0,0,1,8769,0,0,0,0,0,0,141.52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,1,8769,0,0,0,0,0,1,141.52,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8769,0,0,0,0,0,1,141.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8769,0,0,0,0,0,0,141.52,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,1,8774,0,0,0,0,0,0,180.18,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,0,0,1,8774,1,0,0,0,0,0,180.18,2,0,0,0,0,1,0,0,0,1,0,0,2,1
1,1,1,0,0,2,8774,0,0,0,0,0,0,180.18,3,0,1,0,1,1,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8774,0,0,0,0,0,0,180.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8774,0,0,0,0,2,0,180.18,2,0,0,0,0,0,0,0,0,0,0,0,4,1
1,2,1,0,0,1,8774,0,0,0,0,0,0,180.18,3,0,0,0,1,0,0,0,0,0,0,0,2,0
1,1,1,0,0,2,8779,0,0,0,0,0,0,152.26,1,0,0,0,0,0,0,0,0,1,0,0,2,2
1,2,1,2,0,1,8779,0,0,1,0,0,0,152.26,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,2,2,8786,0,0,0,0,1,0,116.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8786,0,0,0,0,1,0,116.43,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8813,0,0,0,0,0,1,120.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8813,0,0,0,0,0,0,120.64,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,2,8820,0,0,0,0,0,0,65.53,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,2,8820,0,0,1,0,0,1,65.53,2,0,1,0,0,1,0,0,0,0,0,0,0,0
1,2,1,0,1,2,8820,0,0,0,0,0,0,65.53,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8820,0,0,0,0,1,0,65.53,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,2,8832,0,0,0,0,0,0,192.46,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,1,1,0,0,1,8832,1,0,0,0,1,0,192.46,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,8832,0,0,0,0,0,0,192.46,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8832,0,0,0,0,0,0,192.46,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8832,0,0,0,0,0,0,192.46,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,8832,0,0,0,0,0,1,192.46,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,8832,0,0,0,0,0,0,192.46,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,8832,0,0,0,0,0,0,192.46,4,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,2,8833,0,0,0,0,1,0,52.24,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,2,8833,0,0,0,0,1,1,52.24,2,0,0,0,0,0,0,0,0,1,0,0,1,1
1,2,1,0,0,2,8833,1,0,0,0,1,1,52.24,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2,1,0,1,2,8833,0,0,0,0,1,0,52.24,2,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,0,0,0,8838,0,0,0,0,0,0,112.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,8838,0,0,0,0,0,0,112.25,2,0,0,0,0,0,0,0,0,0,0,0,0,1
