,observed_boardings,tod,route_id,model_boardings
113,239,6to7,1050,128.334182739258
114,66,6to7,1055,80.5040740966797
115,80,6to7,1056,80.9025344848633
116,40,6to7,1057,30.4663639068604
117,419,6to7,1060,176.44743347168
118,419,6to7,1060,55.6583938598633
119,12,6to7,1061,4.46222543716431
120,12,6to7,1061,26.4644260406494
121,41,6to7,1062,92.1709594726562
122,228,6to7,1064,245.742752075195
123,141,6to7,1065,76.8852615356445
124,141,6to7,1065,17.655252456665
125,141,6to7,1065,28.6709785461426
126,169,6to7,1066,62.6575736999512
127,169,6to7,1066,92.5216674804688
128,53,6to7,1067,16.5574340820312
129,53,6to7,1067,7.40872430801392
130,113,6to7,1068,9.54920768737793
131,113,6to7,1068,20.3962116241455
132,113,6to7,1068,7.85452795028687
133,174,6to7,1070,162.405014038086
134,174,6to7,1070,76.8918609619141
135,168,6to7,1071,243.722778320312
136,168,6to7,1071,153.347366333008
137,192,6to7,1072,255.157730102539
138,192,6to7,1072,136.600631713867
139,170,6to7,1073,85.8315505981445
140,170,6to7,1073,263.241058349609
141,170,6to7,1073,86.1908950805664
142,98,6to7,1074,112.044158935547
143,232,6to7,1075,39.7143211364746
144,232,6to7,1075,92.376106262207
145,232,6to7,1075,30.7920398712158
146,232,6to7,1075,20.8978691101074
147,107,6to7,1076,146.601058959961
148,177,6to7,1077,103.578422546387
149,23,6to7,1099,7.53222322463989
150,23,6to7,1099,0.195054799318314
151,427,6to7,1101,57.6398887634277
152,427,6to7,1101,28.8199443817139
153,427,6to7,1101,59.7084617614746
154,427,6to7,1101,29.8542308807373
155,427,6to7,1101,188.199737548828
156,134,6to7,1102,156.761459350586
157,44,6to7,1105,41.7066955566406
158,44,6to7,1105,13.2590942382812
159,359,6to7,1106,134.30615234375
160,359,6to7,1106,44.7687110900879
161,359,6to7,1106,29.7043933868408
162,359,6to7,1106,29.7043933868408
163,94,6to7,1107,7.74753284454346
164,94,6to7,1107,35.1400909423828
165,94,6to7,1107,32.9429016113281
166,26,6to7,1110,14.0782861709595
167,26,6to7,1110,18.9479331970215
168,212,6to7,1111,29.8077335357666
169,212,6to7,1111,200.146682739258
170,40,6to7,1113,12.2876424789429
171,65,6to7,1114,31.538179397583
172,102,6to7,1116,69.2811889648438
173,84,6to7,1118,46.3732643127441
174,84,6to7,1118,3.96763110160828
175,84,6to7,1118,3.58429765701294
176,52,6to7,1119,44.523265838623
177,52,6to7,1119,4.0842981338501
178,683,6to7,1120,475.208831787109
179,683,6to7,1120,121.721015930176
180,125,6to7,1121,83.1149368286133
181,125,6to7,1121,81.7818222045898
182,125,6to7,1121,81.6139144897461
183,79,6to7,1122,124.561096191406
184,48,6to7,1123,62.5121192932129
185,319,6to7,1124,54.7446365356445
186,319,6to7,1124,101.625099182129
187,319,6to7,1124,50.8125495910645
188,319,6to7,1124,50.2545547485352
189,319,6to7,1124,101.625099182129
190,127,6to7,1125,24.3370475769043
191,127,6to7,1125,40.4273834228516
192,246,6to7,1128,72.3015289306641
193,246,6to7,1128,88.0044326782227
194,181,6to7,1131,56.6699066162109
195,181,6to7,1131,165.459014892578
196,270,6to7,1132,101.305839538574
197,270,6to7,1132,225.448699951172
198,5,6to7,1139,15.1953125
199,5,6to7,1139,8.14677715301514
200,156,6to7,1140,97.9523544311523
201,156,6to7,1140,190.481903076172
202,201,6to7,1143,117.015556335449
203,41,6to7,1148,40.5002822875977
204,41,6to7,1148,28.3731479644775
205,431,6to7,1150,54.2549629211426
206,431,6to7,1150,162.764862060547
207,431,6to7,1150,301.69970703125
208,60,6to7,1152,76.5601425170898
209,59,6to7,1153,55.1830940246582
210,59,6to7,1153,30.8782062530518
211,35,6to7,1154,18.7685356140137
212,55,6to7,1156,61.7286643981934
213,55,6to7,1156,60.458366394043
214,75,6to7,1157,77.790283203125
215,72,6to7,1158,52.036678314209
216,136,6to7,1159,125.691818237305
217,146,6to7,1161,163.672424316406
218,146,6to7,1161,80.6222686767578
219,111,6to7,1164,100.314514160156
220,111,6to7,1164,81.6053085327148
221,78,6to7,1166,94.3812103271484
222,78,6to7,1166,107.343032836914
223,91,6to7,1167,50.4898719787598
224,78,6to7,1168,103.794479370117
225,78,6to7,1168,94.5343704223633
226,149,6to7,1169,109.728187561035
227,149,6to7,1169,127.872505187988
228,63,6to7,1177,82.0948333740234
229,133,6to7,1178,139.338623046875
230,129,6to7,1179,150.901626586914
231,335,6to7,1180,221.283477783203
232,335,6to7,1180,185.583938598633
233,136,6to7,1181,113.182456970215
234,136,6to7,1181,103.98282623291
235,47,6to7,1182,76.9852066040039
236,47,6to7,1182,36.6846122741699
237,70,6to7,1183,30.0327568054199
238,70,6to7,1183,89.57275390625
239,33,6to7,1186,19.2850799560547
240,33,6to7,1186,16.9192485809326
241,33,6to7,1186,20.8459796905518
242,39,6to7,1187,7.41518306732178
243,39,6to7,1187,62.463939666748
244,39,6to7,1187,7.41518306732178
245,172,6to7,1190,95.6735534667969
246,97,6to7,1192,51.4955368041992
247,97,6to7,1192,25.3309097290039
248,150,6to7,1193,52.9511108398438
249,179,6to7,1197,211.080947875977
250,23,6to7,1200,50.0053367614746
251,23,6to7,1200,16.9640502929688
252,35,6to7,1202,79.6185684204102
253,7,6to7,1203,2.06881523132324
254,7,6to7,1203,0.333333343267441
255,33,6to7,1205,40.3487739562988
256,6,6to7,1208,26.2845993041992
257,6,6to7,1209,21.8747119903564
258,111,6to7,1210,102.395080566406
259,107,6to7,1211,59.9852180480957
260,63,6to7,1212,59.237060546875
261,63,6to7,1212,14.4850120544434
262,148,6to7,1214,44.7681503295898
263,148,6to7,1214,29.7364826202393
264,64,6to7,1215,44.1506462097168
265,153,6to7,1216,122.272605895996
266,44,6to7,1217,90.7500762939453
267,66,6to7,1218,15.6022281646729
268,156,6to7,1219,82.9279251098633
269,87,6to7,1221,50.9321823120117
270,87,6to7,1221,71.1306228637695
271,7,6to7,1224,46.1088218688965
272,129,6to7,1226,46.8642501831055
273,129,6to7,1226,41.7031593322754
274,87,6to7,1232,7.7907772064209
275,87,6to7,1232,79.7024078369141
276,113,6to7,1234,56.4727554321289
277,113,6to7,1234,115.885223388672
278,68,6to7,1235,62.3742942810059
279,68,6to7,1235,92.8142623901367
280,33,6to7,1236,45.8994789123535
281,33,6to7,1236,41.028003692627
282,45,6to7,1237,48.0560760498047
283,51,6to7,1238,46.3781776428223
284,51,6to7,1238,67.4859848022461
285,168,6to7,1240,167.059265136719
286,168,6to7,1240,72.1654434204102
287,168,6to7,1240,72.1654434204102
288,56,6to7,1241,65.2241363525391
289,56,6to7,1241,27.3904762268066
290,76,6to7,1242,103.257591247559
291,86,6to7,1243,79.9843368530273
292,52,6to7,1244,87.3063507080078
293,183,6to7,1245,100.085906982422
294,183,6to7,1245,191.728439331055
295,57,6to7,1246,26.1734962463379
296,57,6to7,1246,23.0805015563965
297,65,6to7,1248,47.1990280151367
298,65,6to7,1248,40.2097473144531
299,143,6to7,1249,75.8495254516602
300,143,6to7,1249,51.6753005981445
301,143,6to7,1249,112.536773681641
302,29,6to7,1250,20.1543827056885
303,172,6to7,1252,151.447402954102
304,546,6to7,1255,25.9122714996338
305,546,6to7,1255,76.1351928710938
306,546,6to7,1255,25.9122714996338
307,546,6to7,1255,101.433059692383
308,546,6to7,1255,92.1703109741211
309,546,6to7,1255,117.144020080566
310,546,6to7,1255,121.435516357422
311,99,6to7,1257,98.9165649414062
312,76,6to7,1260,65.0488204956055
313,91,6to7,1265,5.08974456787109
314,91,6to7,1265,38.459400177002
315,100,6to7,1268,45.8985061645508
316,67,6to7,1269,159.926071166992
317,67,6to7,1269,20.2184562683105
318,346,6to7,1271,179.447128295898
319,346,6to7,1271,131.813613891602
320,346,6to7,1271,118.370399475098
321,346,6to7,1271,80.435173034668
322,44,6to7,1277,91.4189834594727
323,277,6to7,1301,10.4773960113525
324,277,6to7,1301,83.4718246459961
325,277,6to7,1301,92.0631942749023
326,295,6to7,1303,96.3708877563477
327,98,6to7,1304,44.6146278381348
328,127,6to7,1306,71.2729721069336
329,55,6to7,1308,50.5350112915039
330,96,6to7,1309,46.0450286865234
331,170,6to7,1311,178.201370239258
332,296,6to7,1312,31.9775142669678
333,296,6to7,1312,167.639129638672
334,109,6to7,1316,62.6285514831543
335,45,6to7,1331,37.7920532226562
336,45,6to7,1331,18.3911819458008
337,124,6to7,1342,127.49520111084
338,33,6to7,1345,14.8559980392456
339,33,6to7,1345,8.18900108337402
340,45,6to7,1346,18.4761333465576
341,45,6to7,1346,32.1523551940918
342,74,6to7,1347,33.22900390625
343,74,6to7,1347,47.3605842590332
344,44,6to7,1348,34.7996482849121
345,44,6to7,1348,78.2676696777344
346,129,6to7,1355,160.10514831543
347,183,6to7,1372,35.3065910339355
348,183,6to7,1372,89.899543762207
349,82,6to7,1373,105.311851501465
350,5,6to7,1601,12.0802402496338
351,402,6to7,1671,356.689880371094
352,402,6to7,1671,320.548889160156
353,316,6to7,1672,306.17236328125
354,316,6to7,1672,235.299453735352
355,535,6to7,1673,247.955917358398
356,535,6to7,1673,153.42839050293
357,697,6to7,1674,256.474029541016
358,697,6to7,1674,275.524658203125
359,764,6to7,1675,231.523132324219
360,764,6to7,1675,769.264587402344
361,19,6to7,1773,2.68925738334656
362,19,6to7,1773,2.79638957977295
363,18,6to7,1775,7.54369926452637
364,18,6to7,1775,1.34025120735168
365,37,6to7,1823,13.8680429458618
366,39,6to7,1824,9.11248779296875
367,40,6to7,1887,20.3792018890381
368,61,6to7,1888,23.6925926208496
369,29,6to7,1889,8.73546504974365
370,25,6to7,1893,5.57437801361084
371,15,6to7,1901,10.4594078063965
372,15,6to7,1901,13.9486169815063
373,26,6to7,1903,34.2698936462402
374,26,6to7,1903,46.0163497924805
375,19,6to7,1906,23.2962551116943
376,19,6to7,1906,7.92585277557373
377,5,6to7,1907,27.7787761688232
378,12,6to7,1909,7.85074663162231
379,12,6to7,1909,5.8691258430481
380,27,6to7,1913,23.8959007263184
381,27,6to7,1913,10.3286724090576
382,11,6to7,1917,18.7944583892822
383,11,6to7,1917,18.1583271026611
384,19,6to7,1930,4.70377540588379
385,19,6to7,1930,34.6831893920898
386,30,6to7,1931,46.2906951904297
387,30,6to7,1931,47.1153411865234
388,16,6to7,1935,28.300163269043
389,16,6to7,1935,44.890625
390,44,6to7,1987,1.39271605014801
391,46,6to7,1989,2.23496866226196
392,29,6to7,1994,16.1586170196533
393,329,6to7,2001,69.1948547363281
394,329,6to7,2001,401.705902099609
395,329,6to7,2001,422.295288085938
396,156,6to7,2002,16.8817710876465
397,156,6to7,2002,171.907806396484
398,156,6to7,2002,112.868064880371
399,104,6to7,2003,91.0248107910156
400,104,6to7,2003,67.6760711669922
401,37,6to7,2010,10.8209457397461
402,37,6to7,2010,48.2586135864258
403,39,6to7,2011,8.56240081787109
404,39,6to7,2011,36.8162002563477
405,15,6to7,2013,10.9518213272095
406,15,6to7,2013,16.3548526763916
407,16,6to7,2014,11.5072746276855
408,16,6to7,2014,18.7967796325684
409,40,6to7,2016,25.9478015899658
410,40,6to7,2016,12.6209802627563
411,23,6to7,2028,3.9243426322937
412,23,6to7,2028,0.457575768232346
413,62,6to7,2041,71.6426162719727
414,62,6to7,2041,48.6793403625488
415,24,6to7,2042,7.74409532546997
416,21,6to7,2045,1.98563814163208
417,73,6to7,2048,69.1664581298828
418,73,6to7,2048,47.2007141113281
419,31,6to7,2051,25.9121360778809
420,31,6to7,2051,50.1930503845215
421,31,6to7,2051,23.675594329834
422,53,6to7,2052,8.43669891357422
423,53,6to7,2052,19.7035160064697
424,47,6to7,2053,26.983060836792
425,47,6to7,2053,43.9162940979004
426,47,6to7,2053,44.3407554626465
427,34,6to7,2054,29.9825649261475
428,55,6to7,2055,39.7041931152344
429,55,6to7,2055,20.3564128875732
430,44,6to7,2057,31.3303089141846
431,44,6to7,2057,22.285514831543
432,5,6to7,2062,23.5337677001953
433,19,6to7,2100,40.7522926330566
434,19,6to7,2100,54.0998458862305
435,27,6to7,2102,21.0722179412842
436,79,6to7,2202,20.6383285522461
437,79,6to7,2202,49.8833427429199
438,77,6to7,2204,74.4423522949219
439,77,6to7,2204,83.0618438720703
440,68,6to7,2206,16.0730991363525
441,68,6to7,2206,58.4397621154785
442,68,6to7,2206,71.7530899047852
443,27,6to7,2212,21.5261554718018
444,27,6to7,2212,32.8704643249512
445,53,6to7,2214,37.4927215576172
446,53,6to7,2214,59.1937789916992
447,25,6to7,2300,24.0864868164062
448,25,6to7,2300,26.119571685791
449,154,6to7,2400,7.43684911727905
450,154,6to7,2400,140.977233886719
451,154,6to7,2400,38.550479888916
452,49,6to7,2402,93.3154754638672
453,49,6to7,2402,72.5186386108398
454,5,6to7,2409,11.4801712036133
455,42,6to7,2410,35.1459579467773
456,42,6to7,2410,59.191535949707
457,42,6to7,2410,40.7062606811523
458,11,6to7,2485,15.8738031387329
459,43,6to7,2497,27.133472442627
460,57,6to7,2500,64.1392440795898
461,57,6to7,2500,53.9683456420898
462,47,6to7,2501,65.552619934082
463,47,6to7,2501,94.9893341064453
464,4,6to7,2503,33.7892189025879
465,51,6to7,3101,66.3484649658203
466,51,6to7,3101,64.2297210693359
467,35,6to7,3105,46.647891998291
468,35,6to7,3105,49.0405960083008
469,32,6to7,3106,66.8757858276367
470,32,6to7,3106,63.7516174316406
471,7,6to7,3110,3.70549511909485
472,7,6to7,3110,3.3011748790741
473,8,6to7,3111,8.68861961364746
474,44,6to7,3112,18.655797958374
475,44,6to7,3112,51.0167503356934
476,39,6to7,3113,91.6786422729492
477,39,6to7,3113,62.9145851135254
478,81,6to7,3115,144.843627929688
479,81,6to7,3115,150.751327514648
480,82,6to7,3116,130.808944702148
481,82,6to7,3116,152.392440795898
482,30,6to7,3119,82.6643905639648
483,30,6to7,3119,44.6128959655762
484,17,6to7,3120,20.6601028442383
485,17,6to7,3120,61.8661727905273
486,47,6to7,3130,40.9657173156738
487,47,6to7,3130,55.5040664672852
488,20,6to7,3196,22.573356628418
489,20,6to7,3196,18.3136310577393
490,92,6to7,3201,135.902069091797
491,92,6to7,3201,159.537796020508
492,79,6to7,3202,121.26953125
493,79,6to7,3202,165.325668334961
494,10,6to7,3220,16.8707370758057
495,10,6to7,3220,28.6086082458496
496,11,6to7,3222,13.8035831451416
497,11,6to7,3222,16.4901371002197
498,0,6to7,3230,9.48320293426514
499,13,6to7,3240,61.4592628479004
500,13,6to7,3240,89.0390014648438
501,31,6to7,3270,63.4470520019531
502,31,6to7,3270,46.6722183227539
503,19,6to7,3275,33.0957527160645
504,19,6to7,3275,17.7869434356689
505,35,6to7,3280,14.043116569519
506,35,6to7,3280,19.194091796875
507,35,6to7,3280,52.8612327575684
508,222,6to7,3402,61.2544021606445
509,35,6to7,3405,11.4034776687622
510,131,6to7,3410,95.167854309082
511,160,6to7,3412,205.940216064453
512,344,6to7,3413,136.540008544922
513,211,6to7,3415,174.745819091797
514,69,6to7,3416,159.809539794922
515,79,6to7,3417,36.6998100280762
516,79,6to7,3417,91.3762130737305
517,163,6to7,3421,45.9420318603516
518,29,6to7,3422,37.5797080993652
519,31,6to7,3424,40.3357582092285
520,65,6to7,3425,19.8408336639404
521,131,6to7,3435,81.1041870117188
522,247,6to7,3701,175.11100769043
523,247,6to7,3701,208.25666809082
524,54,6to7,3821,51.1110153198242
525,54,6to7,3821,2.66895246505737
526,74,6to7,3855,39.3332366943359
527,110,6to7,3860,105.730033874512
528,101,6to7,3871,132.734359741211
529,110,6to7,3880,28.3215084075928
530,110,6to7,3880,105.154075622559
531,9,6to7,4004,72.5956802368164
532,49,6to7,4022,2.02099609375
533,15,6to7,4024,13.3742637634277
534,15,6to7,4024,10.9304447174072
535,24,6to7,4026,23.547924041748
536,1,6to7,4034,12.5740604400635
537,0,6to7,4086,0.577192962169647
538,0,6to7,4086,10.0999488830566
539,0,6to7,4086,8.94296264648438
540,0,6to7,4086,15.8394012451172
541,0,6to7,4086,17.4406414031982
542,138,6to7,6560,214.229751586914
543,138,6to7,6560,143.009948730469
544,193,6to7,6566,137.261093139648
545,193,6to7,6566,40.867805480957
546,193,6to7,6566,43.3142166137695
547,193,6to7,6566,47.1379280090332
548,113,6to7,6567,34.4600028991699
549,105,6to7,6574,182.623779296875
550,105,6to7,6574,136.371490478516
551,314,6to7,6577,19.135684967041
552,314,6to7,6577,14.2427539825439
553,314,6to7,6577,23.3070526123047
554,314,6to7,6577,40.851001739502
555,3,6to7,6578,17.5842742919922
556,100,6to7,6586,15.5627212524414
557,535,6to7,6590,160.813980102539
558,535,6to7,6590,55.6375732421875
559,535,6to7,6590,164.395690917969
560,130,6to7,6592,24.094108581543
561,130,6to7,6592,248.165969848633
562,17,6to7,6594,22.0355625152588
563,84,6to7,6595,22.3131504058838
564,85,6to7,6596,15.5549564361572
565,101,6to7,6995,95.9392929077148
566,101,6to7,6995,65.1499938964844
567,1113,6to7,6996,1140.99401855469
568,1113,6to7,6996,794.305847167969
569,342,6to7,6998,251.196807861328
570,342,6to7,6998,863.127624511719
571,2247,6to7,6999,24.8999996185303
572,296,7to8,1001,26.3736782073975
573,296,7to8,1001,149.144119262695
574,296,7to8,1001,24.8069438934326
575,486,7to8,1002,40.251049041748
576,486,7to8,1002,144.375152587891
577,486,7to8,1002,44.4302520751953
578,486,7to8,1002,42.4060325622559
579,486,7to8,1002,13.1208515167236
580,471,7to8,1003,43.4828453063965
581,471,7to8,1003,13.7185869216919
582,471,7to8,1003,17.9986267089844
583,471,7to8,1003,11.8154573440552
584,471,7to8,1003,25.2668590545654
585,471,7to8,1003,35.9326019287109
586,471,7to8,1003,18.1387920379639
587,471,7to8,1003,40.1984519958496
588,471,7to8,1003,14.1308717727661
589,615,7to8,1004,98.2093276977539
590,615,7to8,1004,22.9595031738281
591,615,7to8,1004,37.9876174926758
592,615,7to8,1004,23.6915378570557
593,615,7to8,1004,24.0729923248291
594,615,7to8,1004,27.8174495697021
595,615,7to8,1004,14.7804918289185
596,615,7to8,1004,58.9022407531738
597,796,7to8,1005,139.092376708984
598,796,7to8,1005,148.173202514648
599,796,7to8,1005,130.722183227539
600,765,7to8,1007,107.169662475586
601,765,7to8,1007,31.6158714294434
602,765,7to8,1007,328.742767333984
603,765,7to8,1007,167.936645507812
604,765,7to8,1007,34.5652770996094
605,765,7to8,1007,19.6483592987061
606,943,7to8,1008,297.996002197266
607,943,7to8,1008,64.5120468139648
608,943,7to8,1008,64.5120468139648
609,413,7to8,1009,147.106399536133
610,413,7to8,1009,31.2762508392334
611,396,7to8,1010,91.9170455932617
612,396,7to8,1010,58.1446418762207
613,343,7to8,1011,68.4203414916992
614,343,7to8,1011,105.06468963623
615,529,7to8,1012,26.8650588989258
616,529,7to8,1012,138.079208374023
617,529,7to8,1012,70.8346786499023
618,380,7to8,1013,43.6869850158691
619,380,7to8,1013,94.6682052612305
620,380,7to8,1013,23.8961334228516
621,380,7to8,1013,110.526489257812
622,245,7to8,1014,22.3126983642578
623,245,7to8,1014,18.8942737579346
624,245,7to8,1014,9.69193649291992
625,245,7to8,1014,19.560941696167
626,245,7to8,1014,44.6253967285156
627,343,7to8,1015,135.581069946289
628,483,7to8,1016,55.3340377807617
629,483,7to8,1016,107.344039916992
630,483,7to8,1016,110.668075561523
631,275,7to8,1017,69.7695159912109
632,275,7to8,1017,57.5277519226074
633,235,7to8,1018,87.8639221191406
634,39,7to8,1019,25.0434608459473
635,553,7to8,1021,133.288635253906
636,553,7to8,1021,157.487579345703
637,553,7to8,1021,130.535552978516
638,28,7to8,1022,5.26393699645996
639,28,7to8,1022,11.9349670410156
640,223,7to8,1024,80.8576736450195
641,223,7to8,1024,79.2722320556641
642,53,7to8,1025,10.4293804168701
643,547,7to8,1026,135.957733154297
644,547,7to8,1026,94.7116394042969
645,547,7to8,1026,65.1368255615234
646,165,7to8,1027,12.9135751724243
647,165,7to8,1027,35.2499046325684
648,519,7to8,1028,192.923126220703
649,519,7to8,1028,61.2243843078613
650,519,7to8,1028,56.9767684936523
651,290,7to8,1029,240.068557739258
652,75,7to8,1030,4.99890613555908
653,75,7to8,1030,39.0679359436035
654,205,7to8,1031,103.549156188965
655,205,7to8,1031,62.7831153869629
656,205,7to8,1031,47.5227813720703
657,210,7to8,1032,121.523788452148
658,210,7to8,1032,35.9881706237793
659,198,7to8,1033,47.9661026000977
660,198,7to8,1033,68.0974731445312
661,198,7to8,1033,32.7943077087402
662,599,7to8,1036,40.2203407287598
663,599,7to8,1036,6.82143402099609
664,599,7to8,1036,245.149871826172
665,599,7to8,1036,116.697868347168
666,33,7to8,1037,20.5149726867676
667,642,7to8,1040,361.809234619141
668,642,7to8,1040,130.144653320312
669,642,7to8,1040,130.144653320312
670,642,7to8,1040,90.4523086547852
671,1004,7to8,1041,19.6552429199219
672,1004,7to8,1041,284.897125244141
673,1004,7to8,1041,58.9657211303711
674,1004,7to8,1041,143.297760009766
675,518,7to8,1043,19.0590343475342
676,518,7to8,1043,110.365951538086
677,518,7to8,1043,106.658714294434
678,570,7to8,1044,44.392391204834
679,570,7to8,1044,57.9516525268555
680,570,7to8,1044,286.609436035156
681,120,7to8,1047,14.5117511749268
682,120,7to8,1047,37.5708465576172
683,1101,7to8,1048,70.8519668579102
684,1101,7to8,1048,62.8834457397461
685,1101,7to8,1048,145.60905456543
686,1101,7to8,1048,85.9068374633789
687,1101,7to8,1048,60.2388381958008
688,1101,7to8,1048,272.124389648438
689,1101,7to8,1048,257.720581054688
690,503,7to8,1049,129.408447265625
691,503,7to8,1049,121.771430969238
692,185,7to8,1050,102.20881652832
693,185,7to8,1050,110.459205627441
694,197,7to8,1055,5.83488416671753
695,197,7to8,1055,128.596862792969
696,161,7to8,1056,129.255111694336
697,75,7to8,1057,38.0900917053223
698,373,7to8,1060,173.517608642578
699,373,7to8,1060,62.053783416748
700,7,7to8,1061,5.02365398406982
701,7,7to8,1061,10.3726348876953
702,87,7to8,1062,90.3257751464844
703,87,7to8,1062,45.1628875732422
704,145,7to8,1064,104.783821105957
705,316,7to8,1065,161.066284179688
706,316,7to8,1065,43.6506729125977
707,316,7to8,1065,21.8253364562988
708,316,7to8,1065,15.0692110061646
709,400,7to8,1066,55.1119956970215
710,400,7to8,1066,57.0543937683105
711,400,7to8,1066,110.223991394043
712,151,7to8,1067,29.1493625640869
713,151,7to8,1067,34.5767211914062
714,151,7to8,1067,17.1416206359863
715,151,7to8,1067,17.2883605957031
716,118,7to8,1068,8.56313419342041
717,118,7to8,1068,15.7425727844238
718,118,7to8,1068,5.5321364402771
719,118,7to8,1068,8.56313419342041
720,118,7to8,1068,5.5321364402771
721,444,7to8,1070,81.7459335327148
722,444,7to8,1070,81.7459335327148
723,444,7to8,1070,208.373321533203
724,309,7to8,1071,98.8040466308594
725,309,7to8,1071,98.8040466308594
726,309,7to8,1071,181.304611206055
727,317,7to8,1072,215.311294555664
728,317,7to8,1072,121.720970153809
729,374,7to8,1073,107.355598449707
730,374,7to8,1073,92.4036331176758
731,374,7to8,1073,107.355598449707
732,374,7to8,1073,170.395248413086
733,199,7to8,1074,119.83903503418
734,391,7to8,1075,76.035530090332
735,391,7to8,1075,65.0753479003906
736,391,7to8,1075,65.0753479003906
737,391,7to8,1075,44.5540199279785
738,354,7to8,1076,182.506271362305
739,281,7to8,1077,155.095825195312
740,87,7to8,1099,13.5098810195923
741,87,7to8,1099,0.0150000005960464
742,334,7to8,1101,105.600677490234
743,334,7to8,1101,159.972427368164
744,334,7to8,1101,159.068328857422
745,69,7to8,1102,84.061149597168
