,pollutant_name,veh_type,total_daily_tons,vmt,city
0,Atmospheric CO2,heavy,23.082703999210118,14966.112370829731,Algona
1,Atmospheric CO2,light,45.90085531207776,158499.7970178566,Algona
2,Atmospheric CO2,medium,5.006611054419355,9915.234401776894,Algona
3,CO,heavy,0.0412427984119509,14966.112370829731,Algona
4,CO,light,0.2089285920155706,158499.7970178566,Algona
5,CO,medium,0.0194721845181655,9915.234401776894,Algona
6,CO2 Equivalent,heavy,23.184659328583543,14966.112370829731,Algona
7,CO2 Equivalent,light,46.080272319473856,158499.7970178566,Algona
8,CO2 Equivalent,medium,5.061465814856736,9915.234401776894,Algona
9,Composite NonECPM,heavy,0.000165689390445,14966.112370829731,Algona
10,Composite NonECPM,light,0.0001539843700593,158499.7970178566,Algona
11,Composite NonECPM,medium,3.7202581777179085e-05,9915.234401776894,Algona
12,Elemental Carbon,heavy,0.0002830878113539,14966.112370829731,Algona
13,Elemental Carbon,light,0.0002811576625435,158499.7970178566,Algona
14,Elemental Carbon,medium,3.206439043993109e-05,9915.234401776894,Algona
15,H20 Aerosol,heavy,0.0,14966.112370829731,Algona
16,H20 Aerosol,light,0.0,158499.7970178566,Algona
17,H20 Aerosol,medium,0.0,9915.234401776894,Algona
18,Methane,heavy,0.0034877404773226,14966.112370829731,Algona
19,Methane,light,0.0013330418426037,158499.7970178566,Algona
20,Methane,medium,0.001051255921989,9915.234401776894,Algona
21,N20,heavy,4.948168612222692e-05,14966.112370829731,Algona
22,N20,light,0.0004903554898601,158499.7970178566,Algona
23,N20,medium,9.589071885977832e-05,9915.234401776894,Algona
24,NOx,heavy,0.0604452769335668,14966.112370829731,Algona
25,NOx,light,0.0065890443467036,158499.7970178566,Algona
26,NOx,medium,0.0037793766159447,9915.234401776894,Algona
27,Non-methane HCs,heavy,0.0010098992419345,14966.112370829731,Algona
28,Non-methane HCs,light,0.006414761315128,158499.7970178566,Algona
29,Non-methane HCs,medium,0.001314064681603,9915.234401776894,Algona
30,PM10 Brakewear,heavy,0.0,14966.112370829731,Algona
31,PM10 Brakewear,light,0.0,158499.7970178566,Algona
32,PM10 Brakewear,medium,0.0,9915.234401776894,Algona
33,PM10 Exhaust,heavy,0.0004878622498832,14966.112370829731,Algona
34,PM10 Exhaust,light,0.0004913669637406,158499.7970178566,Algona
35,PM10 Exhaust,medium,7.773453927119336e-05,9915.234401776894,Algona
36,PM10 Tirewear,heavy,0.0,14966.112370829731,Algona
37,PM10 Tirewear,light,0.0,158499.7970178566,Algona
38,PM10 Tirewear,medium,0.0,9915.234401776894,Algona
39,PM10 Total,heavy,0.0043655498853746,44898.337112489186,Algona
40,PM10 Total,light,0.0079505256266808,475499.3910535698,Algona
41,PM10 Total,medium,0.0007830957479324,29745.70320533068,Algona
42,PM25 Brakewear,heavy,0.0,14966.112370829731,Algona
43,PM25 Brakewear,light,0.0,158499.7970178566,Algona
44,PM25 Brakewear,medium,0.0,9915.234401776894,Algona
45,PM25 Exhaust,heavy,0.0004487772419715,14966.112370829731,Algona
46,PM25 Exhaust,light,0.0004351419700738,158499.7970178566,Algona
47,PM25 Exhaust,medium,6.92669606888168e-05,9915.234401776894,Algona
48,PM25 Tirewear,heavy,0.0,14966.112370829731,Algona
49,PM25 Tirewear,light,0.0,158499.7970178566,Algona
50,PM25 Tirewear,medium,0.0,9915.234401776894,Algona
51,PM25 Total,heavy,0.0009477338429323,44898.337112489186,Algona
52,PM25 Total,light,0.0014112068549316,475499.3910535698,Algona
53,PM25 Total,medium,0.0001607559539757,29745.70320533068,Algona
54,Sulfate Particulate,heavy,0.0001266188959096,14966.112370829731,Algona
55,Sulfate Particulate,light,1.4116634804369708e-05,158499.7970178566,Algona
56,Sulfate Particulate,medium,1.0084254567604168e-05,9915.234401776894,Algona
57,Total Energy,heavy,314035.2981400792,14966.112370829731,Algona
58,Total Energy,light,637979.6170734484,158499.7970178566,Algona
59,Total Energy,medium,69141.72209780183,9915.234401776894,Algona
60,Total Gaseous HCs,heavy,0.0044976466053042,14966.112370829731,Algona
61,Total Gaseous HCs,light,0.0077547333788221,158499.7970178566,Algona
62,Total Gaseous HCs,medium,0.0023665672667535,9915.234401776894,Algona
63,VOCs,heavy,0.001034242308156,14966.112370829731,Algona
64,VOCs,light,0.00435340546952,158499.7970178566,Algona
65,VOCs,medium,0.0007618254559719,9915.234401776894,Algona
0,Atmospheric CO2,heavy,132.5915383963508,86917.96907025065,Auburn
1,Atmospheric CO2,light,649.0829045938837,2090614.3928594936,Auburn
2,Atmospheric CO2,medium,51.9615413386196,90709.80356389534,Auburn
3,CO,heavy,0.2359499765866284,86917.96907025065,Auburn
4,CO,light,3.8146424984052905,2090614.3928594936,Auburn
5,CO,medium,0.3310985317592782,90709.80356389534,Auburn
6,CO2 Equivalent,heavy,133.1703669096753,86917.96907025065,Auburn
7,CO2 Equivalent,light,653.0952943649121,2090614.3928594936,Auburn
8,CO2 Equivalent,medium,53.16020480374036,90709.80356389534,Auburn
9,Composite NonECPM,heavy,0.0009429929069119,86917.96907025065,Auburn
10,Composite NonECPM,light,0.0035669602057805,2090614.3928594936,Auburn
11,Composite NonECPM,medium,0.0007270480810742,90709.80356389534,Auburn
12,Elemental Carbon,heavy,0.001593183687202,86917.96907025065,Auburn
13,Elemental Carbon,light,0.007022176377432,2090614.3928594936,Auburn
14,Elemental Carbon,medium,0.0008670738168982,90709.80356389534,Auburn
15,H20 Aerosol,heavy,0.0,86917.96907025065,Auburn
16,H20 Aerosol,light,0.0,2090614.3928594936,Auburn
17,H20 Aerosol,medium,0.0,90709.80356389534,Auburn
18,Methane,heavy,0.01960115769309,86917.96907025065,Auburn
19,Methane,light,0.0287418289202682,2090614.3928594936,Auburn
20,Methane,medium,0.0186132143691906,90709.80356389534,Auburn
21,N20,heavy,0.0002977479563078,86917.96907025065,Auburn
22,N20,light,0.0110548693392003,2090614.3928594936,Auburn
23,N20,medium,0.0024609088817254,90709.80356389534,Auburn
24,NOx,heavy,0.3386596748726863,86917.96907025065,Auburn
25,NOx,light,0.1412846552381333,2090614.3928594936,Auburn
26,NOx,medium,0.0585204178988379,90709.80356389534,Auburn
27,Non-methane HCs,heavy,0.0059618724039326,86917.96907025065,Auburn
28,Non-methane HCs,light,0.1709797498617986,2090614.3928594936,Auburn
29,Non-methane HCs,medium,0.0361688845490261,90709.80356389534,Auburn
30,PM10 Brakewear,heavy,0.0,86917.96907025065,Auburn
31,PM10 Brakewear,light,0.0,2090614.3928594936,Auburn
32,PM10 Brakewear,medium,0.0,90709.80356389534,Auburn
33,PM10 Exhaust,heavy,0.0027570581037141,86917.96907025065,Auburn
34,PM10 Exhaust,light,0.0119603058581623,2090614.3928594936,Auburn
35,PM10 Exhaust,medium,0.0017953032848279,90709.80356389534,Auburn
36,PM10 Tirewear,heavy,0.0,86917.96907025065,Auburn
37,PM10 Tirewear,light,0.0,2090614.3928594936,Auburn
38,PM10 Tirewear,medium,0.0,90709.80356389534,Auburn
39,PM10 Total,heavy,0.0237192647290132,260753.90721075193,Auburn
40,PM10 Total,light,0.1231104362733368,6271843.178578482,Auburn
41,PM10 Total,medium,0.0088663219142246,272129.41069168603,Auburn
42,PM25 Brakewear,heavy,0.0,86917.96907025065,Auburn
43,PM25 Brakewear,light,0.0,2090614.3928594936,Auburn
44,PM25 Brakewear,medium,0.0,90709.80356389534,Auburn
45,PM25 Exhaust,heavy,0.0025361768085769,86917.96907025065,Auburn
46,PM25 Exhaust,light,0.0105891352248715,2090614.3928594936,Auburn
47,PM25 Exhaust,medium,0.0015941220110878,90709.80356389534,Auburn
48,PM25 Tirewear,heavy,0.0,86917.96907025065,Auburn
49,PM25 Tirewear,light,0.0,2090614.3928594936,Auburn
50,PM25 Tirewear,medium,0.0,90709.80356389534,Auburn
51,PM25 Total,heavy,0.0052377627319298,260753.90721075193,Auburn
52,PM25 Total,light,0.0250873701951395,6271843.178578482,Auburn
53,PM25 Total,medium,0.0025095458015294,272129.41069168603,Auburn
54,Sulfate Particulate,heavy,0.0007206678733332,86917.96907025065,Auburn
55,Sulfate Particulate,light,0.0002643023881892,2090614.3928594936,Auburn
56,Sulfate Particulate,medium,0.0001249688104983,90709.80356389534,Auburn
57,Total Energy,heavy,1803875.21431378,86917.96907025065,Auburn
58,Total Energy,light,9021723.709370583,2090614.3928594936,Auburn
59,Total Energy,medium,717620.6640897673,90709.80356389534,Auburn
60,Total Gaseous HCs,heavy,0.0255632430226916,86917.96907025065,Auburn
61,Total Gaseous HCs,light,0.1999364022314234,2090614.3928594936,Auburn
62,Total Gaseous HCs,medium,0.054820619721509,90709.80356389534,Auburn
63,VOCs,heavy,0.0059008157667398,86917.96907025065,Auburn
64,VOCs,light,0.1047276616263702,2090614.3928594936,Auburn
65,VOCs,medium,0.018954201751446,90709.80356389534,Auburn
0,Atmospheric CO2,heavy,0.0002190752455928,0.0,Beaux Arts
1,Atmospheric CO2,light,0.3452035920048775,492.2131333140767,Beaux Arts
2,Atmospheric CO2,medium,0.0276668546035918,7.365274310312063,Beaux Arts
3,CO,heavy,3.848498418266301e-06,0.0,Beaux Arts
4,CO,light,0.0056424533488978,492.2131333140767,Beaux Arts
5,CO,medium,0.0007029317088654,7.365274310312063,Beaux Arts
6,CO2 Equivalent,heavy,0.0002638547329046,0.0,Beaux Arts
7,CO2 Equivalent,light,0.3547116859910859,492.2131333140767,Beaux Arts
8,CO2 Equivalent,medium,0.0309003212282612,7.365274310312063,Beaux Arts
9,Composite NonECPM,heavy,6.562211031586062e-09,0.0,Beaux Arts
10,Composite NonECPM,light,8.56975833702158e-06,492.2131333140767,Beaux Arts
11,Composite NonECPM,medium,1.7583254283252472e-06,7.365274310312063,Beaux Arts
12,Elemental Carbon,heavy,1.0890762627058902e-09,0.0,Beaux Arts
13,Elemental Carbon,light,1.8691678055218985e-05,492.2131333140767,Beaux Arts
14,Elemental Carbon,medium,2.665010514191974e-06,7.365274310312063,Beaux Arts
15,H20 Aerosol,heavy,0.0,0.0,Beaux Arts
16,H20 Aerosol,light,0.0,492.2131333140767,Beaux Arts
17,H20 Aerosol,medium,0.0,7.365274310312063,Beaux Arts
18,Methane,heavy,7.9183580595051e-07,0.0,Beaux Arts
19,Methane,light,6.159247798601988e-05,492.2131333140767,Beaux Arts
20,Methane,medium,4.022776084916434e-05,7.365274310312063,Beaux Arts
21,N20,heavy,8.383798367898823e-08,0.0,Beaux Arts
22,N20,light,2.6739654221048116e-05,492.2131333140767,Beaux Arts
23,N20,medium,7.47573775374313e-06,7.365274310312063,Beaux Arts
24,NOx,heavy,3.2643919131386832e-06,0.0,Beaux Arts
25,NOx,light,0.0003121402381892,492.2131333140767,Beaux Arts
26,NOx,medium,0.0001021259284542,7.365274310312063,Beaux Arts
27,Non-methane HCs,heavy,1.2606027045325975e-06,0.0,Beaux Arts
28,Non-methane HCs,light,0.0004892562948965,492.2131333140767,Beaux Arts
29,Non-methane HCs,medium,0.0001131187427533,7.365274310312063,Beaux Arts
30,PM10 Brakewear,heavy,0.0,0.0,Beaux Arts
31,PM10 Brakewear,light,0.0,492.2131333140767,Beaux Arts
32,PM10 Brakewear,medium,0.0,7.365274310312063,Beaux Arts
33,PM10 Exhaust,heavy,8.319431284769752e-09,0.0,Beaux Arts
34,PM10 Exhaust,light,3.080017640659338e-05,492.2131333140767,Beaux Arts
35,PM10 Exhaust,medium,4.9948494923632666e-06,7.365274310312063,Beaux Arts
36,PM10 Tirewear,heavy,0.0,0.0,Beaux Arts
37,PM10 Tirewear,light,0.0,492.2131333140767,Beaux Arts
38,PM10 Tirewear,medium,0.0,7.365274310312063,Beaux Arts
39,PM10 Total,heavy,8.319431284769752e-09,0.0,Beaux Arts
40,PM10 Total,light,8.112871072905363e-05,1476.63939994223,Beaux Arts
41,PM10 Total,medium,6.3618566345412295e-06,22.09582293093619,Beaux Arts
42,PM25 Brakewear,heavy,0.0,0.0,Beaux Arts
43,PM25 Brakewear,light,0.0,492.2131333140767,Beaux Arts
44,PM25 Brakewear,medium,0.0,7.365274310312063,Beaux Arts
45,PM25 Exhaust,heavy,7.651290185573032e-09,0.0,Beaux Arts
46,PM25 Exhaust,light,2.726142263202434e-05,492.2131333140767,Beaux Arts
47,PM25 Exhaust,medium,4.423336600668073e-06,7.365274310312063,Beaux Arts
48,PM25 Tirewear,heavy,0.0,0.0,Beaux Arts
49,PM25 Tirewear,light,0.0,492.2131333140767,Beaux Arts
50,PM25 Tirewear,medium,0.0,7.365274310312063,Beaux Arts
51,PM25 Total,heavy,7.651290185573032e-09,0.0,Beaux Arts
52,PM25 Total,light,3.373495195760167e-05,1476.63939994223,Beaux Arts
53,PM25 Total,medium,4.597685454609942e-06,22.09582293093619,Beaux Arts
54,Sulfate Particulate,heavy,5.0080350521033926e-09,0.0,Beaux Arts
55,Sulfate Particulate,light,4.358937595737466e-07,492.2131333140767,Beaux Arts
56,Sulfate Particulate,medium,1.228647768942479e-07,7.365274310312063,Beaux Arts
57,Total Energy,heavy,2.9859483563716247,0.0,Beaux Arts
58,Total Energy,light,4798.761960989277,492.2131333140767,Beaux Arts
59,Total Energy,medium,383.1756221824832,7.365274310312063,Beaux Arts
60,Total Gaseous HCs,heavy,2.05319604094222e-06,0.0,Beaux Arts
61,Total Gaseous HCs,light,0.0005515553750176,492.2131333140767,Beaux Arts
62,Total Gaseous HCs,medium,0.0001534736229941,7.365274310312063,Beaux Arts
63,VOCs,heavy,4.234115164478414e-07,0.0,Beaux Arts
64,VOCs,light,0.0002605509490723,492.2131333140767,Beaux Arts
65,VOCs,medium,5.533612763032522e-05,7.365274310312063,Beaux Arts
0,Atmospheric CO2,heavy,197.74346403511376,130244.24925589804,Bellevue
1,Atmospheric CO2,light,1298.6672428904378,4338711.733204013,Bellevue
2,Atmospheric CO2,medium,128.6361970428242,240412.0833508926,Bellevue
3,CO,heavy,0.3504661046073564,130244.24925589804,Bellevue
4,CO,light,7.26679921456732,4338711.733204013,Bellevue
5,CO,medium,0.6946440258701881,240412.0833508926,Bellevue
6,CO2 Equivalent,heavy,198.6060816278321,130244.24925589804,Bellevue
7,CO2 Equivalent,light,1306.1638612437036,4338711.733204013,Bellevue
8,CO2 Equivalent,medium,130.9899753572066,240412.0833508926,Bellevue
9,Composite NonECPM,heavy,0.001402916704641,130244.24925589804,Bellevue
10,Composite NonECPM,light,0.0066450052681806,4338711.733204013,Bellevue
11,Composite NonECPM,medium,0.0014667804289104,240412.0833508926,Bellevue
12,Elemental Carbon,heavy,0.0023799409237644,130244.24925589804,Bellevue
13,Elemental Carbon,light,0.0130232308639419,4338711.733204013,Bellevue
14,Elemental Carbon,medium,0.0016290581362003,240412.0833508926,Bellevue
15,H20 Aerosol,heavy,0.0,130244.24925589804,Bellevue
16,H20 Aerosol,light,0.0,4338711.733204013,Bellevue
17,H20 Aerosol,medium,0.0,240412.0833508926,Bellevue
18,Methane,heavy,0.029156903615347,130244.24925589804,Bellevue
19,Methane,light,0.0539903296745328,4338711.733204013,Bellevue
20,Methane,medium,0.0381399112464185,240412.0833508926,Bellevue
21,N20,heavy,0.0004481674597103,130244.24925589804,Bellevue
22,N20,light,0.0206316347877811,4338711.733204013,Bellevue
23,N20,medium,0.0046991096838219,240412.0833508926,Bellevue
24,NOx,heavy,0.5020509628210102,130244.24925589804,Bellevue
25,NOx,light,0.2686577732045747,4338711.733204013,Bellevue
26,NOx,medium,0.1240965243846816,240412.0833508926,Bellevue
27,Non-methane HCs,heavy,0.008976838660761,130244.24925589804,Bellevue
28,Non-methane HCs,light,0.3165091375479745,4338711.733204013,Bellevue
29,Non-methane HCs,medium,0.0680613747896362,240412.0833508926,Bellevue
30,PM10 Brakewear,heavy,0.0,130244.24925589804,Bellevue
31,PM10 Brakewear,light,0.0,4338711.733204013,Bellevue
32,PM10 Brakewear,medium,0.0,240412.0833508926,Bellevue
33,PM10 Exhaust,heavy,0.0041123144788786,130244.24925589804,Bellevue
34,PM10 Exhaust,light,0.0222144039591919,4338711.733204013,Bellevue
35,PM10 Exhaust,medium,0.00348394696215,240412.0833508926,Bellevue
36,PM10 Tirewear,heavy,0.0,130244.24925589804,Bellevue
37,PM10 Tirewear,light,0.0,4338711.733204013,Bellevue
38,PM10 Tirewear,medium,0.0,240412.0833508926,Bellevue
39,PM10 Total,heavy,0.034820515689019,390732.74776769424,Bellevue
40,PM10 Total,light,0.2305174632977665,13016135.199612038,Bellevue
41,PM10 Total,medium,0.0207864629458007,721236.2500526778,Bellevue
42,PM25 Brakewear,heavy,0.0,130244.24925589804,Bellevue
43,PM25 Brakewear,light,0.0,4338711.733204013,Bellevue
44,PM25 Brakewear,medium,0.0,240412.0833508926,Bellevue
45,PM25 Exhaust,heavy,0.0037828584506166,130244.24925589804,Bellevue
46,PM25 Exhaust,light,0.0196682317350684,4338711.733204013,Bellevue
47,PM25 Exhaust,medium,0.0030958384702882,240412.0833508926,Bellevue
48,PM25 Tirewear,heavy,0.0,130244.24925589804,Bellevue
49,PM25 Tirewear,light,0.0,4338711.733204013,Bellevue
50,PM25 Tirewear,medium,0.0,240412.0833508926,Bellevue
51,PM25 Total,heavy,0.0077435128530062,390732.74776769424,Bellevue
52,PM25 Total,light,0.046908156455583,13016135.199612038,Bellevue
53,PM25 Total,medium,0.0053396350550689,721236.2500526778,Bellevue
54,Sulfate Particulate,heavy,0.0010721600450352,130244.24925589804,Bellevue
55,Sulfate Particulate,light,0.000504851555804,4338711.733204013,Bellevue
56,Sulfate Particulate,medium,0.00028684692024,240412.0833508926,Bellevue
57,Total Energy,heavy,2690240.507304671,130244.24925589804,Bellevue
58,Total Energy,light,18050410.90302903,4338711.733204013,Bellevue
59,Total Energy,medium,1776639.3236531804,240412.0833508926,Bellevue
60,Total Gaseous HCs,heavy,0.038134152230135,130244.24925589804,Bellevue
61,Total Gaseous HCs,light,0.3708938180561784,4338711.733204013,Bellevue
62,Total Gaseous HCs,medium,0.1062722241815161,240412.0833508926,Bellevue
63,VOCs,heavy,0.0087916080584927,130244.24925589804,Bellevue
64,VOCs,light,0.1937680947745496,4338711.733204013,Bellevue
65,VOCs,medium,0.0361621373976601,240412.0833508926,Bellevue
0,Atmospheric CO2,heavy,1.065304677899502,633.8178264899493,Black Diamond
1,Atmospheric CO2,light,23.745065443295044,64206.06482796194,Black Diamond
2,Atmospheric CO2,medium,1.6033134984287822,1807.1802700344372,Black Diamond
3,CO,heavy,0.0022424891142407,633.8178264899493,Black Diamond
4,CO,light,0.2097582936124561,64206.06482796194,Black Diamond
5,CO,medium,0.0214332110252493,1807.1802700344372,Black Diamond
6,CO2 Equivalent,heavy,1.0718878081327887,633.8178264899493,Black Diamond
7,CO2 Equivalent,light,24.03460419193265,64206.06482796194,Black Diamond
8,CO2 Equivalent,medium,1.6963412878382478,1807.1802700344372,Black Diamond
9,Composite NonECPM,heavy,8.645431830641008e-06,633.8178264899493,Black Diamond
10,Composite NonECPM,light,0.0002597377559572,64206.06482796194,Black Diamond
11,Composite NonECPM,medium,5.180512167588951e-05,1807.1802700344372,Black Diamond
12,Elemental Carbon,heavy,1.4443185982803596e-05,633.8178264899493,Black Diamond
13,Elemental Carbon,light,0.0005443302289607,64206.06482796194,Black Diamond
14,Elemental Carbon,medium,7.364377728862946e-05,1807.1802700344372,Black Diamond
15,H20 Aerosol,heavy,0.0,633.8178264899493,Black Diamond
16,H20 Aerosol,light,0.0,64206.06482796194,Black Diamond
17,H20 Aerosol,medium,0.0,1807.1802700344372,Black Diamond
18,Methane,heavy,0.0002059140638564,633.8178264899493,Black Diamond
19,Methane,light,0.0019539778446414,64206.06482796194,Black Diamond
20,Methane,medium,0.0012431474385787,1807.1802700344372,Black Diamond
21,N20,heavy,4.80845957601395e-06,633.8178264899493,Black Diamond
22,N20,light,0.0008077265304373,64206.06482796194,Black Diamond
23,N20,medium,0.0002078834211976,1807.1802700344372,Black Diamond
24,NOx,heavy,0.0033625376109603,633.8178264899493,Black Diamond
25,NOx,light,0.0097713332799358,64206.06482796194,Black Diamond
26,NOx,medium,0.003392000677968,1807.1802700344372,Black Diamond
27,Non-methane HCs,heavy,8.453008457962827e-05,633.8178264899493,Black Diamond
28,Non-methane HCs,light,0.0139574067292503,64206.06482796194,Black Diamond
29,Non-methane HCs,medium,0.0031219939933263,1807.1802700344372,Black Diamond
30,PM10 Brakewear,heavy,0.0,633.8178264899493,Black Diamond
31,PM10 Brakewear,light,0.0,64206.06482796194,Black Diamond
32,PM10 Brakewear,medium,0.0,1807.1802700344372,Black Diamond
33,PM10 Exhaust,heavy,2.509960752242712e-05,633.8178264899493,Black Diamond
34,PM10 Exhaust,light,0.0009083545340494,64206.06482796194,Black Diamond
35,PM10 Exhaust,medium,0.0001415575142617,1807.1802700344372,Black Diamond
36,PM10 Tirewear,heavy,0.0,633.8178264899493,Black Diamond
37,PM10 Tirewear,light,0.0,64206.06482796194,Black Diamond
38,PM10 Tirewear,medium,0.0,1807.1802700344372,Black Diamond
