MOVESScenarioID,MOVESRunID,yearID,monthID,dayID,hourID,zoneID,pollutantID,processID,sourceTypeID,regClassID,SCC,fuelTypeID,modelYearID,temperature,relHumidity,ratePerVehicle
1,1,2021,7,5,24,530530,119,16,0,0,,0,0,60.9,69.9,0.0
1,1,2021,7,5,24,530530,119,2,0,0,,0,0,60.9,69.9,0.0
1,1,2021,7,5,24,530530,118,16,0,0,,0,0,60.9,69.9,1.85899e-06
1,1,2021,7,5,24,530530,118,2,0,0,,0,0,60.9,69.9,0.000174096
1,1,2021,7,5,24,530530,115,16,0,0,,0,0,60.9,69.9,6.89095e-08
1,1,2021,7,5,24,530530,115,2,0,0,,0,0,60.9,69.9,0.000129781
1,1,2021,7,5,24,530530,112,16,0,0,,0,0,60.9,69.9,3.24335e-08
1,1,2021,7,5,24,530530,112,2,0,0,,0,0,60.9,69.9,3.4539e-05
1,1,2021,7,5,24,530530,110,16,0,0,,0,0,60.9,69.9,1.89142e-06
1,1,2021,7,5,24,530530,110,2,0,0,,0,0,60.9,69.9,0.000208635
1,1,2021,7,5,24,530530,100,16,0,0,,0,0,60.9,69.9,2.05618e-06
1,1,2021,7,5,24,530530,100,2,0,0,,0,0,60.9,69.9,0.000226812
1,1,2021,7,5,24,530530,98,2,0,0,,0,0,60.9,69.9,5.93192
1,1,2021,7,5,24,530530,91,2,0,0,,0,0,60.9,69.9,68977.3
1,1,2021,7,5,24,530530,90,2,0,0,,0,0,60.9,69.9,5.06931
1,1,2021,7,5,24,530530,87,16,0,0,,0,0,60.9,69.9,8.69552e-06
1,1,2021,7,5,24,530530,87,2,0,0,,0,0,60.9,69.9,0.0163315
1,1,2021,7,5,24,530530,79,16,0,0,,0,0,60.9,69.9,7.64807e-06
1,1,2021,7,5,24,530530,79,2,0,0,,0,0,60.9,69.9,0.0164705
1,1,2021,7,5,24,530530,31,2,0,0,,0,0,60.9,69.9,4.21544e-05
1,1,2021,7,5,24,530530,6,2,0,0,,0,0,60.9,69.9,0.00201454
1,1,2021,7,5,24,530530,5,2,0,0,,0,0,60.9,69.9,0.0104906
1,1,2021,7,5,24,530530,3,16,0,0,,0,0,60.9,69.9,1.67099e-11
1,1,2021,7,5,24,530530,3,2,0,0,,0,0,60.9,69.9,0.0793912
1,1,2021,7,5,24,530530,2,16,0,0,,0,0,60.9,69.9,0.0327847
1,1,2021,7,5,24,530530,2,2,0,0,,0,0,60.9,69.9,0.0831126
1,1,2021,7,5,24,530530,1,16,0,0,,0,0,60.9,69.9,1.42779e-05
1,1,2021,7,5,24,530530,1,2,0,0,,0,0,60.9,69.9,0.0269611
1,1,2021,7,5,23,530530,119,16,0,0,,0,0,63.0,66.1,0.0
1,1,2021,7,5,23,530530,119,2,0,0,,0,0,63.0,66.1,0.0
1,1,2021,7,5,23,530530,118,16,0,0,,0,0,63.0,66.1,2.38308e-06
1,1,2021,7,5,23,530530,118,2,0,0,,0,0,63.0,66.1,0.000194286
1,1,2021,7,5,23,530530,115,16,0,0,,0,0,63.0,66.1,8.84266e-08
1,1,2021,7,5,23,530530,115,2,0,0,,0,0,63.0,66.1,0.000144458
1,1,2021,7,5,23,530530,112,16,0,0,,0,0,63.0,66.1,4.11857e-08
1,1,2021,7,5,23,530530,112,2,0,0,,0,0,63.0,66.1,3.9893e-05
1,1,2021,7,5,23,530530,110,16,0,0,,0,0,63.0,66.1,2.42426e-06
1,1,2021,7,5,23,530530,110,2,0,0,,0,0,63.0,66.1,0.000234179
1,1,2021,7,5,23,530530,100,16,0,0,,0,0,63.0,66.1,2.63526e-06
1,1,2021,7,5,23,530530,100,2,0,0,,0,0,63.0,66.1,0.000254566
1,1,2021,7,5,23,530530,98,2,0,0,,0,0,63.0,66.1,6.77061
1,1,2021,7,5,23,530530,91,2,0,0,,0,0,63.0,66.1,75974.2
1,1,2021,7,5,23,530530,90,2,0,0,,0,0,63.0,66.1,5.58742
1,1,2021,7,5,23,530530,87,16,0,0,,0,0,63.0,66.1,1.04247e-05
1,1,2021,7,5,23,530530,87,2,0,0,,0,0,63.0,66.1,0.0194436
1,1,2021,7,5,23,530530,79,16,0,0,,0,0,63.0,66.1,9.16809e-06
1,1,2021,7,5,23,530530,79,2,0,0,,0,0,63.0,66.1,0.0196072
1,1,2021,7,5,23,530530,31,2,0,0,,0,0,63.0,66.1,4.65144e-05
1,1,2021,7,5,23,530530,6,2,0,0,,0,0,63.0,66.1,0.0029229
1,1,2021,7,5,23,530530,5,2,0,0,,0,0,63.0,66.1,0.0124859
1,1,2021,7,5,23,530530,3,16,0,0,,0,0,63.0,66.1,2.02418e-11
1,1,2021,7,5,23,530530,3,2,0,0,,0,0,63.0,66.1,0.0922278
1,1,2021,7,5,23,530530,2,16,0,0,,0,0,63.0,66.1,0.0388078
1,1,2021,7,5,23,530530,2,2,0,0,,0,0,63.0,66.1,0.0973059
1,1,2021,7,5,23,530530,1,16,0,0,,0,0,63.0,66.1,1.70241e-05
1,1,2021,7,5,23,530530,1,2,0,0,,0,0,63.0,66.1,0.0320931
1,1,2021,7,5,22,530530,119,16,0,0,,0,0,65.5,61.9,0.0
1,1,2021,7,5,22,530530,119,2,0,0,,0,0,65.5,61.9,0.0
1,1,2021,7,5,22,530530,118,16,0,0,,0,0,65.5,61.9,3.01346e-06
1,1,2021,7,5,22,530530,118,2,0,0,,0,0,65.5,61.9,0.000274783
1,1,2021,7,5,22,530530,115,16,0,0,,0,0,65.5,61.9,1.11688e-07
1,1,2021,7,5,22,530530,115,2,0,0,,0,0,65.5,61.9,0.0002046
1,1,2021,7,5,22,530530,112,16,0,0,,0,0,65.5,61.9,5.26248e-08
1,1,2021,7,5,22,530530,112,2,0,0,,0,0,65.5,61.9,5.55399e-05
1,1,2021,7,5,22,530530,110,16,0,0,,0,0,65.5,61.9,3.06609e-06
1,1,2021,7,5,22,530530,110,2,0,0,,0,0,65.5,61.9,0.000330322
1,1,2021,7,5,22,530530,100,16,0,0,,0,0,65.5,61.9,3.33319e-06
1,1,2021,7,5,22,530530,100,2,0,0,,0,0,65.5,61.9,0.000359106
1,1,2021,7,5,22,530530,98,2,0,0,,0,0,65.5,61.9,8.8268
1,1,2021,7,5,22,530530,91,2,0,0,,0,0,65.5,61.9,103237.0
1,1,2021,7,5,22,530530,90,2,0,0,,0,0,65.5,61.9,7.58746
1,1,2021,7,5,22,530530,87,16,0,0,,0,0,65.5,61.9,9.31519e-06
1,1,2021,7,5,22,530530,87,2,0,0,,0,0,65.5,61.9,0.0177344
1,1,2021,7,5,22,530530,79,16,0,0,,0,0,65.5,61.9,8.19327e-06
1,1,2021,7,5,22,530530,79,2,0,0,,0,0,65.5,61.9,0.0178921
1,1,2021,7,5,22,530530,31,2,0,0,,0,0,65.5,61.9,6.30982e-05
1,1,2021,7,5,22,530530,6,2,0,0,,0,0,65.5,61.9,0.00320332
1,1,2021,7,5,22,530530,5,2,0,0,,0,0,65.5,61.9,0.0113899
1,1,2021,7,5,22,530530,3,16,0,0,,0,0,65.5,61.9,2.5516e-11
1,1,2021,7,5,22,530530,3,2,0,0,,0,0,65.5,61.9,0.12705
1,1,2021,7,5,22,530530,2,16,0,0,,0,0,65.5,61.9,0.0532282
1,1,2021,7,5,22,530530,2,2,0,0,,0,0,65.5,61.9,0.132831
1,1,2021,7,5,22,530530,1,16,0,0,,0,0,65.5,61.9,1.52937e-05
1,1,2021,7,5,22,530530,1,2,0,0,,0,0,65.5,61.9,0.029282
1,1,2021,7,5,21,530530,119,16,0,0,,0,0,68.5,56.9,0.0
1,1,2021,7,5,21,530530,119,2,0,0,,0,0,68.5,56.9,0.0
1,1,2021,7,5,21,530530,118,16,0,0,,0,0,68.5,56.9,2.08054e-06
1,1,2021,7,5,21,530530,118,2,0,0,,0,0,68.5,56.9,0.000186989
1,1,2021,7,5,21,530530,115,16,0,0,,0,0,68.5,56.9,7.71575e-08
1,1,2021,7,5,21,530530,115,2,0,0,,0,0,68.5,56.9,0.00013933
1,1,2021,7,5,21,530530,112,16,0,0,,0,0,68.5,56.9,3.61319e-08
1,1,2021,7,5,21,530530,112,2,0,0,,0,0,68.5,56.9,3.7282e-05
1,1,2021,7,5,21,530530,110,16,0,0,,0,0,68.5,56.9,2.11667e-06
1,1,2021,7,5,21,530530,110,2,0,0,,0,0,68.5,56.9,0.000224271
1,1,2021,7,5,21,530530,100,16,0,0,,0,0,68.5,56.9,2.30098e-06
1,1,2021,7,5,21,530530,100,2,0,0,,0,0,68.5,56.9,0.000243804
1,1,2021,7,5,21,530530,98,2,0,0,,0,0,68.5,56.9,5.83623
1,1,2021,7,5,21,530530,91,2,0,0,,0,0,68.5,56.9,67749.7
1,1,2021,7,5,21,530530,90,2,0,0,,0,0,68.5,56.9,4.98054
1,1,2021,7,5,21,530530,87,16,0,0,,0,0,68.5,56.9,4.67741e-06
1,1,2021,7,5,21,530530,87,2,0,0,,0,0,68.5,56.9,0.0089957
1,1,2021,7,5,21,530530,79,16,0,0,,0,0,68.5,56.9,4.11399e-06
1,1,2021,7,5,21,530530,79,2,0,0,,0,0,68.5,56.9,0.00907867
1,1,2021,7,5,21,530530,31,2,0,0,,0,0,68.5,56.9,4.14356e-05
1,1,2021,7,5,21,530530,6,2,0,0,,0,0,68.5,56.9,0.00238683
1,1,2021,7,5,21,530530,5,2,0,0,,0,0,68.5,56.9,0.00577566
1,1,2021,7,5,21,530530,3,16,0,0,,0,0,68.5,56.9,1.82164e-11
1,1,2021,7,5,21,530530,3,2,0,0,,0,0,68.5,56.9,0.0861156
1,1,2021,7,5,21,530530,2,16,0,0,,0,0,68.5,56.9,0.0368493
