MOVESScenarioID,MOVESRunID,yearID,monthID,dayID,hourID,zoneID,pollutantID,processID,sourceTypeID,regClassID,SCC,fuelTypeID,modelYearID,temperature,relHumidity,ratePerVehicle
1,1,2021,7,5,24,530610,119,16,0,0,,0,0,58.8,73.0,0.0
1,1,2021,7,5,24,530610,119,2,0,0,,0,0,58.8,73.0,0.0
1,1,2021,7,5,24,530610,118,16,0,0,,0,0,58.8,73.0,1.89786e-06
1,1,2021,7,5,24,530610,118,2,0,0,,0,0,58.8,73.0,0.000171384
1,1,2021,7,5,24,530610,115,16,0,0,,0,0,58.8,73.0,7.03692e-08
1,1,2021,7,5,24,530610,115,2,0,0,,0,0,58.8,73.0,0.000127673
1,1,2021,7,5,24,530610,112,16,0,0,,0,0,58.8,73.0,3.30607e-08
1,1,2021,7,5,24,530610,112,2,0,0,,0,0,58.8,73.0,3.40225e-05
1,1,2021,7,5,24,530610,110,16,0,0,,0,0,58.8,73.0,1.93093e-06
1,1,2021,7,5,24,530610,110,2,0,0,,0,0,58.8,73.0,0.000205406
1,1,2021,7,5,24,530610,100,16,0,0,,0,0,58.8,73.0,2.09908e-06
1,1,2021,7,5,24,530610,100,2,0,0,,0,0,58.8,73.0,0.000223299
1,1,2021,7,5,24,530610,98,2,0,0,,0,0,58.8,73.0,5.98137
1,1,2021,7,5,24,530610,91,2,0,0,,0,0,58.8,73.0,69873.4
1,1,2021,7,5,24,530610,90,2,0,0,,0,0,58.8,73.0,5.1365
1,1,2021,7,5,24,530610,87,16,0,0,,0,0,58.8,73.0,1.08859e-05
1,1,2021,7,5,24,530610,87,2,0,0,,0,0,58.8,73.0,0.0184956
1,1,2021,7,5,24,530610,79,16,0,0,,0,0,58.8,73.0,9.56177e-06
1,1,2021,7,5,24,530610,79,2,0,0,,0,0,58.8,73.0,0.0185689
1,1,2021,7,5,24,530610,31,2,0,0,,0,0,58.8,73.0,4.27315e-05
1,1,2021,7,5,24,530610,6,2,0,0,,0,0,58.8,73.0,0.00182941
1,1,2021,7,5,24,530610,5,2,0,0,,0,0,58.8,73.0,0.0119882
1,1,2021,7,5,24,530610,3,16,0,0,,0,0,58.8,73.0,2.35868e-11
1,1,2021,7,5,24,530610,3,2,0,0,,0,0,58.8,73.0,0.0777573
1,1,2021,7,5,24,530610,2,16,0,0,,0,0,58.8,73.0,0.032064
1,1,2021,7,5,24,530610,2,2,0,0,,0,0,58.8,73.0,0.0857914
1,1,2021,7,5,24,530610,1,16,0,0,,0,0,58.8,73.0,1.62587e-05
1,1,2021,7,5,24,530610,1,2,0,0,,0,0,58.8,73.0,0.0305571
1,1,2021,7,5,23,530610,119,16,0,0,,0,0,60.2,70.7,0.0
1,1,2021,7,5,23,530610,119,2,0,0,,0,0,60.2,70.7,0.0
1,1,2021,7,5,23,530610,118,16,0,0,,0,0,60.2,70.7,2.39688e-06
1,1,2021,7,5,23,530610,118,2,0,0,,0,0,60.2,70.7,0.000191668
1,1,2021,7,5,23,530610,115,16,0,0,,0,0,60.2,70.7,8.89491e-08
1,1,2021,7,5,23,530610,115,2,0,0,,0,0,60.2,70.7,0.00014245
1,1,2021,7,5,23,530610,112,16,0,0,,0,0,60.2,70.7,4.14158e-08
1,1,2021,7,5,23,530610,112,2,0,0,,0,0,60.2,70.7,3.93842e-05
1,1,2021,7,5,23,530610,110,16,0,0,,0,0,60.2,70.7,2.4383e-06
1,1,2021,7,5,23,530610,110,2,0,0,,0,0,60.2,70.7,0.000231052
1,1,2021,7,5,23,530610,100,16,0,0,,0,0,60.2,70.7,2.65049e-06
1,1,2021,7,5,23,530610,100,2,0,0,,0,0,60.2,70.7,0.000251165
1,1,2021,7,5,23,530610,98,2,0,0,,0,0,60.2,70.7,6.87002
1,1,2021,7,5,23,530610,91,2,0,0,,0,0,60.2,70.7,77443.5
1,1,2021,7,5,23,530610,90,2,0,0,,0,0,60.2,70.7,5.69649
1,1,2021,7,5,23,530610,87,16,0,0,,0,0,60.2,70.7,1.39939e-05
1,1,2021,7,5,23,530610,87,2,0,0,,0,0,60.2,70.7,0.0236135
1,1,2021,7,5,23,530610,79,16,0,0,,0,0,60.2,70.7,1.22908e-05
1,1,2021,7,5,23,530610,79,2,0,0,,0,0,60.2,70.7,0.0237047
1,1,2021,7,5,23,530610,31,2,0,0,,0,0,60.2,70.7,4.74365e-05
1,1,2021,7,5,23,530610,6,2,0,0,,0,0,60.2,70.7,0.0026543
1,1,2021,7,5,23,530610,5,2,0,0,,0,0,60.2,70.7,0.0153007
1,1,2021,7,5,23,530610,3,16,0,0,,0,0,60.2,70.7,2.86029e-11
1,1,2021,7,5,23,530610,3,2,0,0,,0,0,60.2,70.7,0.0906462
1,1,2021,7,5,23,530610,2,16,0,0,,0,0,60.2,70.7,0.0381044
1,1,2021,7,5,23,530610,2,2,0,0,,0,0,60.2,70.7,0.0997707
1,1,2021,7,5,23,530610,1,16,0,0,,0,0,60.2,70.7,2.08092e-05
1,1,2021,7,5,23,530610,1,2,0,0,,0,0,60.2,70.7,0.0390053
1,1,2021,7,5,22,530610,119,16,0,0,,0,0,61.9,67.7,0.0
1,1,2021,7,5,22,530610,119,2,0,0,,0,0,61.9,67.7,0.0
1,1,2021,7,5,22,530610,118,16,0,0,,0,0,61.9,67.7,3.08307e-06
1,1,2021,7,5,22,530610,118,2,0,0,,0,0,61.9,67.7,0.000270664
1,1,2021,7,5,22,530610,115,16,0,0,,0,0,61.9,67.7,1.14302e-07
1,1,2021,7,5,22,530610,115,2,0,0,,0,0,61.9,67.7,0.000201393
1,1,2021,7,5,22,530610,112,16,0,0,,0,0,61.9,67.7,5.37412e-08
1,1,2021,7,5,22,530610,112,2,0,0,,0,0,61.9,67.7,5.47165e-05
1,1,2021,7,5,22,530610,110,16,0,0,,0,0,61.9,67.7,3.13681e-06
1,1,2021,7,5,22,530610,110,2,0,0,,0,0,61.9,67.7,0.000325381
1,1,2021,7,5,22,530610,100,16,0,0,,0,0,61.9,67.7,3.41001e-06
1,1,2021,7,5,22,530610,100,2,0,0,,0,0,61.9,67.7,0.000353729
1,1,2021,7,5,22,530610,98,2,0,0,,0,0,61.9,67.7,9.0512
1,1,2021,7,5,22,530610,91,2,0,0,,0,0,61.9,67.7,106058.0
1,1,2021,7,5,22,530610,90,2,0,0,,0,0,61.9,67.7,7.79679
1,1,2021,7,5,22,530610,87,16,0,0,,0,0,61.9,67.7,1.39948e-05
1,1,2021,7,5,22,530610,87,2,0,0,,0,0,61.9,67.7,0.0239206
1,1,2021,7,5,22,530610,79,16,0,0,,0,0,61.9,67.7,1.22927e-05
1,1,2021,7,5,22,530610,79,2,0,0,,0,0,61.9,67.7,0.0240201
1,1,2021,7,5,22,530610,31,2,0,0,,0,0,61.9,67.7,6.4866e-05
1,1,2021,7,5,22,530610,6,2,0,0,,0,0,61.9,67.7,0.00290894
1,1,2021,7,5,22,530610,5,2,0,0,,0,0,61.9,67.7,0.0155026
1,1,2021,7,5,22,530610,3,16,0,0,,0,0,61.9,67.7,3.61013e-11
1,1,2021,7,5,22,530610,3,2,0,0,,0,0,61.9,67.7,0.124424
1,1,2021,7,5,22,530610,2,16,0,0,,0,0,61.9,67.7,0.052051
1,1,2021,7,5,22,530610,2,2,0,0,,0,0,61.9,67.7,0.136771
1,1,2021,7,5,22,530610,1,16,0,0,,0,0,61.9,67.7,2.09007e-05
1,1,2021,7,5,22,530610,1,2,0,0,,0,0,61.9,67.7,0.0395227
1,1,2021,7,5,21,530610,119,16,0,0,,0,0,64.6,63.5,0.0
1,1,2021,7,5,21,530610,119,2,0,0,,0,0,64.6,63.5,0.0
1,1,2021,7,5,21,530610,118,16,0,0,,0,0,64.6,63.5,2.11006e-06
1,1,2021,7,5,21,530610,118,2,0,0,,0,0,64.6,63.5,0.000184171
1,1,2021,7,5,21,530610,115,16,0,0,,0,0,64.6,63.5,7.82678e-08
1,1,2021,7,5,21,530610,115,2,0,0,,0,0,64.6,63.5,0.000137152
1,1,2021,7,5,21,530610,112,16,0,0,,0,0,64.6,63.5,3.66059e-08
1,1,2021,7,5,21,530610,112,2,0,0,,0,0,64.6,63.5,3.67516e-05
1,1,2021,7,5,21,530610,110,16,0,0,,0,0,64.6,63.5,2.14666e-06
1,1,2021,7,5,21,530610,110,2,0,0,,0,0,64.6,63.5,0.000220923
1,1,2021,7,5,21,530610,100,16,0,0,,0,0,64.6,63.5,2.33355e-06
1,1,2021,7,5,21,530610,100,2,0,0,,0,0,64.6,63.5,0.000240161
1,1,2021,7,5,21,530610,98,2,0,0,,0,0,64.6,63.5,5.99924
1,1,2021,7,5,21,530610,91,2,0,0,,0,0,64.6,63.5,69729.8
1,1,2021,7,5,21,530610,90,2,0,0,,0,0,64.6,63.5,5.12724
1,1,2021,7,5,21,530610,87,16,0,0,,0,0,64.6,63.5,8.14814e-06
1,1,2021,7,5,21,530610,87,2,0,0,,0,0,64.6,63.5,0.0139569
1,1,2021,7,5,21,530610,79,16,0,0,,0,0,64.6,63.5,7.15698e-06
1,1,2021,7,5,21,530610,79,2,0,0,,0,0,64.6,63.5,0.0140168
1,1,2021,7,5,21,530610,31,2,0,0,,0,0,64.6,63.5,4.26715e-05
1,1,2021,7,5,21,530610,6,2,0,0,,0,0,64.6,63.5,0.00216749
