pollutantID,sourceTypeID,roadTypeID,avgSpeedBinID,hourID,dayID,monthID,linkID,ratePerDistance
1,0,1,0,1,5,1,530530100,6.68756
1,0,1,0,1,5,4,530530100,6.68757
1,0,1,0,1,5,7,530530100,6.68757
1,0,1,0,2,5,1,530530100,6.64172
1,0,1,0,2,5,4,530530100,6.64172
1,0,1,0,2,5,7,530530100,6.64172
1,0,1,0,3,5,1,530530100,6.72659
1,0,1,0,3,5,4,530530100,6.72659
1,0,1,0,3,5,7,530530100,6.72659
1,0,1,0,4,5,1,530530100,6.57797
1,0,1,0,4,5,4,530530100,6.57797
1,0,1,0,4,5,7,530530100,6.57797
1,0,1,0,5,5,1,530530100,6.61235
1,0,1,0,5,5,4,530530100,6.61236
1,0,1,0,5,5,7,530530100,6.61235
1,0,1,0,6,5,1,530530100,6.55969
1,0,1,0,6,5,4,530530100,6.55969
1,0,1,0,6,5,7,530530100,6.55969
1,0,1,0,7,5,1,530530100,6.72567
1,0,1,0,7,5,4,530530100,6.72567
1,0,1,0,7,5,7,530530100,6.72567
1,0,1,0,8,5,1,530530100,7.07126
1,0,1,0,8,5,4,530530100,7.07126
1,0,1,0,8,5,7,530530100,7.07126
1,0,1,0,9,5,1,530530100,7.12424
1,0,1,0,9,5,4,530530100,7.12424
1,0,1,0,9,5,7,530530100,7.12425
1,0,1,0,10,5,1,530530100,6.98538
1,0,1,0,10,5,4,530530100,6.98538
1,0,1,0,10,5,7,530530100,6.98538
1,0,1,0,11,5,1,530530100,6.9362
1,0,1,0,11,5,4,530530100,6.9362
1,0,1,0,11,5,7,530530100,6.93621
1,0,1,0,12,5,1,530530100,7.00044
1,0,1,0,12,5,4,530530100,7.00044
1,0,1,0,12,5,7,530530100,7.00044
1,0,1,0,13,5,1,530530100,7.06729
1,0,1,0,13,5,4,530530100,7.06729
1,0,1,0,13,5,7,530530100,7.06729
1,0,1,0,14,5,1,530530100,7.05331
1,0,1,0,14,5,4,530530100,7.05331
1,0,1,0,14,5,7,530530100,7.05331
1,0,1,0,15,5,1,530530100,7.0968
1,0,1,0,15,5,4,530530100,7.09681
1,0,1,0,15,5,7,530530100,7.0968
1,0,1,0,16,5,1,530530100,7.22407
1,0,1,0,16,5,4,530530100,7.22407
1,0,1,0,16,5,7,530530100,7.22407
1,0,1,0,17,5,1,530530100,7.30842
1,0,1,0,17,5,4,530530100,7.30843
1,0,1,0,17,5,7,530530100,7.30843
1,0,1,0,18,5,1,530530100,7.44226
1,0,1,0,18,5,4,530530100,7.44227
1,0,1,0,18,5,7,530530100,7.44226
1,0,1,0,19,5,1,530530100,7.19229
1,0,1,0,19,5,4,530530100,7.19229
1,0,1,0,19,5,7,530530100,7.19229
1,0,1,0,20,5,1,530530100,6.96813
1,0,1,0,20,5,4,530530100,6.96813
1,0,1,0,20,5,7,530530100,6.96813
1,0,1,0,21,5,1,530530100,6.85853
1,0,1,0,21,5,4,530530100,6.85853
1,0,1,0,21,5,7,530530100,6.85853
1,0,1,0,22,5,1,530530100,6.81289
1,0,1,0,22,5,4,530530100,6.81289
1,0,1,0,22,5,7,530530100,6.81289
1,0,1,0,23,5,1,530530100,6.80411
1,0,1,0,23,5,4,530530100,6.80411
1,0,1,0,23,5,7,530530100,6.80411
1,0,1,0,24,5,1,530530100,6.82515
1,0,1,0,24,5,4,530530100,6.82515
1,0,1,0,24,5,7,530530100,6.82515
1,0,2,1,1,5,1,530530201,2.50547
1,0,2,1,1,5,4,530530201,2.50546
1,0,2,1,1,5,7,530530201,2.50547
1,0,2,1,2,5,1,530530201,2.50546
1,0,2,1,2,5,4,530530201,2.50546
1,0,2,1,2,5,7,530530201,2.50547
1,0,2,1,3,5,1,530530201,2.50547
1,0,2,1,3,5,4,530530201,2.50546
1,0,2,1,3,5,7,530530201,2.50546
1,0,2,1,4,5,1,530530201,2.50547
1,0,2,1,4,5,4,530530201,2.50547
1,0,2,1,4,5,7,530530201,2.50547
1,0,2,1,5,5,1,530530201,2.50546
1,0,2,1,5,5,4,530530201,2.50547
1,0,2,1,5,5,7,530530201,2.50547
1,0,2,1,6,5,1,530530201,2.50547
1,0,2,1,6,5,4,530530201,2.50546
1,0,2,1,6,5,7,530530201,2.50547
1,0,2,1,7,5,1,530530201,2.50546
1,0,2,1,7,5,4,530530201,2.50547
1,0,2,1,7,5,7,530530201,2.50547
1,0,2,1,8,5,1,530530201,2.50547
1,0,2,1,8,5,4,530530201,2.50547
1,0,2,1,8,5,7,530530201,2.50547
1,0,2,1,9,5,1,530530201,2.50546
1,0,2,1,9,5,4,530530201,2.50546
1,0,2,1,9,5,7,530530201,2.50546
1,0,2,1,10,5,1,530530201,2.50546
1,0,2,1,10,5,4,530530201,2.50547
1,0,2,1,10,5,7,530530201,2.50547
1,0,2,1,11,5,1,530530201,2.50546
1,0,2,1,11,5,4,530530201,2.50547
1,0,2,1,11,5,7,530530201,2.50547
1,0,2,1,12,5,1,530530201,2.50546
1,0,2,1,12,5,4,530530201,2.50546
1,0,2,1,12,5,7,530530201,2.50547
1,0,2,1,13,5,1,530530201,2.50547
1,0,2,1,13,5,4,530530201,2.50546
1,0,2,1,13,5,7,530530201,2.50546
1,0,2,1,14,5,1,530530201,2.50546
1,0,2,1,14,5,4,530530201,2.50547
1,0,2,1,14,5,7,530530201,2.50547
1,0,2,1,15,5,1,530530201,2.50547
1,0,2,1,15,5,4,530530201,2.50546
1,0,2,1,15,5,7,530530201,2.50547
1,0,2,1,16,5,1,530530201,2.50546
1,0,2,1,16,5,4,530530201,2.50547
1,0,2,1,16,5,7,530530201,2.50547
1,0,2,1,17,5,1,530530201,2.50546
1,0,2,1,17,5,4,530530201,2.50547
1,0,2,1,17,5,7,530530201,2.50547
1,0,2,1,18,5,1,530530201,2.50546
1,0,2,1,18,5,4,530530201,2.50546
1,0,2,1,18,5,7,530530201,2.50547
1,0,2,1,19,5,1,530530201,2.50546
1,0,2,1,19,5,4,530530201,2.50546
1,0,2,1,19,5,7,530530201,2.50546
1,0,2,1,20,5,1,530530201,2.50546
1,0,2,1,20,5,4,530530201,2.50547
1,0,2,1,20,5,7,530530201,2.50546
1,0,2,1,21,5,1,530530201,2.50546
1,0,2,1,21,5,4,530530201,2.50547
1,0,2,1,21,5,7,530530201,2.50547
1,0,2,1,22,5,1,530530201,2.50546
1,0,2,1,22,5,4,530530201,2.50547
1,0,2,1,22,5,7,530530201,2.50546
1,0,2,1,23,5,1,530530201,2.50547
1,0,2,1,23,5,4,530530201,2.50546
1,0,2,1,23,5,7,530530201,2.50547
1,0,2,1,24,5,1,530530201,2.50546
1,0,2,1,24,5,4,530530201,2.50546
1,0,2,1,24,5,7,530530201,2.50547
1,0,2,2,1,5,1,530530202,1.46811
1,0,2,2,1,5,4,530530202,1.46811
1,0,2,2,1,5,7,530530202,1.46811
1,0,2,2,2,5,1,530530202,1.46811
1,0,2,2,2,5,4,530530202,1.46811
1,0,2,2,2,5,7,530530202,1.46811
1,0,2,2,3,5,1,530530202,1.46811
1,0,2,2,3,5,4,530530202,1.46811
1,0,2,2,3,5,7,530530202,1.46811
1,0,2,2,4,5,1,530530202,1.46811
1,0,2,2,4,5,4,530530202,1.46811
1,0,2,2,4,5,7,530530202,1.46811
1,0,2,2,5,5,1,530530202,1.46811
1,0,2,2,5,5,4,530530202,1.46811
1,0,2,2,5,5,7,530530202,1.46811
1,0,2,2,6,5,1,530530202,1.46811
1,0,2,2,6,5,4,530530202,1.46811
1,0,2,2,6,5,7,530530202,1.46811
1,0,2,2,7,5,1,530530202,1.46811
1,0,2,2,7,5,4,530530202,1.46811
1,0,2,2,7,5,7,530530202,1.46811
1,0,2,2,8,5,1,530530202,1.46811
1,0,2,2,8,5,4,530530202,1.46811
1,0,2,2,8,5,7,530530202,1.46811
1,0,2,2,9,5,1,530530202,1.46811
1,0,2,2,9,5,4,530530202,1.46811
1,0,2,2,9,5,7,530530202,1.46811
1,0,2,2,10,5,1,530530202,1.46811
1,0,2,2,10,5,4,530530202,1.46811
1,0,2,2,10,5,7,530530202,1.46811
1,0,2,2,11,5,1,530530202,1.46811
1,0,2,2,11,5,4,530530202,1.46811
1,0,2,2,11,5,7,530530202,1.46811
1,0,2,2,12,5,1,530530202,1.46811
1,0,2,2,12,5,4,530530202,1.46811
1,0,2,2,12,5,7,530530202,1.46811
1,0,2,2,13,5,1,530530202,1.46811
1,0,2,2,13,5,4,530530202,1.46811
1,0,2,2,13,5,7,530530202,1.46811
1,0,2,2,14,5,1,530530202,1.46811
1,0,2,2,14,5,4,530530202,1.46811
1,0,2,2,14,5,7,530530202,1.46811
1,0,2,2,15,5,1,530530202,1.46811
1,0,2,2,15,5,4,530530202,1.46811
1,0,2,2,15,5,7,530530202,1.46811
1,0,2,2,16,5,1,530530202,1.46811
1,0,2,2,16,5,4,530530202,1.46811
1,0,2,2,16,5,7,530530202,1.46811
1,0,2,2,17,5,1,530530202,1.46811
1,0,2,2,17,5,4,530530202,1.46811
1,0,2,2,17,5,7,530530202,1.46811
1,0,2,2,18,5,1,530530202,1.46811
1,0,2,2,18,5,4,530530202,1.46811
1,0,2,2,18,5,7,530530202,1.46811
1,0,2,2,19,5,1,530530202,1.46811
1,0,2,2,19,5,4,530530202,1.46811
1,0,2,2,19,5,7,530530202,1.46811
1,0,2,2,20,5,1,530530202,1.46811
1,0,2,2,20,5,4,530530202,1.46811
1,0,2,2,20,5,7,530530202,1.46811
1,0,2,2,21,5,1,530530202,1.46811
1,0,2,2,21,5,4,530530202,1.46811
1,0,2,2,21,5,7,530530202,1.46811
1,0,2,2,22,5,1,530530202,1.46811
1,0,2,2,22,5,4,530530202,1.46811
1,0,2,2,22,5,7,530530202,1.46811
1,0,2,2,23,5,1,530530202,1.46811
1,0,2,2,23,5,4,530530202,1.46811
1,0,2,2,23,5,7,530530202,1.46811
1,0,2,2,24,5,1,530530202,1.46811
1,0,2,2,24,5,4,530530202,1.46811
1,0,2,2,24,5,7,530530202,1.46811
1,0,2,3,1,5,1,530530203,0.818324
1,0,2,3,1,5,4,530530203,0.818323
1,0,2,3,1,5,7,530530203,0.818324
1,0,2,3,2,5,1,530530203,0.818323
1,0,2,3,2,5,4,530530203,0.818323
1,0,2,3,2,5,7,530530203,0.818324
1,0,2,3,3,5,1,530530203,0.818324
1,0,2,3,3,5,4,530530203,0.818323
1,0,2,3,3,5,7,530530203,0.818323
1,0,2,3,4,5,1,530530203,0.818324
1,0,2,3,4,5,4,530530203,0.818324
1,0,2,3,4,5,7,530530203,0.818324
1,0,2,3,5,5,1,530530203,0.818323
1,0,2,3,5,5,4,530530203,0.818324
1,0,2,3,5,5,7,530530203,0.818324
1,0,2,3,6,5,1,530530203,0.818324
1,0,2,3,6,5,4,530530203,0.818323
1,0,2,3,6,5,7,530530203,0.818324
1,0,2,3,7,5,1,530530203,0.818323
1,0,2,3,7,5,4,530530203,0.818324
1,0,2,3,7,5,7,530530203,0.818324
1,0,2,3,8,5,1,530530203,0.818324
1,0,2,3,8,5,4,530530203,0.818324
1,0,2,3,8,5,7,530530203,0.818324
1,0,2,3,9,5,1,530530203,0.818323
1,0,2,3,9,5,4,530530203,0.818323
1,0,2,3,9,5,7,530530203,0.818323
1,0,2,3,10,5,1,530530203,0.818323
1,0,2,3,10,5,4,530530203,0.818324
1,0,2,3,10,5,7,530530203,0.818324
1,0,2,3,11,5,1,530530203,0.818323
1,0,2,3,11,5,4,530530203,0.818324
1,0,2,3,11,5,7,530530203,0.818324
1,0,2,3,12,5,1,530530203,0.818323
1,0,2,3,12,5,4,530530203,0.818323
1,0,2,3,12,5,7,530530203,0.818324
1,0,2,3,13,5,1,530530203,0.818324
1,0,2,3,13,5,4,530530203,0.818323
1,0,2,3,13,5,7,530530203,0.818323
1,0,2,3,14,5,1,530530203,0.818323
1,0,2,3,14,5,4,530530203,0.818324
1,0,2,3,14,5,7,530530203,0.818324
1,0,2,3,15,5,1,530530203,0.818324
1,0,2,3,15,5,4,530530203,0.818323
1,0,2,3,15,5,7,530530203,0.818324
1,0,2,3,16,5,1,530530203,0.818323
1,0,2,3,16,5,4,530530203,0.818324
1,0,2,3,16,5,7,530530203,0.818324
1,0,2,3,17,5,1,530530203,0.818323
1,0,2,3,17,5,4,530530203,0.818324
1,0,2,3,17,5,7,530530203,0.818324
1,0,2,3,18,5,1,530530203,0.818323
1,0,2,3,18,5,4,530530203,0.818323
1,0,2,3,18,5,7,530530203,0.818324
1,0,2,3,19,5,1,530530203,0.818323
1,0,2,3,19,5,4,530530203,0.818323
1,0,2,3,19,5,7,530530203,0.818323
1,0,2,3,20,5,1,530530203,0.818323
1,0,2,3,20,5,4,530530203,0.818324
1,0,2,3,20,5,7,530530203,0.818324
1,0,2,3,21,5,1,530530203,0.818323
1,0,2,3,21,5,4,530530203,0.818324
1,0,2,3,21,5,7,530530203,0.818324
1,0,2,3,22,5,1,530530203,0.818323
1,0,2,3,22,5,4,530530203,0.818324
1,0,2,3,22,5,7,530530203,0.818323
1,0,2,3,23,5,1,530530203,0.818324
1,0,2,3,23,5,4,530530203,0.818323
1,0,2,3,23,5,7,530530203,0.818324
1,0,2,3,24,5,1,530530203,0.818323
1,0,2,3,24,5,4,530530203,0.818323
1,0,2,3,24,5,7,530530203,0.818324
1,0,2,4,1,5,1,530530204,0.579011
1,0,2,4,1,5,4,530530204,0.579011
1,0,2,4,1,5,7,530530204,0.579011
1,0,2,4,2,5,1,530530204,0.579011
1,0,2,4,2,5,4,530530204,0.579011
1,0,2,4,2,5,7,530530204,0.579011
1,0,2,4,3,5,1,530530204,0.579011
1,0,2,4,3,5,4,530530204,0.579011
1,0,2,4,3,5,7,530530204,0.579011
1,0,2,4,4,5,1,530530204,0.579011
1,0,2,4,4,5,4,530530204,0.579011
1,0,2,4,4,5,7,530530204,0.579011
1,0,2,4,5,5,1,530530204,0.579011
1,0,2,4,5,5,4,530530204,0.579011
1,0,2,4,5,5,7,530530204,0.579011
1,0,2,4,6,5,1,530530204,0.579011
1,0,2,4,6,5,4,530530204,0.579011
1,0,2,4,6,5,7,530530204,0.579011
1,0,2,4,7,5,1,530530204,0.579011
1,0,2,4,7,5,4,530530204,0.579011
1,0,2,4,7,5,7,530530204,0.579011
1,0,2,4,8,5,1,530530204,0.579011
1,0,2,4,8,5,4,530530204,0.579011
1,0,2,4,8,5,7,530530204,0.579011
1,0,2,4,9,5,1,530530204,0.579011
1,0,2,4,9,5,4,530530204,0.579011
1,0,2,4,9,5,7,530530204,0.579011
1,0,2,4,10,5,1,530530204,0.579011
1,0,2,4,10,5,4,530530204,0.579011
1,0,2,4,10,5,7,530530204,0.579011
1,0,2,4,11,5,1,530530204,0.579011
1,0,2,4,11,5,4,530530204,0.579011
1,0,2,4,11,5,7,530530204,0.579011
1,0,2,4,12,5,1,530530204,0.579011
1,0,2,4,12,5,4,530530204,0.579011
1,0,2,4,12,5,7,530530204,0.579011
1,0,2,4,13,5,1,530530204,0.579011
1,0,2,4,13,5,4,530530204,0.579011
1,0,2,4,13,5,7,530530204,0.579011
1,0,2,4,14,5,1,530530204,0.579011
1,0,2,4,14,5,4,530530204,0.579011
1,0,2,4,14,5,7,530530204,0.579011
1,0,2,4,15,5,1,530530204,0.579011
