pollutantID,sourceTypeID,roadTypeID,avgSpeedBinID,hourID,dayID,monthID,linkID,ratePerDistance
1,0,1,0,1,5,1,530330100,6.58153
1,0,1,0,1,5,4,530330100,6.58153
1,0,1,0,1,5,7,530330100,6.58153
1,0,1,0,2,5,1,530330100,6.53416
1,0,1,0,2,5,4,530330100,6.53417
1,0,1,0,2,5,7,530330100,6.53416
1,0,1,0,3,5,1,530330100,6.61753
1,0,1,0,3,5,4,530330100,6.61754
1,0,1,0,3,5,7,530330100,6.61754
1,0,1,0,4,5,1,530330100,6.4831
1,0,1,0,4,5,4,530330100,6.4831
1,0,1,0,4,5,7,530330100,6.48311
1,0,1,0,5,5,1,530330100,6.52664
1,0,1,0,5,5,4,530330100,6.52664
1,0,1,0,5,5,7,530330100,6.52664
1,0,1,0,6,5,1,530330100,6.48217
1,0,1,0,6,5,4,530330100,6.48217
1,0,1,0,6,5,7,530330100,6.48217
1,0,1,0,7,5,1,530330100,6.63693
1,0,1,0,7,5,4,530330100,6.63693
1,0,1,0,7,5,7,530330100,6.63693
1,0,1,0,8,5,1,530330100,6.94858
1,0,1,0,8,5,4,530330100,6.94858
1,0,1,0,8,5,7,530330100,6.94858
1,0,1,0,9,5,1,530330100,6.99219
1,0,1,0,9,5,4,530330100,6.99219
1,0,1,0,9,5,7,530330100,6.99219
1,0,1,0,10,5,1,530330100,6.85862
1,0,1,0,10,5,4,530330100,6.85862
1,0,1,0,10,5,7,530330100,6.85862
1,0,1,0,11,5,1,530330100,6.80613
1,0,1,0,11,5,4,530330100,6.80614
1,0,1,0,11,5,7,530330100,6.80614
1,0,1,0,12,5,1,530330100,6.85945
1,0,1,0,12,5,4,530330100,6.85945
1,0,1,0,12,5,7,530330100,6.85945
1,0,1,0,13,5,1,530330100,6.91537
1,0,1,0,13,5,4,530330100,6.91537
1,0,1,0,13,5,7,530330100,6.91537
1,0,1,0,14,5,1,530330100,6.90463
1,0,1,0,14,5,4,530330100,6.90463
1,0,1,0,14,5,7,530330100,6.90463
1,0,1,0,15,5,1,530330100,6.94563
1,0,1,0,15,5,4,530330100,6.94563
1,0,1,0,15,5,7,530330100,6.94563
1,0,1,0,16,5,1,530330100,7.0649
1,0,1,0,16,5,4,530330100,7.0649
1,0,1,0,16,5,7,530330100,7.0649
1,0,1,0,17,5,1,530330100,7.15313
1,0,1,0,17,5,4,530330100,7.15313
1,0,1,0,17,5,7,530330100,7.15313
1,0,1,0,18,5,1,530330100,7.27392
1,0,1,0,18,5,4,530330100,7.27392
1,0,1,0,18,5,7,530330100,7.27392
1,0,1,0,19,5,1,530330100,7.04535
1,0,1,0,19,5,4,530330100,7.04535
1,0,1,0,19,5,7,530330100,7.04535
1,0,1,0,20,5,1,530330100,6.83605
1,0,1,0,20,5,4,530330100,6.83605
1,0,1,0,20,5,7,530330100,6.83605
1,0,1,0,21,5,1,530330100,6.73717
1,0,1,0,21,5,4,530330100,6.73717
1,0,1,0,21,5,7,530330100,6.73717
1,0,1,0,22,5,1,530330100,6.6961
1,0,1,0,22,5,4,530330100,6.6961
1,0,1,0,22,5,7,530330100,6.6961
1,0,1,0,23,5,1,530330100,6.69107
1,0,1,0,23,5,4,530330100,6.69107
1,0,1,0,23,5,7,530330100,6.69107
1,0,1,0,24,5,1,530330100,6.7124
1,0,1,0,24,5,4,530330100,6.7124
1,0,1,0,24,5,7,530330100,6.7124
1,0,2,1,1,5,1,530330201,2.50544
1,0,2,1,1,5,4,530330201,2.50544
1,0,2,1,1,5,7,530330201,2.50544
1,0,2,1,2,5,1,530330201,2.50544
1,0,2,1,2,5,4,530330201,2.50544
1,0,2,1,2,5,7,530330201,2.50544
1,0,2,1,3,5,1,530330201,2.50544
1,0,2,1,3,5,4,530330201,2.50544
1,0,2,1,3,5,7,530330201,2.50544
1,0,2,1,4,5,1,530330201,2.50544
1,0,2,1,4,5,4,530330201,2.50544
1,0,2,1,4,5,7,530330201,2.50544
1,0,2,1,5,5,1,530330201,2.50544
1,0,2,1,5,5,4,530330201,2.50544
1,0,2,1,5,5,7,530330201,2.50544
1,0,2,1,6,5,1,530330201,2.50544
1,0,2,1,6,5,4,530330201,2.50544
1,0,2,1,6,5,7,530330201,2.50544
1,0,2,1,7,5,1,530330201,2.50544
1,0,2,1,7,5,4,530330201,2.50544
1,0,2,1,7,5,7,530330201,2.50544
1,0,2,1,8,5,1,530330201,2.50544
1,0,2,1,8,5,4,530330201,2.50544
1,0,2,1,8,5,7,530330201,2.50544
1,0,2,1,9,5,1,530330201,2.50544
1,0,2,1,9,5,4,530330201,2.50544
1,0,2,1,9,5,7,530330201,2.50544
1,0,2,1,10,5,1,530330201,2.50544
1,0,2,1,10,5,4,530330201,2.50544
1,0,2,1,10,5,7,530330201,2.50544
1,0,2,1,11,5,1,530330201,2.50544
1,0,2,1,11,5,4,530330201,2.50544
1,0,2,1,11,5,7,530330201,2.50544
1,0,2,1,12,5,1,530330201,2.50544
1,0,2,1,12,5,4,530330201,2.50544
1,0,2,1,12,5,7,530330201,2.50544
1,0,2,1,13,5,1,530330201,2.50544
1,0,2,1,13,5,4,530330201,2.50544
1,0,2,1,13,5,7,530330201,2.50544
1,0,2,1,14,5,1,530330201,2.50544
1,0,2,1,14,5,4,530330201,2.50544
1,0,2,1,14,5,7,530330201,2.50544
1,0,2,1,15,5,1,530330201,2.50544
1,0,2,1,15,5,4,530330201,2.50544
1,0,2,1,15,5,7,530330201,2.50544
1,0,2,1,16,5,1,530330201,2.50544
1,0,2,1,16,5,4,530330201,2.50544
1,0,2,1,16,5,7,530330201,2.50544
1,0,2,1,17,5,1,530330201,2.50544
1,0,2,1,17,5,4,530330201,2.50544
1,0,2,1,17,5,7,530330201,2.50544
1,0,2,1,18,5,1,530330201,2.50544
1,0,2,1,18,5,4,530330201,2.50544
1,0,2,1,18,5,7,530330201,2.50544
1,0,2,1,19,5,1,530330201,2.50544
1,0,2,1,19,5,4,530330201,2.50544
1,0,2,1,19,5,7,530330201,2.50544
1,0,2,1,20,5,1,530330201,2.50544
1,0,2,1,20,5,4,530330201,2.50544
1,0,2,1,20,5,7,530330201,2.50544
1,0,2,1,21,5,1,530330201,2.50544
1,0,2,1,21,5,4,530330201,2.50544
1,0,2,1,21,5,7,530330201,2.50544
1,0,2,1,22,5,1,530330201,2.50544
1,0,2,1,22,5,4,530330201,2.50544
1,0,2,1,22,5,7,530330201,2.50544
1,0,2,1,23,5,1,530330201,2.50544
1,0,2,1,23,5,4,530330201,2.50544
1,0,2,1,23,5,7,530330201,2.50544
1,0,2,1,24,5,1,530330201,2.50544
1,0,2,1,24,5,4,530330201,2.50544
1,0,2,1,24,5,7,530330201,2.50544
1,0,2,2,1,5,1,530330202,1.46809
1,0,2,2,1,5,4,530330202,1.46809
1,0,2,2,1,5,7,530330202,1.46809
1,0,2,2,2,5,1,530330202,1.46809
1,0,2,2,2,5,4,530330202,1.46809
1,0,2,2,2,5,7,530330202,1.46809
1,0,2,2,3,5,1,530330202,1.46809
1,0,2,2,3,5,4,530330202,1.46809
1,0,2,2,3,5,7,530330202,1.46809
1,0,2,2,4,5,1,530330202,1.46809
1,0,2,2,4,5,4,530330202,1.46809
1,0,2,2,4,5,7,530330202,1.46809
1,0,2,2,5,5,1,530330202,1.46809
1,0,2,2,5,5,4,530330202,1.46809
1,0,2,2,5,5,7,530330202,1.46809
1,0,2,2,6,5,1,530330202,1.46809
1,0,2,2,6,5,4,530330202,1.46809
1,0,2,2,6,5,7,530330202,1.46809
1,0,2,2,7,5,1,530330202,1.46809
1,0,2,2,7,5,4,530330202,1.46809
1,0,2,2,7,5,7,530330202,1.46809
1,0,2,2,8,5,1,530330202,1.46809
1,0,2,2,8,5,4,530330202,1.46809
1,0,2,2,8,5,7,530330202,1.46809
1,0,2,2,9,5,1,530330202,1.46809
1,0,2,2,9,5,4,530330202,1.46809
1,0,2,2,9,5,7,530330202,1.46809
1,0,2,2,10,5,1,530330202,1.46809
1,0,2,2,10,5,4,530330202,1.46809
1,0,2,2,10,5,7,530330202,1.46809
1,0,2,2,11,5,1,530330202,1.46809
1,0,2,2,11,5,4,530330202,1.46809
