GEOID,supermarket,library,hospital,pharmacy,school,cafe
53033000100,0.119790436831,1.60076689205,1.97461729003,0.211399208546,0.164358135831,1.21738200912
53033000200,0.319689997861,1.17656682236,1.47880894235,0.344267983621,0.307403159792,0.731150091084
53033000300,0.577492526679,1.0651948906,1.16534340569,0.478507001485,0.298077027922,0.389097834844
53033000401,0.256847413252,0.487483168234,1.08660509645,0.208475278699,0.343226819365,0.252262095536
53033000402,0.571730944195,0.271914758354,0.918296766303,0.456247611639,0.350393486321,0.49803891073
53033000500,0.999113303785,0.580043951527,1.47119496671,0.704492356322,0.21131581911,1.24090635936
53033000600,0.332275183391,0.545827473023,0.470342005762,0.322947935342,0.221973359156,0.313487709403
53033000700,0.336821627697,0.824562227159,1.20062957123,0.21797064794,0.376344648955,0.274635205524
53033000800,0.77722269211,0.947540862526,1.70789467688,0.672845321713,0.410834397052,0.387123408845
53033000900,0.963139390672,1.20389473467,1.77416711394,0.887991499371,0.911216944338,0.714513838695
53033001000,0.876062963694,0.386187925516,1.14566809505,0.656946176674,0.262588779456,0.352938828959
53033001100,0.549836786595,0.405737702534,0.72867433927,0.533467592136,0.445165150945,0.563755293984
53033001200,0.257476967142,0.234240232229,0.21633161461,0.145610061828,0.231919557546,0.261748709967
53033001300,0.215623784739,0.581643945288,0.18324947662,0.658128378614,0.141715259366,0.396371854711
53033001400,0.454398594846,0.467398785606,0.763392141156,0.454492117231,0.229559080424,0.605605430194
53033001500,0.74841413627,0.663321990729,2.03148709314,0.723526403334,0.169429307441,0.61788625809
53033001600,0.570733317664,0.318378047561,1.9744091175,0.541396577038,0.283818819887,0.479534577449
53033001701,0.283391466087,0.404735226855,0.63433814691,0.335093449025,0.282820761476,0.358840677357
53033001702,0.294571790502,0.503885969339,1.14830091777,0.255813002359,0.293933341207,0.442401273565
53033001800,0.533084604087,0.397095027416,0.633022412905,0.628061126574,0.188125208809,0.590381147281
53033001900,0.680116137839,0.435114396871,0.501290612533,0.400644031401,0.146085706319,0.320277572992
53033002000,0.785181871935,0.654259413002,0.777728745052,0.598313730138,0.0644210956058,0.264446673668
53033002100,0.645657409427,0.550703461503,0.933947922141,0.48688511468,0.279321075717,0.559717895766
53033002200,0.842151296074,0.788314050619,1.46994060709,0.426696639987,0.459000363785,0.628998029529
53033002600,0.775249098254,0.846372123379,0.822885594184,0.759946299828,0.41811793784,0.419376346451
53033990100,0.717937741482,0.761509738639,1.92101602759,0.709705477784,0.469819651511,0.839445389342
