,avgspeedbinId,roadtypeId,hourId,sov_vmt,hov2_vmt,hov3_vmt,tnc_vmt,bus_vmt,medium_truck_vmt,heavy_truck_vmt
0,1,0,5,0.0,0.0,0.0,0,0.0,0.0,0.0
1,1,0,6,0.0,0.0,0.0,0,0.0,0.0,0.0
2,1,0,7,0.0,0.0,0.0,0,0.0,0.0,0.0
3,1,0,8,0.0,0.0,0.0,0,0.0,0.0,0.0
4,1,0,9,0.0,0.0,0.0,0,0.0,0.0,0.0
5,1,0,10,0.0,0.0,0.0,0,0.0,0.0,0.0
6,1,0,14,0.0,0.0,0.0,0,0.0,0.0,0.0
7,1,0,15,0.0,0.0,0.0,0,0.0,0.0,0.0
8,1,0,16,0.0,0.0,0.0,0,0.0,0.0,0.0
9,1,0,17,0.0,0.0,0.0,0,0.0,0.0,0.0
10,1,0,18,0.0,0.0,0.0,0,0.0,0.0,0.0
11,1,0,20,0.0,0.0,0.0,0,0.0,0.0,0.0
12,1,3,5,0.0,0.0,0.0,0,0.0,0.0,0.0
13,1,3,6,0.0,0.0,0.0,0,0.0,0.0,0.0
14,1,3,7,5.958334631422932,1.0736255416368143,0.5462027099277086,0,0.0,0.29041843851072063,0.01644489469982679
15,1,3,8,5.558128371543686,1.2447347353856029,0.6104183137095964,0,0.0,0.2646785450298202,0.01488283408801727
16,1,3,9,4.331863043225791,1.3821759370928652,0.6344197393381813,0,0.0,0.23850850173264646,0.014676396914170638
17,1,3,10,18.28596765504561,6.090874402126256,2.717590343079169,0,0.0,1.0521670756175001,0.07074527729852162
18,1,3,14,4.853471386741939,1.3426341752523105,0.595310323580523,0,0.0,0.2552547207959903,0.019129867913656166
19,1,3,15,6.383377052382013,1.890169680959061,0.8271154426962666,0,0.0,0.23491222325378971,0.018204300466287675
20,1,3,16,7.410212061723427,1.7459701234053568,0.7859021552952775,0,0.0,0.17122541304413044,0.01438697517643212
21,1,3,17,7.528084532402998,1.591012762675192,0.800691317185843,0,0.0,0.12275297340095159,0.0108849121197719
22,1,3,18,9.409317891679994,2.7363806921657914,1.2615152116798019,0,0.0,0.11754968397272016,0.0112764232568658
23,1,3,20,0.0,0.0,0.0,0,0.0,0.0,0.0
24,1,5,5,10.138792744670715,1.427976169278585,0.6616382886565461,0,0.0,0.31599370227243845,0.31312757046191064
25,1,5,6,31.440128487661887,4.9478294719484,2.934695976938705,0,0.0037000000011174,0.8201107103231007,0.6753443455649696
26,1,5,7,73.73995525254406,12.170899711326001,6.573910300155673,0,0.0389480001758782,2.488283639725773,1.518367883895455
27,1,5,8,65.86644816242897,12.82970838145086,6.965571694651784,0,0.046863000607117795,2.27070685211708,1.5446599438987538
