,pollutant_name,veh_type,total_daily_tons,vmt,city
55,Sulfate Particulate,light,0.0002925651988455,1979001.367493691,Auburn
56,Sulfate Particulate,medium,0.0001282612359183,87469.58240379208,Auburn
57,Total Energy,heavy,1773228.3588672215,76059.31995094802,Auburn
58,Total Energy,light,9290413.67619428,1979001.367493691,Auburn
59,Total Energy,medium,734235.4901498057,87469.58240379208,Auburn
60,Total Gaseous HCs,heavy,0.0230118884352601,76059.31995094802,Auburn
61,Total Gaseous HCs,light,0.2396177925155567,1979001.367493691,Auburn
62,Total Gaseous HCs,medium,0.0559825802054084,87469.58240379208,Auburn
63,VOCs,heavy,0.0081436888486438,76059.31995094802,Auburn
64,VOCs,light,0.158862326933473,1979001.367493691,Auburn
65,VOCs,medium,0.0249460166084008,87469.58240379208,Auburn
0,Atmospheric CO2,heavy,0.0001951438806379,0.0,Beaux Arts
1,Atmospheric CO2,light,0.3412802482950972,471.82758458702574,Beaux Arts
2,Atmospheric CO2,medium,0.0261988498793841,7.9481554017403875,Beaux Arts
3,CO,heavy,3.7699594815476447e-06,0.0,Beaux Arts
4,CO,light,0.0069859116279636,471.82758458702574,Beaux Arts
5,CO,medium,0.0009185910481222,7.9481554017403875,Beaux Arts
6,CO2 Equivalent,heavy,0.0002329845796173,0.0,Beaux Arts
7,CO2 Equivalent,light,0.3506420475087792,471.82758458702574,Beaux Arts
8,CO2 Equivalent,medium,0.0292486535242654,7.9481554017403875,Beaux Arts
9,Composite NonECPM,heavy,6.2721192639342625e-09,0.0,Beaux Arts
10,Composite NonECPM,light,8.389037792790861e-06,471.82758458702574,Beaux Arts
11,Composite NonECPM,medium,1.6973896997555223e-06,7.9481554017403875,Beaux Arts
12,Elemental Carbon,heavy,1.4303336774286315e-09,0.0,Beaux Arts
13,Elemental Carbon,light,1.590880399151361e-05,471.82758458702574,Beaux Arts
14,Elemental Carbon,medium,2.385809448687163e-06,7.9481554017403875,Beaux Arts
15,H20 Aerosol,heavy,0.0,0.0,Beaux Arts
16,H20 Aerosol,light,0.0,471.82758458702574,Beaux Arts
17,H20 Aerosol,medium,0.0,7.9481554017403875,Beaux Arts
18,Methane,heavy,6.853394933074166e-07,0.0,Beaux Arts
19,Methane,light,7.155416692035013e-05,471.82758458702574,Beaux Arts
20,Methane,medium,3.769487080783264e-05,7.9481554017403875,Beaux Arts
21,N20,heavy,6.948704023624914e-08,0.0,Beaux Arts
22,N20,light,2.541280920219575e-05,471.82758458702574,Beaux Arts
23,N20,medium,7.071968283380289e-06,7.9481554017403875,Beaux Arts
24,NOx,heavy,2.6892876607721797e-06,0.0,Beaux Arts
25,NOx,light,0.000394951031308,471.82758458702574,Beaux Arts
26,NOx,medium,0.0001064477474926,7.9481554017403875,Beaux Arts
27,Non-methane HCs,heavy,1.1231477637066851e-06,0.0,Beaux Arts
28,Non-methane HCs,light,0.0005627098345939,471.82758458702574,Beaux Arts
29,Non-methane HCs,medium,0.0001160432226183,7.9481554017403875,Beaux Arts
30,PM10 Brakewear,heavy,0.0,0.0,Beaux Arts
31,PM10 Brakewear,light,0.0,471.82758458702574,Beaux Arts
32,PM10 Brakewear,medium,0.0,7.9481554017403875,Beaux Arts
33,PM10 Exhaust,heavy,8.374555240932359e-09,0.0,Beaux Arts
34,PM10 Exhaust,light,2.7450467431062948e-05,471.82758458702574,Beaux Arts
35,PM10 Exhaust,medium,4.609848626437056e-06,7.9481554017403875,Beaux Arts
36,PM10 Tirewear,heavy,0.0,0.0,Beaux Arts
37,PM10 Tirewear,light,0.0,471.82758458702574,Beaux Arts
38,PM10 Tirewear,medium,0.0,7.9481554017403875,Beaux Arts
39,PM10 Total,heavy,8.374555240932359e-09,0.0,Beaux Arts
40,PM10 Total,light,7.533891132490133e-05,1415.4827537610772,Beaux Arts
41,PM10 Total,medium,6.075860939116214e-06,23.844466205221163,Beaux Arts
42,PM25 Brakewear,heavy,0.0,0.0,Beaux Arts
43,PM25 Brakewear,light,0.0,471.82758458702574,Beaux Arts
44,PM25 Brakewear,medium,0.0,7.9481554017403875,Beaux Arts
45,PM25 Exhaust,heavy,7.702448142650381e-09,0.0,Beaux Arts
46,PM25 Exhaust,light,2.4297831380969197e-05,471.82758458702574,Beaux Arts
47,PM25 Exhaust,medium,4.083196518813907e-06,7.9481554017403875,Beaux Arts
48,PM25 Tirewear,heavy,0.0,0.0,Beaux Arts
49,PM25 Tirewear,light,0.0,471.82758458702574,Beaux Arts
50,PM25 Tirewear,medium,0.0,7.9481554017403875,Beaux Arts
51,PM25 Total,heavy,7.702448142650381e-09,0.0,Beaux Arts
52,PM25 Total,light,3.04585300451294e-05,1415.4827537610772,Beaux Arts
53,PM25 Total,medium,4.270195147312474e-06,23.844466205221163,Beaux Arts
54,Sulfate Particulate,heavy,4.289782586668055e-09,0.0,Beaux Arts
55,Sulfate Particulate,light,3.9158309459153924e-07,471.82758458702574,Beaux Arts
56,Sulfate Particulate,medium,1.1340516570098253e-07,7.9481554017403875,Beaux Arts
57,Total Energy,heavy,2.6589078213724937,0.0,Beaux Arts
58,Total Energy,light,4745.035136476808,471.82758458702574,Beaux Arts
59,Total Energy,medium,362.7878490493496,7.9481554017403875,Beaux Arts
60,Total Gaseous HCs,heavy,1.8091060223139312e-06,0.0,Beaux Arts
61,Total Gaseous HCs,light,0.0006351013792691,471.82758458702574,Beaux Arts
62,Total Gaseous HCs,medium,0.0001538789939327,7.9481554017403875,Beaux Arts
63,VOCs,heavy,3.81083956284836e-07,0.0,Beaux Arts
64,VOCs,light,0.0004027525960991,471.82758458702574,Beaux Arts
65,VOCs,medium,7.040030195477878e-05,7.9481554017403875,Beaux Arts
0,Atmospheric CO2,heavy,198.7203266374371,116707.71215029096,Bellevue
1,Atmospheric CO2,light,1358.6476667359352,4156751.739647772,Bellevue
2,Atmospheric CO2,medium,133.3743377595091,233395.5198832197,Bellevue
3,CO,heavy,0.3196012105778216,116707.71215029096,Bellevue
4,CO,light,9.416767822263514,4156751.739647772,Bellevue
5,CO,medium,0.921984881778294,233395.5198832197,Bellevue
6,CO2 Equivalent,heavy,199.41334758249056,116707.71215029096,Bellevue
7,CO2 Equivalent,light,1366.3170724656811,4156751.739647772,Bellevue
8,CO2 Equivalent,medium,135.63884492829698,233395.5198832197,Bellevue
9,Composite NonECPM,heavy,0.0020679425945767,116707.71215029096,Bellevue
10,Composite NonECPM,light,0.0079623916098097,4156751.739647772,Bellevue
11,Composite NonECPM,medium,0.0016303198021146,233395.5198832197,Bellevue
12,Elemental Carbon,heavy,0.0046665170142949,116707.71215029096,Bellevue
13,Elemental Carbon,light,0.011857626516832,4156751.739647772,Bellevue
14,Elemental Carbon,medium,0.001725515362167,233395.5198832197,Bellevue
15,H20 Aerosol,heavy,0.0,116707.71215029096,Bellevue
16,H20 Aerosol,light,0.0,4156751.739647772,Bellevue
17,H20 Aerosol,medium,0.0,233395.5198832197,Bellevue
18,Methane,heavy,0.0231568233691105,116707.71215029096,Bellevue
19,Methane,light,0.0670451146381493,4156751.739647772,Bellevue
20,Methane,medium,0.0360015738787371,233395.5198832197,Bellevue
21,N20,heavy,0.0003821824706877,116707.71215029096,Bellevue
22,N20,light,0.0201124113774059,4156751.739647772,Bellevue
23,N20,medium,0.0045788235510966,233395.5198832197,Bellevue
24,NOx,heavy,0.5315733945008362,116707.71215029096,Bellevue
25,NOx,light,0.5616918300712642,4156751.739647772,Bellevue
26,NOx,medium,0.149109554247223,233395.5198832197,Bellevue
27,Non-methane HCs,heavy,0.0119461653637471,116707.71215029096,Bellevue
28,Non-methane HCs,light,0.3813834385613592,4156751.739647772,Bellevue
29,Non-methane HCs,medium,0.0734773711137401,233395.5198832197,Bellevue
30,PM10 Brakewear,heavy,0.0,116707.71215029096,Bellevue
31,PM10 Brakewear,light,0.0,4156751.739647772,Bellevue
32,PM10 Brakewear,medium,0.0,233395.5198832197,Bellevue
33,PM10 Exhaust,heavy,0.0073204820775716,116707.71215029096,Bellevue
34,PM10 Exhaust,light,0.0223662641806952,4156751.739647772,Bellevue
35,PM10 Exhaust,medium,0.0037651150886016,233395.5198832197,Bellevue
36,PM10 Tirewear,heavy,0.0,116707.71215029096,Bellevue
37,PM10 Tirewear,light,0.0,4156751.739647772,Bellevue
38,PM10 Tirewear,medium,0.0,233395.5198832197,Bellevue
39,PM10 Total,heavy,0.0324485052727878,350123.1364508729,Bellevue
40,PM10 Total,light,0.2172073599947827,12470255.218943318,Bellevue
41,PM10 Total,medium,0.0197106011158425,700186.5596496591,Bellevue
42,PM25 Brakewear,heavy,0.0,116707.71215029096,Bellevue
43,PM25 Brakewear,light,0.0,4156751.739647772,Bellevue
44,PM25 Brakewear,medium,0.0,233395.5198832197,Bellevue
45,PM25 Exhaust,heavy,0.0067344596241229,116707.71215029096,Bellevue
46,PM25 Exhaust,light,0.0198200156852704,4156751.739647772,Bellevue
47,PM25 Exhaust,medium,0.003355833038132,233395.5198832197,Bellevue
48,PM25 Tirewear,heavy,0.0,116707.71215029096,Bellevue
49,PM25 Tirewear,light,0.0,4156751.739647772,Bellevue
50,PM25 Tirewear,medium,0.0,233395.5198832197,Bellevue
51,PM25 Total,heavy,0.0099828606812849,350123.1364508729,Bellevue
52,PM25 Total,light,0.045316638180294,12470255.218943318,Bellevue
53,PM25 Total,medium,0.005426518131328,700186.5596496591,Bellevue
54,Sulfate Particulate,heavy,0.0010997243996532,116707.71215029096,Bellevue
55,Sulfate Particulate,light,0.0005685007032603,4156751.739647772,Bellevue
56,Sulfate Particulate,medium,0.0002992916243177,233395.5198832197,Bellevue
57,Total Energy,heavy,2702849.0343454843,116707.71215029096,Bellevue
58,Total Energy,light,18888007.059917256,4156751.739647772,Bellevue
59,Total Energy,medium,1842062.442064502,233395.5198832197,Bellevue
60,Total Gaseous HCs,heavy,0.0351033229593089,116707.71215029096,Bellevue
61,Total Gaseous HCs,light,0.4489053528347277,4156751.739647772,Bellevue
62,Total Gaseous HCs,medium,0.1095591635289913,233395.5198832197,Bellevue
63,VOCs,heavy,0.0123919254120652,116707.71215029096,Bellevue
64,VOCs,light,0.297143879196324,4156751.739647772,Bellevue
65,VOCs,medium,0.0481893615388243,233395.5198832197,Bellevue
0,Atmospheric CO2,heavy,1.0408888529990838,550.8413146880824,Black Diamond
1,Atmospheric CO2,light,22.74764999567326,57517.24793206781,Black Diamond
2,Atmospheric CO2,medium,1.4644900163631926,1644.1135390097131,Black Diamond
3,CO,heavy,0.0019993188382086,550.8413146880824,Black Diamond
4,CO,light,0.238900541747669,57517.24793206781,Black Diamond
5,CO,medium,0.0249291738402134,1644.1135390097131,Black Diamond
6,CO2 Equivalent,heavy,1.0461317115618038,550.8413146880824,Black Diamond
7,CO2 Equivalent,light,23.00541001143757,57517.24793206781,Black Diamond
8,CO2 Equivalent,medium,1.5425634262219177,1644.1135390097131,Black Diamond
9,Composite NonECPM,heavy,1.2604399903946753e-05,550.8413146880824,Black Diamond
10,Composite NonECPM,light,0.000245359377575,57517.24793206781,Black Diamond
11,Composite NonECPM,medium,4.6083717404915e-05,1644.1135390097131,Black Diamond
12,Elemental Carbon,heavy,2.8052364180272952e-05,550.8413146880824,Black Diamond
13,Elemental Carbon,light,0.0004202181674766,57517.24793206781,Black Diamond
14,Elemental Carbon,medium,6.0244078947316384e-05,1644.1135390097131,Black Diamond
15,H20 Aerosol,heavy,0.0,550.8413146880824,Black Diamond
16,H20 Aerosol,light,0.0,57517.24793206781,Black Diamond
17,H20 Aerosol,medium,0.0,1644.1135390097131,Black Diamond
18,Methane,heavy,0.0001640072064892,550.8413146880824,Black Diamond
19,Methane,light,0.0020795182044574,57517.24793206781,Black Diamond
20,Methane,medium,0.0010388572148184,1644.1135390097131,Black Diamond
21,N20,heavy,3.83887850286417e-06,550.8413146880824,Black Diamond
22,N20,light,0.000690525823961,57517.24793206781,Black Diamond
23,N20,medium,0.0001748408489407,1644.1135390097131,Black Diamond
24,NOx,heavy,0.0033961325980362,550.8413146880824,Black Diamond
25,NOx,light,0.013639097016492,57517.24793206781,Black Diamond
26,NOx,medium,0.0032799214537702,1644.1135390097131,Black Diamond
27,Non-methane HCs,heavy,9.427042029396896e-05,550.8413146880824,Black Diamond
28,Non-methane HCs,light,0.0144147981212718,57517.24793206781,Black Diamond
29,Non-methane HCs,medium,0.0028567474965551,1644.1135390097131,Black Diamond
30,PM10 Brakewear,heavy,0.0,550.8413146880824,Black Diamond
31,PM10 Brakewear,light,0.0,57517.24793206781,Black Diamond
32,PM10 Brakewear,medium,0.0,1644.1135390097131,Black Diamond
33,PM10 Exhaust,heavy,4.419481378338271e-05,550.8413146880824,Black Diamond
34,PM10 Exhaust,light,0.0007516172017721,57517.24793206781,Black Diamond
35,PM10 Exhaust,medium,0.0001198594908075,1644.1135390097131,Black Diamond
36,PM10 Tirewear,heavy,0.0,550.8413146880824,Black Diamond
37,PM10 Tirewear,light,0.0,57517.24793206781,Black Diamond
38,PM10 Tirewear,medium,0.0,1644.1135390097131,Black Diamond
39,PM10 Total,heavy,0.0002348380345551,1652.5239440642472,Black Diamond
40,PM10 Total,light,0.0042614332088398,172551.7437962034,Black Diamond
41,PM10 Total,medium,0.0002741127330067,4932.340617029139,Black Diamond
42,PM25 Brakewear,heavy,0.0,550.8413146880824,Black Diamond
43,PM25 Brakewear,light,0.0,57517.24793206781,Black Diamond
44,PM25 Brakewear,medium,0.0,1644.1135390097131,Black Diamond
45,PM25 Exhaust,heavy,4.065675357687827e-05,550.8413146880824,Black Diamond
46,PM25 Exhaust,light,0.0006655773750112,57517.24793206781,Black Diamond
47,PM25 Exhaust,medium,0.000106327732613,1644.1135390097131,Black Diamond
48,PM25 Tirewear,heavy,0.0,550.8413146880824,Black Diamond
49,PM25 Tirewear,light,0.0,57517.24793206781,Black Diamond
50,PM25 Tirewear,medium,0.0,1644.1135390097131,Black Diamond
51,PM25 Total,heavy,6.507634202985817e-05,1652.5239440642472,Black Diamond
52,PM25 Total,light,0.0011215644011844,172551.7437962034,Black Diamond
53,PM25 Total,medium,0.0001262267819804,4932.340617029139,Black Diamond
54,Sulfate Particulate,heavy,6.709792074813303e-06,550.8413146880824,Black Diamond
55,Sulfate Particulate,light,1.3931832270609536e-05,57517.24793206781,Black Diamond
56,Sulfate Particulate,medium,4.592083343976662e-06,1644.1135390097131,Black Diamond
57,Total Energy,heavy,14157.95957292196,550.8413146880824,Black Diamond
58,Total Energy,light,316246.8221829349,57517.24793206781,Black Diamond
59,Total Energy,medium,20235.75322958843,1644.1135390097131,Black Diamond
60,Total Gaseous HCs,heavy,0.0002582923957918,550.8413146880824,Black Diamond
61,Total Gaseous HCs,light,0.0165145191384725,57517.24793206781,Black Diamond
62,Total Gaseous HCs,medium,0.0038990044679361,1644.1135390097131,Black Diamond
63,VOCs,heavy,8.102556856554259e-05,550.8413146880824,Black Diamond
64,VOCs,light,0.0106499778618196,57517.24793206781,Black Diamond
65,VOCs,medium,0.0017605579705852,1644.1135390097131,Black Diamond
0,Atmospheric CO2,heavy,84.0819530755647,48052.5105310292,Bothell
1,Atmospheric CO2,light,585.8657935621173,1723528.8398918821,Bothell
2,Atmospheric CO2,medium,51.802985424494125,89678.98599710864,Bothell
3,CO,heavy,0.1399330950999759,48052.5105310292,Bothell
4,CO,light,3.9961597877762314,1723528.8398918821,Bothell
5,CO,medium,0.3528189288510782,89678.98599710864,Bothell
6,CO2 Equivalent,heavy,84.38769810644169,48052.5105310292,Bothell
7,CO2 Equivalent,light,588.8443763774447,1723528.8398918821,Bothell
8,CO2 Equivalent,medium,52.610929887511865,89678.98599710864,Bothell
9,Composite NonECPM,heavy,0.0009135221259075,48052.5105310292,Bothell
10,Composite NonECPM,light,0.0032749518834998,1723528.8398918821,Bothell
11,Composite NonECPM,medium,0.0006159859613572,89678.98599710864,Bothell
12,Elemental Carbon,heavy,0.002064569794369,48052.5105310292,Bothell
13,Elemental Carbon,light,0.0045304938778768,1723528.8398918821,Bothell
14,Elemental Carbon,medium,0.0006341829859963,89678.98599710864,Bothell
15,H20 Aerosol,heavy,0.0,48052.5105310292,Bothell
16,H20 Aerosol,light,0.0,1723528.8398918821,Bothell
17,H20 Aerosol,medium,0.0,89678.98599710864,Bothell
18,Methane,heavy,0.0102695259866443,48052.5105310292,Bothell
19,Methane,light,0.0267398333022688,1723528.8398918821,Bothell
20,Methane,medium,0.0132236658758676,89678.98599710864,Bothell
21,N20,heavy,0.0001642887126796,48052.5105310292,Bothell
22,N20,light,0.0077523218051728,1723528.8398918821,Bothell
23,N20,medium,0.0016018828252544,89678.98599710864,Bothell
24,NOx,heavy,0.2361866287342477,48052.5105310292,Bothell
25,NOx,light,0.2362953188579913,1723528.8398918821,Bothell
26,NOx,medium,0.0578976471754068,89678.98599710864,Bothell
27,Non-methane HCs,heavy,0.0051415619582537,48052.5105310292,Bothell
28,Non-methane HCs,light,0.1434516404661851,1723528.8398918821,Bothell
29,Non-methane HCs,medium,0.0262024848546343,89678.98599710864,Bothell
30,PM10 Brakewear,heavy,0.0,48052.5105310292,Bothell
31,PM10 Brakewear,light,0.0,1723528.8398918821,Bothell
32,PM10 Brakewear,medium,0.0,89678.98599710864,Bothell
33,PM10 Exhaust,heavy,0.0032372421207488,48052.5105310292,Bothell
34,PM10 Exhaust,light,0.0088048066495288,1723528.8398918821,Bothell
35,PM10 Exhaust,medium,0.0014016798387068,89678.98599710864,Bothell
36,PM10 Tirewear,heavy,0.0,48052.5105310292,Bothell
37,PM10 Tirewear,light,0.0,1723528.8398918821,Bothell
38,PM10 Tirewear,medium,0.0,89678.98599710864,Bothell
39,PM10 Total,heavy,0.0150961527066994,144157.5315930876,Bothell
40,PM10 Total,light,0.1002269415414984,5170586.519675646,Bothell
41,PM10 Total,medium,0.0080636785957125,269036.95799132594,Bothell
42,PM25 Brakewear,heavy,0.0,48052.5105310292,Bothell
43,PM25 Brakewear,light,0.0,1723528.8398918821,Bothell
44,PM25 Brakewear,medium,0.0,89678.98599710864,Bothell
45,PM25 Exhaust,heavy,0.0029780917248858,48052.5105310292,Bothell
46,PM25 Exhaust,light,0.007805444824728,1723528.8398918821,Bothell
47,PM25 Exhaust,medium,0.0012501684811629,89678.98599710864,Bothell
48,PM25 Tirewear,heavy,0.0,48052.5105310292,Bothell
49,PM25 Tirewear,light,0.0,1723528.8398918821,Bothell
50,PM25 Tirewear,medium,0.0,89678.98599710864,Bothell
51,PM25 Total,heavy,0.0045064331347338,144157.5315930876,Bothell
52,PM25 Total,light,0.0197284258774152,5170586.519675646,Bothell
53,PM25 Total,medium,0.002113708043341,269036.95799132594,Bothell
54,Sulfate Particulate,heavy,0.0004853566582952,48052.5105310292,Bothell
55,Sulfate Particulate,light,0.0002412502788698,1723528.8398918821,Bothell
56,Sulfate Particulate,medium,0.0001166891986035,89678.98599710864,Bothell
57,Total Energy,heavy,1143626.659273054,48052.5105310292,Bothell
58,Total Energy,light,8144958.622919747,1723528.8398918821,Bothell
59,Total Energy,medium,715527.2121536898,89678.98599710864,Bothell
60,Total Gaseous HCs,heavy,0.0154112003222608,48052.5105310292,Bothell
61,Total Gaseous HCs,light,0.1703632738624854,1723528.8398918821,Bothell
62,Total Gaseous HCs,medium,0.039454622863989,89678.98599710864,Bothell
63,VOCs,heavy,0.0053693308825395,48052.5105310292,Bothell
64,VOCs,light,0.1157549588800602,1723528.8398918821,Bothell
65,VOCs,medium,0.017878890045529,89678.98599710864,Bothell
0,Atmospheric CO2,heavy,31.691604966673523,19312.63453327471,Burien
1,Atmospheric CO2,light,202.8161377134355,563391.1049040337,Burien
2,Atmospheric CO2,medium,15.408654790151326,22556.23153664739,Burien
3,CO,heavy,0.0479893385637607,19312.63453327471,Burien
4,CO,light,1.924689889172321,563391.1049040337,Burien
