,pollutant_name,veh_type,total_daily_tons,vmt,city
0,Atmospheric CO2,heavy,25.072502407699336,16487.58651166397,Algona
1,Atmospheric CO2,light,48.07130595379188,166142.6266473205,Algona
2,Atmospheric CO2,medium,4.832287796054924,9499.567633084163,Algona
3,CO,heavy,0.0473991627896855,16487.58651166397,Algona
4,CO,light,0.2053190886963832,166142.6266473205,Algona
5,CO,medium,0.0183177866407546,9499.567633084163,Algona
6,CO2 Equivalent,heavy,25.192943435098755,16487.58651166397,Algona
7,CO2 Equivalent,light,48.26276202046783,166142.6266473205,Algona
8,CO2 Equivalent,medium,4.889642112831788,9499.567633084163,Algona
9,Composite NonECPM,heavy,0.0001774754425529,16487.58651166397,Algona
10,Composite NonECPM,light,0.0001521845449716,166142.6266473205,Algona
11,Composite NonECPM,medium,3.7159887022612975e-05,9499.567633084163,Algona
12,Elemental Carbon,heavy,0.0002850712879308,16487.58651166397,Algona
13,Elemental Carbon,light,0.0002993620731767,166142.6266473205,Algona
14,Elemental Carbon,medium,3.3543761569051495e-05,9499.567633084163,Algona
15,H20 Aerosol,heavy,0.0,16487.58651166397,Algona
16,H20 Aerosol,light,0.0,166142.6266473205,Algona
17,H20 Aerosol,medium,0.0,9499.567633084163,Algona
18,Methane,heavy,0.0041300430751668,16487.58651166397,Algona
19,Methane,light,0.0013009008363969,166142.6266473205,Algona
20,Methane,medium,0.0010862829688338,9499.567633084163,Algona
21,N20,heavy,5.7658339493247184e-05,16487.58651166397,Algona
22,N20,light,0.0005332987834198,166142.6266473205,Algona
23,N20,medium,0.0001013399350696,9499.567633084163,Algona
24,NOx,heavy,0.0690938769504045,16487.58651166397,Algona
25,NOx,light,0.0048991501983173,166142.6266473205,Algona
26,NOx,medium,0.0037971163106471,9499.567633084163,Algona
27,Non-methane HCs,heavy,0.0010816528538013,16487.58651166397,Algona
28,Non-methane HCs,light,0.0063955258548729,166142.6266473205,Algona
29,Non-methane HCs,medium,0.0013540592507498,9499.567633084163,Algona
30,PM10 Brakewear,heavy,0.0,16487.58651166397,Algona
31,PM10 Brakewear,light,0.0,166142.6266473205,Algona
32,PM10 Brakewear,medium,0.0,9499.567633084163,Algona
33,PM10 Exhaust,heavy,0.0005028402369916,16487.58651166397,Algona
34,PM10 Exhaust,light,0.0005098533378289,166142.6266473205,Algona
35,PM10 Exhaust,medium,7.936434725821031e-05,9499.567633084163,Algona
36,PM10 Tirewear,heavy,0.0,16487.58651166397,Algona
37,PM10 Tirewear,light,0.0,166142.6266473205,Algona
38,PM10 Tirewear,medium,0.0,9499.567633084163,Algona
39,PM10 Total,heavy,0.0052434814526709,49462.75953499191,Algona
40,PM10 Total,light,0.0089108641683604,498427.8799419615,Algona
41,PM10 Total,medium,0.000814406174662,28498.70289925248,Algona
42,PM25 Brakewear,heavy,0.0,16487.58651166397,Algona
43,PM25 Brakewear,light,0.0,166142.6266473205,Algona
44,PM25 Brakewear,medium,0.0,9499.567633084163,Algona
45,PM25 Exhaust,heavy,0.0004625466078892,16487.58651166397,Algona
46,PM25 Exhaust,light,0.0004515467408142,166142.6266473205,Algona
47,PM25 Exhaust,medium,7.070361957077446e-05,9499.567633084163,Algona
48,PM25 Tirewear,heavy,0.0,16487.58651166397,Algona
49,PM25 Tirewear,light,0.0,166142.6266473205,Algona
50,PM25 Tirewear,medium,0.0,9499.567633084163,Algona
51,PM25 Total,heavy,0.0010713071004861,49462.75953499191,Algona
52,PM25 Total,light,0.0015485495240305,498427.8799419615,Algona
53,PM25 Total,medium,0.000165856018338,28498.70289925248,Algona
54,Sulfate Particulate,heavy,0.000135522742266,16487.58651166397,Algona
55,Sulfate Particulate,light,1.4064537300956702e-05,166142.6266473205,Algona
56,Sulfate Particulate,medium,9.934926208132736e-06,9499.567633084163,Algona
57,Total Energy,heavy,341129.0911978699,16487.58651166397,Algona
58,Total Energy,light,668127.7729195813,166142.6266473205,Algona
59,Total Energy,medium,66733.86440053991,9499.567633084163,Algona
60,Total Gaseous HCs,heavy,0.0052117088027607,16487.58651166397,Algona
61,Total Gaseous HCs,light,0.0077033767842798,166142.6266473205,Algona
62,Total Gaseous HCs,medium,0.0024416275278903,9499.567633084163,Algona
63,VOCs,heavy,0.0011006997135215,16487.58651166397,Algona
64,VOCs,light,0.0039778955934974,166142.6266473205,Algona
65,VOCs,medium,0.0007370523958924,9499.567633084163,Algona
0,Atmospheric CO2,heavy,143.6783263440098,96772.6933545513,Auburn
1,Atmospheric CO2,light,686.6333177874199,2220955.29386258,Auburn
2,Atmospheric CO2,medium,53.04246817074407,91438.60651688589,Auburn
3,CO,heavy,0.2667272683522909,96772.6933545513,Auburn
4,CO,light,3.798194501651449,2220955.29386258,Auburn
5,CO,medium,0.3304700240323479,91438.60651688589,Auburn
6,CO2 Equivalent,heavy,144.3529785596635,96772.6933545513,Auburn
7,CO2 Equivalent,light,690.9600134727579,2220955.29386258,Auburn
8,CO2 Equivalent,medium,54.34354674987375,91438.60651688589,Auburn
9,Composite NonECPM,heavy,0.0009956681850316,96772.6933545513,Auburn
10,Composite NonECPM,light,0.0036834977958738,2220955.29386258,Auburn
11,Composite NonECPM,medium,0.0007686379080326,91438.60651688589,Auburn
12,Elemental Carbon,heavy,0.0015831387640142,96772.6933545513,Auburn
13,Elemental Carbon,light,0.0076528242772742,2220955.29386258,Auburn
14,Elemental Carbon,medium,0.0009403579958743,91438.60651688589,Auburn
15,H20 Aerosol,heavy,0.0,96772.6933545513,Auburn
16,H20 Aerosol,light,0.0,2220955.29386258,Auburn
17,H20 Aerosol,medium,0.0,91438.60651688589,Auburn
18,Methane,heavy,0.0229076807401575,96772.6933545513,Auburn
19,Methane,light,0.0287505551013079,2220955.29386258,Auburn
20,Methane,medium,0.0200293995726745,91438.60651688589,Auburn
21,N20,heavy,0.0003426758645641,96772.6933545513,Auburn
22,N20,light,0.0121077302978455,2220955.29386258,Auburn
23,N20,medium,0.002685777122523,91438.60651688589,Auburn
24,NOx,heavy,0.3785039266877914,96772.6933545513,Auburn
25,NOx,light,0.1204525752186484,2220955.29386258,Auburn
26,NOx,medium,0.0614901822043713,91438.60651688589,Auburn
27,Non-methane HCs,heavy,0.0063300269144017,96772.6933545513,Auburn
28,Non-methane HCs,light,0.1742450707584118,2220955.29386258,Auburn
29,Non-methane HCs,medium,0.0384015140635843,91438.60651688589,Auburn
30,PM10 Brakewear,heavy,0.0,96772.6933545513,Auburn
31,PM10 Brakewear,light,0.0,2220955.29386258,Auburn
32,PM10 Brakewear,medium,0.0,91438.60651688589,Auburn
33,PM10 Exhaust,heavy,0.0028034522576624,96772.6933545513,Auburn
34,PM10 Exhaust,light,0.0128034485900229,2220955.29386258,Auburn
35,PM10 Exhaust,medium,0.0019248365125141,91438.60651688589,Auburn
36,PM10 Tirewear,heavy,0.0,96772.6933545513,Auburn
37,PM10 Tirewear,light,0.0,2220955.29386258,Auburn
38,PM10 Tirewear,medium,0.0,91438.60651688589,Auburn
39,PM10 Total,heavy,0.0276829178023144,290318.08006365394,Auburn
40,PM10 Total,light,0.135637195898591,6662865.88158774,Auburn
41,PM10 Total,medium,0.0095139865414954,274315.8195506577,Auburn
42,PM25 Brakewear,heavy,0.0,96772.6933545513,Auburn
43,PM25 Brakewear,light,0.0,2220955.29386258,Auburn
44,PM25 Brakewear,medium,0.0,91438.60651688589,Auburn
